# step rho_core(r<5) rho_core(r<10) rho_core(r<15) total_norm
25560 0.00181126 0.00657467 0.0192657 0.991525
25570 0.00182428 0.00665522 0.0195793 0.991526
25580 0.00183715 0.00673941 0.0198939 0.991519
25590 0.00185076 0.00682747 0.0202091 0.991521
25600 0.00186549 0.00691929 0.0205248 0.991515
25610 0.00188091 0.00701423 0.0208408 0.991508
25620 0.00189568 0.00711107 0.0211574 0.991502
25630 0.00190794 0.00720819 0.0214746 0.991507
25640 0.00191582 0.0073038 0.0217929 0.991504
25650 0.00191809 0.00739639 0.0221127 0.991494
25660 0.00191463 0.00748497 0.0224346 0.991499
25670 0.00190655 0.00756929 0.0227592 0.99149
25680 0.00189598 0.00764978 0.0230863 0.991488
25690 0.00188546 0.00772739 0.0234157 0.991484
25700 0.00187729 0.00780323 0.0237462 0.991479
25710 0.00187288 0.00787826 0.024076 0.991477
25720 0.00187244 0.00795315 0.024403 0.991475
25730 0.00187506 0.00802821 0.0247249 0.991471
25740 0.00187908 0.00810355 0.0250399 0.991469
25750 0.00188275 0.00817926 0.0253468 0.991466
25760 0.00188479 0.00825567 0.0256453 0.991461
25770 0.00188478 0.00833342 0.0259361 0.991457
25780 0.00188322 0.0084134 0.0262201 0.991451
25790 0.00188119 0.00849658 0.0264988 0.99145
25800 0.00187986 0.00858384 0.0267735 0.991449
25810 0.00187993 0.00867561 0.0270453 0.991444
25820 0.00188123 0.00877192 0.0273151 0.991444
25830 0.00188273 0.00887232 0.0275837 0.991437
25840 0.0018828 0.00897614 0.0278522 0.991436
25850 0.00187979 0.0090827 0.0281218 0.991433
25860 0.00187268 0.00919159 0.0283946 0.991429
25870 0.00186153 0.00930279 0.0286729 0.991421
25880 0.00184767 0.00941672 0.0289592 0.991417
25890 0.00183337 0.00953406 0.029256 0.991417
25900 0.00182136 0.00965553 0.0295656 0.991413
25910 0.00181406 0.00978172 0.0298897 0.991413
25920 0.00181295 0.00991285 0.0302294 0.991411
25930 0.00181822 0.0100488 0.0305857 0.991409
25940 0.00182877 0.0101892 0.030959 0.991397
25950 0.00184262 0.0103337 0.0313498 0.991401
25960 0.0018575 0.0104818 0.0317583 0.991399
25970 0.00187148 0.0106337 0.0321846 0.991389
25980 0.00188342 0.0107894 0.0326281 0.991391
25990 0.00189308 0.0109494 0.0330876 0.991383
26000 0.00190094 0.0111138 0.0335607 0.991381
26010 0.0019078 0.0112824 0.0340443 0.991377
26020 0.00191428 0.0114546 0.034534 0.991376
26030 0.00192051 0.0116292 0.0350255 0.991374
26040 0.00192609 0.0118047 0.0355144 0.991372
26050 0.00193025 0.0119795 0.0359966 0.991366
26060 0.00193231 0.0121524 0.0364692 0.991359
26070 0.0019321 0.0123225 0.0369301 0.991358
26080 0.00193027 0.0124897 0.0373778 0.991358
26090 0.00192827 0.0126544 0.0378115 0.991352
26100 0.00192804 0.0128174 0.0382305 0.991345
26110 0.0019315 0.0129797 0.038634 0.991346
26120 0.00193992 0.0131417 0.0390216 0.99134
26130 0.00195351 0.013304 0.0393924 0.991335
26140 0.00197127 0.0134664 0.0397465 0.991337
26150 0.00199118 0.0136286 0.0400843 0.991328
26160 0.00201076 0.0137897 0.0404076 0.991332
26170 0.00202767 0.0139492 0.040719 0.991327
26180 0.00204036 0.0141061 0.041022 0.991321
26190 0.00204835 0.0142595 0.0413203 0.991319
26200 0.00205229 0.0144084 0.0416179 0.991316
26210 0.00205359 0.0145515 0.0419181 0.991308
26220 0.00205398 0.0146872 0.0422235 0.991309
26230 0.0020549 0.0148141 0.0425361 0.991305
26240 0.00205714 0.0149307 0.042857 0.991303
26250 0.00206082 0.0150364 0.0431869 0.991301
26260 0.00206548 0.0151307 0.0435262 0.991294
26270 0.00207058 0.0152142 0.0438747 0.991295
26280 0.00207592 0.0152881 0.044232 0.991291
26290 0.00208194 0.0153541 0.0445975 0.991288
26300 0.00208981 0.0154138 0.0449699 0.991278
26310 0.00210117 0.0154688 0.045348 0.991281
26320 0.00211772 0.0155202 0.0457301 0.99128
26330 0.00214061 0.0155687 0.0461144 0.99127
26340 0.00217009 0.0156148 0.0464991 0.991267
26350 0.00220529 0.0156588 0.0468825 0.991262
26360 0.00224438 0.0157014 0.0472633 0.991262
26370 0.002285 0.0157437 0.0476406 0.991261
26380 0.00232477 0.0157874 0.0480135 0.991256
26390 0.00236189 0.0158343 0.0483812 0.991252
26400 0.00239544 0.0158866 0.048743 0.991246
26410 0.00242544 0.0159458 0.0490981 0.991245
26420 0.0024527 0.0160133 0.0494454 0.991243
26430 0.00247835 0.0160895 0.0497841 0.991243
26440 0.00250347 0.0161744 0.0501136 0.991239
26450 0.00252874 0.0162675 0.0504336 0.99123
26460 0.00255436 0.0163684 0.0507443 0.991226
26470 0.00258014 0.0164767 0.0510468 0.991221
26480 0.00260584 0.0165923 0.0513426 0.991222
26490 0.00263139 0.0167148 0.0516335 0.991221
26500 0.00265713 0.0168437 0.0519215 0.991216
26510 0.00268381 0.0169778 0.0522083 0.991214
26520 0.00271235 0.0171148 0.0524957 0.991214
26530 0.00274349 0.0172518 0.0527852 0.991204
26540 0.00277741 0.0173851 0.0530783 0.991205
26550 0.00281344 0.0175113 0.0533765 0.9912
26560 0.00285006 0.0176275 0.0536818 0.991194
26570 0.0028851 0.0177323 0.053996 0.991188
26580 0.00291622 0.0178255 0.0543211 0.991194
26590 0.00294137 0.0179085 0.054659 0.991186
26600 0.00295924 0.0179833 0.055011 0.991183
26610 0.00296959 0.0180523 0.0553777 0.99118
26620 0.00297316 0.0181174 0.0557596 0.991174
26630 0.00297146 0.0181796 0.0561561 0.991173
26640 0.00296633 0.018239 0.056567 0.991173
26650 0.00295951 0.018295 0.0569922 0.991165
26660 0.00295227 0.0183469 0.0574318 0.991161
26670 0.00294528 0.0183948 0.0578868 0.991156
26680 0.00293859 0.0184398 0.0583584 0.991156
26690 0.00293186 0.0184841 0.0588479 0.99115
26700 0.00292464 0.0185312 0.0593567 0.991148
26710 0.00291656 0.0185847 0.0598856 0.991141
26720 0.00290749 0.0186481 0.0604351 0.991143
26730 0.00289752 0.0187237 0.061005 0.991141
26740 0.00288679 0.0188129 0.0615948 0.991136
26750 0.00287536 0.0189156 0.0622039 0.991136
26760 0.002863 0.0190311 0.0628319 0.991131
26770 0.00284916 0.0191585 0.0634785 0.991128
26780 0.00283309 0.0192976 0.0641436 0.991121
26790 0.00281397 0.0194487 0.0648272 0.99112
26800 0.00279124 0.0196134 0.0655288 0.991117
26810 0.00276477 0.0197935 0.0662473 0.991112
26820 0.00273505 0.0199907 0.0669812 0.991108
26830 0.00270314 0.0202062 0.0677284 0.991107
26840 0.00267054 0.0204399 0.0684867 0.991103
26850 0.00263894 0.0206906 0.0692544 0.991104
26860 0.00260992 0.0209559 0.070031 0.991094
26870 0.0025848 0.0212328 0.0708173 0.991092
26880 0.00256446 0.0215185 0.0716156 0.991086
26890 0.00254941 0.0218106 0.0724292 0.991086
26900 0.00253989 0.0221076 0.0732621 0.991083
26910 0.00253606 0.0224092 0.0741176 0.991081
26920 0.00253812 0.0227157 0.0749985 0.991075
26930 0.00254642 0.0230276 0.0759054 0.991073
26940 0.00256141 0.0233454 0.0768378 0.99107
26950 0.00258358 0.0236694 0.0777939 0.991062
26960 0.00261327 0.0239996 0.0787712 0.991064
26970 0.00265061 0.024336 0.0797679 0.991063
26980 0.00269542 0.0246787 0.080783 0.991063
26990 0.00274722 0.0250285 0.0818161 0.991047
27000 0.00280527 0.0253865 0.0828681 0.99105
27010 0.00286871 0.0257545 0.0839402 0.991053
27020 0.00293668 0.026134 0.0850333 0.991047
27030 0.00300834 0.0265267 0.0861478 0.991044
27040 0.00308291 0.0269333 0.0872832 0.991037
27050 0.00315971 0.0273539 0.0884386 0.991033
27060 0.00323803 0.0277878 0.0896127 0.991032
27070 0.00331717 0.0282343 0.0908043 0.991024
27080 0.0033964 0.0286927 0.0920128 0.991023
27090 0.00347497 0.0291631 0.0932386 0.991022
27100 0.00355221 0.0296465 0.0944822 0.991022
27110 0.00362756 0.0301453 0.0957439 0.991014
27120 0.00370063 0.0306624 0.0970243 0.991009
27130 0.00377127 0.0312014 0.0983225 0.991004
27140 0.0038395 0.0317657 0.0996374 0.991005
27150 0.00390556 0.0323584 0.100967 0.991002
27160 0.00396983 0.0329816 0.10231 0.990998
27170 0.00403289 0.0336367 0.103664 0.99099
27180 0.00409548 0.0343244 0.105027 0.990992
27190 0.00415856 0.035045 0.106401 0.990987
27200 0.00422342 0.0357988 0.107785 0.990984
27210 0.00429164 0.0365862 0.109179 0.990979
27220 0.00436517 0.0374076 0.110583 0.990974
27230 0.00444627 0.0382635 0.111997 0.990976
27240 0.00453742 0.0391535 0.113417 0.99097
27250 0.00464118 0.040077 0.114842 0.990965
27260 0.00476006 0.041032 0.116269 0.990964
27270 0.00489632 0.0420156 0.117693 0.990964
27280 0.00505182 0.0430238 0.119114 0.990961
27290 0.00522796 0.0440523 0.12053 0.990956
27300 0.00542555 0.0450964 0.121942 0.990956
27310 0.00564486 0.0461516 0.123351 0.990948
27320 0.00588563 0.0472138 0.124759 0.990945
27330 0.00614719 0.0482796 0.126166 0.990941
27340 0.00642857 0.0493459 0.127572 0.990936
27350 0.00672868 0.0504104 0.128975 0.990936
27360 0.0070464 0.0514713 0.130373 0.990933
27370 0.00738066 0.0525274 0.13176 0.990929
27380 0.00773051 0.0535776 0.133134 0.990927
27390 0.00809504 0.0546216 0.134491 0.990925
27400 0.00847333 0.055659 0.135827 0.990923
27410 0.00886433 0.05669 0.137141 0.990917
27420 0.00926672 0.0577143 0.138433 0.99091
27430 0.00967885 0.0587318 0.139701 0.990917
27440 0.0100986 0.0597418 0.140947 0.990904
27450 0.0105237 0.0607432 0.142168 0.9909
27460 0.0109514 0.0617343 0.143365 0.990905
27470 0.0113789 0.0627138 0.144534 0.990896
27480 0.0118033 0.06368 0.145675 0.990894
27490 0.0122217 0.0646323 0.146785 0.990886
27500 0.0126316 0.0655706 0.147861 0.990883
27510 0.0130304 0.0664955 0.148904 0.990882
27520 0.0134158 0.0674081 0.149914 0.990883
27530 0.013786 0.0683098 0.150889 0.99088
27540 0.0141396 0.069201 0.151831 0.990877
27550 0.0144763 0.0700813 0.152741 0.990868
27560 0.0147965 0.0709494 0.15362 0.990869
27570 0.0151023 0.0718025 0.154468 0.990868
27580 0.0153965 0.0726372 0.155287 0.990862
27590 0.0156835 0.0734501 0.15608 0.990857
27600 0.0159678 0.0742379 0.156847 0.990853
27610 0.0162543 0.0749983 0.157591 0.990856
27620 0.0165472 0.0757299 0.158315 0.990843
27630 0.0168496 0.0764319 0.159021 0.990844
27640 0.0171631 0.0771045 0.159712 0.990841
27650 0.0174881 0.077748 0.160387 0.990843
27660 0.017823 0.0783624 0.161047 0.990838
27670 0.0181655 0.0789476 0.161691 0.990833
27680 0.0185124 0.0795032 0.162318 0.990831
27690 0.0188599 0.0800286 0.162926 0.990828
27700 0.0192043 0.0805231 0.163514 0.990824
27710 0.0195417 0.0809864 0.164081 0.99082
27720 0.0198684 0.0814183 0.164628 0.990813
27730 0.0201808 0.0818189 0.165153 0.990816
27740 0.0204753 0.0821881 0.165658 0.990813
27750 0.0207485 0.0825256 0.166142 0.990809
27760 0.0209975 0.0828306 0.166605 0.990802
27770 0.0212196 0.0831024 0.167047 0.990798
27780 0.0214131 0.0833399 0.167468 0.990794
27790 0.0215768 0.0835424 0.167868 0.990792
27800 0.0217102 0.0837097 0.168247 0.990789
27810 0.0218132 0.0838422 0.168607 0.990787
27820 0.0218859 0.0839414 0.168948 0.990782
27830 0.0219286 0.0840087 0.169272 0.99078
27840 0.0219413 0.0840462 0.169582 0.990778
27850 0.0219243 0.084056 0.169878 0.990776
27860 0.021878 0.0840402 0.170162 0.990771
27870 0.0218031 0.0840004 0.170434 0.990771
27880 0.0217011 0.0839385 0.170695 0.990762
27890 0.0215743 0.0838567 0.170944 0.990762
27900 0.0214258 0.0837571 0.171182 0.990761
27910 0.0212591 0.0836425 0.171409 0.990753
27920 0.0210782 0.0835158 0.171625 0.990752
27930 0.0208874 0.0833803 0.171832 0.990753
27940 0.0206903 0.0832386 0.172031 0.990745
27950 0.0204904 0.0830929 0.172223 0.990744
27960 0.0202908 0.0829442 0.17241 0.99074
27970 0.020094 0.0827923 0.172593 0.990736
27980 0.0199026 0.0826358 0.172774 0.990731
27990 0.0197188 0.0824724 0.172952 0.990731
28000 0.0195447 0.0822995 0.17313 0.990727
28010 0.0193825 0.0821143 0.17331 0.990725
28020 0.0192336 0.0819146 0.173491 0.990721
28030 0.0190993 0.081699 0.173675 0.990718
28040 0.0189796 0.0814669 0.173864 0.990714
28050 0.0188736 0.0812185 0.174057 0.99071
28060 0.0187794 0.0809549 0.174255 0.990711
28070 0.018694 0.0806773 0.174459 0.990705
28080 0.0186139 0.0803875 0.174669 0.990703
28090 0.0185348 0.0800872 0.174886 0.990699
28100 0.0184525 0.0797781 0.175111 0.990698
28110 0.0183628 0.0794614 0.175345 0.99069
28120 0.018262 0.0791379 0.175591 0.990688
28130 0.0181469 0.0788075 0.17585 0.990686
28140 0.0180148 0.0784695 0.176123 0.990685
28150 0.0178638 0.0781219 0.176411 0.99068
28160 0.0176928 0.0777622 0.176715 0.99068
28170 0.0175014 0.0773875 0.177035 0.990674
28180 0.0172901 0.076995 0.17737 0.990674
28190 0.01706 0.0765823 0.177721 0.990671
28200 0.0168128 0.0761479 0.178087 0.990662
28210 0.0165506 0.0756923 0.178468 0.990658
28220 0.0162761 0.0752166 0.178863 0.990653
28230 0.0159914 0.0747238 0.179273 0.990657
28240 0.0156989 0.0742171 0.179693 0.990652
28250 0.0154004 0.0737005 0.180123 0.990648
28260 0.0150975 0.0731777 0.180556 0.990649
28270 0.0147915 0.072652 0.180991 0.990643
28280 0.0144835 0.0721264 0.18142 0.990637
28290 0.0141749 0.0716034 0.181839 0.990637
28300 0.013867 0.0710856 0.182243 0.990629
28310 0.0135615 0.0705755 0.182629 0.990635
28320 0.0132603 0.0700755 0.182993 0.990624
28330 0.012965 0.0695885 0.183335 0.99062
28340 0.0126774 0.0691171 0.183652 0.990617
28350 0.0123986 0.0686632 0.183945 0.990617
28360 0.0121298 0.0682283 0.184213 0.990612
28370 0.0118716 0.0678131 0.184458 0.99061
28380 0.0116247 0.0674175 0.184679 0.990603
28390 0.0113899 0.0670412 0.184878 0.990606
28400 0.0111681 0.0666834 0.185056 0.990604
28410 0.0109605 0.0663432 0.185214 0.990595
28420 0.0107682 0.06602 0.185354 0.990598
28430 0.0105922 0.0657132 0.185477 0.990596
28440 0.0104331 0.0654221 0.185582 0.990593
28450 0.0102906 0.0651457 0.18567 0.990587
28460 0.0101639 0.0648828 0.185739 0.990578
28470 0.0100516 0.064632 0.185789 0.990577
28480 0.00995174 0.0643917 0.185816 0.990574
28490 0.00986242 0.0641605 0.185821 0.990574
28500 0.0097821 0.0639376 0.185801 0.990568
28510 0.00970972 0.0637229 0.185755 0.990567
28520 0.00964482 0.0635172 0.185685 0.990562
28530 0.00958737 0.0633216 0.185589 0.990559
28540 0.00953753 0.0631378 0.18547 0.990559
28550 0.00949527 0.062967 0.185328 0.990552
28560 0.00946024 0.06281 0.185165 0.990547
28570 0.00943164 0.0626668 0.184983 0.99055
28580 0.00940832 0.0625369 0.184785 0.990547
28590 0.00938905 0.0624192 0.184573 0.990541
28600 0.00937277 0.0623126 0.184349 0.990535
28610 0.00935883 0.0622165 0.184116 0.990537
28620 0.00934706 0.0621306 0.183875 0.990532
28630 0.00933775 0.0620555 0.183628 0.990525
28640 0.00933139 0.0619919 0.183374 0.990528
28650 0.00932847 0.0619412 0.18311 0.990528
28660 0.00932922 0.0619045 0.182835 0.990521
28670 0.00933349 0.0618831 0.182544 0.990519
28680 0.00934078 0.0618783 0.182233 0.990515
28690 0.00935043 0.0618915 0.181901 0.99051
28700 0.00936185 0.0619248 0.181543 0.990505
28710 0.00937479 0.0619804 0.181158 0.990502
28720 0.00938949 0.0620612 0.180745 0.990501
28730 0.00940663 0.0621704 0.180303 0.990497
28740 0.00942719 0.062311 0.17983 0.990496
28750 0.00945219 0.0624852 0.179324 0.990489
28760 0.00948231 0.0626943 0.178782 0.990489
28770 0.00951779 0.062938 0.178202 0.990487
28780 0.00955832 0.0632143 0.17758 0.99048
28790 0.00960333 0.0635197 0.176915 0.990478
28800 0.00965227 0.0638493 0.176204 0.990473
28810 0.00970502 0.0641974 0.175447 0.990473
28820 0.00976215 0.0645573 0.174643 0.990468
28830 0.00982502 0.0649222 0.173794 0.990466
28840 0.00989561 0.065285 0.172898 0.990462
28850 0.00997613 0.0656387 0.171958 0.990461
28860 0.0100685 0.0659767 0.170974 0.990457
28870 0.0101742 0.0662929 0.169948 0.990458
28880 0.0102933 0.0665826 0.16888 0.990447
28890 0.0104251 0.0668423 0.167774 0.990446
28900 0.0105681 0.0670705 0.166634 0.990446
28910 0.0107199 0.0672673 0.165465 0.990439
28920 0.0108779 0.0674343 0.164275 0.990436
28930 0.0110399 0.0675743 0.16307 0.99043
28940 0.0112036 0.0676904 0.161859 0.990429
28950 0.0113674 0.0677854 0.160649 0.990426
28960 0.01153 0.0678617 0.159445 0.990425
28970 0.0116906 0.0679205 0.158253 0.990421
28980 0.0118486 0.0679625 0.157076 0.990416
28990 0.0120041 0.0679882 0.155918 0.990414
29000 0.0121577 0.0679979 0.154781 0.990412
29010 0.0123107 0.0679926 0.153668 0.990408
29020 0.0124652 0.0679742 0.152582 0.990401
29030 0.0126242 0.067945 0.151524 0.990404
29040 0.0127909 0.0679082 0.150499 0.9904
29050 0.0129682 0.0678665 0.149507 0.990397
29060 0.0131587 0.0678225 0.148548 0.99039
29070 0.0133636 0.0677781 0.14762 0.990385
29080 0.0135827 0.0677344 0.14672 0.990386
29090 0.0138142 0.0676918 0.145846 0.990382
29100 0.0140552 0.0676508 0.144992 0.990378
29110 0.0143022 0.0676116 0.144154 0.990374
29120 0.0145515 0.067575 0.14333 0.990374
29130 0.0147999 0.067542 0.142518 0.99037
29140 0.0150451 0.0675134 0.141714 0.990371
29150 0.0152861 0.0674898 0.140919 0.990362
29160 0.0155224 0.067471 0.140128 0.990358
29170 0.0157546 0.0674562 0.13934 0.990364
29180 0.0159835 0.0674434 0.138552 0.990353
29190 0.0162099 0.0674305 0.137759 0.990352
29200 0.0164348 0.067415 0.136959 0.990346
29210 0.0166588 0.0673949 0.13615 0.990341
29220 0.0168828 0.0673686 0.13533 0.990344
29230 0.0171074 0.0673349 0.134499 0.990337
29240 0.0173338 0.0672928 0.13366 0.990339
29250 0.0175629 0.0672408 0.132813 0.990331
29260 0.0177957 0.0671769 0.131961 0.990329
29270 0.0180326 0.0670981 0.131107 0.990326
29280 0.0182733 0.0670007 0.130251 0.990321
29290 0.0185163 0.0668804 0.129395 0.99032
29300 0.0187593 0.0667335 0.128538 0.990318
29310 0.0189988 0.0665569 0.127681 0.990309
29320 0.019231 0.0663492 0.126824 0.99031
29330 0.0194519 0.0661102 0.125966 0.990302
29340 0.019658 0.0658412 0.125108 0.990306
29350 0.0198467 0.0655446 0.124251 0.990303
29360 0.0200164 0.0652228 0.123395 0.990298
29370 0.0201668 0.0648785 0.122542 0.990297
29380 0.0202987 0.0645135 0.121693 0.990293
29390 0.0204144 0.0641298 0.120846 0.990288
29400 0.020517 0.0637291 0.120004 0.990285
29410 0.0206104 0.0633132 0.119168 0.990286
29420 0.020699 0.0628849 0.118338 0.990281
29430 0.0207875 0.0624475 0.117518 0.990277
29440 0.0208804 0.0620051 0.116708 0.990273
29450 0.0209814 0.0615621 0.115912 0.990267
29460 0.0210929 0.0611231 0.115131 0.990266
29470 0.0212159 0.0606924 0.114366 0.990263
29480 0.0213499 0.0602733 0.113616 0.990256
29490 0.0214921 0.0598689 0.11288 0.990257
29500 0.0216389 0.0594811 0.112158 0.990255
29510 0.0217852 0.0591115 0.111448 0.990248
29520 0.0219259 0.058761 0.110749 0.990247
29530 0.0220565 0.0584303 0.110062 0.990244
29540 0.0221734 0.0581194 0.109386 0.990241
29550 0.0222744 0.0578281 0.108724 0.990235
29560 0.0223592 0.0575557 0.108076 0.990233
29570 0.0224286 0.0573009 0.107442 0.990231
29580 0.0224847 0.0570622 0.106822 0.990232
29590 0.0225297 0.056838 0.106215 0.990218
29600 0.022566 0.0566268 0.105621 0.990222
29610 0.0225954 0.0564274 0.105039 0.990221
29620 0.0226187 0.0562393 0.10447 0.990219
29630 0.0226359 0.0560618 0.103914 0.990212
29640 0.0226466 0.0558945 0.10337 0.990208
29650 0.0226495 0.0557365 0.102841 0.990207
29660 0.0226431 0.0555858 0.102326 0.990201
29670 0.0226259 0.0554394 0.101825 0.990201
29680 0.0225959 0.0552933 0.101338 0.990195
29690 0.0225513 0.0551424 0.100861 0.990193
29700 0.0224898 0.0549812 0.100395 0.990189
29710 0.0224091 0.0548047 0.0999355 0.990189
29720 0.0223068 0.0546082 0.0994819 0.99018
29730 0.0221807 0.0543884 0.099032 0.990178
29740 0.0220291 0.0541428 0.098584 0.990177
29750 0.0218512 0.0538705 0.0981359 0.990173
29760 0.0216473 0.0535711 0.0976853 0.990166
29770 0.0214188 0.0532452 0.0972296 0.990166
29780 0.0211683 0.0528937 0.0967661 0.990165
29790 0.0208992 0.0525182 0.0962928 0.990163
29800 0.0206155 0.0521205 0.0958081 0.990157
29810 0.0203213 0.0517032 0.095312 0.990149
29820 0.0200209 0.0512694 0.0948056 0.990151
29830 0.0197179 0.0508231 0.094291 0.990148
29840 0.0194158 0.0503689 0.0937715 0.990147
29850 0.0191174 0.0499117 0.0932505 0.990147
29860 0.0188244 0.0494568 0.092731 0.99014
29870 0.0185381 0.0490093 0.0922157 0.990138
29880 0.0182582 0.0485741 0.0917069 0.99013
29890 0.017984 0.0481558 0.091206 0.990128
29900 0.0177133 0.047758 0.0907144 0.990123
29910 0.0174436 0.0473841 0.0902333 0.990122
29920 0.0171721 0.0470366 0.0897643 0.990119
29930 0.0168961 0.046717 0.089309 0.990116
29940 0.0166139 0.0464261 0.0888693 0.990113
29950 0.0163242 0.0461637 0.0884471 0.990107
29960 0.0160272 0.0459286 0.0880445 0.990111
29970 0.0157238 0.045719 0.0876632 0.990103
29980 0.0154159 0.0455325 0.0873048 0.990099
29990 0.0151056 0.0453667 0.0869713 0.990093
30000 0.0147948 0.0452192 0.0866642 0.990094
30010 0.0144852 0.0450882 0.0863856 0.990092
30020 0.0141778 0.044972 0.0861372 0.990088
30030 0.0138728 0.0448692 0.0859206 0.990086
30040 0.0135696 0.0447785 0.0857362 0.99008
30050 0.0132669 0.044698 0.0855833 0.990074
30060 0.0129626 0.044625 0.0854594 0.990068
30070 0.0126542 0.0445561 0.0853612 0.99007
30080 0.0123386 0.0444871 0.0852837 0.990067
30090 0.0120127 0.0444129 0.0852222 0.990059
30100 0.0116733 0.0443285 0.0851714 0.990061
30110 0.0113177 0.0442289 0.0851273 0.990054
30120 0.0109442 0.0441099 0.0850865 0.990057
30130 0.0105526 0.0439679 0.0850464 0.99005
30140 0.0101445 0.0438007 0.0850051 0.990048
30150 0.00972338 0.0436071 0.0849602 0.990049
30160 0.00929473 0.0433867 0.0849097 0.990046
30170 0.00886521 0.0431405 0.084851 0.99004
30180 0.00844222 0.04287 0.0847813 0.990036
30190 0.00803315 0.0425775 0.0846977 0.990037
30200 0.00764465 0.0422659 0.0845976 0.990027
30210 0.00728218 0.0419386 0.0844795 0.990025
30220 0.00694973 0.0415995 0.0843425 0.990017
30230 0.00664976 0.0412526 0.0841869 0.990023
30240 0.00638327 0.0409018 0.0840133 0.990012
30250 0.00615002 0.040551 0.0838231 0.990013
30260 0.00594863 0.0402037 0.0836173 0.990013
30270 0.00577681 0.0398631 0.0833968 0.990007
30280 0.00563144 0.0395319 0.0831621 0.990001
30290 0.00550878 0.0392127 0.0829134 0.989999
30300 0.00540472 0.0389077 0.0826512 0.989997
30310 0.00531509 0.038619 0.0823765 0.989994
30320 0.00523604 0.0383483 0.0820909 0.989986
30330 0.00516449 0.038097 0.0817967 0.989987
30340 0.00509835 0.0378656 0.0814966 0.989986
30350 0.00503674 0.0376542 0.0811935 0.989982
30360 0.00497984 0.0374618 0.0808895 0.989979
30370 0.00492868 0.0372868 0.0805871 0.989978
30380 0.00488473 0.0371271 0.0802878 0.989973
30390 0.00484941 0.0369803 0.0799939 0.989968
30400 0.00482379 0.0368442 0.0797077 0.989962
30410 0.00480833 0.0367169 0.0794322 0.989961
30420 0.00480285 0.036597 0.0791712 0.989957
30430 0.00480663 0.0364837 0.0789284 0.989954
30440 0.00481859 0.0363767 0.0787071 0.989955
30450 0.00483752 0.0362757 0.0785098 0.989952
30460 0.00486223 0.0361806 0.0783368 0.989946
30470 0.00489169 0.0360908 0.0781866 0.989943
30480 0.00492506 0.0360054 0.0780557 0.989942
30490 0.00496178 0.0359233 0.0779389 0.989938
30500 0.00500158 0.0358431 0.0778303 0.989931
30510 0.00504458 0.0357634 0.0777246 0.989931
30520 0.00509137 0.0356827 0.0776168 0.989928
30530 0.00514307 0.0355996 0.0775033 0.989926
30540 0.00520131 0.0355124 0.0773819 0.989922
30550 0.00526817 0.0354195 0.0772513 0.989918
30560 0.00534596 0.0353189 0.0771107 0.989916
30570 0.00543699 0.0352088 0.0769595 0.989908
30580 0.00554325 0.0350879 0.076797 0.989904
30590 0.0056662 0.0349552 0.0766227 0.989905
30600 0.00580659 0.0348111 0.076436 0.989898
30610 0.00596441 0.0346572 0.0762371 0.989896
30620 0.00613892 0.0344965 0.0760269 0.989897
30630 0.00632881 0.0343331 0.0758066 0.989893
30640 0.0065323 0.034172 0.0755781 0.989893
30650 0.00674725 0.0340182 0.0753432 0.989886
30660 0.00697127 0.0338769 0.0751028 0.989883
30670 0.00720179 0.0337524 0.0748573 0.989878
30680 0.00743608 0.0336482 0.0746056 0.989879
30690 0.0076714 0.0335673 0.0743463 0.989872
30700 0.00790515 0.0335118 0.0740772 0.989864
30710 0.00813505 0.0334832 0.0737966 0.989864
30720 0.00835934 0.0334826 0.0735038 0.989867
30730 0.00857689 0.0335105 0.0731993 0.989861
30740 0.00878727 0.0335665 0.0728851 0.989857
30750 0.0089906 0.0336493 0.0725644 0.989849
30760 0.00918739 0.0337567 0.0722412 0.98985
30770 0.00937832 0.0338855 0.0719195 0.989847
30780 0.00956402 0.034032 0.0716026 0.989842
30790 0.00974493 0.0341919 0.0712933 0.98984
30800 0.0099212 0.0343613 0.0709929 0.989835
30810 0.0100928 0.0345366 0.0707024 0.989833
30820 0.0102594 0.0347152 0.0704224 0.989832
30830 0.0104209 0.0348951 0.0701531 0.989827
30840 0.010577 0.035075 0.0698954 0.989824
30850 0.0107277 0.0352542 0.0696498 0.989818
30860 0.010873 0.0354322 0.0694164 0.989818
30870 0.0110134 0.0356086 0.0691947 0.989812
30880 0.0111493 0.0357833 0.0689831 0.989815
30890 0.0112815 0.0359562 0.0687786 0.989808
30900 0.0114109 0.0361276 0.0685777 0.989809
30910 0.0115388 0.0362982 0.0683764 0.989804
30920 0.0116664 0.036469 0.0681711 0.989794
30930 0.011795 0.0366408 0.0679593 0.989792
30940 0.0119259 0.0368146 0.0677394 0.989797
30950 0.0120602 0.0369908 0.0675116 0.989787
30960 0.0121984 0.0371694 0.0672767 0.989787
30970 0.0123406 0.03735 0.0670366 0.989781
30980 0.0124867 0.0375317 0.0667931 0.989782
30990 0.0126356 0.037714 0.0665481 0.989769
31000 0.0127863 0.0378966 0.066303 0.989775
31010 0.0129375 0.0380794 0.0660591 0.989765
31020 0.0130876 0.0382634 0.0658175 0.989762
31030 0.0132353 0.0384498 0.0655792 0.989759
31040 0.013379 0.0386396 0.0653447 0.989761
31050 0.0135174 0.0388341 0.0651146 0.989754
