# step rho_core(r<5) rho_core(r<10) rho_core(r<15) total_norm
13200 0.00760748 0.0469338 0.100221 0.995625
13210 0.00755959 0.0471059 0.100407 0.995617
13220 0.00751425 0.0472602 0.100606 0.995617
13230 0.00747022 0.0473966 0.100817 0.995613
13240 0.00742688 0.0475154 0.101034 0.99561
13250 0.00738406 0.0476172 0.101256 0.995604
13260 0.00734195 0.0477029 0.101479 0.9956
13270 0.00730089 0.0477736 0.101699 0.995598
13280 0.00726128 0.0478308 0.101915 0.995589
13290 0.00722346 0.0478762 0.102125 0.995593
13300 0.00718778 0.0479123 0.102326 0.995595
13310 0.00715454 0.0479416 0.10252 0.995582
13320 0.00712398 0.0479669 0.102704 0.995583
13330 0.00709623 0.0479911 0.102878 0.995578
13340 0.00707121 0.0480167 0.103042 0.995573
13350 0.0070485 0.0480452 0.103195 0.995574
13360 0.00702728 0.0480778 0.103336 0.995567
13370 0.00700634 0.0481142 0.103464 0.995565
13380 0.00698418 0.048153 0.10358 0.995557
13390 0.00695924 0.048192 0.103684 0.995556
13400 0.00693021 0.0482279 0.103777 0.995554
13410 0.00689627 0.0482571 0.103863 0.995547
13420 0.00685736 0.0482756 0.103942 0.995546
13430 0.00681422 0.0482797 0.104017 0.995542
13440 0.00676835 0.0482658 0.10409 0.995537
13450 0.00672183 0.0482312 0.104162 0.995536
13460 0.00667702 0.0481743 0.104232 0.995527
13470 0.00663634 0.0480943 0.1043 0.995528
13480 0.00660201 0.0479917 0.104368 0.995525
13490 0.00657598 0.0478681 0.104433 0.99552
13500 0.00656001 0.0477259 0.104498 0.995523
13510 0.0065557 0.0475674 0.104564 0.995512
13520 0.0065647 0.0473955 0.104632 0.995513
13530 0.00658868 0.0472119 0.104703 0.995512
13540 0.00662944 0.047018 0.104777 0.995512
13550 0.00668863 0.0468138 0.104855 0.995505
13560 0.0067676 0.0465992 0.104935 0.995501
13570 0.00686705 0.046373 0.105016 0.995497
13580 0.00698682 0.0461346 0.105095 0.995497
13590 0.0071257 0.0458839 0.10517 0.99549
13600 0.00728141 0.0456218 0.105239 0.995486
13610 0.00745075 0.0453501 0.105302 0.995483
13620 0.00762985 0.0450718 0.105357 0.995477
13630 0.00781454 0.0447906 0.105405 0.995478
13640 0.00800067 0.0445101 0.105445 0.995476
13650 0.0081845 0.044234 0.105475 0.995469
13660 0.00836288 0.0439654 0.105496 0.995463
13670 0.00853331 0.0437065 0.105504 0.995463
13680 0.00869401 0.0434592 0.105501 0.995459
13690 0.00884373 0.0432244 0.105485 0.995457
13700 0.00898172 0.0430029 0.105457 0.995454
13710 0.00910747 0.042795 0.105418 0.995448
13720 0.00922068 0.042601 0.105371 0.995442
13730 0.00932117 0.0424206 0.105318 0.995444
13740 0.00940881 0.0422533 0.105263 0.995437
13750 0.00948357 0.0420981 0.105207 0.995435
13760 0.00954545 0.0419535 0.105151 0.995436
13770 0.00959451 0.0418176 0.105097 0.995433
13780 0.00963083 0.0416885 0.105044 0.995429
13790 0.00965455 0.041564 0.104993 0.995419
13800 0.00966583 0.0414418 0.104945 0.995422
13810 0.00966493 0.0413201 0.1049 0.99541
13820 0.00965229 0.0411971 0.10486 0.995413
13830 0.00962861 0.0410707 0.104826 0.995408
13840 0.00959492 0.0409392 0.1048 0.995406
13850 0.00955259 0.0408006 0.104782 0.995403
13860 0.00950329 0.0406529 0.104772 0.995401
13870 0.00944887 0.0404942 0.104767 0.995396
13880 0.00939109 0.0403228 0.104766 0.995393
13890 0.00933149 0.040138 0.104765 0.995388
13900 0.00927118 0.0399394 0.104762 0.995384
13910 0.00921081 0.039728 0.104754 0.995377
13920 0.00915061 0.0395053 0.10474 0.995375
13930 0.00909063 0.0392736 0.104719 0.995373
13940 0.00903095 0.0390355 0.104689 0.995369
13950 0.00897203 0.0387936 0.10465 0.995371
13960 0.0089148 0.0385502 0.1046 0.995365
13970 0.00886078 0.0383077 0.104535 0.995366
13980 0.00881192 0.0380681 0.104454 0.995359
13990 0.00877027 0.0378341 0.104353 0.995356
14000 0.00873759 0.0376086 0.104228 0.995352
14010 0.00871497 0.0373953 0.104079 0.99535
14020 0.00870247 0.0371986 0.103902 0.995343
14030 0.00869904 0.0370235 0.103698 0.995344
14040 0.00870252 0.0368745 0.103469 0.995339
14050 0.00871002 0.0367561 0.103215 0.995333
14060 0.00871827 0.0366714 0.10294 0.995333
14070 0.00872415 0.0366221 0.102646 0.99533
14080 0.00872514 0.0366082 0.102337 0.995326
14090 0.0087196 0.0366283 0.102017 0.995319
14100 0.00870695 0.0366797 0.101691 0.995314
14110 0.00868758 0.0367585 0.101361 0.995315
14120 0.00866268 0.0368608 0.101035 0.995311
14130 0.00863391 0.0369823 0.100717 0.995306
14140 0.00860312 0.0371189 0.100411 0.995301
14150 0.00857215 0.0372669 0.100121 0.995298
14160 0.00854263 0.0374227 0.0998501 0.995296
14170 0.00851603 0.0375835 0.0995996 0.995295
14180 0.00849356 0.0377465 0.0993694 0.99529
14190 0.00847626 0.0379098 0.0991582 0.995283
14200 0.00846497 0.0380717 0.0989646 0.995283
14210 0.00846023 0.0382311 0.0987861 0.995276
14220 0.00846225 0.0383871 0.0986209 0.995279
14230 0.00847079 0.0385396 0.0984671 0.995277
14240 0.00848513 0.0386884 0.0983232 0.995277
14250 0.00850409 0.0388333 0.0981879 0.995266
14260 0.00852612 0.0389745 0.0980602 0.995266
14270 0.00854946 0.0391116 0.0979389 0.99526
14280 0.00857229 0.0392447 0.0978224 0.995255
14290 0.00859284 0.0393735 0.097709 0.995253
14300 0.00860951 0.0394983 0.0975975 0.995255
14310 0.00862084 0.0396193 0.0974862 0.995248
14320 0.00862552 0.0397376 0.0973746 0.995242
14330 0.00862235 0.0398545 0.0972621 0.995241
14340 0.0086102 0.0399719 0.0971487 0.995234
14350 0.0085881 0.0400922 0.0970345 0.995232
14360 0.00855529 0.0402176 0.0969195 0.995228
14370 0.00851133 0.0403507 0.0968032 0.995226
14380 0.00845618 0.0404937 0.0966847 0.995221
14390 0.00839024 0.0406488 0.0965628 0.995221
14400 0.00831435 0.0408178 0.0964362 0.995216
14410 0.00822964 0.0410023 0.0963038 0.995212
14420 0.00813746 0.0412038 0.0961656 0.99521
14430 0.00803925 0.0414234 0.0960219 0.995203
14440 0.00793645 0.0416623 0.0958741 0.995201
14450 0.0078306 0.0419207 0.0957243 0.995196
14460 0.00772342 0.0421987 0.0955757 0.995194
14470 0.007617 0.0424951 0.0954309 0.995192
14480 0.00751397 0.0428084 0.0952933 0.995193
14490 0.00741751 0.0431359 0.0951658 0.995184
14500 0.00733136 0.0434743 0.0950509 0.995182
14510 0.00725951 0.04382 0.0949516 0.995179
14520 0.0072059 0.044169 0.09487 0.995174
14530 0.00717395 0.0445175 0.0948081 0.99517
14540 0.0071662 0.0448623 0.0947674 0.995167
14550 0.00718407 0.0452004 0.094749 0.995164
14560 0.00722772 0.0455298 0.0947526 0.995166
14570 0.00729618 0.0458489 0.0947772 0.995158
14580 0.00738764 0.0461567 0.0948207 0.995155
14590 0.00749976 0.0464528 0.0948796 0.99515
14600 0.00763001 0.0467373 0.0949502 0.99515
14610 0.00777597 0.0470102 0.0950279 0.995148
14620 0.0079354 0.0472721 0.095109 0.99515
14630 0.00810623 0.0475233 0.0951902 0.995139
14640 0.00828643 0.0477642 0.0952694 0.995137
14650 0.00847389 0.0479952 0.0953457 0.995131
14660 0.00866627 0.0482166 0.0954193 0.995132
14670 0.00886105 0.0484285 0.0954908 0.995124
14680 0.00905566 0.0486309 0.0955615 0.995122
14690 0.00924767 0.0488238 0.0956326 0.995118
14700 0.00943497 0.0490072 0.0957049 0.995116
14710 0.00961597 0.0491812 0.0957793 0.995112
14720 0.00978963 0.0493461 0.095856 0.995109
14730 0.00995536 0.0495022 0.0959355 0.995104
14740 0.0101129 0.0496502 0.0960178 0.995097
14750 0.0102622 0.0497906 0.0961031 0.995102
14760 0.0104032 0.0499237 0.0961916 0.995094
14770 0.010536 0.0500499 0.0962835 0.995094
14780 0.0106607 0.050169 0.0963784 0.995088
14790 0.0107779 0.0502804 0.096476 0.995084
14800 0.0108887 0.0503834 0.0965755 0.995083
14810 0.0109946 0.0504769 0.096676 0.995077
14820 0.011098 0.0505595 0.0967759 0.995072
14830 0.0112015 0.0506303 0.0968743 0.99507
14840 0.0113078 0.0506883 0.0969703 0.99507
14850 0.0114194 0.0507329 0.0970635 0.995065
14860 0.0115384 0.0507639 0.0971538 0.99506
14870 0.0116662 0.0507815 0.0972417 0.995062
14880 0.0118032 0.0507863 0.0973279 0.995053
14890 0.0119494 0.050779 0.097413 0.995051
14900 0.0121045 0.0507606 0.097498 0.995049
14910 0.0122677 0.0507321 0.0975833 0.995044
14920 0.0124386 0.0506947 0.097669 0.995044
14930 0.0126167 0.0506494 0.0977554 0.995036
14940 0.0128015 0.0505978 0.0978419 0.995036
14950 0.0129922 0.050541 0.0979285 0.995029
14960 0.0131874 0.0504804 0.0980142 0.995027
14970 0.013385 0.0504171 0.0980984 0.995023
14980 0.0135818 0.050352 0.0981801 0.99502
14990 0.0137736 0.0502857 0.0982583 0.995018
15000 0.0139557 0.0502184 0.0983319 0.995012
15010 0.014123 0.0501499 0.0983998 0.995012
15020 0.0142708 0.0500795 0.0984614 0.995008
15030 0.0143948 0.0500065 0.0985163 0.995007
15040 0.0144919 0.0499299 0.0985644 0.995
15050 0.0145599 0.0498488 0.0986065 0.994999
15060 0.0145981 0.0497623 0.0986436 0.994995
15070 0.0146067 0.0496697 0.0986767 0.994991
15080 0.0145871 0.0495705 0.0987077 0.994983
15090 0.0145412 0.0494643 0.0987376 0.994987
15100 0.0144718 0.0493513 0.0987677 0.994984
15110 0.0143821 0.0492315 0.0987982 0.994978
15120 0.014276 0.0491055 0.0988295 0.994977
15130 0.0141577 0.0489738 0.0988612 0.99497
15140 0.0140317 0.0488374 0.0988928 0.994967
15150 0.0139027 0.0486972 0.0989232 0.994962
15160 0.013775 0.0485543 0.0989521 0.99496
15170 0.0136524 0.0484095 0.0989786 0.99496
15180 0.0135379 0.0482635 0.0990026 0.99495
15190 0.0134334 0.0481167 0.0990239 0.99495
15200 0.0133399 0.0479692 0.0990429 0.994945
15210 0.0132575 0.0478209 0.0990598 0.99494
15220 0.0131856 0.0476716 0.0990749 0.994945
15230 0.0131237 0.047521 0.0990885 0.994939
15240 0.0130709 0.0473693 0.0991009 0.994938
15250 0.0130268 0.0472171 0.0991121 0.994929
15260 0.0129912 0.0470656 0.0991218 0.994929
15270 0.012964 0.0469165 0.0991298 0.994921
15280 0.0129449 0.0467724 0.0991356 0.994924
15290 0.0129337 0.0466363 0.0991389 0.99492
15300 0.0129293 0.0465118 0.0991388 0.994916
15310 0.0129306 0.0464025 0.0991349 0.994913
15320 0.0129359 0.046312 0.0991265 0.99491
15330 0.0129434 0.046243 0.0991132 0.994904
15340 0.0129513 0.046198 0.0990951 0.994899
15350 0.0129577 0.0461777 0.0990716 0.994899
15360 0.0129611 0.0461821 0.0990434 0.994894
15370 0.0129601 0.0462096 0.0990108 0.994889
15380 0.0129534 0.0462576 0.0989744 0.994889
15390 0.0129399 0.0463223 0.0989354 0.994887
15400 0.0129181 0.0463996 0.0988953 0.994881
15410 0.012887 0.0464851 0.0988556 0.994877
15420 0.0128453 0.0465748 0.0988187 0.994876
15430 0.0127919 0.0466649 0.0987871 0.994873
15440 0.0127263 0.0467524 0.0987639 0.994868
15450 0.0126481 0.0468349 0.0987518 0.994864
15460 0.0125575 0.0469103 0.0987538 0.994861
15470 0.012455 0.0469768 0.0987721 0.994856
15480 0.0123409 0.0470321 0.0988082 0.994853
15490 0.0122162 0.0470739 0.0988635 0.99485
15500 0.0120812 0.0470994 0.098938 0.994847
15510 0.0119365 0.0471057 0.0990319 0.994846
15520 0.0117827 0.0470898 0.0991446 0.994841
15530 0.0116204 0.0470491 0.0992761 0.99484
15540 0.0114507 0.0469819 0.0994257 0.994833
15550 0.011275 0.0468871 0.0995932 0.994829
15560 0.0110953 0.0467645 0.0997785 0.994827
15570 0.0109136 0.0466152 0.0999809 0.994822
15580 0.0107322 0.0464413 0.1002 0.994821
15590 0.0105532 0.0462458 0.100435 0.99482
15600 0.0103782 0.0460326 0.100685 0.994815
15610 0.0102085 0.0458066 0.100949 0.994808
15620 0.0100445 0.0455732 0.101224 0.994804
15630 0.00988656 0.0453382 0.101508 0.994806
15640 0.00973444 0.0451078 0.101799 0.994797
15650 0.00958791 0.0448879 0.102094 0.994792
15660 0.00944678 0.0446841 0.102388 0.994798
15670 0.0093109 0.0445008 0.102679 0.994793
15680 0.00918024 0.0443416 0.10296 0.99479
15690 0.00905469 0.0442087 0.103227 0.994785
15700 0.00893399 0.0441031 0.103477 0.994777
15710 0.00881765 0.0440245 0.103704 0.994781
15720 0.00870496 0.0439715 0.103905 0.994776
15730 0.00859503 0.0439421 0.104078 0.994771
15740 0.00848701 0.0439337 0.104222 0.994768
15750 0.00838021 0.0439433 0.104337 0.994763
15760 0.00827425 0.0439675 0.104425 0.994756
15770 0.00816916 0.0440028 0.104488 0.994756
15780 0.00806527 0.0440451 0.104529 0.994753
15790 0.00796325 0.0440902 0.104553 0.994753
15800 0.00786383 0.044134 0.104563 0.994744
15810 0.00776778 0.0441721 0.104564 0.994745
15820 0.00767566 0.0442006 0.104561 0.994743
15830 0.00758786 0.0442158 0.104558 0.994732
15840 0.00750444 0.0442146 0.104559 0.994729
15850 0.00742522 0.0441944 0.104567 0.994728
15860 0.00734977 0.0441534 0.104585 0.994728
15870 0.00727742 0.04409 0.104614 0.994724
15880 0.00720739 0.0440032 0.104654 0.994721
15890 0.00713876 0.0438923 0.104703 0.994714
15900 0.00707061 0.0437565 0.104761 0.99471
15910 0.00700205 0.0435953 0.104822 0.994706
15920 0.00693234 0.0434083 0.104885 0.994706
15930 0.00686099 0.0431952 0.104944 0.994702
15940 0.00678788 0.0429562 0.104996 0.994701
15950 0.00671321 0.0426916 0.105039 0.994696
15960 0.00663754 0.0424024 0.105066 0.994697
15970 0.00656171 0.0420899 0.105075 0.994688
15980 0.00648664 0.0417555 0.105061 0.994685
15990 0.00641317 0.0414011 0.105017 0.994682
16000 0.00634195 0.0410287 0.104938 0.99468
16010 0.00627328 0.0406408 0.104818 0.994675
16020 0.00620712 0.0402401 0.104649 0.994674
16030 0.00614314 0.0398298 0.104426 0.994666
16040 0.00608083 0.0394134 0.104144 0.99467
16050 0.00601964 0.0389947 0.103798 0.994666
16060 0.00595916 0.0385774 0.103387 0.994657
16070 0.00589915 0.0381651 0.10291 0.994661
16080 0.00583962 0.0377606 0.102367 0.994654
16090 0.00578076 0.037366 0.10176 0.994648
16100 0.0057229 0.0369824 0.101093 0.994645
16110 0.00566636 0.0366099 0.100371 0.994643
16120 0.00561138 0.0362475 0.099601 0.994636
16130 0.00555806 0.0358939 0.0987906 0.994637
16140 0.00550633 0.0355471 0.0979484 0.994637
16150 0.00545603 0.0352048 0.0970838 0.994628
16160 0.00540694 0.0348648 0.0962057 0.994624
16170 0.00535885 0.0345248 0.0953226 0.994624
16180 0.00531161 0.0341825 0.0944417 0.994618
16190 0.00526516 0.0338358 0.0935691 0.994616
16200 0.00521946 0.0334825 0.0927089 0.994613
16210 0.00517449 0.0331208 0.0918642 0.994611
16220 0.00513016 0.0327494 0.0910361 0.994604
16230 0.00508627 0.0323672 0.0902248 0.994599
16240 0.00504246 0.0319741 0.08943 0.994598
16250 0.00499823 0.0315707 0.0886501 0.9946
16260 0.00495298 0.0311585 0.0878837 0.994592
16270 0.00490602 0.0307394 0.0871289 0.994586
16280 0.00485672 0.0303159 0.0863835 0.994585
16290 0.00480449 0.0298908 0.0856451 0.994583
16300 0.00474896 0.0294663 0.0849113 0.994579
16310 0.00468994 0.0290447 0.0841791 0.994576
16320 0.00462753 0.0286274 0.0834455 0.994574
16330 0.00456205 0.0282154 0.0827078 0.994569
16340 0.00449412 0.0278093 0.0819631 0.994564
16350 0.00442457 0.0274094 0.081209 0.994563
16360 0.00435442 0.0270159 0.0804438 0.99456
16370 0.00428477 0.0266289 0.0796658 0.994558
16380 0.00421673 0.0262485 0.0788746 0.994556
16390 0.00415136 0.0258751 0.0780692 0.994552
16400 0.00408951 0.0255087 0.0772495 0.994551
16410 0.00403179 0.0251497 0.0764155 0.994544
16420 0.00397853 0.0247981 0.0755673 0.994543
16430 0.00392972 0.0244538 0.074705 0.99454
16440 0.00388503 0.0241169 0.073829 0.994531
16450 0.00384388 0.0237872 0.0729395 0.994528
16460 0.00380549 0.0234649 0.0720366 0.994528
16470 0.00376896 0.02315 0.0711206 0.994519
16480 0.00373342 0.0228428 0.0701917 0.994519
16490 0.0036981 0.0225434 0.0692504 0.99452
16500 0.00366247 0.0222518 0.0682972 0.994509
16510 0.00362625 0.0219675 0.0673326 0.994509
16520 0.00358952 0.0216897 0.0663576 0.994503
16530 0.00355259 0.0214172 0.0653736 0.994504
16540 0.00351599 0.0211486 0.0643823 0.994503
16550 0.00348029 0.0208823 0.0633862 0.994499
16560 0.00344601 0.0206167 0.0623877 0.994493
16570 0.00341346 0.0203508 0.0613898 0.994486
16580 0.00338273 0.0200835 0.0603957 0.994484
16590 0.00335365 0.0198142 0.0594081 0.994483
16600 0.00332583 0.0195425 0.0584296 0.994483
16610 0.00329881 0.0192684 0.057462 0.994474
16620 0.00327208 0.0189918 0.056507 0.994471
16630 0.0032452 0.0187131 0.0555656 0.994469
16640 0.00321783 0.0184324 0.0546387 0.994462
16650 0.00318978 0.0181505 0.0537269 0.994461
16660 0.00316094 0.0178681 0.0528307 0.994458
16670 0.00313132 0.0175863 0.0519507 0.994455
16680 0.00310095 0.0173065 0.0510875 0.994457
16690 0.00306991 0.0170301 0.0502416 0.994442
16700 0.00303829 0.0167587 0.0494138 0.994446
16710 0.0030062 0.0164935 0.0486047 0.994444
16720 0.00297379 0.0162356 0.047815 0.994442
16730 0.00294122 0.0159858 0.0470455 0.99444
16740 0.00290874 0.0157445 0.0462972 0.994433
16750 0.00287666 0.0155116 0.0455711 0.994429
16760 0.00284538 0.015287 0.0448684 0.994426
16770 0.00281535 0.0150702 0.0441904 0.994422
16780 0.00278713 0.0148607 0.0435385 0.994422
16790 0.00276136 0.0146583 0.0429141 0.994414
16800 0.00273876 0.0144624 0.0423182 0.994416
16810 0.00272018 0.0142727 0.0417516 0.99441
16820 0.0027065 0.0140886 0.0412145 0.994409
16830 0.00269862 0.0139098 0.0407065 0.994404
16840 0.00269737 0.0137359 0.040227 0.9944
16850 0.00270336 0.0135666 0.0397751 0.994396
16860 0.00271694 0.0134019 0.0393495 0.994396
16870 0.00273802 0.0132424 0.0389492 0.994391
16880 0.0027661 0.0130889 0.0385731 0.994385
16890 0.00280022 0.0129428 0.0382201 0.994386
16900 0.00283904 0.0128058 0.0378895 0.994381
16910 0.0028809 0.0126796 0.0375805 0.994376
16920 0.00292396 0.012566 0.0372924 0.994374
16930 0.00296637 0.0124662 0.0370248 0.994368
16940 0.00300631 0.0123808 0.0367777 0.994371
16950 0.00304214 0.0123098 0.036551 0.994364
16960 0.00307243 0.0122525 0.036345 0.994357
16970 0.00309596 0.0122076 0.0361605 0.994353
16980 0.00311172 0.0121739 0.0359979 0.994355
16990 0.00311889 0.0121496 0.0358579 0.994351
17000 0.00311687 0.0121333 0.0357407 0.994344
17010 0.00310532 0.0121237 0.0356464 0.994346
17020 0.00308424 0.0121193 0.0355746 0.994341
17030 0.00305406 0.0121192 0.0355245 0.994337
17040 0.00301567 0.0121222 0.0354953 0.994331
17050 0.00297047 0.0121274 0.0354857 0.994328
17060 0.00292025 0.0121341 0.0354947 0.994332
17070 0.00286705 0.0121415 0.0355214 0.99432
17080 0.00281293 0.0121493 0.0355649 0.994321
17090 0.00275982 0.0121574 0.0356248 0.994315
17100 0.00270931 0.0121659 0.0357004 0.994314
17110 0.00266253 0.012175 0.0357911 0.994311
17120 0.00262016 0.0121855 0.0358965 0.994305
17130 0.0025824 0.0121979 0.0360162 0.994303
17140 0.0025491 0.012213 0.0361497 0.994298
17150 0.00251987 0.0122317 0.0362968 0.994297
17160 0.00249414 0.0122542 0.0364575 0.994294
17170 0.00247128 0.0122812 0.0366318 0.994291
17180 0.00245068 0.0123125 0.0368197 0.994287
17190 0.00243177 0.0123483 0.0370211 0.994283
17200 0.00241402 0.0123884 0.0372359 0.994282
17210 0.00239696 0.0124326 0.0374635 0.994275
17220 0.00238015 0.0124807 0.0377034 0.994273
17230 0.00236324 0.0125324 0.0379545 0.994272
17240 0.00234596 0.0125876 0.038216 0.994263
17250 0.00232817 0.0126461 0.0384866 0.994263
17260 0.0023099 0.0127081 0.0387655 0.994262
17270 0.00229137 0.0127738 0.0390517 0.99426
17280 0.00227292 0.0128436 0.0393447 0.994252
17290 0.00225497 0.0129183 0.0396438 0.994255
17300 0.00223795 0.0129988 0.0399489 0.99425
17310 0.0022222 0.0130861 0.0402597 0.994245
17320 0.00220787 0.0131809 0.0405761 0.994239
17330 0.00219494 0.0132839 0.0408982 0.994239
17340 0.00218319 0.0133952 0.0412266 0.994235
17350 0.00217228 0.0135142 0.041562 0.994232
17360 0.00216179 0.01364 0.0419052 0.994227
17370 0.00215135 0.013771 0.0422577 0.994222
17380 0.0021407 0.0139056 0.042621 0.994219
17390 0.0021298 0.0140415 0.0429965 0.994218
17400 0.00211887 0.0141768 0.0433853 0.994213
17410 0.00210835 0.0143097 0.0437884 0.994212
17420 0.00209886 0.0144387 0.0442059 0.994207
17430 0.00209113 0.0145628 0.0446378 0.9942
17440 0.00208582 0.0146814 0.0450833 0.994198
17450 0.00208351 0.0147942 0.0455411 0.994199
17460 0.00208455 0.0149011 0.0460094 0.994192
17470 0.0020891 0.0150022 0.0464866 0.994194
17480 0.00209705 0.0150977 0.0469704 0.994185
17490 0.00210813 0.0151879 0.0474589 0.994185
17500 0.00212185 0.0152731 0.0479503 0.994178
17510 0.00213756 0.0153537 0.0484429 0.994181
17520 0.0021545 0.0154304 0.0489354 0.994174
17530 0.0021718 0.0155037 0.0494265 0.994172
17540 0.00218858 0.0155743 0.0499153 0.994166
17550 0.002204 0.0156427 0.0504011 0.994167
17560 0.00221737 0.0157096 0.0508836 0.994159
17570 0.00222818 0.0157754 0.0513625 0.994157
17580 0.00223612 0.0158407 0.0518379 0.994155
17590 0.00224106 0.0159057 0.05231 0.994154
17600 0.00224303 0.0159706 0.0527787 0.99415
17610 0.00224212 0.0160354 0.0532441 0.994142
17620 0.00223848 0.0161 0.0537062 0.994137
17630 0.00223223 0.0161645 0.0541647 0.994136
17640 0.00222348 0.0162288 0.0546193 0.994138
17650 0.00221231 0.0162929 0.0550697 0.994133
17660 0.00219879 0.0163569 0.0555154 0.99413
17670 0.00218303 0.0164208 0.0559561 0.994122
17680 0.0021652 0.0164846 0.056391 0.994126
17690 0.00214556 0.0165484 0.0568191 0.994118
17700 0.00212448 0.0166121 0.0572397 0.994116
17710 0.00210238 0.0166759 0.0576515 0.994111
17720 0.00207972 0.0167399 0.0580534 0.994105
17730 0.00205686 0.0168042 0.0584447 0.994105
17740 0.00203405 0.0168692 0.0588243 0.994099
17750 0.00201136 0.0169347 0.0591921 0.994098
17760 0.00198875 0.0170008 0.0595475 0.994095
17770 0.0019661 0.0170671 0.0598906 0.994093
17780 0.00194328 0.0171332 0.0602215 0.99409
17790 0.00192028 0.0171987 0.0605403 0.994081
17800 0.00189716 0.017263 0.0608467 0.994081
17810 0.00187416 0.0173257 0.0611406 0.99408
17820 0.00185156 0.0173865 0.0614215 0.994079
17830 0.0018297 0.0174452 0.0616884 0.99407
17840 0.00180891 0.017502 0.0619403 0.994073
17850 0.00178943 0.0175571 0.062176 0.994066
17860 0.00177141 0.0176111 0.0623943 0.994059
17870 0.00175487 0.0176648 0.0625942 0.994059
17880 0.00173968 0.0177189 0.0627747 0.994058
17890 0.00172563 0.0177744 0.0629354 0.994049
17900 0.00171238 0.0178324 0.0630764 0.994045
17910 0.00169961 0.0178937 0.0631981 0.994048
17920 0.00168697 0.017959 0.0633015 0.994039
17930 0.00167419 0.0180289 0.0633879 0.994038
17940 0.00166108 0.0181037 0.0634588 0.994035
17950 0.00164751 0.0181834 0.0635156 0.994032
17960 0.0016334 0.0182679 0.0635601 0.994029
17970 0.00161876 0.0183568 0.0635935 0.994026
17980 0.00160362 0.0184493 0.0636165 0.994022
17990 0.00158809 0.018545 0.06363 0.99402
18000 0.00157238 0.018643 0.0636339 0.99401
18010 0.00155673 0.0187429 0.0636283 0.994013
18020 0.00154144 0.0188439 0.0636128 0.994009
18030 0.00152677 0.0189458 0.0635871 0.994006
18040 0.00151295 0.0190481 0.063551 0.994003
18050 0.00150012 0.0191507 0.0635042 0.993996
18060 0.00148836 0.0192531 0.0634468 0.993995
18070 0.0014777 0.0193552 0.0633789 0.993992
18080 0.0014682 0.0194564 0.0633008 0.993991
18090 0.00145992 0.0195565 0.0632125 0.993981
18100 0.00145298 0.0196552 0.0631145 0.993982
18110 0.00144749 0.0197522 0.0630062 0.993978
18120 0.00144361 0.0198477 0.0628877 0.993975
18130 0.00144143 0.0199417 0.0627583 0.993974
18140 0.00144106 0.0200349 0.0626173 0.993966
18150 0.0014426 0.0201275 0.062464 0.993967
18160 0.00144612 0.0202202 0.0622974 0.993961
18170 0.00145171 0.020313 0.0621164 0.993956
18180 0.00145947 0.0204059 0.0619201 0.993949
18190 0.00146953 0.0204984 0.0617073 0.993953
18200 0.00148206 0.0205898 0.0614774 0.993951
18210 0.00149734 0.0206789 0.0612297 0.993942
18220 0.00151578 0.0207647 0.0609641 0.993941
18230 0.00153792 0.0208461 0.060681 0.993934
18240 0.00156442 0.0209225 0.0603812 0.993929
18250 0.00159593 0.0209932 0.060066 0.993933
18260 0.00163309 0.0210581 0.0597369 0.99393
18270 0.00167638 0.0211172 0.0593955 0.993926
18280 0.00172611 0.0211707 0.0590435 0.993927
18290 0.00178238 0.0212186 0.0586826 0.99392
18300 0.00184516 0.0212614 0.058314 0.993911
18310 0.00191427 0.0212993 0.0579393 0.993912
18320 0.00198948 0.0213327 0.0575597 0.99391
18330 0.00207054 0.0213621 0.0571766 0.993907
18340 0.00215722 0.021388 0.0567911 0.993901
18350 0.00224935 0.0214112 0.0564043 0.993899
18360 0.00234683 0.0214322 0.0560168 0.993893
18370 0.00244965 0.0214518 0.0556293 0.993894
18380 0.00255783 0.0214704 0.0552419 0.993886
18390 0.00267142 0.0214884 0.0548547 0.993885
18400 0.00279043 0.0215061 0.0544677 0.993887
18410 0.00291478 0.0215235 0.0540808 0.99388
18420 0.00304429 0.021541 0.0536935 0.993876
18430 0.00317865 0.0215585 0.053306 0.993875
18440 0.00331748 0.0215765 0.0529179 0.993865
18450 0.00346033 0.0215952 0.0525293 0.993865
18460 0.00360675 0.0216152 0.05214 0.993855
18470 0.00375631 0.0216366 0.0517501 0.993858
18480 0.00390861 0.0216594 0.0513593 0.993855
18490 0.00406334 0.0216835 0.0509678 0.993854
18500 0.00422031 0.0217082 0.0505753 0.993848
18510 0.00437948 0.0217325 0.0501816 0.993848
18520 0.004541 0.0217554 0.0497863 0.993846
18530 0.00470518 0.021776 0.049389 0.993843
18540 0.00487246 0.0217935 0.0489893 0.993842
18550 0.00504328 0.0218077 0.0485869 0.993837
18560 0.005218 0.0218183 0.0481815 0.993825
18570 0.00539681 0.0218259 0.0477732 0.993828
18580 0.00557971 0.0218307 0.0473622 0.993823
18590 0.00576645 0.0218333 0.0469489 0.993822
18600 0.0059567 0.0218339 0.0465342 0.993816
18610 0.00615002 0.0218325 0.0461188 0.993816
18620 0.00634601 0.021829 0.0457041 0.993807
18630 0.00654435 0.0218232 0.0452912 0.993806
18640 0.00674471 0.0218148 0.0448817 0.993804
18650 0.00694679 0.0218037 0.0444772 0.993797
