# x y rho R
88 21 9.64508e-05 1
89 21 9.18105e-05 1
90 21 9.04495e-05 1
91 21 9.17114e-05 1
92 21 9.33063e-05 1
93 21 9.1258e-05 1
94 21 8.38854e-05 1
95 21 7.5253e-05 1
96 21 7.00718e-05 1
97 21 6.88924e-05 1
98 21 7.01353e-05 1
99 21 7.79466e-05 1
100 21 9.94614e-05 1
101 21 0.000126168 1
102 21 0.000154057 1
103 21 0.000183768 1
104 21 0.000210636 1
105 21 0.000230475 1
106 21 0.000236776 1
107 21 0.000244074 1
108 21 0.000254003 1
109 21 0.000255929 1
110 21 0.000243369 1
111 21 0.00021905 1
112 21 0.000191896 1
113 21 0.000170711 1
114 21 0.000159017 1
115 21 0.000154156 1
116 21 0.00014991 1
117 21 0.000142833 1
118 21 0.000133194 1
119 21 0.000123663 1
120 21 0.000115811 1
121 21 0.000109248 1
122 21 0.000101248 1
123 21 8.80548e-05 1
124 21 7.21819e-05 1
125 21 6.04433e-05 1
126 21 5.69022e-05 1
127 21 6.10717e-05 1
0 22 7.06271e-05 1
1 22 8.91823e-05 1
2 22 0.000109527 1
3 22 0.000113106 1
4 22 9.5181e-05 1
5 22 7.42346e-05 1
6 22 7.06677e-05 1
7 22 9.44284e-05 1
8 22 0.000140822 1
9 22 0.000210711 1
10 22 0.000300154 1
11 22 0.000340731 1
12 22 0.000303499 1
13 22 0.000278907 1
14 22 0.000277637 1
15 22 0.000258873 1
16 22 0.000218676 1
17 22 0.000173222 1
18 22 0.000133659 1
19 22 9.64473e-05 1
20 22 6.8498e-05 1
21 22 4.72265e-05 1
22 22 3.27903e-05 1
23 22 2.59167e-05 1
24 22 2.44501e-05 1
25 22 2.55694e-05 1
26 22 2.74665e-05 1
27 22 2.85276e-05 1
28 22 2.84147e-05 1
29 22 2.72293e-05 1
30 22 2.54823e-05 1
31 22 2.36907e-05 1
32 22 2.18012e-05 1
33 22 2.0081e-05 1
34 22 1.87486e-05 1
35 22 1.75944e-05 1
36 22 1.67065e-05 1
37 22 1.6058e-05 1
38 22 1.55074e-05 1
39 22 1.49253e-05 1
40 22 1.43166e-05 1
41 22 1.36975e-05 1
42 22 1.31007e-05 1
43 22 1.2562e-05 1
44 22 1.20691e-05 1
45 22 1.17204e-05 1
46 22 1.16878e-05 1
47 22 1.21193e-05 1
48 22 1.30243e-05 1
49 22 1.43323e-05 1
50 22 1.59093e-05 1
51 22 1.76987e-05 1
52 22 1.9606e-05 1
53 22 2.15753e-05 1
54 22 2.353e-05 1
55 22 2.54745e-05 1
56 22 2.73712e-05 1
57 22 2.92324e-05 1
58 22 3.10223e-05 1
59 22 3.27677e-05 1
60 22 3.44475e-05 1
61 22 3.60989e-05 1
62 22 3.77065e-05 1
63 22 3.93182e-05 1
64 22 4.09165e-05 1
65 22 4.25445e-05 1
66 22 4.41715e-05 1
67 22 4.5833e-05 1
68 22 4.74854e-05 1
69 22 4.91709e-05 1
70 22 5.08535e-05 1
71 22 5.2621e-05 1
72 22 5.4499e-05 1
73 22 5.6691e-05 1
74 22 5.94087e-05 1
75 22 6.30387e-05 1
76 22 6.78958e-05 1
77 22 7.43596e-05 1
78 22 8.25134e-05 1
79 22 9.21681e-05 1
80 22 0.000102515 1
81 22 0.000112303 1
82 22 0.00011979 1
83 22 0.00012333 1
84 22 0.000121965 1
85 22 0.000116249 1
86 22 0.000108278 1
87 22 0.000101155 1
88 22 9.72607e-05 1
89 22 9.64638e-05 1
90 22 9.5074e-05 1
91 22 8.95446e-05 1
92 22 8.04546e-05 1
93 22 7.06265e-05 1
94 22 6.52594e-05 1
95 22 6.65511e-05 1
96 22 7.40874e-05 1
97 22 8.49709e-05 1
98 22 9.64401e-05 1
99 22 0.000114124 1
100 22 0.000141517 1
101 22 0.00016811 1
102 22 0.000193067 1
103 22 0.000210118 1
104 22 0.000221597 1
105 22 0.000227937 1
106 22 0.000227923 1
107 22 0.000225095 1
108 22 0.00021546 1
109 22 0.000197801 1
110 22 0.000173241 1
111 22 0.000148236 1
112 22 0.000128222 1
113 22 0.000114135 1
114 22 0.000106232 1
115 22 0.00010501 1
116 22 0.00010866 1
117 22 0.000113652 1
118 22 0.000116015 1
119 22 0.000116146 1
120 22 0.000114323 1
121 22 0.00011497 1
122 22 0.000116257 1
123 22 0.000108579 1
124 22 9.33744e-05 1
125 22 7.69413e-05 1
126 22 6.42364e-05 1
127 22 6.20494e-05 1
0 23 7.39155e-05 1
1 23 8.6918e-05 1
2 23 0.000106948 1
3 23 0.000124375 1
4 23 0.000120761 1
5 23 9.45565e-05 1
6 23 6.97809e-05 1
7 23 6.94062e-05 1
8 23 0.000104466 1
9 23 0.000173348 1
10 23 0.000274746 1
11 23 0.000356591 1
12 23 0.000353751 1
13 23 0.000316155 1
14 23 0.000307893 1
15 23 0.000294013 1
16 23 0.000254802 1
17 23 0.000202728 1
18 23 0.000159791 1
19 23 0.000121045 1
20 23 9.13825e-05 1
21 23 6.82019e-05 1
22 23 4.85581e-05 1
23 23 3.46936e-05 1
24 23 2.69306e-05 1
25 23 2.53008e-05 1
26 23 2.72736e-05 1
27 23 2.97252e-05 1
28 23 3.12133e-05 1
29 23 3.16754e-05 1
30 23 3.17342e-05 1
31 23 3.10607e-05 1
32 23 3.01975e-05 1
33 23 2.92728e-05 1
34 23 2.82054e-05 1
35 23 2.71401e-05 1
36 23 2.61565e-05 1
37 23 2.5043e-05 1
38 23 2.38122e-05 1
39 23 2.26795e-05 1
40 23 2.17191e-05 1
41 23 2.09615e-05 1
42 23 2.02736e-05 1
43 23 1.95382e-05 1
44 23 1.88084e-05 1
45 23 1.82412e-05 1
46 23 1.77474e-05 1
47 23 1.72912e-05 1
48 23 1.68144e-05 1
49 23 1.64501e-05 1
50 23 1.62728e-05 1
51 23 1.63626e-05 1
52 23 1.66982e-05 1
53 23 1.7342e-05 1
54 23 1.82421e-05 1
55 23 1.94112e-05 1
56 23 2.07541e-05 1
57 23 2.22747e-05 1
58 23 2.38896e-05 1
59 23 2.56151e-05 1
60 23 2.73759e-05 1
61 23 2.91958e-05 1
62 23 3.09978e-05 1
63 23 3.28221e-05 1
64 23 3.46007e-05 1
65 23 3.63877e-05 1
66 23 3.81477e-05 1
67 23 3.99717e-05 1
68 23 4.18666e-05 1
69 23 4.3998e-05 1
70 23 4.64513e-05 1
71 23 4.94898e-05 1
72 23 5.32811e-05 1
73 23 5.81899e-05 1
74 23 6.43643e-05 1
75 23 7.20919e-05 1
76 23 8.12895e-05 1
77 23 9.17805e-05 1
78 23 0.000102706 1
79 23 0.000113075 1
80 23 0.000121276 1
81 23 0.000126081 1
82 23 0.000126514 1
83 23 0.000123138 1
84 23 0.000117367 1
85 23 0.000111601 1
86 23 0.000106978 1
87 23 0.000103113 1
88 23 9.7582e-05 1
89 23 8.85966e-05 1
90 23 7.61433e-05 1
91 23 6.48569e-05 1
92 23 5.84994e-05 1
93 23 5.82242e-05 1
94 23 6.48059e-05 1
95 23 7.94948e-05 1
96 23 0.000100439 1
97 23 0.000120919 1
98 23 0.000136981 1
99 23 0.000158245 1
100 23 0.000181409 1
101 23 0.000200202 1
102 23 0.00021331 1
103 23 0.000217837 1
104 23 0.000220786 1
105 23 0.00021444 1
106 23 0.000200928 1
107 23 0.000182486 1
108 23 0.000159571 1
109 23 0.00013477 1
110 23 0.000111939 1
111 23 9.4231e-05 1
112 23 8.08907e-05 1
113 23 7.13537e-05 1
114 23 6.72875e-05 1
115 23 7.11219e-05 1
116 23 8.04696e-05 1
117 23 9.05694e-05 1
118 23 9.9429e-05 1
119 23 0.000104588 1
120 23 0.000107758 1
121 23 0.000113287 1
122 23 0.000119973 1
123 23 0.000119718 1
124 23 0.000110797 1
125 23 9.52711e-05 1
126 23 7.85767e-05 1
127 23 7.00481e-05 1
0 24 8.36536e-05 1
1 24 9.37107e-05 1
2 24 0.000109575 1
3 24 0.000131144 1
4 24 0.00014232 1
5 24 0.000128751 1
6 24 9.6043e-05 1
7 24 7.3011e-05 1
8 24 8.3155e-05 1
9 24 0.000133151 1
10 24 0.00022382 1
11 24 0.000327824 1
12 24 0.000375351 1
13 24 0.00035284 1
14 24 0.000342744 1
15 24 0.000335382 1
16 24 0.000297872 1
17 24 0.000239662 1
18 24 0.000186523 1
19 24 0.00014346 1
20 24 0.000107091 1
21 24 8.17408e-05 1
22 24 6.24499e-05 1
23 24 4.91189e-05 1
24 24 4.20352e-05 1
25 24 3.9089e-05 1
26 24 3.66961e-05 1
27 24 3.39475e-05 1
28 24 3.1566e-05 1
29 24 3.11633e-05 1
30 24 3.20512e-05 1
31 24 3.35611e-05 1
32 24 3.51414e-05 1
33 24 3.62209e-05 1
34 24 3.67077e-05 1
35 24 3.68308e-05 1
36 24 3.63383e-05 1
37 24 3.55063e-05 1
38 24 3.4546e-05 1
39 24 3.35554e-05 1
40 24 3.2544e-05 1
41 24 3.15061e-05 1
42 24 3.0384e-05 1
43 24 2.94611e-05 1
44 24 2.87461e-05 1
45 24 2.81413e-05 1
46 24 2.76222e-05 1
47 24 2.72673e-05 1
48 24 2.70525e-05 1
49 24 2.69368e-05 1
50 24 2.6809e-05 1
51 24 2.67288e-05 1
52 24 2.67022e-05 1
53 24 2.6806e-05 1
54 24 2.70243e-05 1
55 24 2.74475e-05 1
56 24 2.80446e-05 1
57 24 2.88781e-05 1
58 24 2.99035e-05 1
59 24 3.11778e-05 1
60 24 3.26498e-05 1
61 24 3.43771e-05 1
62 24 3.63049e-05 1
63 24 3.851e-05 1
64 24 4.09565e-05 1
65 24 4.37396e-05 1
66 24 4.68246e-05 1
67 24 5.03336e-05 1
68 24 5.42333e-05 1
69 24 5.86488e-05 1
70 24 6.35398e-05 1
71 24 6.90144e-05 1
72 24 7.49604e-05 1
73 24 8.13848e-05 1
74 24 8.808e-05 1
75 24 9.49163e-05 1
76 24 0.000101444 1
77 24 0.000107344 1
78 24 0.000112142 1
79 24 0.000115692 1
80 24 0.000118013 1
81 24 0.000119582 1
82 24 0.000120661 1
83 24 0.00012096 1
84 24 0.000118962 1
85 24 0.000112831 1
86 24 0.000101604 1
87 24 8.70225e-05 1
88 24 7.26671e-05 1
89 24 6.143e-05 1
90 24 5.41482e-05 1
91 24 5.23932e-05 1
92 24 5.66315e-05 1
93 24 6.9117e-05 1
94 24 9.07447e-05 1
95 24 0.000118013 1
96 24 0.000144113 1
97 24 0.000162602 1
98 24 0.000178162 1
99 24 0.000195228 1
100 24 0.000204365 1
101 24 0.000211937 1
102 24 0.000218089 1
103 24 0.000217071 1
104 24 0.000204235 1
105 24 0.000178218 1
106 24 0.000152358 1
107 24 0.000128434 1
108 24 0.000105866 1
109 24 8.52379e-05 1
110 24 6.85274e-05 1
111 24 5.55919e-05 1
112 24 4.66942e-05 1
113 24 4.18212e-05 1
114 24 4.26877e-05 1
115 24 4.91828e-05 1
116 24 5.98886e-05 1
117 24 7.1887e-05 1
118 24 8.23624e-05 1
119 24 8.9775e-05 1
120 24 9.60816e-05 1
121 24 0.000104795 1
122 24 0.000113772 1
123 24 0.000119807 1
124 24 0.000118976 1
125 24 0.000109097 1
126 24 9.50894e-05 1
127 24 8.44438e-05 1
0 25 9.76945e-05 1
1 25 0.000103556 1
2 25 0.000118151 1
3 25 0.000136675 1
4 25 0.000154903 1
5 25 0.000159155 1
6 25 0.000137561 1
7 25 0.000105426 1
8 25 9.19155e-05 1
9 25 0.000115097 1
10 25 0.000177952 1
11 25 0.000278088 1
12 25 0.000357257 1
13 25 0.000364163 1
14 25 0.000355938 1
15 25 0.000364601 1
16 25 0.000345152 1
17 25 0.000291569 1
18 25 0.000224419 1
19 25 0.000169862 1
20 25 0.000124117 1
21 25 9.31798e-05 1
22 25 7.11822e-05 1
23 25 5.64741e-05 1
24 25 5.07196e-05 1
25 25 5.02722e-05 1
26 25 5.07579e-05 1
27 25 4.9293e-05 1
28 25 4.61228e-05 1
29 25 4.22578e-05 1
30 25 3.89906e-05 1
31 25 3.73768e-05 1
32 25 3.68595e-05 1
33 25 3.73923e-05 1
34 25 3.86393e-05 1
35 25 4.01063e-05 1
36 25 4.13252e-05 1
37 25 4.22121e-05 1
38 25 4.26535e-05 1
39 25 4.28135e-05 1
40 25 4.26623e-05 1
41 25 4.22106e-05 1
42 25 4.17556e-05 1
43 25 4.12624e-05 1
44 25 4.07479e-05 1
45 25 4.03561e-05 1
46 25 4.00934e-05 1
47 25 3.98553e-05 1
48 25 3.96713e-05 1
49 25 3.95877e-05 1
50 25 3.97556e-05 1
51 25 4.01491e-05 1
52 25 4.0809e-05 1
53 25 4.16677e-05 1
54 25 4.27688e-05 1
55 25 4.4032e-05 1
56 25 4.55056e-05 1
57 25 4.71119e-05 1
58 25 4.89329e-05 1
59 25 5.09007e-05 1
60 25 5.31206e-05 1
61 25 5.55149e-05 1
62 25 5.81846e-05 1
63 25 6.10233e-05 1
64 25 6.41158e-05 1
65 25 6.73206e-05 1
66 25 7.0712e-05 1
67 25 7.4096e-05 1
68 25 7.75184e-05 1
69 25 8.07417e-05 1
70 25 8.38053e-05 1
71 25 8.64804e-05 1
72 25 8.88721e-05 1
73 25 9.08795e-05 1
74 25 9.27898e-05 1
75 25 9.47691e-05 1
76 25 9.74966e-05 1
77 25 0.000101306 1
78 25 0.000106694 1
79 25 0.000113212 1
80 25 0.000119865 1
81 25 0.00012421 1
82 25 0.000123836 1
83 25 0.000116748 1
84 25 0.000103591 1
85 25 8.68862e-05 1
86 25 7.08855e-05 1
87 25 5.88002e-05 1
88 25 5.21193e-05 1
89 25 4.97806e-05 1
90 25 5.31654e-05 1
91 25 6.42598e-05 1
92 25 8.30614e-05 1
93 25 0.000108304 1
94 25 0.00013751 1
95 25 0.000166759 1
96 25 0.000188414 1
97 25 0.000197543 1
98 25 0.000204964 1
99 25 0.000212474 1
100 25 0.000214139 1
101 25 0.000214123 1
102 25 0.000205472 1
103 25 0.000189638 1
104 25 0.000161606 1
105 25 0.000128713 1
106 25 0.000102567 1
107 25 8.28149e-05 1
108 25 6.55862e-05 1
109 25 5.03667e-05 1
110 25 3.84181e-05 1
111 25 3.02515e-05 1
112 25 2.59791e-05 1
113 25 2.52415e-05 1
114 25 2.82139e-05 1
115 25 3.43001e-05 1
116 25 4.36862e-05 1
117 25 5.55829e-05 1
118 25 6.59747e-05 1
119 25 7.34036e-05 1
120 25 8.18054e-05 1
121 25 9.14316e-05 1
122 25 0.000100806 1
123 25 0.000110643 1
124 25 0.000115884 1
125 25 0.000114025 1
126 25 0.000107465 1
127 25 0.000100557 1
0 26 0.000111071 1
1 26 0.000113903 1
2 26 0.000126201 1
3 26 0.000143061 1
4 26 0.000160963 1
5 26 0.000177035 1
6 26 0.000178314 1
7 26 0.000155147 1
8 26 0.000126428 1
9 26 0.000124461 1
10 26 0.00016097 1
11 26 0.000244632 1
12 26 0.000330053 1
13 26 0.000353918 1
14 26 0.000339205 1
15 26 0.000356183 1
16 26 0.000365873 1
17 26 0.000336497 1
18 26 0.000274429 1
19 26 0.000211267 1
20 26 0.000154433 1
21 26 0.000110216 1
22 26 8.14695e-05 1
23 26 6.279e-05 1
24 26 5.29444e-05 1
25 26 4.95784e-05 1
26 26 5.01133e-05 1
27 26 5.30764e-05 1
28 26 5.55252e-05 1
29 26 5.6584e-05 1
30 26 5.67237e-05 1
31 26 5.53534e-05 1
32 26 5.24679e-05 1
33 26 4.92599e-05 1
34 26 4.63395e-05 1
35 26 4.40831e-05 1
36 26 4.28463e-05 1
37 26 4.26254e-05 1
38 26 4.32922e-05 1
39 26 4.43125e-05 1
40 26 4.5336e-05 1
41 26 4.63932e-05 1
42 26 4.73002e-05 1
43 26 4.80305e-05 1
44 26 4.86646e-05 1
45 26 4.90492e-05 1
46 26 4.9301e-05 1
47 26 4.95892e-05 1
48 26 5.00627e-05 1
49 26 5.06964e-05 1
50 26 5.14826e-05 1
51 26 5.24066e-05 1
52 26 5.35117e-05 1
53 26 5.47798e-05 1
54 26 5.62143e-05 1
55 26 5.77708e-05 1
56 26 5.94634e-05 1
57 26 6.12343e-05 1
58 26 6.31165e-05 1
59 26 6.50464e-05 1
60 26 6.70569e-05 1
61 26 6.90612e-05 1
62 26 7.10734e-05 1
63 26 7.29808e-05 1
64 26 7.47995e-05 1
65 26 7.63765e-05 1
66 26 7.7723e-05 1
67 26 7.87061e-05 1
68 26 7.94118e-05 1
69 26 7.98106e-05 1
70 26 8.01719e-05 1
71 26 8.0693e-05 1
72 26 8.18944e-05 1
73 26 8.41647e-05 1
74 26 8.81017e-05 1
75 26 9.38008e-05 1
76 26 0.000101069 1
77 26 0.000108777 1
78 26 0.000115298 1
79 26 0.00011834 1
80 26 0.000116276 1
81 26 0.00010852 1
82 26 9.63921e-05 1
83 26 8.2179e-05 1
84 26 6.85729e-05 1
85 26 5.75316e-05 1
86 26 5.04217e-05 1
87 26 4.87233e-05 1
88 26 5.35067e-05 1
89 26 6.46024e-05 1
90 26 8.18976e-05 1
91 26 0.000103916 1
92 26 0.000129489 1
93 26 0.000158488 1
94 26 0.000187502 1
95 26 0.000209473 1
96 26 0.000216837 1
97 26 0.000216027 1
98 26 0.000219488 1
99 26 0.000218462 1
100 26 0.000209128 1
101 26 0.000191279 1
102 26 0.000164954 1
103 26 0.000138892 1
104 26 0.000109892 1
105 26 8.46892e-05 1
106 26 6.55361e-05 1
107 26 5.04352e-05 1
108 26 3.70753e-05 1
109 26 2.6837e-05 1
110 26 2.02392e-05 1
111 26 1.68212e-05 1
112 26 1.54204e-05 1
113 26 1.65168e-05 1
114 26 1.95995e-05 1
115 26 2.40897e-05 1
116 26 3.13244e-05 1
117 26 4.10004e-05 1
118 26 5.0943e-05 1
119 26 5.87265e-05 1
120 26 6.73824e-05 1
121 26 7.59139e-05 1
122 26 8.44311e-05 1
123 26 9.46472e-05 1
124 26 0.000103746 1
125 26 0.000108902 1
126 26 0.000111875 1
127 26 0.000111971 1
0 27 0.000118492 1
1 27 0.000121656 1
2 27 0.00013052 1
3 27 0.000145881 1
4 27 0.00016328 1
5 27 0.00018316 1
6 27 0.000204739 1
7 27 0.000207246 1
8 27 0.000178281 1
9 27 0.000155386 1
10 27 0.000171754 1
11 27 0.000236221 1
12 27 0.000323405 1
13 27 0.000354816 1
14 27 0.000323312 1
15 27 0.000317691 1
16 27 0.000343647 1
17 27 0.000344319 1
18 27 0.000308278 1
19 27 0.000252074 1
20 27 0.000196917 1
21 27 0.00014282 1
22 27 0.000103359 1
23 27 7.44845e-05 1
24 27 5.52375e-05 1
25 27 4.59223e-05 1
26 27 4.47465e-05 1
27 27 4.81778e-05 1
28 27 5.21519e-05 1
29 27 5.58633e-05 1
30 27 5.93773e-05 1
31 27 6.22251e-05 1
32 27 6.41592e-05 1
33 27 6.48151e-05 1
34 27 6.37988e-05 1
35 27 6.16021e-05 1
36 27 5.88304e-05 1
37 27 5.59684e-05 1
38 27 5.32118e-05 1
39 27 5.08174e-05 1
40 27 4.91406e-05 1
41 27 4.81261e-05 1
42 27 4.7701e-05 1
43 27 4.77278e-05 1
44 27 4.79082e-05 1
45 27 4.84041e-05 1
46 27 4.91962e-05 1
47 27 5.02389e-05 1
48 27 5.1379e-05 1
49 27 5.26551e-05 1
50 27 5.40178e-05 1
51 27 5.55062e-05 1
52 27 5.70071e-05 1
53 27 5.85608e-05 1
54 27 6.00504e-05 1
55 27 6.15473e-05 1
56 27 6.29477e-05 1
57 27 6.43188e-05 1
58 27 6.55444e-05 1
59 27 6.66891e-05 1
60 27 6.76496e-05 1
61 27 6.84983e-05 1
62 27 6.91401e-05 1
63 27 6.97061e-05 1
64 27 7.0164e-05 1
65 27 7.07231e-05 1
66 27 7.14457e-05 1
67 27 7.26084e-05 1
68 27 7.42848e-05 1
69 27 7.67218e-05 1
70 27 7.99054e-05 1
71 27 8.39313e-05 1
72 27 8.85195e-05 1
73 27 9.33923e-05 1
74 27 9.77744e-05 1
75 27 0.00010102 1
76 27 0.00010223 1
77 27 0.000100955 1
78 27 9.68977e-05 1
79 27 9.0478e-05 1
80 27 8.21178e-05 1
81 27 7.26699e-05 1
82 27 6.29106e-05 1
83 27 5.42372e-05 1
84 27 4.84246e-05 1
85 27 4.77344e-05 1
86 27 5.36423e-05 1
87 27 6.61389e-05 1
88 27 8.31546e-05 1
89 27 0.000103471 1
90 27 0.000127207 1
91 27 0.000152997 1
92 27 0.000179186 1
93 27 0.000203436 1
94 27 0.000223202 1
95 27 0.000234061 1
96 27 0.000232385 1
97 27 0.000226369 1
98 27 0.000217925 1
99 27 0.000197948 1
100 27 0.000173554 1
101 27 0.000144484 1
102 27 0.000115279 1
103 27 8.93696e-05 1
104 27 6.72712e-05 1
105 27 5.22881e-05 1
106 27 3.95125e-05 1
107 27 2.78684e-05 1
108 27 1.92536e-05 1
109 27 1.39791e-05 1
110 27 1.12732e-05 1
111 27 1.03109e-05 1
112 27 1.02885e-05 1
113 27 1.17882e-05 1
114 27 1.42745e-05 1
115 27 1.73938e-05 1
116 27 2.23344e-05 1
117 27 2.94275e-05 1
118 27 3.78294e-05 1
119 27 4.70297e-05 1
120 27 5.47665e-05 1
121 27 6.07816e-05 1
122 27 6.74281e-05 1
123 27 7.55391e-05 1
124 27 8.58442e-05 1
125 27 9.64006e-05 1
126 27 0.000107007 1
127 27 0.000115 1
0 28 0.000117825 1
1 28 0.000123424 1
2 28 0.000130243 1
3 28 0.000141847 1
4 28 0.000160153 1
5 28 0.00018109 1
6 28 0.000212294 1
7 28 0.000243598 1
8 28 0.000235668 1
9 28 0.000200949 1
10 28 0.000200611 1
11 28 0.000246873 1
12 28 0.000333634 1
13 28 0.000376777 1
14 28 0.00034107 1
15 28 0.00029933 1
16 28 0.000308868 1
17 28 0.000319942 1
18 28 0.000306464 1
19 28 0.000266921 1
20 28 0.000223186 1
21 28 0.000175167 1
22 28 0.000133678 1
23 28 9.96423e-05 1
24 28 7.03511e-05 1
25 28 5.09951e-05 1
26 28 4.28498e-05 1
27 28 4.23e-05 1
28 28 4.52056e-05 1
29 28 4.87585e-05 1
30 28 5.19415e-05 1
31 28 5.47899e-05 1
32 28 5.7809e-05 1
33 28 6.03805e-05 1
34 28 6.29368e-05 1
35 28 6.51712e-05 1
36 28 6.70711e-05 1
37 28 6.80773e-05 1
38 28 6.80936e-05 1
39 28 6.72303e-05 1
40 28 6.58088e-05 1
41 28 6.39961e-05 1
42 28 6.19523e-05 1
43 28 5.96821e-05 1
44 28 5.78145e-05 1
45 28 5.64084e-05 1
46 28 5.55697e-05 1
47 28 5.51658e-05 1
48 28 5.52717e-05 1
49 28 5.56746e-05 1
50 28 5.63376e-05 1
51 28 5.71315e-05 1
52 28 5.81022e-05 1
53 28 5.91518e-05 1
54 28 6.02988e-05 1
55 28 6.14798e-05 1
56 28 6.27358e-05 1
57 28 6.40216e-05 1
58 28 6.5389e-05 1
59 28 6.68301e-05 1
60 28 6.83746e-05 1
61 28 7.00312e-05 1
62 28 7.18137e-05 1
63 28 7.37197e-05 1
64 28 7.57393e-05 1
65 28 7.78471e-05 1
66 28 8.00142e-05 1
67 28 8.21758e-05 1
68 28 8.42088e-05 1
69 28 8.59049e-05 1
70 28 8.69672e-05 1
71 28 8.7093e-05 1
72 28 8.60657e-05 1
73 28 8.38622e-05 1
74 28 8.06664e-05 1
75 28 7.67865e-05 1
76 28 7.25646e-05 1
77 28 6.82257e-05 1
78 28 6.3763e-05 1
79 28 5.90345e-05 1
80 28 5.41594e-05 1
81 28 4.96839e-05 1
82 28 4.70514e-05 1
83 28 4.80286e-05 1
84 28 5.42093e-05 1
85 28 6.60661e-05 1
86 28 8.32436e-05 1
87 28 0.000104057 1
88 28 0.000126282 1
89 28 0.000149297 1
90 28 0.00017276 1
91 28 0.000194883 1
92 28 0.000215397 1
93 28 0.000233875 1
94 28 0.000246935 1
95 28 0.000245683 1
96 28 0.000228818 1
97 28 0.000208324 1
98 28 0.000183342 1
99 28 0.000152693 1
100 28 0.000123969 1
101 28 9.58699e-05 1
102 28 7.38293e-05 1
103 28 5.3572e-05 1
104 28 3.76835e-05 1
105 28 2.87823e-05 1
106 28 2.18528e-05 1
107 28 1.5097e-05 1
108 28 1.04254e-05 1
109 28 7.81673e-06 1
110 28 6.85787e-06 1
111 28 6.91917e-06 1
112 28 7.81095e-06 1
113 28 9.30101e-06 1
114 28 1.07579e-05 1
115 28 1.32934e-05 1
116 28 1.64092e-05 1
117 28 2.11533e-05 1
118 28 2.77349e-05 1
119 28 3.73995e-05 1
120 28 4.47204e-05 1
121 28 4.81535e-05 1
122 28 5.18769e-05 1
123 28 5.70713e-05 1
124 28 6.59827e-05 1
125 28 7.99374e-05 1
126 28 9.47705e-05 1
127 28 0.000108606 1
0 29 0.000108825 1
1 29 0.000118235 1
2 29 0.000124133 1
3 29 0.000132535 1
4 29 0.000148692 1
5 29 0.000171566 1
6 29 0.000205591 1
7 29 0.000254878 1
8 29 0.000278159 1
9 29 0.000252909 1
10 29 0.000237761 1
11 29 0.000269739 1
12 29 0.00034865 1
13 29 0.00041115 1
14 29 0.000384295 1
15 29 0.000320259 1
16 29 0.000303049 1
17 29 0.000309867 1
18 29 0.000297046 1
19 29 0.000260772 1
20 29 0.000217054 1
21 29 0.00017965 1
22 29 0.000146762 1
23 29 0.00012048 1
24 29 9.29142e-05 1
25 29 6.96081e-05 1
26 29 5.4902e-05 1
27 29 4.69149e-05 1
28 29 4.36261e-05 1
29 29 4.21003e-05 1
30 29 4.18692e-05 1
31 29 4.31574e-05 1
32 29 4.53715e-05 1
33 29 4.77828e-05 1
34 29 5.04859e-05 1
35 29 5.31857e-05 1
36 29 5.59686e-05 1
37 29 5.83277e-05 1
38 29 6.06228e-05 1
39 29 6.26677e-05 1
40 29 6.44981e-05 1
41 29 6.55502e-05 1
42 29 6.61861e-05 1
43 29 6.67175e-05 1
44 29 6.74338e-05 1
45 29 6.80501e-05 1
46 29 6.87559e-05 1
47 29 6.93212e-05 1
48 29 6.99139e-05 1
49 29 7.04006e-05 1
50 29 7.10944e-05 1
51 29 7.18117e-05 1
52 29 7.26763e-05 1
53 29 7.3497e-05 1
54 29 7.4462e-05 1
55 29 7.54124e-05 1
56 29 7.65102e-05 1
57 29 7.75837e-05 1
58 29 7.87392e-05 1
59 29 7.97609e-05 1
60 29 8.07499e-05 1
61 29 8.14863e-05 1
62 29 8.20244e-05 1
63 29 8.21007e-05 1
64 29 8.17198e-05 1
65 29 8.06161e-05 1
66 29 7.8827e-05 1
67 29 7.61993e-05 1
68 29 7.2948e-05 1
69 29 6.91684e-05 1
70 29 6.52563e-05 1
71 29 6.13456e-05 1
72 29 5.77157e-05 1
73 29 5.43314e-05 1
74 29 5.13246e-05 1
75 29 4.85771e-05 1
76 29 4.62248e-05 1
77 29 4.42911e-05 1
78 29 4.32848e-05 1
79 29 4.35907e-05 1
80 29 4.60275e-05 1
81 29 5.10671e-05 1
82 29 5.91264e-05 1
83 29 7.0228e-05 1
84 29 8.49416e-05 1
85 29 0.00010318 1
86 29 0.000124675 1
87 29 0.000146884 1
88 29 0.000167551 1
89 29 0.0001863 1
90 29 0.000204783 1
91 29 0.000223581 1
92 29 0.000240764 1
93 29 0.000250265 1
94 29 0.000245188 1
95 29 0.000221526 1
96 29 0.000190365 1
97 29 0.000162096 1
98 29 0.00013213 1
99 29 0.000104388 1
100 29 8.07487e-05 1
101 29 5.96978e-05 1
102 29 4.37987e-05 1
103 29 2.88819e-05 1
104 29 1.93622e-05 1
105 29 1.5027e-05 1
106 29 1.1972e-05 1
107 29 8.80016e-06 1
108 29 6.37431e-06 1
109 29 4.95374e-06 1
110 29 4.48804e-06 1
111 29 4.96432e-06 1
112 29 6.42271e-06 1
113 29 7.90895e-06 1
114 29 8.94061e-06 1
115 29 1.06094e-05 1
116 29 1.29341e-05 1
