# R rho
1 0.000212294
1 0.000243598
1 0.000235668
1 0.000200949
1 0.000200611
1 0.000246873
1 0.000333634
1 0.000376777
1 0.00034107
1 0.00029933
1 0.000308868
1 0.000319942
1 0.000306464
1 0.000266921
1 0.000223186
1 0.000175167
1 0.000133678
1 9.96423e-05
1 7.03511e-05
1 5.09951e-05
1 4.28498e-05
1 4.23e-05
1 4.52056e-05
1 4.87585e-05
1 5.19415e-05
1 5.47899e-05
1 5.7809e-05
1 6.03805e-05
1 6.29368e-05
1 6.51712e-05
1 6.70711e-05
1 6.80773e-05
1 6.80936e-05
1 6.72303e-05
1 6.58088e-05
1 6.39961e-05
1 6.19523e-05
1 5.96821e-05
1 5.78145e-05
1 5.64084e-05
1 5.55697e-05
1 5.51658e-05
1 5.52717e-05
1 5.56746e-05
1 5.63376e-05
1 5.71315e-05
1 5.81022e-05
1 5.91518e-05
1 6.02988e-05
1 6.14798e-05
1 6.27358e-05
1 6.40216e-05
1 6.5389e-05
1 6.68301e-05
1 6.83746e-05
1 7.00312e-05
1 7.18137e-05
1 7.37197e-05
1 7.57393e-05
1 7.78471e-05
1 8.00142e-05
1 8.21758e-05
1 8.42088e-05
1 8.59049e-05
1 8.69672e-05
1 8.7093e-05
1 8.60657e-05
1 8.38622e-05
1 8.06664e-05
1 7.67865e-05
1 7.25646e-05
1 6.82257e-05
1 6.3763e-05
1 5.90345e-05
1 5.41594e-05
1 4.96839e-05
1 4.70514e-05
1 4.80286e-05
1 5.42093e-05
1 6.60661e-05
1 8.32436e-05
1 0.000104057
1 0.000126282
1 0.000149297
1 0.00017276
1 0.000194883
1 0.000215397
1 0.000233875
1 0.000246935
1 0.000245683
1 0.000228818
1 0.000208324
1 0.000183342
1 0.000152693
1 0.000123969
1 9.58699e-05
1 7.38293e-05
1 5.3572e-05
1 3.76835e-05
1 2.87823e-05
1 2.18528e-05
1 1.5097e-05
1 1.04254e-05
1 7.81673e-06
1 6.85787e-06
1 6.91917e-06
1 7.81095e-06
1 9.30101e-06
1 1.07579e-05
1 1.32934e-05
1 1.64092e-05
1 2.11533e-05
1 2.77349e-05
1 3.73995e-05
1 4.47204e-05
1 4.81535e-05
1 5.18769e-05
1 5.70713e-05
1 6.59827e-05
1 7.99374e-05
1 9.47705e-05
1 0.000108606
1 0.000108825
1 0.000118235
1 0.000124133
1 0.000132535
1 0.000148692
1 0.000171566
1 0.000205591
1 0.000254878
1 0.000278159
1 0.000252909
1 0.000237761
1 0.000269739
1 0.00034865
1 0.00041115
1 0.000384295
1 0.000320259
1 0.000303049
1 0.000309867
1 0.000297046
1 0.000260772
1 0.000217054
1 0.00017965
1 0.000146762
1 0.00012048
1 9.29142e-05
1 6.96081e-05
1 5.4902e-05
1 4.69149e-05
1 4.36261e-05
1 4.21003e-05
1 4.18692e-05
1 4.31574e-05
1 4.53715e-05
1 4.77828e-05
1 5.04859e-05
1 5.31857e-05
1 5.59686e-05
1 5.83277e-05
1 6.06228e-05
1 6.26677e-05
1 6.44981e-05
1 6.55502e-05
1 6.61861e-05
1 6.67175e-05
1 6.74338e-05
1 6.80501e-05
1 6.87559e-05
1 6.93212e-05
1 6.99139e-05
1 7.04006e-05
1 7.10944e-05
1 7.18117e-05
1 7.26763e-05
1 7.3497e-05
1 7.4462e-05
1 7.54124e-05
1 7.65102e-05
1 7.75837e-05
1 7.87392e-05
1 7.97609e-05
1 8.07499e-05
1 8.14863e-05
1 8.20244e-05
1 8.21007e-05
1 8.17198e-05
1 8.06161e-05
1 7.8827e-05
1 7.61993e-05
1 7.2948e-05
1 6.91684e-05
1 6.52563e-05
1 6.13456e-05
1 5.77157e-05
1 5.43314e-05
1 5.13246e-05
1 4.85771e-05
1 4.62248e-05
1 4.42911e-05
1 4.32848e-05
1 4.35907e-05
1 4.60275e-05
1 5.10671e-05
1 5.91264e-05
1 7.0228e-05
1 8.49416e-05
1 0.00010318
1 0.000124675
1 0.000146884
1 0.000167551
1 0.0001863
1 0.000204783
1 0.000223581
1 0.000240764
1 0.000250265
1 0.000245188
1 0.000221526
1 0.000190365
1 0.000162096
1 0.00013213
1 0.000104388
1 8.07487e-05
1 5.96978e-05
1 4.37987e-05
1 2.88819e-05
1 1.93622e-05
1 1.5027e-05
1 1.1972e-05
1 8.80016e-06
1 6.37431e-06
1 4.95374e-06
1 4.48804e-06
1 4.96432e-06
1 6.42271e-06
1 7.90895e-06
1 8.94061e-06
1 1.06094e-05
1 1.29341e-05
1 1.56574e-05
1 2.08131e-05
1 2.93792e-05
1 3.6556e-05
1 3.89945e-05
1 3.94452e-05
1 4.15463e-05
1 4.81068e-05
1 6.21101e-05
1 7.87275e-05
1 9.49231e-05
1 9.3806e-05
1 0.00010625
1 0.000112808
1 0.000119702
1 0.000131353
1 0.000154303
1 0.000190577
1 0.000242638
1 0.000291856
1 0.000297788
1 0.000275244
1 0.000294212
1 0.000363419
1 0.00044372
1 0.000438459
1 0.000369569
1 0.00032579
1 0.000324673
1 0.000311845
1 0.000273062
1 0.000214904
1 0.000165991
1 0.000131747
1 0.000113746
1 9.82558e-05
1 8.25969e-05
1 7.04221e-05
1 6.1835e-05
1 5.46155e-05
1 4.74351e-05
1 4.14791e-05
1 3.73549e-05
1 3.52989e-05
1 3.49924e-05
1 3.59228e-05
1 3.76464e-05
1 3.94973e-05
1 4.15442e-05
1 4.36811e-05
1 4.5638e-05
1 4.7014e-05
1 4.83753e-05
1 5.00682e-05
1 5.21741e-05
1 5.43404e-05
1 5.65555e-05
1 5.86573e-05
1 6.07278e-05
1 6.26724e-05
1 6.45692e-05
1 6.61838e-05
1 6.75326e-05
1 6.85792e-05
1 6.94413e-05
1 7.00334e-05
1 7.0411e-05
1 7.04811e-05
1 7.02493e-05
1 6.96616e-05
1 6.87619e-05
1 6.75016e-05
1 6.59122e-05
1 6.3951e-05
1 6.16625e-05
1 5.90393e-05
1 5.61607e-05
1 5.30575e-05
1 4.98327e-05
1 4.65498e-05
1 4.33683e-05
1 4.04425e-05
1 3.80279e-05
1 3.62777e-05
1 3.53697e-05
1 3.53707e-05
1 3.65322e-05
1 3.90176e-05
1 4.30117e-05
1 4.84937e-05
1 5.5699e-05
1 6.46871e-05
1 7.59563e-05
1 8.98946e-05
1 0.000106488
1 0.000124816
1 0.000144008
1 0.000162996
1 0.000180992
1 0.000197926
1 0.00021385
1 0.00022659
1 0.000234144
1 0.00023469
1 0.000225574
1 0.00020286
1 0.000168634
1 0.000136599
1 0.000110971
1 8.65728e-05
1 6.69087e-05
1 4.90821e-05
1 3.47755e-05
1 2.39276e-05
1 1.47613e-05
1 1.02629e-05
1 8.22768e-06
1 6.83425e-06
1 5.62681e-06
1 4.40917e-06
1 3.62399e-06
1 3.30292e-06
1 3.78422e-06
1 5.43203e-06
1 6.90783e-06
1 8.1468e-06
1 9.24616e-06
1 1.06113e-05
1 1.24563e-05
1 1.62667e-05
1 2.30799e-05
1 2.96211e-05
1 3.24914e-05
1 3.10796e-05
1 3.02009e-05
1 3.43179e-05
1 4.56254e-05
1 6.1777e-05
1 7.7845e-05
1 7.62284e-05
1 8.95645e-05
1 9.81032e-05
1 0.000104398
1 0.00011277
1 0.000133227
1 0.000169966
1 0.00021577
1 0.000276024
1 0.000318394
1 0.000309369
1 0.000311929
1 0.000371795
1 0.000462653
1 0.000490774
1 0.000429085
1 0.000365805
1 0.000352428
1 0.000342607
1 0.000305609
1 0.000242505
1 0.000177187
1 0.000129849
1 0.000101523
1 8.63882e-05
1 7.4785e-05
1 6.8483e-05
1 6.5721e-05
1 6.29193e-05
1 5.81887e-05
1 5.17129e-05
1 4.51485e-05
1 3.90739e-05
1 3.42199e-05
1 3.06495e-05
1 2.84752e-05
1 2.73559e-05
1 2.75097e-05
1 2.78984e-05
1 2.83137e-05
1 2.88192e-05
1 3.00127e-05
1 3.15015e-05
1 3.3325e-05
1 3.50531e-05
1 3.69942e-05
1 3.8762e-05
1 4.05844e-05
1 4.20966e-05
1 4.35127e-05
1 4.45445e-05
1 4.55137e-05
1 4.61264e-05
1 4.66161e-05
1 4.6712e-05
1 4.66433e-05
1 4.61563e-05
1 4.55197e-05
1 4.45177e-05
1 4.33879e-05
1 4.1929e-05
1 4.03953e-05
1 3.86218e-05
1 3.68798e-05
1 3.50326e-05
1 3.3375e-05
1 3.18123e-05
1 3.0659e-05
1 2.98508e-05
1 2.97375e-05
1 3.032e-05
1 3.20068e-05
1 3.48331e-05
1 3.90708e-05
1 4.4457e-05
1 5.09585e-05
1 5.82785e-05
1 6.6698e-05
1 7.60701e-05
1 8.6618e-05
1 9.82926e-05
1 0.000111423
1 0.000125803
1 0.000142044
1 0.000159531
1 0.000177677
1 0.00019431
1 0.000207062
1 0.000214411
1 0.000216443
1 0.000212707
1 0.000203875
1 0.000190569
1 0.000171747
1 0.000144267
1 0.000113757
1 9.02237e-05
1 7.10575e-05
1 5.35723e-05
1 4.02341e-05
1 2.81991e-05
1 2.00311e-05
1 1.30804e-05
1 7.92316e-06
1 6.02921e-06
1 4.94518e-06
1 4.24266e-06
1 3.89837e-06
1 3.44857e-06
1 3.04092e-06
1 2.86003e-06
1 3.23316e-06
1 4.55318e-06
1 5.99396e-06
1 7.57239e-06
1 8.65764e-06
1 9.32904e-06
1 1.03797e-05
1 1.36205e-05
1 1.82188e-05
1 2.38321e-05
1 2.73423e-05
1 2.63483e-05
1 2.34581e-05
1 2.50165e-05
1 3.2618e-05
1 4.60359e-05
1 6.08465e-05
1 5.92326e-05
1 7.15613e-05
1 8.19574e-05
1 8.87143e-05
1 9.58282e-05
1 0.000113301
1 0.000145154
1 0.000184171
1 0.000240889
1 0.000307525
1 0.00032964
1 0.000323104
1 0.000369114
1 0.000463806
1 0.000525236
1 0.000483246
1 0.000410022
1 0.00038153
1 0.000374488
1 0.00034466
1 0.000287155
1 0.000214609
1 0.000156604
1 0.000115397
1 9.26118e-05
1 7.5206e-05
1 6.2972e-05
1 5.68323e-05
1 5.45487e-05
1 5.41997e-05
1 5.41626e-05
1 5.26952e-05
1 4.92795e-05
1 4.48371e-05
1 3.9833e-05
1 3.52141e-05
1 3.15091e-05
1 2.83224e-05
1 2.50865e-05
1 2.24788e-05
1 2.07437e-05
1 2.00024e-05
1 1.98178e-05
1 2.01061e-05
1 2.07203e-05
1 2.15815e-05
1 2.2453e-05
1 2.33497e-05
1 2.41308e-05
1 2.48347e-05
1 2.53754e-05
1 2.58216e-05
1 2.60875e-05
1 2.62618e-05
1 2.62435e-05
1 2.61256e-05
1 2.5859e-05
1 2.55431e-05
1 2.51557e-05
1 2.48245e-05
1 2.45475e-05
1 2.44673e-05
1 2.46025e-05
1 2.51132e-05
1 2.60442e-05
1 2.75735e-05
1 2.97423e-05
1 3.26818e-05
1 3.63717e-05
1 4.08449e-05
1 4.60198e-05
1 5.19336e-05
1 5.86211e-05
1 6.62413e-05
1 7.47579e-05
1 8.40035e-05
1 9.35985e-05
1 0.00010325
1 0.000113079
1 0.000123341
1 0.000134161
1 0.000145957
1 0.000158868
1 0.000172504
1 0.000185796
1 0.000196583
1 0.000201875
1 0.000200171
1 0.000192266
1 0.000180477
1 0.000166546
1 0.000151884
1 0.000136188
1 0.000117644
1 9.44861e-05
1 7.27757e-05
1 5.72499e-05
1 4.34539e-05
1 3.23751e-05
1 2.3921e-05
1 1.65389e-05
1 1.20202e-05
1 7.43535e-06
1 4.69241e-06
1 3.83892e-06
1 3.35467e-06
1 3.09076e-06
1 3.17729e-06
1 3.08774e-06
1 2.85456e-06
1 2.85318e-06
1 3.07568e-06
1 3.83753e-06
1 5.11174e-06
1 6.82121e-06
1 8.13696e-06
1 8.72328e-06
1 9.343e-06
1 1.17154e-05
1 1.49716e-05
1 1.89034e-05
1 2.30457e-05
1 2.3705e-05
1 2.08666e-05
1 1.98354e-05
1 2.381e-05
1 3.32207e-05
1 4.58681e-05
1 4.44563e-05
1 5.54985e-05
1 6.62797e-05
1 7.45289e-05
1 8.24969e-05
1 9.61025e-05
1 0.000119839
1 0.000153399
1 0.000199573
1 0.000272322
1 0.00032717
1 0.000328978
1 0.000354076
1 0.000446337
1 0.000533304
1 0.000520958
1 0.00044672
1 0.00040349
1 0.000396742
1 0.000377379
1 0.000332315
1 0.000263592
1 0.000196442
1 0.000146317
1 0.000117773
1 9.87088e-05
1 8.14476e-05
1 6.82838e-05
1 5.71476e-05
1 4.99994e-05
1 4.73281e-05
1 4.76344e-05
1 4.87188e-05
1 4.95189e-05
1 4.94233e-05
1 4.85913e-05
1 4.62306e-05
1 4.21722e-05
1 3.75138e-05
1 3.31563e-05
1 2.96528e-05
1 2.69012e-05
1 2.48649e-05
1 2.3459e-05
1 2.25511e-05
1 2.18458e-05
1 2.13262e-05
1 2.0955e-05
1 2.0719e-05
1 2.05756e-05
1 2.05947e-05
1 2.07041e-05
1 2.09549e-05
1 2.12664e-05
1 2.17139e-05
1 2.22695e-05
1 2.30307e-05
1 2.40024e-05
1 2.52873e-05
1 2.68819e-05
1 2.88896e-05
1 3.13325e-05
1 3.43296e-05
1 3.79149e-05
1 4.21797e-05
1 4.71222e-05
1 5.27806e-05
1 5.90914e-05
1 6.60058e-05
1 7.33709e-05
1 8.10319e-05
1 8.87881e-05
1 9.6587e-05
1 0.000104492
1 0.000112792
1 0.000121544
1 0.000130651
1 0.000139738
1 0.000148525
1 0.00015703
1 0.00016531
1 0.000172619
1 0.000178203
1 0.000181169
1 0.000180882
1 0.000177275
1 0.000169639
1 0.000158172
1 0.000144495
1 0.000130114
1 0.000116512
1 0.000104737
1 9.35202e-05
1 7.86797e-05
1 6.02307e-05
1 4.55816e-05
1 3.57853e-05
1 2.65577e-05
1 1.99348e-05
1 1.44642e-05
1 1.03172e-05
1 7.64253e-06
1 4.44669e-06
1 2.97288e-06
1 2.62783e-06
1 2.71943e-06
1 2.86288e-06
1 3.12264e-06
1 3.19147e-06
1 2.95437e-06
1 2.9063e-06
1 3.19414e-06
1 3.34429e-06
1 4.34839e-06
1 5.86601e-06
1 7.39388e-06
1 8.20762e-06
1 9.0743e-06
1 1.04602e-05
1 1.25599e-05
1 1.53331e-05
1 1.90854e-05
1 2.19437e-05
1 2.08846e-05
1 1.82519e-05
1 1.87582e-05
1 2.4241e-05
1 3.3908e-05
1 3.29518e-05
1 4.25542e-05
1 5.31751e-05
1 6.30249e-05
1 7.24737e-05
1 8.19822e-05
1 9.83926e-05
1 0.000125455
1 0.000162347
1 0.000226487
1 0.000301831
1 0.000326294
1 0.000334574
1 0.000410888
1 0.00051493
1 0.000535807
1 0.000469362
1 0.000413336
1 0.000403907
1 0.000395534
1 0.000366632
1 0.000307447
1 0.000234579
1 0.00017939
1 0.000148008
1 0.000130766
1 0.000114038
1 9.91488e-05
1 8.40258e-05
1 7.04811e-05
1 6.09542e-05
1 5.58402e-05
1 5.29242e-05
1 5.19172e-05
1 5.25858e-05
1 5.3826e-05
1 5.43113e-05
1 5.37942e-05
1 5.25089e-05
1 5.09377e-05
1 4.9218e-05
1 4.73493e-05
1 4.54885e-05
1 4.37136e-05
1 4.1899e-05
1 4.01543e-05
1 3.86864e-05
1 3.74793e-05
1 3.6588e-05
1 3.60879e-05
1 3.59168e-05
1 3.60941e-05
1 3.65689e-05
1 3.73861e-05
1 3.85408e-05
1 4.01068e-05
1 4.20707e-05
1 4.44969e-05
1 4.73826e-05
1 5.0807e-05
1 5.47738e-05
1 5.93786e-05
1 6.45823e-05
1 7.04487e-05
1 7.68926e-05
1 8.3944e-05
1 9.1467e-05
1 9.94114e-05
1 0.000107533
1 0.000115712
1 0.00012366
1 0.000131282
1 0.000138309
1 0.000144828
1 0.000150875
1 0.000156877
1 0.000162597
1 0.000167472
1 0.000170449
1 0.000170921
1 0.000168836
1 0.000164942
1 0.000159273
1 0.000152134
1 0.000143499
1 0.000133291
1 0.00012151
1 0.000109311
1 9.82502e-05
1 8.8885e-05
1 8.07988e-05
1 7.36033e-05
1 6.50401e-05
1 5.24325e-05
1 3.81669e-05
1 2.88262e-05
1 2.23228e-05
1 1.6418e-05
1 1.2714e-05
1 9.13168e-06
1 6.84605e-06
1 4.94464e-06
1 2.88242e-06
1 2.14206e-06
1 2.12727e-06
1 2.54173e-06
1 3.0711e-06
1 3.40842e-06
1 3.49576e-06
1 3.2673e-06
1 3.04568e-06
1 3.25014e-06
1 3.19107e-06
1 3.72347e-06
1 4.96961e-06
1 6.35177e-06
1 7.57902e-06
1 8.91371e-06
1 9.88517e-06
1 1.08266e-05
1 1.27471e-05
1 1.58803e-05
1 1.9949e-05
1 2.19131e-05
1 1.92211e-05
1 1.68578e-05
1 1.88709e-05
1 2.52335e-05
1 2.48869e-05
1 3.29362e-05
1 4.34407e-05
1 5.44388e-05
1 6.43837e-05
1 7.13677e-05
1 8.23211e-05
1 0.000102872
1 0.000132962
1 0.000182851
1 0.000262257
1 0.000310712
1 0.000315742
1 0.00036603
1 0.000476601
1 0.000527409
1 0.000476407
1 0.000411226
1 0.000395196
1 0.00039661
1 0.000381801
1 0.000335486
1 0.000262675
1 0.000204828
1 0.000171673
1 0.000157277
1 0.000144676
1 0.0001319
1 0.000118343
1 0.000103868
1 9.20445e-05
1 8.49611e-05
1 7.99807e-05
1 7.59464e-05
1 7.24481e-05
1 6.91399e-05
1 6.59812e-05
1 6.34295e-05
1 6.21882e-05
1 6.24119e-05
1 6.35907e-05
1 6.52003e-05
1 6.68726e-05
1 6.79915e-05
1 6.84053e-05
1 6.84174e-05
1 6.81427e-05
1 6.7777e-05
1 6.75461e-05
1 6.74434e-05
1 6.76093e-05
1 6.80952e-05
1 6.89994e-05
1 7.03491e-05
1 7.22335e-05
1 7.46141e-05
1 7.75472e-05
1 8.10238e-05
1 8.5084e-05
1 8.97147e-05
1 9.49484e-05
1 0.00010073
1 0.000107074
1 0.000113899
1 0.000121192
1 0.000128784
1 0.000136573
1 0.000144301
1 0.000151756
1 0.000158561
1 0.000164408
1 0.000168876
1 0.000171711
1 0.000172555
1 0.000171384
1 0.000168371
1 0.00016423
1 0.000159289
1 0.000153391
1 0.000146165
1 0.000137542
1 0.000128032
1 0.000118572
1 0.000109273
1 0.000100385
1 9.1502e-05
1 8.24257e-05
1 7.40113e-05
1 6.70699e-05
1 6.16228e-05
1 5.72411e-05
1 5.29732e-05
1 4.59134e-05
1 3.46432e-05
1 2.40805e-05
1 1.83932e-05
1 1.41104e-05
1 1.05022e-05
1 8.1787e-06
1 5.78615e-06
1 4.76455e-06
1 3.39132e-06
1 2.22461e-06
1 1.94733e-06
1 2.09483e-06
1 2.49693e-06
1 3.19332e-06
1 3.72261e-06
1 3.858e-06
1 3.66968e-06
1 3.31644e-06
1 3.23479e-06
1 3.18284e-06
1 3.38034e-06
1 4.16508e-06
1 5.32242e-06
1 6.72028e-06
1 8.54685e-06
1 9.51157e-06
1 9.92613e-06
1 1.08352e-05
1 1.34992e-05
1 1.76616e-05
1 2.24067e-05
1 2.15221e-05
1 1.7343e-05
1 1.63753e-05
1 1.96242e-05
1 1.9976e-05
1 2.63462e-05
1 3.67023e-05
1 4.8155e-05
1 5.72209e-05
1 6.41106e-05
1 7.158e-05
1 8.70011e-05
1 0.000111623
1 0.000148928
1 0.000217617
1 0.000283651
1 0.000298819
1 0.000323621
1 0.00042382
1 0.000500644
1 0.000470269
1 0.000401261
1 0.000375915
1 0.00038295
1 0.00037707
1 0.000343477
1 0.000276591
1 0.000217024
1 0.000183095
1 0.000170461
1 0.000162693
1 0.00015407
1 0.000145247
1 0.000133838
1 0.000123093
1 0.000116853
1 0.000113302
1 0.00010998
1 0.000106044
1 0.000101324
1 9.586e-05
1 9.02961e-05
1 8.58696e-05
1 8.2876e-05
1 8.13884e-05
1 8.11358e-05
1 8.1783e-05
1 8.28155e-05
1 8.45312e-05
1 8.66249e-05
1 8.90235e-05
1 9.14749e-05
1 9.39814e-05
1 9.64348e-05
1 9.9056e-05
1 0.000101676
1 0.000104588
1 0.000107675
1 0.000111132
1 0.000114787
1 0.000118843
1 0.000123108
1 0.000127839
1 0.000132797
1 0.000138173
1 0.000143683
1 0.000149485
1 0.000155177
1 0.000160832
1 0.000165944
1 0.00017052
1 0.000173936
1 0.000176134
1 0.000176495
1 0.000175123
1 0.000171616
1 0.000166384
1 0.000159402
1 0.000151286
1 0.000142035
1 0.00013244
1 0.000122927
1 0.000114275
1 0.000105913
1 9.78249e-05
1 8.96083e-05
1 8.20459e-05
1 7.5286e-05
1 6.92982e-05
1 6.30252e-05
1 5.65756e-05
1 5.06661e-05
1 4.63961e-05
1 4.32732e-05
1 4.13276e-05
1 3.86445e-05
1 3.24428e-05
1 2.27095e-05
1 1.53585e-05
1 1.18928e-05
1 8.75867e-06
1 6.61662e-06
1 5.20126e-06
1 3.91194e-06
1 3.64862e-06
1 2.69409e-06
1 2.04527e-06
1 2.05701e-06
1 2.19376e-06
1 2.4566e-06
1 3.11266e-06
1 3.83228e-06
1 4.15362e-06
1 4.08114e-06
1 3.69584e-06
1 3.27705e-06
1 3.19198e-06
1 3.23533e-06
1 3.59001e-06
1 4.40157e-06
1 5.84329e-06
1 7.80706e-06
1 9.04242e-06
1 9.45832e-06
1 9.81701e-06
1 1.1555e-05
1 1.56292e-05
1 2.15105e-05
1 2.38341e-05
1 1.94573e-05
1 1.60082e-05
1 1.64919e-05
1 1.7406e-05
1 2.24956e-05
1 3.19052e-05
1 4.29346e-05
1 5.13109e-05
1 5.88892e-05
1 6.54447e-05
1 7.74152e-05
1 9.73541e-05
1 0.000125069
1 0.000177369
1 0.000249662
1 0.000281224
1 0.000291617
1 0.000367425
1 0.000461126
1 0.000453658
1 0.000387378
1 0.00035262
1 0.000360002
1 0.000359335
1 0.000335868
1 0.000277712
1 0.000216184
1 0.000180183
1 0.000167545
1 0.000163853
1 0.000159918
1 0.000156566
1 0.000150016
1 0.000141917
1 0.000137535
1 0.000136924
1 0.000135993
1 0.000134128
1 0.000130663
1 0.000126077
1 0.000121575
1 0.000118172
1 0.000115267
1 0.000112804
1 0.00011035
1 0.000108037
1 0.000105919
1 0.000104599
1 0.000103763
1 0.000103829
1 0.000104529
1 0.000106113
1 0.000108244
1 0.000111027
1 0.000114281
1 0.000118129
1 0.000122101
1 0.000126306
1 0.000130415
1 0.000134648
1 0.000138781
1 0.000142969
1 0.000146907
1 0.000150739
1 0.000154138
1 0.000157202
1 0.000159569
1 0.000161328
1 0.00016208
1 0.000161865
1 0.00016029
1 0.000157414
1 0.000152944
1 0.000147081
1 0.000139787
1 0.000131563
1 0.00012256
1 0.000113431
1 0.000104372
1 9.57141e-05
1 8.7446e-05
1 8.01741e-05
1 7.39959e-05
1 6.85742e-05
1 6.32632e-05
1 5.78836e-05
1 5.25558e-05
1 4.76244e-05
1 4.26515e-05
1 3.80521e-05
1 3.43686e-05
1 3.22252e-05
1 3.09887e-05
1 3.05871e-05
1 2.87255e-05
1 2.29833e-05
1 1.4692e-05
1 9.60025e-06
1 7.40554e-06
1 5.42724e-06
1 4.37843e-06
1 3.41268e-06
1 2.91409e-06
1 3.10487e-06
1 2.4527e-06
1 2.12461e-06
1 2.25053e-06
1 2.29962e-06
1 2.40304e-06
1 2.88265e-06
1 3.65639e-06
1 4.31105e-06
1 4.45409e-06
1 4.11995e-06
1 3.40194e-06
1 3.25276e-06
1 3.16766e-06
1 3.22003e-06
1 3.71336e-06
1 5.03457e-06
1 6.84926e-06
1 8.32088e-06
1 9.04146e-06
1 9.40764e-06
1 1.02866e-05
1 1.37447e-05
1 1.9764e-05
1 2.48337e-05
1 2.24799e-05
1 1.70898e-05
1 1.53281e-05
1 1.65417e-05
1 2.06852e-05
1 2.82138e-05
1 3.80322e-05
1 4.66512e-05
1 5.47711e-05
1 6.2532e-05
1 7.23464e-05
1 8.85786e-05
1 0.000109146
1 0.000146532
1 0.000213936
1 0.000262498
1 0.000270551
1 0.000317712
1 0.000414631
1 0.000431033
1 0.000372981
1 0.000330403
1 0.000332862
1 0.000336462
1 0.000319183
1 0.000271411
1 0.000207588
1 0.000168088
1 0.000152565
1 0.000150045
1 0.000149218
1 0.000149857
1 0.000147956
1 0.000143015
1 0.000140905
1 0.000142953
1 0.000145273
1 0.00014599
1 0.000144487
1 0.000142457
1 0.000140902
1 0.000139906
1 0.000138817
1 0.000137799
1 0.000136376
1 0.000134527
1 0.000132613
1 0.000130704
1 0.000128862
1 0.000127267
1 0.000125884
1 0.000124961
1 0.000124571
1 0.000125
1 0.000125957
1 0.000127163
1 0.000128487
1 0.000129934
1 0.000131532
1 0.000133318
1 0.000135118
1 0.000136874
1 0.000138474
1 0.0001398
1 0.000140734
1 0.000141191
1 0.000141098
1 0.000140338
1 0.000138817
1 0.000136427
1 0.000133072
1 0.00012864
1 0.00012313
1 0.000116588
1 0.000109186
1 0.000101176
1 9.30095e-05
1 8.49475e-05
1 7.72674e-05
1 7.01055e-05
1 6.34407e-05
1 5.71745e-05
1 5.16144e-05
1 4.68782e-05
1 4.26174e-05
1 3.85398e-05
1 3.46257e-05
1 3.10055e-05
1 2.76387e-05
1 2.48166e-05
1 2.31082e-05
1 2.25924e-05
1 2.2915e-05
1 2.34488e-05
1 2.16041e-05
1 1.59063e-05
1 9.28902e-06
1 6.10567e-06
1 4.67348e-06
1 3.50571e-06
1 3.11966e-06
1 2.52856e-06
1 2.52843e-06
1 2.7924e-06
1 2.32817e-06
1 2.26877e-06
1 2.45437e-06
1 2.31779e-06
1 2.32913e-06
1 2.65601e-06
1 3.3089e-06
1 4.22114e-06
1 4.7217e-06
1 4.52751e-06
1 3.65142e-06
1 3.30734e-06
1 3.19328e-06
1 2.97071e-06
1 3.26278e-06
1 4.35349e-06
1 5.88705e-06
1 7.37366e-06
1 8.50265e-06
1 9.13443e-06
1 9.74473e-06
1 1.21747e-05
1 1.76459e-05
1 2.43278e-05
1 2.52815e-05
1 1.92821e-05
1 1.55341e-05
1 1.67984e-05
1 2.0112e-05
1 2.52366e-05
1 3.33124e-05
1 4.28098e-05
1 5.14597e-05
1 6.09075e-05
1 7.01259e-05
1 8.33867e-05
1 9.92026e-05
1 0.000125573
1 0.000181282
1 0.000241939
1 0.000257554
1 0.000282019
1 0.000367117
1 0.000405868
1 0.000359664
1 0.000312358
1 0.000307291
1 0.000313819
1 0.000300183
1 0.00026165
1 0.000197426
1 0.000153124
1 0.000132831
1 0.000128457
1 0.000127534
1 0.000129204
1 0.000129886
1 0.000128187
1 0.00012758
1 0.000131762
1 0.000136246
1 0.00013867
1 0.000139218
1 0.000140197
1 0.000141563
1 0.000143193
1 0.000144359
1 0.000145153
1 0.000144879
1 0.000144331
1 0.000143536
1 0.000142588
1 0.000141528
1 0.000140538
1 0.000139791
1 0.000139557
1 0.000139814
1 0.000140091
1 0.000139986
1 0.000139574
1 0.000138984
1 0.000138413
1 0.000137982
1 0.000137529
1 0.000137067
1 0.000136472
1 0.0001357
1 0.000134604
1 0.000133232
1 0.000131449
1 0.000129277
1 0.000126534
1 0.000123228
1 0.000119173
1 0.000114425
1 0.000108816
1 0.000102455
1 9.52811e-05
1 8.75539e-05
1 7.93487e-05
1 7.09834e-05
1 6.28101e-05
1 5.52056e-05
1 4.82477e-05
1 4.21067e-05
1 3.67642e-05
1 3.22519e-05
1 2.8678e-05
1 2.59981e-05
1 2.36857e-05
1 2.14939e-05
1 1.92108e-05
1 1.71793e-05
1 1.57696e-05
1 1.54951e-05
1 1.60059e-05
1 1.72348e-05
1 1.81921e-05
1 1.64272e-05
1 1.11115e-05
1 6.08308e-06
1 4.1341e-06
1 3.15354e-06
1 2.61123e-06
1 2.6019e-06
1 2.22905e-06
1 2.44999e-06
1 2.54277e-06
1 2.13118e-06
1 2.33674e-06
1 2.57737e-06
1 2.37002e-06
1 2.24136e-06
1 2.43528e-06
1 2.9601e-06
1 3.89766e-06
