# R rho
1 1.84058e-06
1 2.29837e-06
1 2.96379e-06
1 3.47131e-06
1 3.64457e-06
1 3.45162e-06
1 3.23224e-06
1 2.91089e-06
1 2.36293e-06
1 2.47527e-06
1 3.02842e-06
1 3.51398e-06
1 4.08229e-06
1 5.08935e-06
1 6.67927e-06
1 8.92659e-06
1 1.26197e-05
1 1.8419e-05
1 2.40356e-05
1 2.61218e-05
1 2.58485e-05
1 2.51616e-05
1 1.84767e-05
1 1.49555e-05
1 2.04558e-05
1 3.37286e-05
1 5.60423e-05
1 8.22824e-05
1 0.000103912
1 0.000109159
1 0.000112837
1 0.000130825
1 0.00018142
1 0.000254054
1 0.000310424
1 0.000316798
1 0.000243649
1 0.000186235
1 0.000183141
1 0.00021356
1 0.000261762
1 0.000282804
1 0.000249184
1 0.000193322
1 0.000149856
1 0.000104356
1 6.15308e-05
1 3.19259e-05
1 1.56005e-05
1 7.7527e-06
1 3.57083e-06
1 1.16278e-06
0.390922 1.05088e-06
0.999984 1.08242e-06
0.999995 1.24465e-06
0.999999 1.42004e-06
1 1.41646e-06
1 1.33517e-06
1 1.34622e-06
1 1.47138e-06
1 1.67492e-06
1 1.6718e-06
1 1.46807e-06
1 1.68597e-06
1 2.10183e-06
1 1.45754e-06
1 1.41063e-06
1 2.77187e-06
1 2.9731e-06
1 2.26992e-06
1 1.87528e-06
1 1.63011e-06
1 1.85828e-06
1 2.2807e-06
1 2.29513e-06
1 1.76779e-06
1 1.14141e-06
1 1.12789e-06
1 1.2849e-06
1 1.48349e-06
1 1.86223e-06
1 2.32764e-06
1 2.97239e-06
1 3.4073e-06
1 3.55731e-06
1 3.3811e-06
1 3.24681e-06
1 2.89808e-06
1 2.34364e-06
1 2.48049e-06
1 3.07252e-06
1 3.53702e-06
1 4.1258e-06
1 5.11559e-06
1 6.69638e-06
1 8.97522e-06
1 1.27658e-05
1 1.86247e-05
1 2.37542e-05
1 2.52752e-05
1 2.54548e-05
1 2.5019e-05
1 1.79689e-05
1 1.4856e-05
1 2.07901e-05
1 3.47132e-05
1 5.73667e-05
1 8.32182e-05
1 0.000102969
1 0.00010846
1 0.000114421
1 0.000134191
1 0.000185259
1 0.000255133
1 0.00030578
1 0.000305728
1 0.000231707
1 0.000179909
1 0.000179785
1 0.000212429
1 0.00026176
1 0.000281529
1 0.000246454
1 0.000192534
1 0.000150036
1 0.000103951
1 6.09456e-05
1 3.15328e-05
1 1.54855e-05
1 7.719e-06
1 3.53043e-06
1 1.13571e-06
0.376495 1.00065e-06
0.477675 1.04878e-06
0.962716 1.0004e-06
0.999948 1.03608e-06
0.999985 1.18835e-06
0.999995 1.30289e-06
0.999999 1.34105e-06
1 1.23055e-06
1 1.2075e-06
1 1.28043e-06
1 1.44222e-06
1 1.64889e-06
1 1.64556e-06
1 1.49996e-06
1 1.80717e-06
1 2.30888e-06
1 1.61769e-06
1 1.4186e-06
1 2.76431e-06
1 3.00048e-06
1 2.30925e-06
1 1.84676e-06
1 1.60668e-06
1 1.81898e-06
1 2.25621e-06
1 2.30118e-06
1 1.7751e-06
1 1.16843e-06
1 1.01788e-06
1 1.16084e-06
1 1.30834e-06
1 1.50558e-06
1 1.90302e-06
1 2.37579e-06
1 2.97663e-06
1 3.34938e-06
1 3.47862e-06
1 3.31659e-06
1 3.25154e-06
1 2.88081e-06
1 2.31886e-06
1 2.49599e-06
1 3.11793e-06
1 3.57495e-06
1 4.17555e-06
1 5.15866e-06
1 6.74034e-06
1 9.06986e-06
1 1.30065e-05
1 1.88572e-05
1 2.34202e-05
1 2.44071e-05
1 2.5094e-05
1 2.47145e-05
1 1.74219e-05
1 1.481e-05
1 2.12936e-05
1 3.60423e-05
1 5.89548e-05
1 8.42044e-05
1 0.000101941
1 0.000107927
1 0.000116302
1 0.000138312
1 0.000189795
1 0.000255761
1 0.000299533
1 0.00029269
1 0.000219364
1 0.000173806
1 0.000176888
1 0.000212158
1 0.000261894
1 0.000279474
1 0.000243008
1 0.000191666
1 0.000149797
1 0.000103108
1 5.99749e-05
1 3.08774e-05
1 1.52091e-05
1 7.62697e-06
1 3.46069e-06
1 1.11367e-06
0.473464 1.06002e-06
0.588934 1.04273e-06
0.965793 1.0418e-06
0.994414 1.03063e-06
0.999814 1.03988e-06
0.999953 1.1367e-06
0.999986 1.24799e-06
0.999996 1.2433e-06
0.999999 1.15604e-06
1 1.10062e-06
1 1.15296e-06
1 1.25109e-06
1 1.431e-06
1 1.60967e-06
1 1.62493e-06
1 1.58708e-06
1 2.00194e-06
1 2.53972e-06
1 1.77014e-06
1 1.42348e-06
1 2.75084e-06
1 3.04885e-06
1 2.34981e-06
1 1.81275e-06
1 1.60457e-06
1 1.78937e-06
1 2.24094e-06
1 2.32024e-06
1 1.7752e-06
1 1.18471e-06
1 1.00359e-06
1 1.07135e-06
1 1.18694e-06
1 1.33333e-06
1 1.5503e-06
1 1.95085e-06
1 2.43607e-06
1 2.98736e-06
1 3.2935e-06
1 3.40385e-06
1 3.26217e-06
1 3.25971e-06
1 2.83322e-06
1 2.31696e-06
1 2.50705e-06
1 3.17299e-06
1 3.61966e-06
1 4.23315e-06
1 5.21524e-06
1 6.81714e-06
1 9.21857e-06
1 1.33341e-05
1 1.91095e-05
1 2.30382e-05
1 2.35136e-05
1 2.47926e-05
1 2.42392e-05
1 1.68314e-05
1 1.48581e-05
1 2.20111e-05
1 3.76902e-05
1 6.08432e-05
1 8.51518e-05
1 0.000100704
1 0.000107744
1 0.000118693
1 0.000143122
1 0.00019467
1 0.000255766
1 0.000291471
1 0.0002778
1 0.000207154
1 0.000168027
1 0.000174407
1 0.000212593
1 0.00026225
1 0.000276898
1 0.000239185
1 0.000190613
1 0.000148823
1 0.000101631
1 5.86655e-05
1 3.01269e-05
1 1.4885e-05
1 7.47418e-06
1 3.34111e-06
1 1.07082e-06
0.726064 1.10499e-06
0.546834 1.1348e-06
0.727125 1.12558e-06
0.973484 1.12228e-06
0.995847 1.1085e-06
0.999283 1.0926e-06
0.999846 1.15462e-06
0.999958 1.22782e-06
0.999987 1.21278e-06
0.999996 1.10269e-06
1 1.04306e-06
1 1.11714e-06
1 1.27901e-06
1 1.47147e-06
1 1.62233e-06
1 1.61879e-06
1 1.6543e-06
1 2.14731e-06
1 2.77708e-06
1 1.9954e-06
1 1.41295e-06
1 2.73046e-06
1 3.09511e-06
1 2.39053e-06
1 1.80343e-06
1 1.63032e-06
1 1.78303e-06
1 2.22823e-06
1 2.30124e-06
1 1.77646e-06
1 1.22336e-06
1 1.0408e-06
1 1.11425e-06
1 1.22559e-06
1 1.36687e-06
1 1.59688e-06
1 2.01565e-06
1 2.51304e-06
1 2.98342e-06
1 3.25181e-06
1 3.33291e-06
1 3.22985e-06
1 3.24676e-06
1 2.78404e-06
1 2.31498e-06
1 2.53669e-06
1 3.22925e-06
1 3.67346e-06
1 4.2985e-06
1 5.293e-06
1 6.92186e-06
1 9.43033e-06
1 1.37489e-05
1 1.93341e-05
1 2.25496e-05
1 2.26742e-05
1 2.45355e-05
1 2.35611e-05
1 1.6256e-05
1 1.50057e-05
1 2.29873e-05
1 3.97217e-05
1 6.29217e-05
1 8.58865e-05
1 9.94605e-05
1 0.000107996
1 0.000121522
1 0.000148747
1 0.000199855
1 0.000254399
1 0.00028134
1 0.00026151
1 0.000195339
1 0.000162544
1 0.000172646
1 0.000213936
1 0.000262549
1 0.000273399
1 0.000234956
1 0.000189527
1 0.000147338
1 9.97046e-05
1 5.69701e-05
1 2.9173e-05
1 1.44185e-05
1 7.25355e-06
1 3.18455e-06
1 1.03369e-06
0.630511 1.1024e-06
0.668673 1.17372e-06
0.85512 1.23273e-06
0.983456 1.30342e-06
0.997373 1.27442e-06
0.9995 1.23805e-06
0.999878 1.24025e-06
0.999965 1.16869e-06
0.999989 1.0385e-06
1 1.02752e-06
1 1.1435e-06
1 1.34086e-06
1 1.49957e-06
1 1.61586e-06
1 1.62103e-06
1 1.7922e-06
1 2.36849e-06
1 3.04975e-06
1 2.21283e-06
1 1.40258e-06
1 2.71678e-06
1 3.14553e-06
1 2.43309e-06
1 1.81677e-06
1 1.67062e-06
1 1.79064e-06
1 2.21846e-06
1 2.28689e-06
1 1.7811e-06
1 1.25098e-06
1 1.08578e-06
1 1.17547e-06
1 1.25661e-06
1 1.40285e-06
1 1.66558e-06
1 2.08483e-06
1 2.58883e-06
1 2.98138e-06
1 3.22088e-06
1 3.26107e-06
1 3.22187e-06
1 3.22615e-06
1 2.7168e-06
1 2.33913e-06
1 2.57181e-06
1 3.29247e-06
1 3.73444e-06
1 4.37255e-06
1 5.38982e-06
1 7.0638e-06
1 9.71922e-06
1 1.42217e-05
1 1.95242e-05
1 2.19763e-05
1 2.1916e-05
1 2.42985e-05
1 2.26938e-05
1 1.57036e-05
1 1.53123e-05
1 2.4285e-05
1 4.20926e-05
1 6.51824e-05
1 8.63199e-05
1 9.82139e-05
1 0.000108836
1 0.000125028
1 0.00015504
1 0.00020483
1 0.000251325
1 0.000269029
1 0.000244368
1 0.000184365
1 0.000157432
1 0.000171599
1 0.000215954
1 0.000262761
1 0.000269309
1 0.000230783
1 0.000188209
1 0.000145031
1 9.71514e-05
1 5.49385e-05
1 2.8174e-05
1 1.3939e-05
1 6.97479e-06
1 2.97428e-06
0.677908 1.12708e-06
0.843977 1.26302e-06
0.963854 1.41888e-06
0.99332 1.48061e-06
0.998673 1.36988e-06
0.999682 1.23566e-06
0.999909 1.144e-06
0.999972 1.01297e-06
1 1.03549e-06
1 1.20579e-06
1 1.42075e-06
1 1.58045e-06
1 1.66349e-06
1 1.66312e-06
1 1.90877e-06
1 2.53891e-06
1 3.33377e-06
1 2.51811e-06
1 1.38176e-06
1 2.70327e-06
1 3.17366e-06
1 2.49093e-06
1 1.87361e-06
1 1.73053e-06
1 1.83458e-06
1 2.18965e-06
1 2.23411e-06
1 1.79655e-06
1 1.30569e-06
1 1.13761e-06
1 1.22234e-06
1 1.2999e-06
1 1.45174e-06
1 1.73484e-06
1 2.1708e-06
1 2.66285e-06
1 2.97228e-06
1 3.20392e-06
1 3.2041e-06
1 3.24347e-06
1 3.17288e-06
1 2.66783e-06
1 2.3634e-06
1 2.63475e-06
1 3.35816e-06
1 3.80223e-06
1 4.45613e-06
1 5.51572e-06
1 7.24768e-06
1 1.00986e-05
1 1.47364e-05
1 1.96294e-05
1 2.12728e-05
1 2.13463e-05
1 2.4e-05
1 2.16547e-05
1 1.52288e-05
1 1.58037e-05
1 2.59597e-05
1 4.48414e-05
1 6.74319e-05
1 8.63355e-05
1 9.73046e-05
1 0.000110309
1 0.000129176
1 0.00016203
1 0.000209325
1 0.000245699
1 0.000254599
1 0.000227184
1 0.000174329
1 0.000152654
1 0.000171604
1 0.000218715
1 0.000262579
1 0.000264282
1 0.000226691
1 0.000186648
1 0.000142165
1 9.41619e-05
1 5.25729e-05
1 2.70016e-05
1 1.33596e-05
1 6.63759e-06
1 2.73346e-06
0.796712 1.10896e-06
0.95693 1.29879e-06
0.989708 1.49563e-06
0.997564 1.54262e-06
0.999353 1.37723e-06
0.999803 1.15482e-06
0.999936 1.01133e-06
1 1.09799e-06
1 1.30084e-06
1 1.50123e-06
1 1.646e-06
1 1.68788e-06
1 1.74054e-06
1 2.0956e-06
1 2.80152e-06
1 3.64972e-06
1 2.82657e-06
1 1.05078e-06
1 1.36785e-06
1 2.69109e-06
1 3.1884e-06
1 2.58362e-06
1 1.95576e-06
1 1.80499e-06
1 1.89008e-06
1 2.1399e-06
1 2.19475e-06
1 1.82218e-06
1 1.3514e-06
1 1.19758e-06
1 1.28486e-06
1 1.33672e-06
1 1.50538e-06
1 1.82498e-06
1 2.25533e-06
1 2.71739e-06
1 2.98175e-06
1 3.19036e-06
1 3.16757e-06
1 3.28034e-06
1 3.10469e-06
1 2.6197e-06
1 2.41294e-06
1 2.71398e-06
1 3.42454e-06
1 3.87819e-06
1 4.54805e-06
1 5.67251e-06
1 7.48196e-06
1 1.0579e-05
1 1.5241e-05
1 1.96428e-05
1 2.0498e-05
1 2.09755e-05
1 2.35706e-05
1 2.05016e-05
1 1.48291e-05
1 1.65673e-05
1 2.80592e-05
1 4.78791e-05
1 6.95729e-05
1 8.59713e-05
1 9.67949e-05
1 0.000112524
1 0.000134227
1 0.000169413
1 0.000212523
1 0.000237274
1 0.000238319
1 0.000210736
1 0.000165404
1 0.000148349
1 0.000172629
1 0.000221815
1 0.000261936
1 0.000258804
1 0.000223136
1 0.000184508
1 0.000138477
1 9.0555e-05
1 4.997e-05
1 2.57907e-05
1 1.27959e-05
1 6.26674e-06
1 2.46139e-06
0.898164 1.1098e-06
0.983832 1.31156e-06
0.996377 1.48149e-06
0.998975 1.48305e-06
0.999657 1.29549e-06
0.999879 1.08147e-06
1 1.15939e-06
1 1.37647e-06
1 1.61397e-06
1 1.76561e-06
1 1.78584e-06
1 1.88018e-06
1 2.251e-06
1 3.01766e-06
1 3.96261e-06
1 3.25208e-06
1 1.18846e-06
1 1.34036e-06
1 2.65731e-06
1 3.19423e-06
1 2.70684e-06
1 2.06877e-06
1 1.9119e-06
1 1.95966e-06
1 2.06099e-06
1 2.13027e-06
1 1.86418e-06
1 1.42899e-06
1 1.26271e-06
1 1.32587e-06
1 1.3915e-06
1 1.57061e-06
1 1.91193e-06
1 2.34219e-06
1 2.76098e-06
1 3.00318e-06
1 3.1747e-06
1 3.17359e-06
1 3.3113e-06
1 3.01281e-06
1 2.60921e-06
1 2.46243e-06
1 2.82584e-06
1 3.48993e-06
1 3.9609e-06
1 4.65463e-06
1 5.86279e-06
1 7.78242e-06
1 1.1144e-05
1 1.5701e-05
1 1.95038e-05
1 1.96876e-05
1 2.08481e-05
1 2.29141e-05
1 1.92874e-05
1 1.45671e-05
1 1.76586e-05
1 3.06188e-05
1 5.11765e-05
1 7.13424e-05
1 8.53013e-05
1 9.70406e-05
1 0.000115482
1 0.000140123
1 0.000177046
1 0.000213782
1 0.000225591
1 0.000220843
1 0.000195835
1 0.000157369
1 0.000144676
1 0.000174929
1 0.000225204
1 0.000260527
1 0.000252809
1 0.000220003
1 0.000181717
1 0.000134274
1 8.65406e-05
1 4.71625e-05
1 2.44308e-05
1 1.21277e-05
1 5.86379e-06
1 2.19416e-06
0.985103 1.10163e-06
0.995784 1.31929e-06
0.998696 1.49636e-06
0.999522 1.5225e-06
0.999813 1.36943e-06
0.999929 1.15261e-06
0.999975 1.00806e-06
1 1.03922e-06
1 1.22443e-06
1 1.48648e-06
1 1.7484e-06
1 1.84498e-06
1 1.89053e-06
1 2.05334e-06
1 2.4872e-06
1 3.32908e-06
1 4.31014e-06
1 3.68774e-06
1 1.33547e-06
1 1.29391e-06
1 2.60463e-06
1 3.22024e-06
1 2.84861e-06
1 2.21321e-06
1 2.03624e-06
1 1.99793e-06
1 1.97447e-06
1 2.09308e-06
1 1.91752e-06
1 1.49693e-06
1 1.33252e-06
1 1.38007e-06
1 1.44451e-06
1 1.63657e-06
1 2.01885e-06
1 2.40712e-06
1 2.79162e-06
1 3.04651e-06
1 3.16436e-06
1 3.22185e-06
1 3.30928e-06
1 2.93706e-06
1 2.61319e-06
1 2.54581e-06
1 2.94911e-06
1 3.56209e-06
1 4.05063e-06
1 4.78258e-06
1 6.08882e-06
1 8.16958e-06
1 1.17645e-05
1 1.6063e-05
1 1.92013e-05
1 1.89974e-05
1 2.08588e-05
1 2.20182e-05
1 1.80852e-05
1 1.44515e-05
1 1.91858e-05
1 3.36646e-05
1 5.45334e-05
1 7.26406e-05
1 8.45978e-05
1 9.8077e-05
1 0.000119274
1 0.000147068
1 0.000184298
1 0.000211953
1 0.000210973
1 0.000203059
1 0.00018288
1 0.000150167
1 0.000142004
1 0.000178251
1 0.000228349
1 0.000258298
1 0.00024709
1 0.000217453
1 0.000177976
1 0.000129333
1 8.19578e-05
1 4.42553e-05
1 2.30684e-05
1 1.14698e-05
1 5.42645e-06
1 1.94334e-06
0.996827 1.20933e-06
0.998733 1.44855e-06
0.999464 1.63164e-06
0.999766 1.63039e-06
0.999903 1.46259e-06
0.999963 1.22699e-06
0.999987 1.06458e-06
1 1.06345e-06
1 1.2911e-06
1 1.63288e-06
1 1.88554e-06
1 1.99047e-06
1 2.10797e-06
1 2.28553e-06
1 2.69093e-06
1 3.57723e-06
1 4.66848e-06
1 4.22051e-06
1 1.53344e-06
1 1.19706e-06
1 2.55566e-06
1 3.26577e-06
1 2.9868e-06
1 2.40805e-06
1 2.1684e-06
1 2.0188e-06
1 1.88959e-06
1 2.0436e-06
1 1.97751e-06
1 1.59732e-06
1 1.40019e-06
1 1.4154e-06
1 1.51619e-06
1 1.71454e-06
1 2.10884e-06
1 2.45757e-06
1 2.83223e-06
1 3.08518e-06
1 3.17712e-06
1 3.31214e-06
1 3.26683e-06
1 2.87736e-06
1 2.66303e-06
1 2.64195e-06
1 3.09278e-06
1 3.64627e-06
1 4.1464e-06
1 4.94317e-06
1 6.36056e-06
1 8.66192e-06
1 1.23879e-05
1 1.63108e-05
1 1.8682e-05
1 1.85109e-05
1 2.09087e-05
1 2.09025e-05
1 1.69391e-05
1 1.45884e-05
1 2.11855e-05
1 3.71865e-05
1 5.78084e-05
1 7.33239e-05
1 8.4174e-05
1 0.000100143
1 0.000123915
1 0.000154803
1 0.000190547
1 0.000206189
1 0.000193788
1 0.000186225
1 0.000172035
1 0.000143491
1 0.00014067
1 0.0001826
1 0.0002311
1 0.000255077
1 0.000241804
1 0.000215037
1 0.000173281
1 0.000124025
1 7.70383e-05
1 4.13238e-05
1 2.15816e-05
1 1.07308e-05
1 4.93736e-06
1 1.7319e-06
0.999061 1.27456e-06
0.999518 1.54567e-06
0.999761 1.74937e-06
0.99989 1.7565e-06
0.999954 1.58881e-06
0.999983 1.33935e-06
0.999994 1.13875e-06
1 1.12491e-06
1 1.45671e-06
1 1.79315e-06
1 2.00138e-06
1 2.14607e-06
1 2.33153e-06
1 2.55415e-06
1 2.96592e-06
1 3.93563e-06
1 5.04872e-06
1 4.6661e-06
1 1.70387e-06
1 1.08926e-06
1 2.52911e-06
1 3.31574e-06
1 3.13962e-06
1 2.64104e-06
1 2.2721e-06
1 1.99773e-06
1 1.83214e-06
1 2.032e-06
1 2.03082e-06
1 1.68212e-06
1 1.46396e-06
1 1.47701e-06
1 1.57825e-06
1 1.79779e-06
1 2.18889e-06
1 2.49368e-06
1 2.86878e-06
1 3.12764e-06
1 3.24396e-06
1 3.40145e-06
1 3.19167e-06
1 2.86922e-06
1 2.7305e-06
1 2.7835e-06
1 3.23016e-06
1 3.74896e-06
1 4.25271e-06
1 5.14097e-06
1 6.68999e-06
1 9.26038e-06
1 1.29572e-05
1 1.63983e-05
1 1.7984e-05
1 1.8348e-05
1 2.07724e-05
1 1.96812e-05
1 1.59106e-05
1 1.50373e-05
1 2.37397e-05
1 4.11449e-05
1 6.0657e-05
1 7.35913e-05
1 8.44445e-05
1 0.000103167
1 0.00012954
1 0.000163245
1 0.000194559
1 0.000195652
1 0.000175283
1 0.000171489
1 0.000162906
1 0.000137427
1 0.000141107
1 0.000187515
1 0.000232832
1 0.000251034
1 0.000237764
1 0.000212601
1 0.000167526
1 0.000118135
1 7.171e-05
1 3.84479e-05
1 2.01246e-05
1 1.00239e-05
1 4.4388e-06
1 1.53837e-06
0.999429 1.00172e-06
0.999652 1.34168e-06
0.999802 1.65039e-06
0.999898 1.85258e-06
0.999953 1.84373e-06
0.999981 1.67337e-06
0.999993 1.43782e-06
0.999997 1.2025e-06
1 1.26685e-06
1 1.60694e-06
1 1.89194e-06
1 2.15434e-06
1 2.41077e-06
1 2.68181e-06
1 2.86079e-06
1 3.19174e-06
1 4.21264e-06
1 5.34449e-06
1 5.09848e-06
1 1.9491e-06
1 2.501e-06
1 3.36602e-06
1 3.31643e-06
1 2.8718e-06
1 2.34683e-06
1 1.96379e-06
1 1.81834e-06
1 2.00515e-06
1 2.07611e-06
1 1.78244e-06
1 1.53081e-06
1 1.52595e-06
1 1.65489e-06
1 1.89007e-06
1 2.22127e-06
1 2.54395e-06
1 2.90418e-06
1 3.17369e-06
1 3.36824e-06
1 3.46161e-06
1 3.11878e-06
1 2.89221e-06
1 2.85805e-06
1 2.93644e-06
1 3.37959e-06
1 3.86961e-06
1 4.384e-06
1 5.38131e-06
1 7.11158e-06
1 9.92648e-06
1 1.34262e-05
1 1.62849e-05
1 1.71794e-05
1 1.84406e-05
1 2.03286e-05
1 1.84464e-05
1 1.50404e-05
1 1.59462e-05
1 2.6792e-05
1 4.54052e-05
1 6.28719e-05
1 7.36688e-05
1 8.56933e-05
1 0.000107321
1 0.000136157
1 0.000171672
1 0.000195023
1 0.000180358
1 0.000156841
1 0.000159824
1 0.000155052
1 0.000131943
1 0.000143538
1 0.000192856
1 0.000233494
1 0.000246324
1 0.000234887
1 0.000209389
1 0.000161001
1 0.000111925
1 6.63727e-05
1 3.56546e-05
1 1.86382e-05
1 9.23651e-06
1 3.9641e-06
1 1.38848e-06
0.999868 1.35559e-06
0.999924 1.70038e-06
0.999961 1.93137e-06
0.999982 1.98834e-06
0.999993 1.86728e-06
0.999997 1.62161e-06
0.999999 1.31079e-06
1 1.04427e-06
1 1.11292e-06
1 1.43511e-06
1 1.71991e-06
1 1.99135e-06
1 2.34171e-06
1 2.71443e-06
1 3.00667e-06
1 3.15649e-06
1 3.48729e-06
1 4.49837e-06
1 5.54134e-06
1 5.40217e-06
1 2.2794e-06
1 2.43369e-06
1 3.45634e-06
1 3.50378e-06
1 3.06693e-06
1 2.37167e-06
1 1.92883e-06
1 1.85834e-06
1 2.00782e-06
1 2.0955e-06
1 1.84046e-06
1 1.61159e-06
1 1.59925e-06
1 1.72283e-06
1 1.9616e-06
1 2.25031e-06
1 2.6023e-06
1 2.91117e-06
1 3.26783e-06
1 3.53149e-06
1 3.46365e-06
1 3.07379e-06
1 2.97712e-06
1 3.00834e-06
1 3.13231e-06
1 3.52449e-06
1 4.01091e-06
1 4.5541e-06
1 5.6744e-06
1 7.63851e-06
1 1.06005e-05
1 1.37438e-05
1 1.59178e-05
1 1.64568e-05
1 1.8662e-05
1 1.9492e-05
1 1.72983e-05
1 1.4435e-05
1 1.7372e-05
1 3.03477e-05
1 4.96808e-05
1 6.42871e-05
1 7.40405e-05
1 8.82167e-05
1 0.00011245
1 0.000143851
1 0.000179246
1 0.000190255
1 0.000161006
1 0.000140382
1 0.000151412
1 0.000147899
1 0.000127549
1 0.000148062
1 0.000198057
1 0.000232789
1 0.000241606
1 0.000233394
1 0.000205197
1 0.000153872
1 0.000105131
1 6.1044e-05
1 3.30244e-05
1 1.72975e-05
1 8.52809e-06
1 3.56998e-06
1 1.31844e-06
0.999954 1.37964e-06
0.999974 1.78224e-06
0.999987 2.07449e-06
0.999994 2.20418e-06
0.999997 2.09796e-06
0.999999 1.80486e-06
1 1.42067e-06
1 1.14265e-06
1 1.08662e-06
1 1.26794e-06
1 1.51445e-06
1 1.73631e-06
1 2.09988e-06
1 2.63466e-06
1 3.14273e-06
1 3.38051e-06
1 3.44606e-06
1 3.6209e-06
1 4.55274e-06
1 5.64785e-06
1 5.80353e-06
1 2.7848e-06
1 2.3571e-06
1 3.59365e-06
1 3.66632e-06
1 3.18056e-06
1 2.37129e-06
1 1.94098e-06
1 1.93463e-06
1 1.99716e-06
1 2.07157e-06
1 1.90467e-06
1 1.70776e-06
1 1.65828e-06
1 1.80253e-06
1 2.0128e-06
1 2.27513e-06
1 2.65297e-06
1 2.93147e-06
1 3.4146e-06
1 3.67234e-06
1 3.44194e-06
1 3.08363e-06
1 3.10736e-06
1 3.21376e-06
1 3.33361e-06
1 3.69296e-06
1 4.17509e-06
1 4.77155e-06
1 6.04568e-06
1 8.26903e-06
1 1.12049e-05
1 1.38656e-05
1 1.53118e-05
1 1.60046e-05
1 1.87029e-05
1 1.841e-05
1 1.62521e-05
1 1.42291e-05
1 1.94081e-05
1 3.42566e-05
1 5.35185e-05
1 6.51649e-05
1 7.50799e-05
1 9.21376e-05
1 0.000118734
1 0.000152365
1 0.00018422
1 0.000179072
1 0.000139586
1 0.000127366
1 0.000145973
1 0.000141179
1 0.000124668
1 0.000154383
1 0.000202878
1 0.000231281
1 0.000237597
1 0.000232396
1 0.000199426
1 0.000146564
1 9.80717e-05
1 5.61701e-05
1 3.06357e-05
1 1.60943e-05
1 7.86649e-06
1 3.34279e-06
1 1.39617e-06
0.999985 1.31099e-06
0.999992 1.82436e-06
0.999996 2.24169e-06
0.999998 2.41676e-06
0.999999 2.25564e-06
1 1.89058e-06
1 1.47181e-06
1 1.19832e-06
1 1.1472e-06
1 1.28225e-06
1 1.49289e-06
1 1.79423e-06
1 2.30882e-06
1 2.99048e-06
1 3.49087e-06
1 3.61077e-06
1 3.56604e-06
1 3.70004e-06
1 4.61639e-06
1 5.8178e-06
1 6.16048e-06
1 3.36723e-06
1 2.29757e-06
1 3.73881e-06
1 3.78126e-06
1 3.19903e-06
1 2.37826e-06
1 2.00074e-06
1 2.0299e-06
1 2.008e-06
1 1.99343e-06
1 1.92951e-06
1 1.81524e-06
1 1.75219e-06
1 1.84757e-06
1 2.04408e-06
1 2.33992e-06
1 2.66429e-06
1 3.00063e-06
1 3.59495e-06
1 3.7732e-06
1 3.41095e-06
1 3.16865e-06
1 3.31145e-06
1 3.42016e-06
1 3.57184e-06
1 3.88113e-06
1 4.36998e-06
1 5.04748e-06
1 6.51366e-06
1 8.95576e-06
1 1.1677e-05
1 1.37349e-05
1 1.45693e-05
1 1.59954e-05
1 1.83647e-05
1 1.72211e-05
1 1.53489e-05
1 1.46105e-05
1 2.1997e-05
1 3.8391e-05
1 5.64022e-05
1 6.59255e-05
1 7.72124e-05
1 9.75626e-05
1 0.00012606
1 0.000161201
1 0.00018468
1 0.000160961
1 0.00011876
1 0.00011895
1 0.000142584
1 0.000134749
1 0.000124205
1 0.00016198
1 0.00020674
1 0.000229293
1 0.000235375
1 0.000231404
1 0.000192398
1 0.000139145
1 9.07752e-05
1 5.17383e-05
1 2.86927e-05
1 1.52802e-05
1 7.576e-06
1 3.4721e-06
1 1.80305e-06
1 1.18499e-06
1 1.01271e-06
1 1.01344e-06
1 1.02027e-06
1 1.22709e-06
1 1.52642e-06
1 1.69057e-06
1 1.71445e-06
1 1.68134e-06
1 1.6683e-06
1 1.65673e-06
1 1.65993e-06
1 1.65981e-06
1 1.66558e-06
1 1.64655e-06
1 1.65268e-06
1 1.64668e-06
1 1.63482e-06
0.999999 1.62351e-06
0.999999 1.62323e-06
0.999998 1.52088e-06
0.999996 1.43095e-06
0.999993 1.30928e-06
0.99999 1.19024e-06
0.999987 1.04594e-06
0.999996 1.2149e-06
0.999997 1.76877e-06
0.999999 2.16432e-06
0.999999 2.25172e-06
1 2.08446e-06
1 1.74822e-06
1 1.40424e-06
1 1.1777e-06
1 1.12998e-06
1 1.20653e-06
1 1.45878e-06
1 1.874e-06
1 2.57142e-06
1 3.34174e-06
1 3.76734e-06
1 3.67763e-06
1 3.51266e-06
1 3.66262e-06
1 4.61864e-06
1 6.02702e-06
1 6.59037e-06
1 4.15349e-06
1 1.10246e-06
1 2.23499e-06
1 3.84128e-06
1 3.80489e-06
1 3.14619e-06
1 2.42882e-06
1 2.1167e-06
1 2.11964e-06
1 1.97921e-06
1 1.88437e-06
1 1.96439e-06
1 1.92788e-06
1 1.82835e-06
1 1.88363e-06
1 2.10825e-06
1 2.38131e-06
1 2.67358e-06
1 3.16443e-06
1 3.74626e-06
1 3.80947e-06
1 3.43017e-06
1 3.34603e-06
1 3.55606e-06
1 3.65981e-06
1 3.80238e-06
1 4.13027e-06
1 4.60233e-06
1 5.39698e-06
1 7.08299e-06
1 9.63085e-06
1 1.19462e-05
1 1.33189e-05
1 1.39337e-05
1 1.63651e-05
