# Test: A5_GravitationalWaves
# Date: 2026-01-06T00:09:49
# Git: 090b6de (main branch)
# TRD Version: v3D Unified
# Golden Key: 246 GeV
# Parameters: M1=1.0, M2=1.0, a_initial=8.0, dt=0.01, steps=15000, test=chirp_signal
#
Time,Frequency_GW,h_plus,h_cross,h_amplitude
88.000000,0.080515,50522.948814,30030.408915,58774.091371
88.500000,0.077399,34502.016608,-47581.558045,58774.091367
89.000000,0.074516,-39719.813873,-43321.244227,58774.091363
89.500000,0.071839,-53117.762282,25157.447112,58774.091359
90.000000,0.069348,3197.852426,58687.030547,58774.091355
90.500000,0.067024,53838.772226,23574.995640,58774.091352
91.000000,0.064851,47857.909639,-34117.653771,58774.091349
91.500000,0.062814,-926.361863,-58766.790513,58774.091346
92.000000,0.060901,-46905.891736,-35415.125775,58774.091343
92.500000,0.059102,-57508.093960,12133.134055,58774.091340
93.000000,0.057405,-31084.627465,49881.256479,58774.091338
93.500000,0.055804,11869.050787,57563.177863,58774.091335
94.000000,0.054289,46855.826147,35481.338308,58774.091333
94.500000,0.052854,58741.720169,-1950.416201,58774.091331
95.000000,0.051493,45722.526503,-36930.263765,58774.091329
95.500000,0.050201,16106.205993,-56524.188980,58774.091327
96.000000,0.048972,-17713.541308,-56041.272875,58774.091326
96.500000,0.047801,-44616.986023,-38258.572492,58774.091324
97.000000,0.046685,-57835.562154,-10461.432075,58774.091322
97.500000,0.045620,-55664.240464,18864.944848,58774.091321
98.000000,0.044603,-40528.621847,42565.533258,58774.091319
98.500000,0.043630,-17302.696112,56169.480303,58774.091318
99.000000,0.042699,8406.266923,58169.824536,58774.091316
99.500000,0.041806,31585.936678,49565.334803,58774.091315
100.000000,0.040950,48609.678074,33037.751245,58774.091314
100.500000,0.040128,57522.258509,12065.802321,58774.091313
101.000000,0.039339,57945.950280,-9831.615110,58774.091312
101.500000,0.038580,50757.094059,-29632.941333,58774.091311
102.000000,0.037850,37666.568928,-45117.883311,58774.091309
102.500000,0.037147,20802.643108,-54969.481068,58774.091308
103.000000,0.036470,2356.795881,-58726.819446,58774.091307
103.500000,0.035817,-15679.266250,-56644.103124,58774.091307
104.000000,0.035187,-31680.770504,-49504.773397,58774.091306
104.500000,0.034578,-44471.335292,-38427.778312,58774.091305
105.000000,0.033990,-53336.260962,-24690.829780,58774.091304
105.500000,0.033422,-57987.311261,-9584.651334,58774.091303
106.000000,0.032873,-58497.408967,5696.222661,58774.091302
106.500000,0.032342,-55220.650964,20126.438220,58774.091301
107.000000,0.031827,-48709.372751,32890.588539,58774.091301
107.500000,0.031328,-39636.381196,43397.593180,58774.091300
108.000000,0.030845,-28727.327461,51275.086202,58774.091299
108.500000,0.030377,-16705.679783,56349.925208,58774.091299
109.000000,0.029922,-4250.900838,58620.164193,58774.091298
109.500000,0.029481,8030.825552,58222.844733,58774.091297
110.000000,0.029053,19624.740541,55400.932902,58774.091297
110.500000,0.028637,30116.337749,50471.774372,58774.091296
111.000000,0.028233,39192.792193,43798.616962,58774.091296
111.500000,0.027840,46638.838130,35766.081494,58774.091295
112.000000,0.027457,52328.758789,26759.947889,58774.091294
112.500000,0.027086,56215.909040,17151.250049,58774.091294
113.000000,0.026724,58320.931415,7284.419413,58774.091293
113.500000,0.026371,58719.572137,-2530.939613,58774.091293
114.000000,0.026028,57530.772537,-12025.141104,58774.091292
114.500000,0.025694,54905.510667,-20970.901402,58774.091292
115.000000,0.025368,51016.700838,-29183.729076,58774.091291
115.500000,0.025050,46050.324819,-36520.698119,58774.091291
116.000000,0.024740,40197.864893,-42878.030098,58774.091290
116.500000,0.024438,33650.032107,-48187.852683,58774.091290
117.000000,0.024143,26591.728825,-52414.442332,58774.091290
117.500000,0.023855,19198.148872,-55550.201501,58774.091289
118.000000,0.023574,11631.897343,-57611.568031,58774.091289
118.500000,0.023299,4041.002194,-58635.007530,58774.091288
119.000000,0.023031,-3442.312032,-58673.199117,58774.091288
119.500000,0.022769,-10702.213770,-57791.490958,58774.091288
120.000000,0.022512,-17639.334609,-56064.674093,58774.091287
120.500000,0.022262,-24170.426894,-53574.100742,58774.091287
121.000000,0.022017,-30227.703726,-50405.155828,58774.091287
121.500000,0.021777,-35757.944174,-46645.077286,58774.091286
122.000000,0.021542,-40721.434520,-42381.111089,58774.091286
122.500000,0.021313,-45090.805008,-37698.980227,58774.091286
123.000000,0.021088,-48849.811082,-32681.642610,58774.091285
123.500000,0.020868,-51992.098691,-27408.310420,58774.091285
124.000000,0.020653,-54519.984890,-21953.702510,58774.091285
124.500000,0.020442,-56443.277707,-16387.501579,58774.091284
125.000000,0.020235,-57778.153063,-10773.988808,58774.091284
125.500000,0.020032,-58546.101315,-5171.830140,58774.091284
126.000000,0.019833,-58772.951628,366.009730,58774.091283
126.500000,0.019639,-58487.978891,5792.247529,58774.091283
127.000000,0.019448,-57723.095021,11065.175430,58774.091283
127.500000,0.019260,-56512.124288,16148.486448,58774.091283
128.000000,0.019077,-54890.160564,21011.046602,58774.091282
128.500000,0.018896,-52893.003159,25626.627224,58774.091282
129.000000,0.018720,-50556.666951,29973.608939,58774.091282
129.500000,0.018546,-47916.961957,34034.667073,58774.091282
130.000000,0.018376,-45009.137085,37796.446722,58774.091281
130.500000,0.018208,-41867.582664,41249.234269,58774.091281
131.000000,0.018044,-38525.586312,44386.630929,58774.091281
131.500000,0.017883,-35015.136814,47205.232758,58774.091281
132.000000,0.017724,-31366.770858,49704.320655,58774.091280
132.500000,0.017569,-27609.457717,51885.563025,58774.091280
133.000000,0.017416,-23770.517290,53752.733080,58774.091280
133.500000,0.017265,-19875.567184,55311.442170,58774.091280
134.000000,0.017117,-15948.494898,56568.890003,58774.091279
134.500000,0.016972,-12011.451471,57533.632245,58774.091279
135.000000,0.016829,-8084.863308,58215.365592,58774.091279
135.500000,0.016689,-4187.459213,58624.730200,58774.091279
136.000000,0.016551,-336.309969,58773.129075,58774.091279
136.500000,0.016415,3453.121904,58672.563901,58774.091278
137.000000,0.016281,7166.924314,58335.486639,58774.091278
137.500000,0.016150,10792.671518,57774.666136,58774.091278
138.000000,0.016021,14319.355419,57003.068917,58774.091278
138.500000,0.015893,17737.313628,56033.753317,58774.091278
139.000000,0.015768,21038.155491,54879.776048,58774.091278
139.500000,0.015645,24214.687119,53554.110330,58774.091277
140.000000,0.015523,27260.836277,52069.574714,58774.091277
140.500000,0.015404,30171.577871,50438.771736,58774.091277
141.000000,0.015286,32942.860633,48674.035571,58774.091277
141.500000,0.015170,35571.535502,46787.387910,58774.091277
142.000000,0.015056,38055.286094,44790.501289,58774.091276
142.500000,0.014943,40392.561579,42694.669157,58774.091276
143.000000,0.014832,42582.512195,40510.782028,58774.091276
143.500000,0.014723,44624.927586,38249.309056,58774.091276
144.000000,0.014616,46520.178072,35920.284485,58774.091276
144.500000,0.014510,48269.158932,33533.298396,58774.091276
145.000000,0.014405,49873.237730,31097.491274,58774.091276
145.500000,0.014302,51334.204687,28621.551922,58774.091275
146.000000,0.014201,52654.226061,26113.718294,58774.091275
146.500000,0.014100,53835.800504,23581.780876,58774.091275
147.000000,0.014002,54881.718302,21033.088251,58774.091275
147.500000,0.013904,55795.023436,18474.554527,58774.091275
148.000000,0.013808,56578.978350,15912.668350,58774.091275
148.500000,0.013714,57237.031340,13353.503232,58774.091275
149.000000,0.013620,57772.786431,10802.728967,58774.091274
149.500000,0.013528,58189.975652,8265.623915,58774.091274
150.000000,0.013437,58492.433569,5747.087987,58774.091274
