# Test: A5_GravitationalWaves
# Date: 2026-01-06T00:10:44
# Git: 090b6de (main branch)
# TRD Version: v3D Unified
# Golden Key: 246 GeV
# Parameters: M1=1.0, M2=1.0, a_initial=8.0, dt=0.01, steps=15000, test=chirp_signal
#
Time,Frequency_GW,h_plus,h_cross,h_amplitude
22.000000,0.061900,-0.033840,0.039974,0.052374
22.500000,0.061690,-0.039867,0.033819,0.052279
23.000000,0.061471,-0.044713,0.026886,0.052174
23.500000,0.061243,-0.048308,0.019408,0.052061
24.000000,0.061005,-0.050625,0.011611,0.051939
24.500000,0.060758,-0.051676,0.003714,0.051809
25.000000,0.060503,-0.051509,-0.004081,0.051671
25.500000,0.060240,-0.050204,-0.011591,0.051525
26.000000,0.059968,-0.047861,-0.018662,0.051370
26.500000,0.059689,-0.044600,-0.025161,0.051208
27.000000,0.059402,-0.040555,-0.030988,0.051039
27.500000,0.059107,-0.035863,-0.036067,0.050862
28.000000,0.058806,-0.030664,-0.040348,0.050678
28.500000,0.058498,-0.025097,-0.043808,0.050487
29.000000,0.058184,-0.019292,-0.046442,0.050290
29.500000,0.057864,-0.013372,-0.048268,0.050086
30.000000,0.057538,-0.007447,-0.049316,0.049875
30.500000,0.057207,-0.001617,-0.049633,0.049659
31.000000,0.056871,0.004034,-0.049273,0.049437
31.500000,0.056530,0.009435,-0.048297,0.049210
32.000000,0.056185,0.014527,-0.046774,0.048978
32.500000,0.055836,0.019267,-0.044771,0.048740
33.000000,0.055484,0.023620,-0.042358,0.048498
33.500000,0.055128,0.027565,-0.039603,0.048252
34.000000,0.054769,0.031090,-0.036572,0.048001
34.500000,0.054407,0.034192,-0.033326,0.047746
35.000000,0.054043,0.036875,-0.029923,0.047488
35.500000,0.053677,0.039149,-0.026414,0.047227
36.000000,0.053309,0.041029,-0.022848,0.046962
36.500000,0.052940,0.042534,-0.019266,0.046694
37.000000,0.052570,0.043687,-0.015705,0.046424
37.500000,0.052198,0.044511,-0.012195,0.046151
38.000000,0.051827,0.045032,-0.008764,0.045877
38.500000,0.051454,0.045275,-0.005433,0.045600
39.000000,0.051082,0.045267,-0.002219,0.045322
39.500000,0.050710,0.045033,8.621159e-04,0.045042
40.000000,0.050338,0.044599,0.003802,0.044761
40.500000,0.049967,0.043987,0.006592,0.044478
41.000000,0.049597,0.043221,0.009229,0.044195
41.500000,0.049228,0.042322,0.011710,0.043912
42.000000,0.048860,0.041309,0.014035,0.043628
42.500000,0.048494,0.040200,0.016205,0.043344
43.000000,0.048129,0.039013,0.018223,0.043059
43.500000,0.047766,0.037762,0.020093,0.042775
44.000000,0.047405,0.036461,0.021819,0.042491
44.500000,0.047046,0.035122,0.023408,0.042207
45.000000,0.046690,0.033755,0.024864,0.041924
45.500000,0.046336,0.032371,0.026195,0.041642
46.000000,0.045984,0.030978,0.027406,0.041361
46.500000,0.045635,0.029582,0.028504,0.041081
47.000000,0.045289,0.028191,0.029496,0.040801
47.500000,0.044946,0.026809,0.030388,0.040524
48.000000,0.044606,0.025441,0.031187,0.040247
48.500000,0.044269,0.024090,0.031897,0.039972
49.000000,0.043935,0.022760,0.032527,0.039699
49.500000,0.043605,0.021452,0.033080,0.039427
50.000000,0.043278,0.020170,0.033563,0.039157
50.500000,0.042954,0.018914,0.033980,0.038889
51.000000,0.042633,0.017685,0.034336,0.038623
51.500000,0.042317,0.016484,0.034637,0.038359
52.000000,0.042003,0.015312,0.034885,0.038098
52.500000,0.041694,0.014167,0.035086,0.037838
53.000000,0.041388,0.013051,0.035242,0.037581
53.500000,0.041086,0.011962,0.035357,0.037326
54.000000,0.040787,0.010901,0.035434,0.037073
54.500000,0.040492,0.009866,0.035477,0.036823
55.000000,0.040201,0.008857,0.035487,0.036576
55.500000,0.039914,0.007873,0.035467,0.036330
56.000000,0.039631,0.006913,0.035420,0.036088
56.500000,0.039351,0.005976,0.035347,0.035848
57.000000,0.039076,0.005061,0.035250,0.035611
57.500000,0.038804,0.004166,0.035130,0.035377
58.000000,0.038536,0.003292,0.034990,0.035145
58.500000,0.038272,0.002436,0.034831,0.034916
59.000000,0.038011,0.001599,0.034653,0.034690
59.500000,0.037755,7.776867e-04,0.034458,0.034467
60.000000,0.037502,-2.756040e-05,0.034246,0.034246
60.500000,0.037253,-8.180405e-04,0.034019,0.034028
61.000000,0.037008,-0.001595,0.033776,0.033814
61.500000,0.036767,-0.002358,0.033519,0.033602
62.000000,0.036530,-0.003110,0.033248,0.033393
62.500000,0.036296,-0.003851,0.032962,0.033187
63.000000,0.036066,-0.004581,0.032664,0.032983
63.500000,0.035840,-0.005301,0.032352,0.032783
64.000000,0.035618,-0.006013,0.032026,0.032586
64.500000,0.035399,-0.006716,0.031688,0.032391
65.000000,0.035184,-0.007411,0.031335,0.032200
65.500000,0.034973,-0.008099,0.030970,0.032011
66.000000,0.034765,-0.008781,0.030590,0.031826
66.500000,0.034561,-0.009456,0.030197,0.031643
67.000000,0.034360,-0.010125,0.029790,0.031463
67.500000,0.034163,-0.010788,0.029367,0.031286
68.000000,0.033970,-0.011446,0.028930,0.031112
68.500000,0.033780,-0.012098,0.028478,0.030941
69.000000,0.033594,-0.012745,0.028010,0.030773
69.500000,0.033411,-0.013387,0.027525,0.030608
70.000000,0.033231,-0.014023,0.027024,0.030445
70.500000,0.033055,-0.014654,0.026505,0.030286
71.000000,0.032882,-0.015280,0.025967,0.030129
71.500000,0.032713,-0.015899,0.025412,0.029976
72.000000,0.032547,-0.016512,0.024837,0.029825
72.500000,0.032384,-0.017119,0.024242,0.029677
73.000000,0.032225,-0.017718,0.023626,0.029531
73.500000,0.032069,-0.018309,0.022989,0.029389
74.000000,0.031916,-0.018891,0.022331,0.029249
74.500000,0.031766,-0.019464,0.021649,0.029113
75.000000,0.031619,-0.020027,0.020945,0.028979
75.500000,0.031476,-0.020578,0.020216,0.028847
76.000000,0.031335,-0.021117,0.019464,0.028719
76.500000,0.031198,-0.021643,0.018686,0.028593
77.000000,0.031064,-0.022153,0.017883,0.028470
77.500000,0.030933,-0.022647,0.017053,0.028350
78.000000,0.030804,-0.023124,0.016198,0.028232
78.500000,0.030679,-0.023581,0.015315,0.028118
79.000000,0.030557,-0.024017,0.014405,0.028006
79.500000,0.030438,-0.024429,0.013468,0.027896
80.000000,0.030322,-0.024817,0.012503,0.027789
80.500000,0.030208,-0.025178,0.011511,0.027685
81.000000,0.030098,-0.025510,0.010492,0.027584
81.500000,0.029990,-0.025811,0.009445,0.027485
82.000000,0.029885,-0.026078,0.008371,0.027388
82.500000,0.029783,-0.026308,0.007271,0.027295
83.000000,0.029684,-0.026500,0.006145,0.027204
83.500000,0.029587,-0.026651,0.004994,0.027115
84.000000,0.029493,-0.026758,0.003820,0.027029
84.500000,0.029402,-0.026818,0.002623,0.026946
85.000000,0.029314,-0.026828,0.001404,0.026865
85.500000,0.029228,-0.026786,1.670312e-04,0.026787
86.000000,0.029145,-0.026689,-0.001088,0.026711
86.500000,0.029065,-0.026533,-0.002358,0.026637
87.000000,0.028987,-0.026316,-0.003640,0.026567
87.500000,0.028912,-0.026035,-0.004932,0.026498
88.000000,0.028839,-0.025688,-0.006230,0.026433
88.500000,0.028769,-0.025271,-0.007531,0.026369
89.000000,0.028702,-0.024782,-0.008831,0.026308
89.500000,0.028637,-0.024218,-0.010126,0.026250
90.000000,0.028575,-0.023577,-0.011412,0.026194
90.500000,0.028515,-0.022858,-0.012682,0.026140
91.000000,0.028458,-0.022057,-0.013932,0.026089
91.500000,0.028403,-0.021174,-0.015157,0.026040
92.000000,0.028351,-0.020208,-0.016350,0.025994
92.500000,0.028301,-0.019158,-0.017504,0.025950
93.000000,0.028253,-0.018022,-0.018613,0.025908
93.500000,0.028208,-0.016802,-0.019669,0.025869
94.000000,0.028166,-0.015499,-0.020666,0.025832
94.500000,0.028126,-0.014113,-0.021595,0.025798
95.000000,0.028088,-0.012646,-0.022448,0.025765
95.500000,0.028053,-0.011102,-0.023218,0.025736
96.000000,0.028020,-0.009483,-0.023895,0.025708
96.500000,0.027989,-0.007794,-0.024472,0.025683
97.000000,0.027961,-0.006040,-0.024939,0.025660
97.500000,0.027935,-0.004228,-0.025289,0.025640
98.000000,0.027911,-0.002364,-0.025512,0.025622
98.500000,0.027890,-4.577030e-04,-0.025602,0.025606
99.000000,0.027871,0.001483,-0.025549,0.025592
99.500000,0.027854,0.003447,-0.025348,0.025581
100.000000,0.027840,0.005423,-0.024990,0.025572
100.500000,0.027828,0.007398,-0.024472,0.025565
101.000000,0.027818,0.009359,-0.023786,0.025561
101.500000,0.027811,0.011290,-0.022930,0.025559
102.000000,0.027806,0.013177,-0.021901,0.025559
102.500000,0.027803,0.015001,-0.020697,0.025562
103.000000,0.027803,0.016745,-0.019319,0.025566
103.500000,0.027804,0.018392,-0.017769,0.025573
104.000000,0.027808,0.019921,-0.016051,0.025583
104.500000,0.027814,0.021313,-0.014171,0.025594
105.000000,0.027823,0.022549,-0.012137,0.025608
105.500000,0.027834,0.023609,-0.009960,0.025624
106.000000,0.027847,0.024474,-0.007654,0.025643
106.500000,0.027862,0.025124,-0.005234,0.025663
107.000000,0.027880,0.025542,-0.002720,0.025686
107.500000,0.027899,0.025711,-1.327542e-04,0.025711
108.000000,0.027921,0.025617,0.002504,0.025739
108.500000,0.027946,0.025246,0.005162,0.025768
109.000000,0.027972,0.024589,0.007812,0.025800
109.500000,0.028001,0.023639,0.010422,0.025834
110.000000,0.028032,0.022391,0.012959,0.025871
110.500000,0.028065,0.020847,0.015385,0.025910
111.000000,0.028101,0.019011,0.017664,0.025950
111.500000,0.028138,0.016893,0.019756,0.025994
112.000000,0.028178,0.014507,0.021624,0.026039
112.500000,0.028220,0.011874,0.023228,0.026087
113.000000,0.028265,0.009020,0.024531,0.026137
113.500000,0.028312,0.005977,0.025498,0.026189
114.000000,0.028360,0.002783,0.026096,0.026244
114.500000,0.028412,-5.173632e-04,0.026295,0.026300
115.000000,0.028465,-0.003875,0.026073,0.026359
115.500000,0.028521,-0.007235,0.025411,0.026421
116.000000,0.028579,-0.010538,0.024297,0.026484
116.500000,0.028639,-0.013720,0.022730,0.026550
117.000000,0.028701,-0.016716,0.020715,0.026618
117.500000,0.028766,-0.019457,0.018267,0.026688
118.000000,0.028833,-0.021876,0.015414,0.026761
118.500000,0.028902,-0.023906,0.012193,0.026836
119.000000,0.028974,-0.025484,0.008654,0.026913
119.500000,0.029048,-0.026552,0.004857,0.026993
120.000000,0.029124,-0.027060,8.738355e-04,0.027074
120.500000,0.029202,-0.026968,-0.003212,0.027158
121.000000,0.029283,-0.026246,-0.007310,0.027245
121.500000,0.029366,-0.024879,-0.011319,0.027333
122.000000,0.029451,-0.022870,-0.015134,0.027424
122.500000,0.029539,-0.020237,-0.018645,0.027517
123.000000,0.029629,-0.017019,-0.021745,0.027613
123.500000,0.029721,-0.013273,-0.024325,0.027710
124.000000,0.029815,-0.009078,-0.026287,0.027811
124.500000,0.029912,-0.004534,-0.027542,0.027913
125.000000,0.030011,2.414417e-04,-0.028016,0.028018
125.500000,0.030112,0.005114,-0.027656,0.028124
126.000000,0.030216,0.009934,-0.026428,0.028234
126.500000,0.030322,0.014543,-0.024330,0.028345
127.000000,0.030430,0.018776,-0.021387,0.028459
127.500000,0.030541,0.022468,-0.017656,0.028575
128.000000,0.030654,0.025461,-0.013230,0.028693
128.500000,0.030769,0.027613,-0.008234,0.028814
129.000000,0.030887,0.028799,-0.002825,0.028937
129.500000,0.031007,0.028926,0.002811,0.029062
130.000000,0.031129,0.027936,0.008464,0.029190
130.500000,0.031254,0.025812,0.013906,0.029320
131.000000,0.031381,0.022586,0.018902,0.029452
131.500000,0.031510,0.018339,0.023217,0.029586
132.000000,0.031642,0.013206,0.026628,0.029723
132.500000,0.031776,0.007374,0.028937,0.029862
133.000000,0.031912,0.001075,0.029984,0.030003
133.500000,0.032051,-0.005415,0.029656,0.030146
134.000000,0.032191,-0.011793,0.027902,0.030292
134.500000,0.032335,-0.017735,0.024739,0.030440
135.000000,0.032480,-0.022919,0.020260,0.030590
135.500000,0.032628,-0.027036,0.014633,0.030742
136.000000,0.032778,-0.029814,0.008105,0.030896
136.500000,0.032930,-0.031037,9.897605e-04,0.031053
137.000000,0.033084,-0.030561,-0.006340,0.031212
137.500000,0.033241,-0.028332,-0.013474,0.031373
138.000000,0.033400,-0.024399,-0.019980,0.031536
138.500000,0.033561,-0.018918,-0.025438,0.031701
139.000000,0.033725,-0.012156,-0.029459,0.031868
139.500000,0.033890,-0.004481,-0.031723,0.032038
140.000000,0.034058,0.003653,-0.032001,0.032209
140.500000,0.034228,0.011727,-0.030185,0.032383
141.000000,0.034399,0.019191,-0.026301,0.032558
141.500000,0.034573,0.025503,-0.020524,0.032736
142.000000,0.034750,0.030161,-0.013180,0.032915
142.500000,0.034928,0.032757,-0.004728,0.033096
143.000000,0.035108,0.033007,0.004253,0.033280
143.500000,0.035290,0.030789,0.013111,0.033465
144.000000,0.035474,0.026169,0.021156,0.033651
144.500000,0.035659,0.019407,0.027722,0.033840
145.000000,0.035847,0.010955,0.032219,0.034030
145.500000,0.036037,0.001435,0.034193,0.034223
146.000000,0.036228,-0.008405,0.033374,0.034416
146.500000,0.036421,-0.017738,0.029721,0.034612
147.000000,0.036615,-0.025739,0.023434,0.034809
147.500000,0.036811,-0.031647,0.014966,0.035007
148.000000,0.037009,-0.034851,0.004991,0.035207
148.500000,0.037208,-0.034956,-0.005637,0.035408
149.000000,0.037409,-0.031837,-0.015954,0.035611
149.500000,0.037611,-0.025668,-0.024977,0.035814
150.000000,0.037814,-0.016932,-0.031792,0.036019
