# Test: A5_GravitationalWaves
# Date: 2026-01-06T00:09:49
# Git: 090b6de (main branch)
# TRD Version: v3D Unified
# Golden Key: 246 GeV
# Parameters: M1=1.0, M2=1.0, a_initial=10.0, dt=0.01, steps=10000, test=orbital_decay
#
Time,Separation,Frequency,E_Orbital,E_Radiated,E_Total
0.000000,10.000000,0.044721,-0.050000,0.000000,-0.050000
1.000000,9.999992,0.022332,-0.050128,1.280001e-04,-0.050000
2.000000,9.999932,0.022304,-0.050256,2.560021e-04,-0.050000
3.000000,9.999771,0.022276,-0.050384,3.840109e-04,-0.050000
4.000000,9.999457,0.022248,-0.050512,5.120345e-04,-0.050000
5.000000,9.998941,0.022222,-0.050640,6.400844e-04,-0.050000
6.000000,9.998171,0.022196,-0.050768,7.681751e-04,-0.050000
7.000000,9.997100,0.022172,-0.050896,8.963245e-04,-0.050000
8.000000,9.995677,0.022150,-0.051025,0.001025,-0.050000
9.000000,9.993855,0.022129,-0.051153,0.001153,-0.050000
10.000000,9.991586,0.022110,-0.051281,0.001281,-0.050000
11.000000,9.988825,0.022093,-0.051410,0.001410,-0.050000
12.000000,9.985524,0.022079,-0.051539,0.001539,-0.050000
13.000000,9.981640,0.022067,-0.051668,0.001668,-0.050000
14.000000,9.977129,0.022058,-0.051797,0.001797,-0.050000
15.000000,9.971947,0.022052,-0.051927,0.001927,-0.050000
16.000000,9.966054,0.022048,-0.052057,0.002057,-0.050000
17.000000,9.959409,0.022049,-0.052187,0.002187,-0.050000
18.000000,9.951971,0.022052,-0.052318,0.002318,-0.050000
19.000000,9.943704,0.022060,-0.052449,0.002449,-0.050000
20.000000,9.934570,0.022071,-0.052581,0.002581,-0.050000
21.000000,9.924534,0.022086,-0.052714,0.002714,-0.050000
22.000000,9.913561,0.022106,-0.052847,0.002847,-0.050000
23.000000,9.901618,0.022129,-0.052981,0.002981,-0.050000
24.000000,9.888673,0.022158,-0.053116,0.003116,-0.050000
25.000000,9.874697,0.022191,-0.053252,0.003252,-0.050000
26.000000,9.859660,0.022229,-0.053389,0.003389,-0.050000
27.000000,9.843535,0.022272,-0.053527,0.003527,-0.050000
28.000000,9.826296,0.022320,-0.053666,0.003666,-0.050000
29.000000,9.807918,0.022373,-0.053806,0.003806,-0.050000
30.000000,9.788379,0.022432,-0.053948,0.003948,-0.050000
31.000000,9.767657,0.022497,-0.054091,0.004091,-0.050000
32.000000,9.745732,0.022568,-0.054236,0.004236,-0.050000
33.000000,9.722587,0.022644,-0.054382,0.004382,-0.050000
34.000000,9.698203,0.022727,-0.054531,0.004531,-0.050000
35.000000,9.672567,0.022816,-0.054681,0.004681,-0.050000
36.000000,9.645666,0.022912,-0.054833,0.004833,-0.050000
37.000000,9.617486,0.023014,-0.054988,0.004988,-0.050000
38.000000,9.588020,0.023123,-0.055144,0.005144,-0.050000
39.000000,9.557257,0.023239,-0.055303,0.005303,-0.050000
40.000000,9.525193,0.023362,-0.055465,0.005465,-0.050000
41.000000,9.491823,0.023493,-0.055630,0.005630,-0.050000
42.000000,9.457143,0.023631,-0.055798,0.005798,-0.050000
43.000000,9.421153,0.023776,-0.055968,0.005968,-0.050000
44.000000,9.383855,0.023930,-0.056143,0.006143,-0.050000
45.000000,9.345251,0.024091,-0.056320,0.006320,-0.050000
46.000000,9.305346,0.024260,-0.056502,0.006502,-0.050000
47.000000,9.264148,0.024438,-0.056687,0.006687,-0.050000
48.000000,9.221665,0.024624,-0.056877,0.006877,-0.050000
49.000000,9.177909,0.024819,-0.057071,0.007071,-0.050000
50.000000,9.132893,0.025022,-0.057270,0.007270,-0.050000
51.000000,9.086633,0.025235,-0.057474,0.007474,-0.050000
52.000000,9.039145,0.025456,-0.057683,0.007683,-0.050000
53.000000,8.990451,0.025687,-0.057898,0.007898,-0.050000
54.000000,8.940572,0.025927,-0.058119,0.008119,-0.050000
55.000000,8.889532,0.026176,-0.058347,0.008347,-0.050000
56.000000,8.837357,0.026435,-0.058581,0.008581,-0.050000
57.000000,8.784077,0.026703,-0.058822,0.008822,-0.050000
58.000000,8.729722,0.026982,-0.059070,0.009070,-0.050000
59.000000,8.674326,0.027270,-0.059327,0.009327,-0.050000
60.000000,8.617923,0.027568,-0.059591,0.009591,-0.050000
61.000000,8.560550,0.027877,-0.059865,0.009865,-0.050000
62.000000,8.502248,0.028195,-0.060148,0.010148,-0.050000
63.000000,8.443058,0.028524,-0.060442,0.010442,-0.050000
64.000000,8.383021,0.028863,-0.060745,0.010745,-0.050000
65.000000,8.322184,0.029212,-0.061060,0.011060,-0.050000
66.000000,8.260593,0.029571,-0.061387,0.011387,-0.050000
67.000000,8.198295,0.029940,-0.061726,0.011726,-0.050000
68.000000,8.135340,0.030320,-0.062078,0.012078,-0.050000
69.000000,8.071776,0.030709,-0.062444,0.012444,-0.050000
70.000000,8.007655,0.031109,-0.062825,0.012825,-0.050000
71.000000,7.943026,0.031518,-0.063222,0.013222,-0.050000
72.000000,7.877939,0.031937,-0.063635,0.013635,-0.050000
73.000000,7.812446,0.032366,-0.064066,0.014066,-0.050000
74.000000,7.746594,0.032803,-0.064515,0.014515,-0.050000
75.000000,7.680430,0.033250,-0.064983,0.014983,-0.050000
76.000000,7.613999,0.033706,-0.065473,0.015473,-0.050000
77.000000,7.547342,0.034171,-0.065984,0.015984,-0.050000
78.000000,7.480498,0.034644,-0.066518,0.016518,-0.050000
79.000000,7.413501,0.035126,-0.067077,0.017077,-0.050000
80.000000,7.346379,0.035616,-0.067662,0.017662,-0.050000
