# Test: A5_GravitationalWaves
# Date: 2026-01-06T00:08:36
# Git: 090b6de (main branch)
# TRD Version: v3D Unified
# Golden Key: 246 GeV
# Parameters: M1=1.0, M2=1.0, a_initial=8.0, dt=0.01, steps=15000, test=chirp_signal
#
Time,Frequency_GW,h_plus,h_cross,h_amplitude
57.000000,0.038030,0.017341,0.030494,0.035080
57.500000,0.037744,0.016723,0.030551,0.034829
58.000000,0.037463,0.016118,0.030594,0.034580
58.500000,0.037185,0.015526,0.030623,0.034334
59.000000,0.036911,0.014946,0.030641,0.034092
59.500000,0.036642,0.014376,0.030648,0.033852
60.000000,0.036377,0.013815,0.030645,0.033615
60.500000,0.036115,0.013264,0.030633,0.033381
61.000000,0.035858,0.012720,0.030613,0.033151
61.500000,0.035604,0.012183,0.030586,0.032923
62.000000,0.035355,0.011652,0.030552,0.032698
62.500000,0.035110,0.011125,0.030512,0.032477
63.000000,0.034868,0.010603,0.030466,0.032258
63.500000,0.034631,0.010085,0.030414,0.032043
64.000000,0.034397,0.009568,0.030358,0.031830
64.500000,0.034167,0.009054,0.030297,0.031621
65.000000,0.033941,0.008540,0.030231,0.031415
65.500000,0.033719,0.008027,0.030161,0.031211
66.000000,0.033501,0.007514,0.030087,0.031011
66.500000,0.033286,0.006999,0.030009,0.030814
67.000000,0.033075,0.006483,0.029926,0.030620
67.500000,0.032868,0.005964,0.029839,0.030429
68.000000,0.032665,0.005443,0.029748,0.030241
68.500000,0.032465,0.004918,0.029651,0.030056
69.000000,0.032269,0.004389,0.029551,0.029875
69.500000,0.032076,0.003855,0.029445,0.029696
70.000000,0.031887,0.003317,0.029333,0.029520
70.500000,0.031701,0.002773,0.029216,0.029347
71.000000,0.031519,0.002223,0.029093,0.029177
71.500000,0.031341,0.001668,0.028963,0.029010
72.000000,0.031165,0.001105,0.028825,0.028847
72.500000,0.030993,5.365114e-04,0.028681,0.028686
73.000000,0.030825,-3.948699e-05,0.028528,0.028528
73.500000,0.030660,-6.227491e-04,0.028366,0.028372
74.000000,0.030498,-0.001213,0.028194,0.028220
74.500000,0.030339,-0.001812,0.028012,0.028071
75.000000,0.030184,-0.002418,0.027820,0.027925
75.500000,0.030032,-0.003031,0.027615,0.027781
76.000000,0.029883,-0.003653,0.027398,0.027640
76.500000,0.029737,-0.004282,0.027167,0.027502
77.000000,0.029594,-0.004919,0.026922,0.027367
77.500000,0.029455,-0.005563,0.026661,0.027235
78.000000,0.029318,-0.006214,0.026384,0.027105
78.500000,0.029185,-0.006872,0.026089,0.026979
79.000000,0.029054,-0.007536,0.025776,0.026855
79.500000,0.028926,-0.008206,0.025443,0.026734
80.000000,0.028802,-0.008882,0.025089,0.026615
80.500000,0.028680,-0.009562,0.024714,0.026499
81.000000,0.028561,-0.010247,0.024315,0.026386
81.500000,0.028446,-0.010935,0.023892,0.026276
82.000000,0.028332,-0.011625,0.023444,0.026168
82.500000,0.028222,-0.012316,0.022969,0.026063
83.000000,0.028115,-0.013008,0.022466,0.025960
83.500000,0.028010,-0.013699,0.021934,0.025860
84.000000,0.027908,-0.014387,0.021372,0.025763
84.500000,0.027809,-0.015071,0.020779,0.025669
85.000000,0.027713,-0.015749,0.020153,0.025576
85.500000,0.027619,-0.016420,0.019493,0.025487
86.000000,0.027528,-0.017081,0.018799,0.025400
86.500000,0.027439,-0.017731,0.018069,0.025316
87.000000,0.027353,-0.018367,0.017302,0.025234
87.500000,0.027270,-0.018988,0.016499,0.025154
88.000000,0.027190,-0.019589,0.015657,0.025077
88.500000,0.027111,-0.020169,0.014777,0.025003
89.000000,0.027036,-0.020725,0.013857,0.024931
89.500000,0.026963,-0.021254,0.012899,0.024862
90.000000,0.026892,-0.021752,0.011901,0.024795
90.500000,0.026824,-0.022216,0.010863,0.024730
91.000000,0.026759,-0.022643,0.009787,0.024668
91.500000,0.026696,-0.023029,0.008672,0.024608
92.000000,0.026635,-0.023371,0.007520,0.024551
92.500000,0.026577,-0.023664,0.006331,0.024496
93.000000,0.026521,-0.023904,0.005107,0.024443
93.500000,0.026468,-0.024088,0.003850,0.024393
94.000000,0.026417,-0.024210,0.002562,0.024346
94.500000,0.026369,-0.024268,0.001245,0.024300
95.000000,0.026323,-0.024257,-9.822688e-05,0.024257
95.500000,0.026279,-0.024172,-0.001463,0.024217
96.000000,0.026237,-0.024010,-0.002847,0.024178
96.500000,0.026198,-0.023766,-0.004244,0.024142
97.000000,0.026161,-0.023437,-0.005651,0.024109
97.500000,0.026127,-0.023018,-0.007062,0.024077
98.000000,0.026095,-0.022507,-0.008471,0.024048
98.500000,0.026065,-0.021900,-0.009871,0.024022
99.000000,0.026037,-0.021194,-0.011255,0.023997
99.500000,0.026012,-0.020387,-0.012617,0.023975
100.000000,0.025989,-0.019477,-0.013947,0.023955
100.500000,0.025968,-0.018462,-0.015237,0.023938
101.000000,0.025950,-0.017342,-0.016478,0.023923
101.500000,0.025934,-0.016118,-0.017660,0.023910
102.000000,0.025920,-0.014789,-0.018774,0.023899
102.500000,0.025908,-0.013358,-0.019807,0.023891
103.000000,0.025898,-0.011828,-0.020750,0.023885
103.500000,0.025891,-0.010203,-0.021591,0.023881
104.000000,0.025886,-0.008488,-0.022320,0.023879
104.500000,0.025883,-0.006689,-0.022924,0.023880
105.000000,0.025883,-0.004814,-0.023393,0.023883
105.500000,0.025885,-0.002872,-0.023715,0.023888
106.000000,0.025888,-8.748193e-04,-0.023880,0.023896
106.500000,0.025895,0.001166,-0.023877,0.023905
107.000000,0.025903,0.003237,-0.023697,0.023917
107.500000,0.025913,0.005322,-0.023332,0.023932
108.000000,0.025926,0.007404,-0.022775,0.023948
108.500000,0.025941,0.009465,-0.022019,0.023967
109.000000,0.025958,0.011484,-0.021060,0.023988
109.500000,0.025978,0.013442,-0.019897,0.024011
110.000000,0.025999,0.015313,-0.018528,0.024037
110.500000,0.026023,0.017077,-0.016956,0.024065
111.000000,0.026049,0.018706,-0.015187,0.024095
111.500000,0.026078,0.020178,-0.013228,0.024127
112.000000,0.026108,0.021467,-0.011090,0.024162
112.500000,0.026141,0.022547,-0.008789,0.024199
113.000000,0.026176,0.023394,-0.006342,0.024238
113.500000,0.026213,0.023985,-0.003771,0.024280
114.000000,0.026252,0.024299,-0.001102,0.024324
114.500000,0.026294,0.024315,0.001635,0.024370
115.000000,0.026338,0.024017,0.004408,0.024418
115.500000,0.026384,0.023392,0.007179,0.024469
116.000000,0.026433,0.022431,0.009910,0.024522
116.500000,0.026484,0.021128,0.012556,0.024577
117.000000,0.026537,0.019486,0.015072,0.024635
117.500000,0.026592,0.017512,0.017412,0.024695
118.000000,0.026649,0.015219,0.019527,0.024757
118.500000,0.026709,0.012628,0.021370,0.024822
119.000000,0.026772,0.009768,0.022892,0.024889
119.500000,0.026836,0.006676,0.024049,0.024958
120.000000,0.026903,0.003397,0.024798,0.025030
120.500000,0.026972,-1.856946e-05,0.025104,0.025104
121.000000,0.027043,-0.003509,0.024935,0.025180
121.500000,0.027117,-0.007008,0.024268,0.025259
122.000000,0.027193,-0.010441,0.023089,0.025340
122.500000,0.027272,-0.013731,0.021397,0.025424
123.000000,0.027353,-0.016797,0.019199,0.025510
123.500000,0.027436,-0.019554,0.016520,0.025598
124.000000,0.027522,-0.021920,0.013395,0.025689
124.500000,0.027610,-0.023815,0.009878,0.025782
125.000000,0.027700,-0.025164,0.006035,0.025878
125.500000,0.027793,-0.025903,0.001948,0.025976
126.000000,0.027889,-0.025976,-0.002285,0.026077
126.500000,0.027986,-0.025346,-0.006555,0.026180
127.000000,0.028087,-0.023990,-0.010743,0.026285
127.500000,0.028189,-0.021908,-0.014718,0.026393
128.000000,0.028295,-0.019124,-0.018350,0.026503
128.500000,0.028402,-0.015685,-0.021504,0.026616
129.000000,0.028513,-0.011666,-0.024052,0.026732
129.500000,0.028625,-0.007170,-0.025875,0.026850
130.000000,0.028741,-0.002323,-0.026870,0.026970
130.500000,0.028858,0.002723,-0.026956,0.027093
131.000000,0.028979,0.007794,-0.026079,0.027218
131.500000,0.029102,0.012701,-0.024218,0.027346
132.000000,0.029227,0.017246,-0.021391,0.027477
132.500000,0.029355,0.021228,-0.017655,0.027610
133.000000,0.029486,0.024451,-0.013115,0.027746
133.500000,0.029619,0.026737,-0.007917,0.027884
134.000000,0.029755,0.027935,-0.002250,0.028025
134.500000,0.029894,0.027930,0.003658,0.028168
135.000000,0.030035,0.026656,0.009548,0.028315
135.500000,0.030179,0.024104,0.015138,0.028463
136.000000,0.030326,0.020326,0.020141,0.028614
136.500000,0.030475,0.015444,0.024271,0.028768
137.000000,0.030627,0.009652,0.027267,0.028925
137.500000,0.030781,0.003205,0.028907,0.029084
138.000000,0.030939,-0.003579,0.029026,0.029246
138.500000,0.031099,-0.010336,0.027534,0.029410
139.000000,0.031261,-0.016675,0.024428,0.029577
139.500000,0.031427,-0.022194,0.019806,0.029747
140.000000,0.031595,-0.026511,0.013868,0.029919
140.500000,0.031766,-0.029289,0.006914,0.030094
141.000000,0.031940,-0.030264,-6.603475e-04,0.030271
141.500000,0.032116,-0.029274,-0.008385,0.030451
142.000000,0.032295,-0.026280,-0.015742,0.030634
142.500000,0.032477,-0.021384,-0.022193,0.030820
143.000000,0.032661,-0.014837,-0.027227,0.031008
143.500000,0.032849,-0.007035,-0.030395,0.031198
144.000000,0.033039,0.001497,-0.031356,0.031391
144.500000,0.033232,0.010132,-0.029918,0.031587
145.000000,0.033427,0.018184,-0.026071,0.031786
145.500000,0.033625,0.024961,-0.020002,0.031987
146.000000,0.033826,0.029826,-0.012108,0.032190
146.500000,0.034030,0.032259,-0.002975,0.032396
147.000000,0.034236,0.031919,0.006651,0.032605
147.500000,0.034445,0.028695,0.015922,0.032816
148.000000,0.034656,0.022738,0.023956,0.033029
148.500000,0.034871,0.014480,0.029926,0.033245
149.000000,0.035087,0.004611,0.033145,0.033464
149.500000,0.035307,-0.005963,0.033153,0.033685
150.000000,0.035528,-0.016194,0.029791,0.033908
