# Test: A5_GravitationalWaves
# Date: 2026-01-06T00:09:14
# Git: 090b6de (main branch)
# TRD Version: v3D Unified
# Golden Key: 246 GeV
# Parameters: M1=1.0, M2=1.0, a_initial=10.0, dt=0.01, steps=10000, test=orbital_decay
#
Time,Separation,Frequency,E_Orbital,E_Radiated,E_Total
0.000000,10.000000,0.044721,-0.050000,0.000000,-0.050000
1.000000,10.000008,0.022389,-0.049872,1.279999e-04,-0.049744
2.000000,10.000068,0.022418,-0.049744,2.559978e-04,-0.049488
3.000000,10.000229,0.022445,-0.049616,3.839889e-04,-0.049232
4.000000,10.000544,0.022472,-0.049488,5.119651e-04,-0.048976
5.000000,10.001062,0.022499,-0.049360,6.399147e-04,-0.048720
6.000000,10.001835,0.022524,-0.049232,7.678233e-04,-0.048464
7.000000,10.002912,0.022547,-0.049104,8.956729e-04,-0.048209
8.000000,10.004343,0.022569,-0.048977,0.001023,-0.047953
9.000000,10.006175,0.022589,-0.048849,0.001151,-0.047698
10.000000,10.008457,0.022607,-0.048721,0.001279,-0.047443
11.000000,10.011235,0.022623,-0.048594,0.001406,-0.047188
12.000000,10.014556,0.022636,-0.048467,0.001533,-0.046934
13.000000,10.018462,0.022646,-0.048340,0.001660,-0.046680
14.000000,10.022997,0.022654,-0.048213,0.001787,-0.046426
15.000000,10.028203,0.022659,-0.048087,0.001913,-0.046174
16.000000,10.034119,0.022660,-0.047961,0.002039,-0.045922
17.000000,10.040784,0.022658,-0.047835,0.002165,-0.045670
18.000000,10.048234,0.022653,-0.047710,0.002290,-0.045420
19.000000,10.056502,0.022643,-0.047585,0.002415,-0.045170
20.000000,10.065622,0.022630,-0.047461,0.002539,-0.044922
21.000000,10.075623,0.022613,-0.047338,0.002662,-0.044675
22.000000,10.086533,0.022592,-0.047215,0.002785,-0.044429
23.000000,10.098378,0.022567,-0.047092,0.002908,-0.044185
24.000000,10.111180,0.022537,-0.046971,0.003029,-0.043942
25.000000,10.124961,0.022504,-0.046850,0.003150,-0.043700
26.000000,10.139739,0.022466,-0.046730,0.003270,-0.043461
27.000000,10.155529,0.022423,-0.046611,0.003389,-0.043223
28.000000,10.172344,0.022377,-0.046493,0.003507,-0.042987
29.000000,10.190194,0.022326,-0.046376,0.003624,-0.042753
30.000000,10.209087,0.022270,-0.046260,0.003740,-0.042521
31.000000,10.229029,0.022210,-0.046145,0.003855,-0.042291
32.000000,10.250022,0.022146,-0.046032,0.003968,-0.042064
33.000000,10.272065,0.022078,-0.045919,0.004081,-0.041838
34.000000,10.295157,0.022006,-0.045808,0.004192,-0.041616
35.000000,10.319290,0.021929,-0.045698,0.004302,-0.041396
36.000000,10.344459,0.021848,-0.045589,0.004411,-0.041178
37.000000,10.370653,0.021764,-0.045482,0.004518,-0.040964
38.000000,10.397859,0.021676,-0.045376,0.004624,-0.040752
39.000000,10.426062,0.021584,-0.045271,0.004729,-0.040542
40.000000,10.455246,0.021489,-0.045168,0.004832,-0.040336
41.000000,10.485391,0.021390,-0.045066,0.004934,-0.040133
42.000000,10.516476,0.021289,-0.044966,0.005034,-0.039932
43.000000,10.548478,0.021184,-0.044867,0.005133,-0.039735
44.000000,10.581372,0.021076,-0.044770,0.005230,-0.039540
45.000000,10.615132,0.020966,-0.044674,0.005326,-0.039349
46.000000,10.649729,0.020853,-0.044580,0.005420,-0.039160
47.000000,10.685134,0.020738,-0.044488,0.005512,-0.038975
48.000000,10.721315,0.020620,-0.044396,0.005604,-0.038793
49.000000,10.758241,0.020501,-0.044307,0.005693,-0.038614
50.000000,10.795878,0.020380,-0.044219,0.005781,-0.038438
51.000000,10.834192,0.020257,-0.044132,0.005868,-0.038265
52.000000,10.873148,0.020133,-0.044047,0.005953,-0.038095
53.000000,10.912708,0.020008,-0.043964,0.006036,-0.037928
54.000000,10.952837,0.019881,-0.043882,0.006118,-0.037764
55.000000,10.993497,0.019754,-0.043801,0.006199,-0.037603
56.000000,11.034651,0.019626,-0.043722,0.006278,-0.037445
57.000000,11.076260,0.019497,-0.043645,0.006355,-0.037290
58.000000,11.118286,0.019368,-0.043569,0.006431,-0.037138
59.000000,11.160690,0.019239,-0.043494,0.006506,-0.036989
60.000000,11.203433,0.019110,-0.043421,0.006579,-0.036842
61.000000,11.246478,0.018981,-0.043349,0.006651,-0.036699
62.000000,11.289785,0.018852,-0.043279,0.006721,-0.036558
63.000000,11.333315,0.018723,-0.043210,0.006790,-0.036419
64.000000,11.377031,0.018595,-0.043142,0.006858,-0.036284
65.000000,11.420895,0.018467,-0.043075,0.006925,-0.036151
66.000000,11.464869,0.018340,-0.043010,0.006990,-0.036020
67.000000,11.508916,0.018214,-0.042946,0.007054,-0.035892
68.000000,11.552999,0.018089,-0.042883,0.007117,-0.035767
69.000000,11.597082,0.017965,-0.042822,0.007178,-0.035644
70.000000,11.641129,0.017842,-0.042761,0.007239,-0.035523
71.000000,11.685106,0.017721,-0.042702,0.007298,-0.035404
72.000000,11.728977,0.017600,-0.042644,0.007356,-0.035288
73.000000,11.772710,0.017481,-0.042587,0.007413,-0.035173
74.000000,11.816270,0.017364,-0.042531,0.007469,-0.035061
75.000000,11.859626,0.017248,-0.042476,0.007524,-0.034951
76.000000,11.902746,0.017134,-0.042421,0.007579,-0.034843
77.000000,11.945600,0.017022,-0.042368,0.007632,-0.034737
78.000000,11.988156,0.016911,-0.042316,0.007684,-0.034633
79.000000,12.030386,0.016802,-0.042265,0.007735,-0.034530
80.000000,12.072261,0.016695,-0.042215,0.007785,-0.034429
81.000000,12.113754,0.016590,-0.042165,0.007835,-0.034330
82.000000,12.154837,0.016486,-0.042117,0.007883,-0.034233
83.000000,12.195484,0.016385,-0.042069,0.007931,-0.034137
84.000000,12.235671,0.016286,-0.042022,0.007978,-0.034043
85.000000,12.275372,0.016188,-0.041975,0.008025,-0.033951
86.000000,12.314565,0.016093,-0.041930,0.008070,-0.033860
87.000000,12.353225,0.016000,-0.041885,0.008115,-0.033770
88.000000,12.391332,0.015909,-0.041841,0.008159,-0.033682
89.000000,12.428863,0.015820,-0.041797,0.008203,-0.033595
90.000000,12.465799,0.015733,-0.041754,0.008246,-0.033509
91.000000,12.502120,0.015648,-0.041712,0.008288,-0.033425
92.000000,12.537806,0.015566,-0.041671,0.008329,-0.033341
93.000000,12.572841,0.015486,-0.041630,0.008370,-0.033259
94.000000,12.607206,0.015407,-0.041589,0.008411,-0.033178
95.000000,12.640886,0.015331,-0.041549,0.008451,-0.033099
96.000000,12.673864,0.015258,-0.041510,0.008490,-0.033020
97.000000,12.706125,0.015186,-0.041471,0.008529,-0.032942
98.000000,12.737655,0.015116,-0.041433,0.008567,-0.032865
99.000000,12.768441,0.015049,-0.041395,0.008605,-0.032789
100.000000,12.798470,0.014984,-0.041357,0.008643,-0.032714
