# Test: A5_GravitationalWaves
# Date: 2026-01-06T00:08:36
# Git: 090b6de (main branch)
# TRD Version: v3D Unified
# Golden Key: 246 GeV
# Parameters: M1=1.0, M2=1.0, a_initial=10.0, dt=0.01, steps=10000, test=orbital_decay
#
Time,Separation,Frequency,E_Orbital,E_Radiated,E_Total
0.000000,10.000000,0.044721,-0.050000,0.000000,-0.050000
1.000000,10.000008,0.022389,-0.049872,1.279999e-04,-0.049744
2.000000,10.000068,0.022418,-0.049743,2.559978e-04,-0.049487
3.000000,10.000230,0.022446,-0.049613,3.839889e-04,-0.049229
4.000000,10.000547,0.022474,-0.049483,5.119649e-04,-0.048971
5.000000,10.001069,0.022500,-0.049352,6.399143e-04,-0.048712
6.000000,10.001849,0.022526,-0.049220,7.678222e-04,-0.048452
7.000000,10.002939,0.022551,-0.049088,8.956705e-04,-0.048192
8.000000,10.004388,0.022573,-0.048955,0.001023,-0.047932
9.000000,10.006248,0.022595,-0.048822,0.001151,-0.047671
10.000000,10.008568,0.022614,-0.048688,0.001279,-0.047409
11.000000,10.011397,0.022631,-0.048554,0.001406,-0.047148
12.000000,10.014785,0.022645,-0.048419,0.001533,-0.046886
13.000000,10.018777,0.022657,-0.048284,0.001660,-0.046624
14.000000,10.023421,0.022666,-0.048148,0.001787,-0.046362
15.000000,10.028761,0.022673,-0.048013,0.001913,-0.046100
16.000000,10.034840,0.022675,-0.047877,0.002039,-0.045838
17.000000,10.041700,0.022675,-0.047741,0.002165,-0.045576
18.000000,10.049381,0.022671,-0.047604,0.002290,-0.045315
19.000000,10.057922,0.022663,-0.047468,0.002414,-0.045054
20.000000,10.067358,0.022651,-0.047332,0.002538,-0.044794
21.000000,10.077724,0.022635,-0.047196,0.002662,-0.044534
22.000000,10.089052,0.022615,-0.047061,0.002785,-0.044276
23.000000,10.101371,0.022590,-0.046926,0.002907,-0.044019
24.000000,10.114709,0.022561,-0.046791,0.003028,-0.043763
25.000000,10.129090,0.022528,-0.046656,0.003149,-0.043508
26.000000,10.144536,0.022490,-0.046523,0.003268,-0.043255
27.000000,10.161068,0.022447,-0.046390,0.003387,-0.043003
28.000000,10.178701,0.022400,-0.046258,0.003505,-0.042753
29.000000,10.197450,0.022348,-0.046127,0.003621,-0.042506
30.000000,10.217325,0.022292,-0.045997,0.003737,-0.042260
31.000000,10.238336,0.022231,-0.045867,0.003851,-0.042016
32.000000,10.260488,0.022165,-0.045740,0.003964,-0.041775
33.000000,10.283782,0.022095,-0.045613,0.004076,-0.041537
34.000000,10.308220,0.022020,-0.045488,0.004187,-0.041301
35.000000,10.333797,0.021941,-0.045364,0.004296,-0.041068
36.000000,10.360509,0.021857,-0.045242,0.004404,-0.040838
37.000000,10.388346,0.021769,-0.045121,0.004510,-0.040610
38.000000,10.417297,0.021677,-0.045002,0.004615,-0.040386
39.000000,10.447348,0.021581,-0.044884,0.004719,-0.040165
40.000000,10.478484,0.021481,-0.044769,0.004821,-0.039948
41.000000,10.510684,0.021377,-0.044655,0.004922,-0.039733
42.000000,10.543929,0.021270,-0.044543,0.005021,-0.039523
43.000000,10.578193,0.021160,-0.044433,0.005118,-0.039315
44.000000,10.613452,0.021046,-0.044325,0.005214,-0.039111
45.000000,10.649679,0.020929,-0.044219,0.005308,-0.038911
46.000000,10.686842,0.020810,-0.044116,0.005401,-0.038715
47.000000,10.724912,0.020688,-0.044014,0.005492,-0.038522
48.000000,10.763855,0.020563,-0.043914,0.005581,-0.038333
49.000000,10.803637,0.020436,-0.043816,0.005669,-0.038147
50.000000,10.844221,0.020307,-0.043720,0.005755,-0.037965
51.000000,10.885571,0.020176,-0.043627,0.005840,-0.037787
52.000000,10.927648,0.020044,-0.043535,0.005923,-0.037612
53.000000,10.970412,0.019910,-0.043446,0.006004,-0.037442
54.000000,11.013824,0.019775,-0.043358,0.006084,-0.037274
55.000000,11.057843,0.019639,-0.043273,0.006162,-0.037111
56.000000,11.102427,0.019502,-0.043189,0.006239,-0.036951
57.000000,11.147534,0.019364,-0.043108,0.006314,-0.036794
58.000000,11.193122,0.019226,-0.043029,0.006387,-0.036641
59.000000,11.239147,0.019088,-0.042951,0.006459,-0.036492
60.000000,11.285567,0.018949,-0.042876,0.006530,-0.036346
61.000000,11.332339,0.018811,-0.042802,0.006599,-0.036203
62.000000,11.379420,0.018672,-0.042730,0.006667,-0.036063
63.000000,11.426766,0.018534,-0.042660,0.006733,-0.035927
64.000000,11.474335,0.018397,-0.042592,0.006798,-0.035794
65.000000,11.522086,0.018260,-0.042526,0.006862,-0.035664
66.000000,11.569974,0.018124,-0.042461,0.006924,-0.035537
67.000000,11.617960,0.017988,-0.042398,0.006986,-0.035412
68.000000,11.666001,0.017854,-0.042336,0.007045,-0.035291
69.000000,11.714058,0.017721,-0.042277,0.007104,-0.035173
70.000000,11.762089,0.017589,-0.042218,0.007161,-0.035057
71.000000,11.810055,0.017458,-0.042161,0.007218,-0.034944
72.000000,11.857919,0.017329,-0.042106,0.007273,-0.034833
73.000000,11.905640,0.017202,-0.042052,0.007327,-0.034725
74.000000,11.953183,0.017076,-0.041999,0.007380,-0.034619
75.000000,12.000511,0.016951,-0.041948,0.007432,-0.034516
76.000000,12.047588,0.016829,-0.041898,0.007483,-0.034415
77.000000,12.094379,0.016708,-0.041849,0.007533,-0.034316
78.000000,12.140849,0.016589,-0.041801,0.007582,-0.034219
79.000000,12.186967,0.016472,-0.041755,0.007630,-0.034125
80.000000,12.232699,0.016358,-0.041709,0.007677,-0.034032
81.000000,12.278013,0.016245,-0.041665,0.007723,-0.033942
82.000000,12.322881,0.016134,-0.041622,0.007769,-0.033853
83.000000,12.367271,0.016025,-0.041579,0.007813,-0.033766
84.000000,12.411155,0.015919,-0.041538,0.007857,-0.033681
85.000000,12.454505,0.015815,-0.041498,0.007900,-0.033597
86.000000,12.497294,0.015713,-0.041458,0.007943,-0.033516
87.000000,12.539497,0.015613,-0.041419,0.007984,-0.033435
88.000000,12.581087,0.015515,-0.041382,0.008025,-0.033357
89.000000,12.622041,0.015420,-0.041345,0.008065,-0.033279
90.000000,12.662335,0.015327,-0.041308,0.008105,-0.033203
91.000000,12.701947,0.015237,-0.041273,0.008144,-0.033129
92.000000,12.740855,0.015148,-0.041238,0.008182,-0.033056
93.000000,12.779037,0.015062,-0.041204,0.008220,-0.032984
94.000000,12.816475,0.014979,-0.041171,0.008258,-0.032913
95.000000,12.853149,0.014897,-0.041138,0.008294,-0.032843
96.000000,12.889040,0.014819,-0.041106,0.008331,-0.032775
97.000000,12.924131,0.014742,-0.041074,0.008366,-0.032708
98.000000,12.958406,0.014668,-0.041043,0.008402,-0.032641
99.000000,12.991847,0.014596,-0.041012,0.008436,-0.032576
100.000000,13.024441,0.014527,-0.040982,0.008471,-0.032511
