# Test: A5_GravitationalWaves
# Date: 2026-01-06T00:12:11
# Git: 090b6de (main branch)
# TRD Version: v3D Unified
# Golden Key: 246 GeV
# Parameters: M1=1.0, M2=1.0, a_initial=8.0, dt=0.01, steps=15000, test=chirp_signal
#
Time,Frequency_GW,h_plus,h_cross,h_amplitude
0.000000,0.125000,0.197392,0.000000,0.197392
0.500000,0.125000,0.182367,0.075539,0.197392
1.000000,0.125001,0.139577,0.139579,0.197393
1.500000,0.125003,0.075535,0.182371,0.197395
2.000000,0.125006,-1.499230e-05,0.197398,0.197398
2.500000,0.125012,-0.075577,0.182364,0.197405
3.000000,0.125020,-0.139646,0.139539,0.197414
3.500000,0.125032,-0.182452,0.075422,0.197426
4.000000,0.125048,-0.197443,-2.400005e-04,0.197443
4.500000,0.125069,-0.182286,-0.075921,0.197465
5.000000,0.125094,-0.139233,-0.140061,0.197491
5.500000,0.125125,-0.074797,-0.182815,0.197524
6.000000,0.125163,0.001212,-0.197560,0.197563
6.500000,0.125207,0.077160,-0.181923,0.197610
7.000000,0.125258,0.141346,-0.138175,0.197664
7.500000,0.125317,0.183784,-0.072930,0.197726
8.000000,0.125384,0.197759,0.003819,0.197796
8.500000,0.125460,0.180897,0.080195,0.197876
9.000000,0.125546,0.135597,0.144236,0.197966
9.500000,0.125641,0.068740,0.185756,0.198066
10.000000,0.125747,-0.009298,0.197959,0.198178
10.500000,0.125864,-0.086197,0.178586,0.198300
11.000000,0.125992,-0.149598,0.130372,0.198435
11.500000,0.126132,-0.189063,0.060746,0.198582
12.000000,0.126285,-0.197810,-0.019227,0.198743
12.500000,0.126451,-0.173926,-0.096527,0.198917
13.000000,0.126631,-0.120845,-0.158238,0.199105
13.500000,0.126824,-0.046979,-0.193692,0.199308
14.000000,0.127033,0.035489,-0.196345,0.199526
14.500000,0.127257,0.112511,-0.165063,0.199761
15.000000,0.127496,0.170500,-0.104567,0.200011
15.500000,0.127752,0.198725,-0.024904,0.200279
16.000000,0.128025,0.191360,0.060060,0.200564
16.500000,0.128316,0.148815,0.134914,0.200867
17.000000,0.128624,0.078024,0.185444,0.201190
17.500000,0.128952,-0.008430,0.201355,0.201531
18.000000,0.129299,-0.094337,0.178497,0.201892
18.500000,0.129666,-0.162756,0.120105,0.202274
19.000000,0.130054,-0.199326,0.036704,0.202677
19.500000,0.130463,-0.195382,-0.055463,0.203102
20.000000,0.130894,-0.150228,-0.137346,0.203549
20.500000,0.131348,-0.071963,-0.190906,0.204019
21.000000,0.131825,0.023499,-0.203159,0.204513
21.500000,0.132327,0.115274,-0.169559,0.205032
22.000000,0.132854,0.181849,-0.095876,0.205576
22.500000,0.133406,0.206135,0.002124,0.206145
23.000000,0.133986,0.180116,0.101492,0.206742
23.500000,0.134592,0.107878,0.177095,0.207366
24.000000,0.135228,0.005923,0.207933,0.208018
24.500000,0.135893,-0.099816,0.183281,0.208699
25.000000,0.136588,-0.180044,0.106943,0.209410
25.500000,0.137314,-0.210143,-0.002004,0.210152
26.000000,0.138073,-0.178154,-0.112919,0.210926
26.500000,0.138866,-0.090209,-0.191554,0.211732
27.000000,0.139694,0.028926,-0.210595,0.212573
27.500000,0.140557,0.141470,-0.159832,0.213447
28.000000,0.141457,0.207891,-0.052256,0.214358
28.500000,0.142396,0.201022,0.077115,0.215306
29.000000,0.143375,0.118308,0.181067,0.216292
29.500000,0.144396,-0.013205,0.216915,0.217317
30.000000,0.145459,-0.143153,0.164918,0.218382
30.500000,0.146567,-0.215677,0.040732,0.219490
31.000000,0.147721,-0.193780,-0.105506,0.220640
31.500000,0.148923,-0.080265,-0.206805,0.221836
32.000000,0.150175,0.076357,-0.209602,0.223077
32.500000,0.151479,0.198657,-0.104287,0.224366
33.000000,0.152837,0.217286,0.061071,0.225705
33.500000,0.154251,0.112650,0.197186,0.227095
34.000000,0.155723,-0.063180,0.219631,0.228538
34.500000,0.157256,-0.205188,0.103992,0.230036
35.000000,0.158853,-0.215399,-0.085073,0.231590
35.500000,0.160517,-0.074371,-0.221027,0.233204
36.000000,0.162249,0.127068,-0.197540,0.234879
36.500000,0.164054,0.235945,-0.017842,0.236618
37.000000,0.165935,0.152428,0.183334,0.238423
37.500000,0.167896,-0.068613,0.230294,0.240298
38.000000,0.169939,-0.233731,0.063654,0.242243
38.500000,0.172070,-0.173069,-0.172372,0.244264
39.000000,0.174292,0.072256,-0.235528,0.246362
39.500000,0.176610,0.245743,-0.037195,0.248542
40.000000,0.179029,0.132824,0.212748,0.250807
40.500000,0.181555,-0.152622,0.201982,0.253160
41.000000,0.184193,-0.242121,-0.081930,0.255607
41.500000,0.186950,0.013668,-0.257789,0.258151
42.000000,0.189832,0.257039,-0.044116,0.260797
