# Test: A5_GravitationalWaves
# Date: 2026-01-06T00:12:34
# Git: 090b6de (main branch)
# TRD Version: v3D Unified
# Golden Key: 246 GeV
# Parameters: M1=1.0, M2=1.0, a_initial=10.0, dt=0.01, steps=10000, test=energy_conservation
#
Time,E_Orbital,E_Radiated,E_Total,E_Drift_Percent
31.000000,-0.054091,0.004091,-0.050000,2.098545e-07
32.000000,-0.054236,0.004236,-0.050000,2.301279e-07
33.000000,-0.054382,0.004382,-0.050000,2.517135e-07
34.000000,-0.054531,0.004531,-0.050000,2.746694e-07
35.000000,-0.054681,0.004681,-0.050000,2.990585e-07
36.000000,-0.054833,0.004833,-0.050000,3.249470e-07
37.000000,-0.054988,0.004988,-0.050000,3.524051e-07
38.000000,-0.055144,0.005144,-0.050000,3.815086e-07
39.000000,-0.055303,0.005303,-0.050000,4.123374e-07
40.000000,-0.055465,0.005465,-0.050000,4.449767e-07
41.000000,-0.055630,0.005630,-0.050000,4.795174e-07
42.000000,-0.055798,0.005798,-0.050000,5.160574e-07
43.000000,-0.055968,0.005968,-0.050000,5.546999e-07
44.000000,-0.056143,0.006143,-0.050000,5.955557e-07
45.000000,-0.056320,0.006320,-0.050000,6.387428e-07
46.000000,-0.056502,0.006502,-0.050000,6.843872e-07
47.000000,-0.056687,0.006687,-0.050000,7.326230e-07
48.000000,-0.056877,0.006877,-0.050000,7.835932e-07
49.000000,-0.057071,0.007071,-0.050000,8.374507e-07
50.000000,-0.057270,0.007270,-0.050000,8.943569e-07
51.000000,-0.057474,0.007474,-0.050000,9.544854e-07
52.000000,-0.057683,0.007683,-0.050000,1.018019e-06
53.000000,-0.057898,0.007898,-0.050000,1.085153e-06
54.000000,-0.058119,0.008119,-0.050000,1.156095e-06
55.000000,-0.058347,0.008347,-0.050000,1.231062e-06
56.000000,-0.058581,0.008581,-0.050000,1.310289e-06
57.000000,-0.058822,0.008822,-0.050000,1.394019e-06
58.000000,-0.059070,0.009070,-0.050000,1.482514e-06
59.000000,-0.059327,0.009327,-0.050000,1.576044e-06
60.000000,-0.059591,0.009591,-0.050000,1.674898e-06
61.000000,-0.059865,0.009865,-0.050000,1.779379e-06
62.000000,-0.060148,0.010148,-0.050000,1.889803e-06
63.000000,-0.060442,0.010442,-0.050000,2.006501e-06
64.000000,-0.060745,0.010745,-0.050000,2.129820e-06
65.000000,-0.061060,0.011060,-0.050000,2.260119e-06
66.000000,-0.061387,0.011387,-0.050000,2.397775e-06
67.000000,-0.061726,0.011726,-0.050000,2.543174e-06
68.000000,-0.062078,0.012078,-0.050000,2.696718e-06
69.000000,-0.062444,0.012444,-0.050000,2.858818e-06
70.000000,-0.062825,0.012825,-0.050000,3.029903e-06
71.000000,-0.063222,0.013222,-0.050000,3.210407e-06
72.000000,-0.063635,0.013635,-0.050000,3.400776e-06
73.000000,-0.064066,0.014066,-0.050000,3.601466e-06
74.000000,-0.064515,0.014515,-0.050000,3.812939e-06
75.000000,-0.064983,0.014983,-0.050000,4.035669e-06
76.000000,-0.065473,0.015473,-0.050000,4.270136e-06
77.000000,-0.065984,0.015984,-0.050000,4.516829e-06
78.000000,-0.066518,0.016518,-0.050000,4.776247e-06
79.000000,-0.067077,0.017077,-0.050000,5.048904e-06
80.000000,-0.067662,0.017662,-0.050000,5.335325e-06
81.000000,-0.068274,0.018274,-0.050000,5.636059e-06
82.000000,-0.068915,0.018915,-0.050000,5.951680e-06
83.000000,-0.069586,0.019586,-0.050000,6.282799e-06
84.000000,-0.070290,0.020290,-0.050000,6.630071e-06
85.000000,-0.071029,0.021029,-0.050000,6.994210e-06
86.000000,-0.071804,0.021804,-0.050000,7.376008e-06
87.000000,-0.072617,0.022617,-0.050000,7.776354e-06
88.000000,-0.073472,0.023472,-0.050000,8.196251e-06
89.000000,-0.074371,0.024371,-0.050000,8.636854e-06
90.000000,-0.075317,0.025317,-0.050000,9.099496e-06
91.000000,-0.076313,0.026313,-0.050000,9.585725e-06
92.000000,-0.077363,0.027363,-0.050000,1.009735e-05
93.000000,-0.078470,0.028470,-0.050000,1.063650e-05
94.000000,-0.079640,0.029640,-0.050000,1.120564e-05
95.000000,-0.080878,0.030878,-0.050000,1.180770e-05
96.000000,-0.082190,0.032190,-0.050000,1.244609e-05
97.000000,-0.083582,0.033582,-0.050000,1.312479e-05
98.000000,-0.085064,0.035064,-0.050000,1.384847e-05
99.000000,-0.086644,0.036644,-0.050000,1.462257e-05
100.000000,-0.088333,0.038333,-0.050000,1.545339e-05
