# Field snapshot at t = 70 seconds
# Grid: 64 x 64
# Columns: x  y  theta  R  mass  |psi|^2  psi_0_real  psi_0_imag  psi_1_real  psi_1_imag  psi_2_real  psi_2_imag  psi_3_real  psi_3_imag
36  2  -0.076326  0.999189  2.497973  0.000422  0.005188  -0.008119  -0.004700  0.005826  -0.003356  0.011445  0.011306  0.001715
37  2  0.059650  0.998985  2.497464  0.000116  -0.004075  -0.006114  0.002788  0.002120  -0.005450  -0.003040  0.001508  -0.002994
38  2  -0.006436  0.999218  2.498045  0.000210  0.006047  0.000557  0.005455  0.004165  -0.006585  -0.000920  -0.002360  -0.008711
39  2  -0.041194  0.999476  2.498691  0.000212  -0.006153  -0.006415  0.001484  -0.010036  0.004446  -0.000803  0.002267  0.002221
40  2  0.023767  0.999613  2.499033  0.000230  0.002563  -0.004050  -0.005815  -0.006569  -0.001449  0.010130  0.003843  0.003202
41  2  0.014972  0.999673  2.499182  0.000127  -0.002427  -0.001580  -0.003144  -0.005346  -0.007787  -0.000450  0.004031  -0.001612
42  2  0.002593  0.999765  2.499412  0.000074  -0.000404  -0.004985  -0.000011  0.000740  0.002913  -0.005339  0.000058  -0.003315
43  2  -0.020202  0.999867  2.499668  0.000383  0.005195  0.002709  -0.003238  0.004911  -0.003992  0.016262  0.005775  0.000759
44  2  -0.016223  0.999298  2.498245  0.000157  0.001268  0.006661  0.001312  -0.006428  0.003135  0.001288  0.006917  0.002950
45  2  0.014591  0.999353  2.498383  0.000221  0.001580  -0.008815  -0.002953  0.003182  0.001486  -0.008001  0.000881  0.007392
46  2  -0.000941  0.999573  2.498934  0.000194  -0.005943  0.008346  0.005081  0.003196  0.002635  0.004735  0.000175  0.004903
47  2  0.049865  0.999632  2.499081  0.000149  -0.004522  -0.001271  0.002660  -0.004781  -0.002145  -0.003538  0.007809  0.004301
48  2  0.073686  0.999512  2.498781  0.000339  0.005494  0.001267  0.000347  0.009960  0.013568  -0.004874  0.000048  -0.000107
49  2  0.033674  0.999571  2.498929  0.000247  -0.005258  0.000172  -0.005166  -0.006442  -0.009619  -0.003462  -0.005584  0.003902
50  2  0.016722  0.999453  2.498633  0.000299  -0.000339  -0.006830  0.001974  0.007933  0.011421  0.003136  -0.005851  -0.003331
51  2  0.035066  0.999140  2.497851  0.000206  0.006438  0.005843  0.001515  0.002393  -0.002251  0.005653  0.007947  0.004739
52  2  0.003359  0.998996  2.497491  0.000220  -0.008299  -0.004555  -0.001751  0.005940  0.000717  -0.008633  0.000013  0.004117
53  2  0.071159  0.999245  2.498114  0.000318  -0.000616  -0.012445  0.000093  0.005098  -0.006129  0.004434  0.008065  0.003744
54  2  0.003680  0.999302  2.498254  0.000174  -0.006952  -0.000126  0.009590  -0.000330  -0.000116  -0.004291  0.001531  0.003639
55  2  0.018324  0.999608  2.499020  0.000113  -0.004479  0.001444  0.003696  -0.003287  -0.005153  -0.005385  0.003363  0.000070
56  2  0.001292  0.999460  2.498651  0.000243  0.005394  0.008516  -0.007101  -0.000454  0.001888  0.000027  -0.008019  -0.004739
57  2  -0.026181  0.999530  2.498824  0.000239  -0.003757  0.003536  0.001798  0.010401  -0.001965  -0.006291  -0.001984  0.007313
58  2  -0.004182  0.999150  2.497876  0.000393  0.014588  0.000846  0.006658  0.000147  0.005443  -0.008775  -0.002075  0.004929
59  2  0.012086  0.999080  2.497701  0.000210  -0.000039  -0.010923  -0.000504  0.000007  0.006772  -0.004288  -0.004144  -0.002998
60  2  0.012447  0.999328  2.498321  0.000109  -0.000663  -0.000710  0.001483  -0.004149  0.008665  -0.003305  -0.000639  -0.001322
61  2  -0.010160  0.999406  2.498515  0.000070  -0.001347  0.004218  0.005500  0.002470  -0.001860  0.001282  0.002194  -0.002051
62  2  -0.004368  0.999529  2.498824  0.000184  0.003773  0.000597  0.009356  0.002654  -0.000486  -0.001115  0.006288  0.005805
63  2  -0.001186  0.999431  2.498576  0.000668  -0.008568  0.010621  -0.001245  -0.006042  -0.016881  -0.011364  0.004834  0.002498
0  3  0.039904  0.999685  2.499212  0.000174  0.000942  -0.008330  -0.005055  -0.003352  0.006384  0.004529  -0.002041  -0.001290
