x,y,R
0,0,0.373224
1,0,0.731436
2,0,0.683394
3,0,0.626237
4,0,0.560053
5,0,0.486997
6,0,0.41382
7,0,0.355116
8,0,0.331594
9,0,0.355121
10,0,0.41389
11,0,0.48699
12,0,0.560252
13,0,0.626888
14,0,0.684151
15,0,0.508021
0,1,0.731609
1,1,0.996553
2,1,0.99612
3,1,0.995493
4,1,0.994808
5,1,0.994171
6,1,0.993578
7,1,0.993188
8,1,0.992997
9,1,0.993166
10,1,0.9937
11,1,0.994188
12,1,0.994783
13,1,0.995493
14,1,0.996154
15,1,0.732545
0,2,0.683508
1,2,0.996079
2,2,0.995441
3,2,0.994569
4,2,0.993535
5,2,0.992476
6,2,0.99147
7,2,0.990728
8,2,0.99042
9,2,0.990736
10,2,0.991619
11,2,0.992556
12,2,0.993548
13,2,0.994538
14,2,0.995437
15,2,0.684631
0,3,0.626284
1,3,0.995501
2,3,0.994627
3,3,0.993415
4,3,0.991868
5,3,0.990106
6,3,0.988275
7,3,0.986722
8,3,0.986045
9,3,0.986702
10,3,0.9884
11,3,0.990243
12,3,0.991884
13,3,0.993382
14,3,0.99466
15,3,0.627571
0,4,0.559996
1,4,0.99487
2,4,0.993675
3,4,0.991983
4,4,0.989677
5,4,0.986718
6,4,0.983072
7,4,0.979467
8,4,0.977781
9,4,0.979416
10,4,0.983233
11,4,0.986866
12,4,0.989635
13,4,0.991923
14,4,0.993727
15,4,0.561111
0,5,0.486845
1,5,0.994227
2,5,0.992629
3,5,0.990288
4,5,0.986874
5,5,0.981933
6,5,0.974586
7,5,0.96455
8,5,0.958674
9,5,0.964616
10,5,0.974748
11,5,0.98194
12,5,0.98673
13,5,0.99021
14,5,0.992662
15,5,0.487404
0,6,0.413795
1,6,0.993694
2,6,0.99164
3,6,0.988446
4,6,0.983303
5,6,0.974913
6,6,0.960514
7,6,0.927107
8,6,0.900487
9,6,0.930725
10,6,0.960346
11,6,0.974592
12,6,0.983096
13,6,0.9883
14,6,0.991571
15,6,0.413275
0,7,0.355084
1,7,0.993211
2,7,0.990789
3,7,0.986759
4,7,0.979454
5,7,0.964699
6,7,0.92347
7,7,0.661099
8,7,0.579572
9,7,0.832129
10,7,0.928166
11,7,0.963973
12,7,0.979337
13,7,0.986705
14,7,0.990797
15,7,0.35357
0,8,0.331586
1,8,0.992964
2,8,0.990368
3,8,0.985963
4,8,0.977592
5,8,0.958411
6,8,0.897385
7,8,0.453576
8,8,0.12594
9,8,0.700873
10,8,0.900869
11,8,0.958556
12,8,0.977669
13,8,0.986052
14,8,0.99045
15,8,0.329823
0,9,0.355183
1,9,0.993139
2,9,0.990652
3,9,0.986617
4,9,0.979428
5,9,0.964705
6,9,0.933205
7,9,0.678269
8,9,0.601913
9,9,0.835696
10,9,0.931004
11,9,0.965467
12,9,0.979617
13,9,0.986767
14,9,0.990722
15,9,0.354323
0,10,0.413944
1,10,0.993617
2,10,0.991523
3,10,0.98835
4,10,0.983297
5,10,0.9749
6,10,0.961027
7,10,0.927396
8,10,0.900725
9,10,0.932181
10,10,0.961389
11,10,0.975147
12,10,0.98341
13,10,0.98838
14,10,0.991525
15,10,0.414558
0,11,0.487132
1,11,0.994227
2,11,0.992576
3,11,0.990269
4,11,0.986964
5,11,0.982174
6,11,0.975085
7,11,0.964668
8,11,0.958277
9,11,0.964849
10,11,0.974993
11,11,0.982156
12,11,0.987019
13,11,0.990215
14,11,0.99245
15,11,0.488791
0,12,0.560552
1,12,0.994901
2,12,0.993618
3,12,0.991973
4,12,0.989846
5,12,0.987039
6,12,0.983431
7,12,0.979391
8,12,0.977491
9,12,0.97956
10,12,0.983258
11,12,0.98689
12,12,0.989887
13,12,0.992011
14,12,0.993514
15,12,0.562718
0,13,0.627093
1,13,0.995556
2,13,0.994573
3,13,0.993407
4,13,0.992045
5,13,0.990386
6,13,0.988455
7,13,0.986673
8,13,0.985998
9,13,0.986766
10,13,0.988332
11,13,0.99021
12,13,0.99205
13,13,0.993513
14,13,0.994554
15,13,0.629325
0,14,0.684231
1,14,0.996115
2,14,0.995378
3,14,0.994579
4,14,0.993707
5,14,0.992687
6,14,0.991594
7,14,0.990706
8,14,0.990449
9,14,0.990797
10,14,0.991542
11,14,0.992591
12,14,0.993682
13,14,0.994666
14,14,0.995426
15,14,0.686258
0,15,0.385178
1,15,0.732694
2,15,0.68477
3,15,0.627694
4,15,0.561613
5,15,0.488209
6,15,0.414163
7,15,0.354104
8,15,0.329833
9,15,0.353776
10,15,0.413662
11,15,0.487994
12,15,0.562032
13,15,0.628724
14,15,0.685795
15,15,0.482582
