x,y,R
0,0,0.372533
1,0,0.731163
2,0,0.683259
3,0,0.626132
4,0,0.559779
5,0,0.486547
6,0,0.413459
7,0,0.354903
8,0,0.331594
9,0,0.355164
10,0,0.413921
11,0,0.487106
12,0,0.560475
13,0,0.627174
14,0,0.684507
15,0,0.508231
0,1,0.731243
1,1,0.99661
2,1,0.996185
3,1,0.995563
4,1,0.994838
5,1,0.994166
6,1,0.993528
7,1,0.993111
8,1,0.992981
9,1,0.993117
10,1,0.993561
11,1,0.994125
12,1,0.994803
13,1,0.995541
14,1,0.996177
15,1,0.732425
0,2,0.683138
1,2,0.996124
2,2,0.995495
3,2,0.994634
4,2,0.993605
5,2,0.992541
6,2,0.991421
7,2,0.990623
8,2,0.990357
9,2,0.990652
10,2,0.991484
11,2,0.9925
12,2,0.993575
13,2,0.994542
14,2,0.995398
15,2,0.684453
0,3,0.625808
1,3,0.995498
2,3,0.994639
3,3,0.99345
4,3,0.991929
5,3,0.990222
6,3,0.988261
7,3,0.986628
8,3,0.985938
9,3,0.986553
10,3,0.988264
11,3,0.99019
12,3,0.991924
13,3,0.993367
14,3,0.994621
15,3,0.627217
0,4,0.559531
1,4,0.994895
2,4,0.993711
3,4,0.992013
4,4,0.989728
5,4,0.986831
6,4,0.983067
7,4,0.979364
8,4,0.977568
9,4,0.979175
10,4,0.983104
11,4,0.986794
12,4,0.98966
13,4,0.991932
14,4,0.993721
15,4,0.560728
0,5,0.486533
1,5,0.994266
2,5,0.992673
3,5,0.990296
4,5,0.986859
5,5,0.981935
6,5,0.974566
7,5,0.964469
8,5,0.958349
9,5,0.964176
10,5,0.974467
11,5,0.981839
12,5,0.986735
13,5,0.990236
14,5,0.992672
15,5,0.48711
0,6,0.413545
1,6,0.993643
2,6,0.991593
3,6,0.988371
4,6,0.983206
5,6,0.974764
6,6,0.96039
7,6,0.926876
8,6,0.899888
9,6,0.929669
10,6,0.959653
11,6,0.974332
12,6,0.983024
13,6,0.988282
14,6,0.991564
15,6,0.413049
0,7,0.354959
1,7,0.993162
2,7,0.990749
3,7,0.986754
4,7,0.979493
5,7,0.96467
6,7,0.923496
7,7,0.660842
8,7,0.578865
9,7,0.830221
10,7,0.926833
11,7,0.963245
12,7,0.979211
13,7,0.986649
14,7,0.990779
15,7,0.353427
0,8,0.331623
1,8,0.99303
2,8,0.99043
3,8,0.986015
4,8,0.977639
5,8,0.958479
6,8,0.897528
7,8,0.453827
8,8,0.125807
9,8,0.700659
10,8,0.900808
11,8,0.958522
12,8,0.977689
13,8,0.98606
14,8,0.990447
15,8,0.329803
0,9,0.355203
1,9,0.9932
2,9,0.99072
3,9,0.986657
4,9,0.979435
5,9,0.964756
6,9,0.933324
7,9,0.678672
8,9,0.602455
9,9,0.837282
10,9,0.932145
11,9,0.966075
12,9,0.979724
13,9,0.986819
14,9,0.990735
15,9,0.354448
0,10,0.413979
1,10,0.993588
2,10,0.991484
3,10,0.988335
4,10,0.983309
5,10,0.975002
6,10,0.961182
7,10,0.927728
8,10,0.901263
9,10,0.933091
10,10,0.961985
11,10,0.975344
12,10,0.983457
13,10,0.988423
14,10,0.991544
15,10,0.414807
0,11,0.487325
1,11,0.99419
2,11,0.9925
3,11,0.990203
4,11,0.986925
5,11,0.982175
6,11,0.975098
7,11,0.964784
8,11,0.95861
9,11,0.965254
10,11,0.975286
11,11,0.982249
12,11,0.987005
13,11,0.990207
14,11,0.992455
15,11,0.489157
0,12,0.560869
1,12,0.994878
2,12,0.993553
3,12,0.991914
4,12,0.989814
5,12,0.986973
6,12,0.983422
7,12,0.979504
8,12,0.97772
9,12,0.97977
10,12,0.983418
11,12,0.98696
12,12,0.989858
13,12,0.991988
14,12,0.993504
15,12,0.563096
0,13,0.627384
1,13,0.995537
2,13,0.994518
3,13,0.993359
4,13,0.991999
5,13,0.990282
6,13,0.988448
7,13,0.986787
8,13,0.986112
9,13,0.98689
10,13,0.988478
11,13,0.990294
12,13,0.992037
13,13,0.993497
14,13,0.994554
15,13,0.629659
0,14,0.684578
1,14,0.996068
2,14,0.995313
3,14,0.994518
4,14,0.993654
5,14,0.992604
6,14,0.991637
7,14,0.990855
8,14,0.990501
9,14,0.990855
10,14,0.99167
11,14,0.992675
12,14,0.993691
13,14,0.994652
14,14,0.99544
15,14,0.686591
0,15,0.351562
1,15,0.732577
2,15,0.684849
3,15,0.62776
4,15,0.561497
5,15,0.487831
6,15,0.413843
7,15,0.354021
8,15,0.329841
9,15,0.35382
10,15,0.413721
11,15,0.48808
12,15,0.562224
13,15,0.629097
14,15,0.686249
15,15,0.483133
