x,y,R
0,0,0.373663
1,0,0.731051
2,0,0.682976
3,0,0.625895
4,0,0.559941
5,0,0.487067
6,0,0.41386
7,0,0.355139
8,0,0.331571
9,0,0.355152
10,0,0.414004
11,0,0.487057
12,0,0.560343
13,0,0.627202
14,0,0.684494
15,0,0.50846
0,1,0.731408
1,1,0.996485
2,1,0.996135
3,1,0.995465
4,1,0.994734
5,1,0.994117
6,1,0.99353
7,1,0.993186
8,1,0.992967
9,1,0.993142
10,1,0.993773
11,1,0.994149
12,1,0.994683
13,1,0.995466
14,1,0.996203
15,1,0.731842
0,2,0.683213
1,2,0.996051
2,2,0.995471
3,2,0.994553
4,2,0.99344
5,2,0.992369
6,2,0.991392
7,2,0.990715
8,2,0.990413
9,2,0.990732
10,2,0.991691
11,2,0.992529
12,2,0.993466
13,2,0.994493
14,2,0.995464
15,2,0.683786
0,3,0.625993
1,3,0.995481
2,3,0.994669
3,3,0.993416
4,3,0.991766
5,3,0.989963
6,3,0.988191
7,3,0.986731
8,3,0.986064
9,3,0.986692
10,3,0.988439
11,3,0.990238
12,3,0.991797
13,3,0.993352
14,3,0.994734
15,3,0.626761
0,4,0.559827
1,4,0.994859
2,4,0.99372
3,4,0.991996
4,4,0.989582
5,4,0.986539
6,4,0.982881
7,4,0.979477
8,4,0.977916
9,4,0.979374
10,4,0.983206
11,4,0.986837
12,4,0.989497
13,4,0.991875
14,4,0.99382
15,4,0.560353
0,5,0.48676
1,5,0.994229
2,5,0.992675
3,5,0.990327
4,5,0.986853
5,5,0.981816
6,5,0.974307
7,5,0.964421
8,5,0.958837
9,5,0.964513
10,5,0.974628
11,5,0.981832
12,5,0.986564
13,5,0.990171
14,5,0.992738
15,5,0.486698
0,6,0.413811
1,6,0.993763
2,6,0.991733
3,6,0.988533
4,6,0.983346
5,6,0.974955
6,6,0.960208
7,6,0.926837
8,6,0.900348
9,6,0.930047
10,6,0.95986
11,6,0.974313
12,6,0.982931
13,6,0.98824
14,6,0.991591
15,6,0.412629
0,7,0.355077
1,7,0.993234
2,7,0.990838
3,7,0.986806
4,7,0.979451
5,7,0.964764
6,7,0.923249
7,7,0.660935
8,7,0.578883
9,7,0.830436
10,7,0.926795
11,7,0.963206
12,7,0.979215
13,7,0.986698
14,7,0.990851
15,7,0.35321
0,8,0.331554
1,8,0.992899
2,8,0.990306
3,8,0.985897
4,8,0.977535
5,8,0.958367
6,8,0.897264
7,8,0.453279
8,8,0.126428
9,8,0.701145
10,8,0.900985
11,8,0.958576
12,8,0.977691
13,8,0.986078
14,8,0.99047
15,8,0.329856
0,9,0.355278
1,9,0.993089
2,9,0.990563
3,9,0.986519
4,9,0.979396
5,9,0.96467
6,9,0.933307
7,9,0.678189
8,9,0.60274
9,9,0.837631
10,9,0.932514
11,9,0.966218
12,9,0.979773
13,9,0.98682
14,9,0.990702
15,9,0.354718
0,10,0.414114
1,10,0.993608
2,10,0.991499
3,10,0.988341
4,10,0.983333
5,10,0.974931
6,10,0.961237
7,10,0.927416
8,10,0.900824
9,10,0.932957
10,10,0.961947
11,10,0.975425
12,10,0.983557
13,10,0.988398
14,10,0.9915
15,10,0.415197
0,11,0.487341
1,11,0.994229
2,11,0.992569
3,11,0.99029
4,11,0.987033
5,11,0.982302
6,11,0.975309
7,11,0.964658
8,11,0.958044
9,11,0.96498
10,11,0.975118
11,11,0.982263
12,11,0.987141
13,11,0.99018
14,11,0.992314
15,11,0.489474
0,12,0.560941
1,12,0.99492
2,12,0.993607
3,12,0.991979
4,12,0.989921
5,12,0.987182
6,12,0.983601
7,12,0.979322
8,12,0.977335
9,12,0.979662
10,12,0.983258
11,12,0.986886
12,12,0.989999
13,12,0.99205
14,12,0.993394
15,12,0.563568
0,13,0.627607
1,13,0.995592
2,13,0.994563
3,13,0.993402
4,13,0.992121
5,13,0.990523
6,13,0.988549
7,13,0.986633
8,13,0.985968
9,13,0.986818
10,13,0.988304
11,13,0.990172
12,13,0.99213
13,13,0.993611
14,13,0.994523
15,13,0.630262
0,14,0.684652
1,14,0.996124
2,14,0.995345
3,14,0.994573
4,14,0.993783
5,14,0.992791
6,14,0.99164
7,14,0.990672
8,14,0.990469
9,14,0.990854
10,14,0.991536
11,14,0.9926
12,14,0.993733
13,14,0.994747
14,14,0.995442
15,14,0.687033
0,15,0.439014
1,15,0.732135
2,15,0.684065
3,15,0.627014
4,15,0.561369
5,15,0.488319
6,15,0.41441
7,15,0.35428
8,15,0.329875
9,15,0.35362
10,15,0.413401
11,15,0.487878
12,15,0.562196
13,15,0.629066
14,15,0.686112
15,15,0.482571
