x,y,R
0,0,0.374838
1,0,0.731321
2,0,0.683277
3,0,0.626403
4,0,0.560409
5,0,0.487253
6,0,0.413939
7,0,0.355066
8,0,0.331453
9,0,0.355192
10,0,0.414048
11,0,0.486863
12,0,0.559939
13,0,0.626886
14,0,0.684352
15,0,0.509151
0,1,0.731667
1,1,0.99641
2,1,0.996142
3,1,0.995467
4,1,0.994682
5,1,0.994024
6,1,0.993499
7,1,0.993118
8,1,0.992913
9,1,0.993176
10,1,0.993812
11,1,0.994236
12,1,0.994716
13,1,0.995449
14,1,0.996213
15,1,0.731818
0,2,0.683457
1,2,0.996007
2,2,0.995473
3,2,0.994517
4,2,0.993308
5,2,0.992271
6,2,0.991384
7,2,0.990645
8,2,0.990427
9,2,0.990742
10,2,0.991691
11,2,0.992678
12,2,0.993503
13,2,0.994503
14,2,0.99552
15,2,0.68376
0,3,0.626109
1,3,0.995476
2,3,0.994705
3,3,0.993374
4,3,0.991634
5,3,0.98991
6,3,0.98814
7,3,0.986596
8,3,0.98609
9,3,0.986653
10,3,0.988405
11,3,0.990376
12,3,0.991758
13,3,0.993285
14,3,0.994796
15,3,0.626498
0,4,0.559929
1,4,0.994901
2,4,0.99383
3,4,0.992061
4,4,0.989545
5,4,0.986529
6,4,0.982837
7,4,0.979348
8,4,0.977936
9,4,0.979318
10,4,0.98306
11,4,0.98686
12,4,0.989431
13,4,0.991783
14,4,0.993837
15,4,0.559993
0,5,0.486837
1,5,0.994287
2,5,0.992759
3,5,0.990404
4,5,0.986867
5,5,0.981828
6,5,0.974193
7,5,0.964126
8,5,0.958848
9,5,0.964478
10,5,0.974421
11,5,0.981866
12,5,0.986551
13,5,0.990107
14,5,0.99276
15,5,0.486191
0,6,0.413941
1,6,0.99378
2,6,0.991752
3,6,0.988555
4,6,0.983384
5,6,0.975033
6,6,0.960185
7,6,0.926548
8,6,0.900191
9,6,0.929877
10,6,0.959565
11,6,0.974234
12,6,0.98291
13,6,0.988164
14,6,0.991626
15,6,0.412442
0,7,0.35523
1,7,0.993246
2,7,0.990823
3,7,0.986812
4,7,0.979564
5,7,0.965101
6,7,0.923519
7,7,0.660746
8,7,0.57847
9,7,0.83029
10,7,0.926627
11,7,0.963222
12,7,0.979202
13,7,0.986648
14,7,0.990868
15,7,0.353209
0,8,0.33155
1,8,0.992895
2,8,0.990247
3,8,0.985831
4,8,0.977533
5,8,0.958481
6,8,0.897483
7,8,0.453427
8,8,0.126416
9,8,0.701095
10,8,0.900985
11,8,0.958583
12,8,0.977786
13,8,0.986107
14,8,0.990455
15,8,0.329855
0,9,0.355042
1,9,0.993082
2,9,0.990564
3,9,0.986468
4,9,0.979249
5,9,0.964379
6,9,0.933271
7,9,0.678521
8,9,0.60278
9,9,0.837547
10,9,0.932782
11,9,0.966405
12,9,0.980006
13,9,0.986947
14,9,0.990709
15,9,0.354718
0,10,0.413813
1,10,0.993562
2,10,0.991469
3,10,0.988316
4,10,0.983301
5,10,0.974761
6,10,0.961124
7,10,0.927739
8,10,0.900776
9,10,0.932841
10,10,0.962135
11,10,0.975617
12,10,0.983745
13,10,0.988548
14,10,0.991516
15,10,0.415386
0,11,0.487025
1,11,0.994204
2,11,0.992521
3,11,0.990239
4,11,0.98704
5,11,0.982319
6,11,0.975429
7,11,0.965073
8,11,0.957966
9,11,0.964585
10,11,0.974997
11,11,0.982174
12,11,0.987122
13,11,0.990318
14,11,0.992385
15,11,0.489748
0,12,0.560556
1,12,0.994964
2,12,0.993605
3,12,0.991985
4,12,0.990026
5,12,0.987239
6,12,0.983688
7,12,0.97957
8,12,0.977372
9,12,0.979506
10,12,0.983185
11,12,0.986842
12,12,0.989943
13,12,0.992079
14,12,0.993422
15,12,0.563572
0,13,0.62715
1,13,0.995629
2,13,0.994563
3,13,0.99343
4,13,0.992252
5,13,0.990579
6,13,0.988631
7,13,0.986776
8,13,0.985963
9,13,0.986728
10,13,0.98825
11,13,0.990125
12,13,0.992023
13,13,0.993514
14,13,0.994449
15,13,0.630045
0,14,0.684149
1,14,0.996182
2,14,0.995344
3,14,0.99459
4,14,0.993861
5,14,0.99279
6,14,0.991658
7,14,0.990766
8,14,0.990458
9,14,0.990769
10,14,0.991447
11,14,0.992583
12,14,0.993664
13,14,0.994633
14,14,0.995363
15,14,0.686651
0,15,0.349456
1,15,0.732043
2,15,0.683971
3,15,0.627331
4,15,0.561989
5,15,0.488785
6,15,0.414675
7,15,0.354319
8,15,0.329914
9,15,0.353617
10,15,0.413416
11,15,0.487555
12,15,0.561626
13,15,0.628562
14,15,0.685993
15,15,0.48208
