x,y,theta
0,0,1.65163e-11
1,0,1.73278e-11
2,0,1.8054e-11
3,0,1.86393e-11
4,0,1.9129e-11
5,0,1.95091e-11
6,0,1.97936e-11
7,0,1.998e-11
8,0,2.02073e-11
9,0,2.06353e-11
10,0,2.11666e-11
11,0,2.17379e-11
12,0,2.23443e-11
13,0,2.2843e-11
14,0,2.32613e-11
15,0,2.35727e-11
16,0,2.35215e-11
17,0,2.29973e-11
18,0,2.18507e-11
19,0,2.04127e-11
20,0,1.87699e-11
21,0,1.70441e-11
22,0,1.54127e-11
23,0,1.42052e-11
24,0,1.33901e-11
25,0,1.29708e-11
26,0,1.27779e-11
27,0,1.27086e-11
28,0,1.26663e-11
29,0,1.25093e-11
30,0,1.22218e-11
31,0,1.17346e-11
32,0,1.12635e-11
33,0,1.07116e-11
34,0,1.02798e-11
35,0,9.96091e-12
36,0,9.80757e-12
37,0,9.79939e-12
38,0,9.84553e-12
39,0,9.88789e-12
40,0,9.9537e-12
41,0,1.00243e-11
42,0,1.01154e-11
43,0,1.01016e-11
44,0,1.01955e-11
45,0,1.0357e-11
46,0,1.05575e-11
47,0,1.09133e-11
48,0,1.13889e-11
49,0,1.19317e-11
50,0,1.25814e-11
51,0,1.32249e-11
52,0,1.38963e-11
53,0,1.46644e-11
54,0,1.56063e-11
55,0,1.6614e-11
56,0,1.76457e-11
57,0,1.85868e-11
58,0,1.93654e-11
59,0,1.99637e-11
60,0,2.04912e-11
61,0,2.09945e-11
62,0,2.15584e-11
63,0,2.22852e-11
64,0,2.29051e-11
65,0,2.34359e-11
66,0,2.38333e-11
67,0,2.4056e-11
68,0,2.40756e-11
69,0,2.3953e-11
70,0,2.36287e-11
71,0,2.30693e-11
72,0,2.23169e-11
73,0,2.14211e-11
74,0,2.0453e-11
75,0,1.93633e-11
76,0,1.82789e-11
77,0,1.73553e-11
78,0,1.68598e-11
79,0,1.69887e-11
80,0,1.82642e-11
81,0,1.81967e-11
82,0,1.92706e-11
83,0,2.05295e-11
84,0,2.18688e-11
85,0,2.31914e-11
86,0,2.45447e-11
87,0,2.56105e-11
88,0,2.66159e-11
89,0,2.76291e-11
90,0,2.85489e-11
91,0,2.96221e-11
92,0,3.09956e-11
93,0,3.24723e-11
94,0,3.40758e-11
95,0,3.62044e-11
96,0,3.77056e-11
97,0,3.74765e-11
98,0,3.62959e-11
99,0,3.35547e-11
100,0,2.94859e-11
101,0,2.41842e-11
102,0,1.86974e-11
103,0,1.39399e-11
104,0,1.02843e-11
105,0,7.83921e-12
106,0,6.30305e-12
107,0,5.52692e-12
108,0,5.20488e-12
109,0,5.13554e-12
110,0,5.2335e-12
111,0,5.42717e-12
112,0,5.6963e-12
113,0,5.99198e-12
114,0,6.33487e-12
115,0,6.70472e-12
116,0,7.16009e-12
117,0,7.74806e-12
118,0,8.41296e-12
119,0,9.2082e-12
120,0,1.00801e-11
121,0,1.09901e-11
122,0,1.18381e-11
123,0,1.25551e-11
124,0,1.32446e-11
125,0,1.40421e-11
126,0,1.48341e-11
127,0,1.56657e-11
0,1,1.56231e-11
1,1,1.63476e-11
2,1,1.70258e-11
3,1,1.75769e-11
4,1,1.80211e-11
5,1,1.8371e-11
6,1,1.86451e-11
7,1,1.88224e-11
8,1,1.9062e-11
9,1,1.9482e-11
10,1,2.00368e-11
11,1,2.06739e-11
12,1,2.13125e-11
13,1,2.18686e-11
14,1,2.23041e-11
15,1,2.25365e-11
16,1,2.2507e-11
17,1,2.20168e-11
18,1,2.1001e-11
19,1,1.96329e-11
20,1,1.80843e-11
21,1,1.64753e-11
22,1,1.4932e-11
23,1,1.38192e-11
24,1,1.31134e-11
25,1,1.27736e-11
26,1,1.26527e-11
27,1,1.26063e-11
28,1,1.26022e-11
29,1,1.24554e-11
30,1,1.21038e-11
31,1,1.16221e-11
32,1,1.11125e-11
33,1,1.05787e-11
34,1,1.01048e-11
35,1,9.74536e-12
36,1,9.58259e-12
37,1,9.53376e-12
38,1,9.55586e-12
39,1,9.58744e-12
40,1,9.65299e-12
41,1,9.71876e-12
42,1,9.78664e-12
43,1,9.80481e-12
44,1,9.87325e-12
45,1,1.00169e-11
46,1,1.02455e-11
47,1,1.05861e-11
48,1,1.10458e-11
49,1,1.16379e-11
50,1,1.22806e-11
51,1,1.29235e-11
52,1,1.36376e-11
53,1,1.43853e-11
54,1,1.52368e-11
55,1,1.6206e-11
56,1,1.72115e-11
57,1,1.80349e-11
58,1,1.86663e-11
59,1,1.92096e-11
60,1,1.9744e-11
61,1,2.01992e-11
62,1,2.06404e-11
63,1,2.11562e-11
64,1,2.1729e-11
65,1,2.22382e-11
66,1,2.26106e-11
67,1,2.28142e-11
68,1,2.28511e-11
69,1,2.28419e-11
70,1,2.25903e-11
71,1,2.2052e-11
72,1,2.13323e-11
73,1,2.04746e-11
74,1,1.94867e-11
75,1,1.83831e-11
76,1,1.72394e-11
77,1,1.63274e-11
78,1,1.58758e-11
79,1,1.57619e-11
80,1,1.72182e-11
81,1,1.69504e-11
82,1,1.79161e-11
83,1,1.90698e-11
84,1,2.03888e-11
85,1,2.16779e-11
86,1,2.28694e-11
87,1,2.38879e-11
88,1,2.47653e-11
89,1,2.56838e-11
90,1,2.66513e-11
91,1,2.77105e-11
92,1,2.90678e-11
93,1,3.04925e-11
94,1,3.21571e-11
95,1,3.3604e-11
96,1,3.45282e-11
97,1,3.5359e-11
98,1,3.4544e-11
99,1,3.21745e-11
100,1,2.84502e-11
101,1,2.34695e-11
102,1,1.82272e-11
103,1,1.38764e-11
104,1,1.02658e-11
105,1,7.90403e-12
106,1,6.37878e-12
107,1,5.60806e-12
108,1,5.29763e-12
109,1,5.22859e-12
110,1,5.2959e-12
111,1,5.46413e-12
112,1,5.71467e-12
113,1,6.01265e-12
114,1,6.33609e-12
115,1,6.71505e-12
116,1,7.17124e-12
117,1,7.75402e-12
118,1,8.39682e-12
119,1,9.12354e-12
120,1,9.93377e-12
121,1,1.07644e-11
122,1,1.15355e-11
123,1,1.2184e-11
124,1,1.27937e-11
125,1,1.35221e-11
126,1,1.42088e-11
127,1,1.48845e-11
0,2,1.35804e-11
1,2,1.40075e-11
2,2,1.44639e-11
3,2,1.48182e-11
4,2,1.51248e-11
5,2,1.53944e-11
6,2,1.56615e-11
7,2,1.58859e-11
8,2,1.61945e-11
9,2,1.67038e-11
10,2,1.73612e-11
11,2,1.81007e-11
12,2,1.88348e-11
13,2,1.94548e-11
14,2,1.98912e-11
15,2,2.00958e-11
16,2,2.00224e-11
17,2,1.95923e-11
18,2,1.87272e-11
19,2,1.75605e-11
20,2,1.6288e-11
21,2,1.49695e-11
22,2,1.37216e-11
23,2,1.28613e-11
24,2,1.23696e-11
25,2,1.22094e-11
26,2,1.22357e-11
27,2,1.22889e-11
28,2,1.23409e-11
29,2,1.22268e-11
30,2,1.18445e-11
31,2,1.12815e-11
32,2,1.07279e-11
33,2,1.01297e-11
34,2,9.5782e-12
35,2,9.17212e-12
36,2,8.96034e-12
