# step F_x F_y v_x v_y alignment
22380 0.00263414 1.7512e-05 -1.24035 -0.0717163 -0.998694
22390 0.00267868 2.1106e-05 -1.22948 -0.0761414 -0.998544
22400 0.00271966 2.5188e-05 -1.21323 -0.0787735 -0.998456
22410 0.00150167 2.33688e-05 -1.20914 -0.0891876 -0.998315
22420 0.00151307 2.53506e-05 -1.19339 -0.0860596 -0.998475
22430 0.00151997 2.67557e-05 -1.18542 -0.0934982 -0.998133
22440 0.00152294 2.84121e-05 -1.17516 -0.0850296 -0.998565
22450 0.00151963 2.91071e-05 -1.16142 -0.0845718 -0.998567
22460 0.00151233 3.06155e-05 -1.15219 -0.0767899 -0.998928
22470 0.00147862 -0.000215432 -1.13956 -0.0708771 -0.978694
22480 0.00146165 -0.000210817 -1.12503 -0.0655365 -0.979781
22490 0.00144155 -0.000206439 -1.10878 -0.0547028 -0.981713
22500 -0.000143773 -0.000363965 -1.09306 -0.0437927 0.404331
22510 -0.000143832 -0.000357413 -1.07628 -0.0352097 0.403462
22520 -0.000142633 -0.00035083 -1.06041 -0.0193405 0.393453
22530 -0.000140651 -0.000344602 -1.03901 -0.0101089 0.38688
22540 -0.000138121 -0.000338034 -1.02104 0.00179291 0.376619
22550 -0.000134941 -0.000332265 -1.00723 0.0123978 0.364846
22560 -0.000131317 -0.000326925 -0.987969 0.018425 0.355362
22570 -0.000127264 -0.000322162 -0.975533 0.0296783 0.338953
22580 -0.000123005 -0.00031799 -0.957756 0.0348663 0.3266
22590 -0.000118627 -0.000314691 -0.944748 0.0431824 0.309639
22600 -0.000857521 -0.000482417 -0.930519 0.0489426 0.844593
22610 -0.000826076 -0.000477194 -0.919914 0.0486374 0.83829
22620 -0.000733389 -0.000206282 -0.909271 0.0542069 0.944826
22630 -0.000716438 -0.000205113 -0.896416 0.0522232 0.943741
22640 -0.000705477 -0.000204077 -0.886231 0.0492477 0.943717
22650 -0.00070151 -0.000204327 -0.868378 0.0475311 0.943384
22660 -0.000702854 -0.000204504 -0.856972 0.0395584 0.946278
22670 -0.000709313 -0.00020545 -0.833626 0.0348663 0.948055
22680 -0.000722031 -0.000207121 -0.814438 0.0231171 0.953022
22690 -0.000740144 -0.000209427 -0.790901 0.018425 0.95562
22700 -0.000763538 -0.000212029 -0.7724 0.00709534 0.961041
22710 -0.00256597 -0.000185098 -0.750656 -0.00392914 0.997771
22720 -0.00289643 -0.000192019 -0.727882 -0.0183487 0.99916
22730 -0.00323048 -0.000199974 -0.701828 -0.0281143 0.999763
22740 -0.00356096 -0.000207885 -0.68325 -0.0463867 0.999955
22750 -0.00387835 -0.000216477 -0.65815 -0.0660324 0.999022
22760 -0.00417279 -0.000225025 -0.637589 -0.083313 0.997109
22770 -0.00450461 -0.000655638 -0.610542 -0.100708 0.999821
22780 -0.00471601 -0.000675437 -0.588684 -0.122261 0.998046
22790 -0.00486302 -0.000695414 -0.557861 -0.139771 0.994653
22800 -0.00493375 -0.000714637 -0.534554 -0.158958 0.989478
22810 -0.00491732 -0.000732499 -0.501862 -0.172272 0.983341
22820 -0.00480544 -0.000749814 -0.475845 -0.185623 0.976516
22830 -0.00459506 -0.000764661 -0.444565 -0.192871 0.970273
22840 -0.00429071 -0.000777094 -0.409737 -0.196724 0.964183
22850 -0.00390365 -0.000786453 -0.379562 -0.197105 0.961011
22860 -0.00345227 -0.000792203 -0.349159 -0.195084 0.959957
22870 -0.00295931 -0.000794998 -0.322189 -0.188141 0.964808
22880 -0.00245958 -0.000793694 -0.290566 -0.173988 0.974259
22890 -0.00197817 -0.000788971 -0.269051 -0.159493 0.987919
22900 -0.00153834 -0.000779506 -0.246544 -0.143051 0.99839
22910 -0.00115754 -0.000766712 -0.230751 -0.13073 0.997581
22920 -0.000842304 -0.000752038 -0.212212 -0.107918 0.966803
22930 -0.0173086 -0.000565797 -0.201798 -0.0943756 0.91919
22940 -0.0100077 -0.000514142 -0.189514 -0.0768662 0.944741
22950 -0.00464904 -0.00046985 -0.176849 -0.063324 0.970591
22960 -0.00108926 -0.000433679 -0.166855 -0.0536728 0.99771
22970 0.00085122 -0.000405758 -0.15686 -0.0365448 -0.781512
22980 0.00136269 -0.000385128 -0.14286 -0.026741 -0.895839
22990 0.000628456 -0.000371567 -0.132561 -0.0163651 -0.79196
23000 -0.00118378 -0.000364334 -0.121269 -0.00328064 0.963363
23010 -0.00392823 -0.000362529 -0.110435 0.00221252 0.993728
23020 -0.00748047 -0.000365766 -0.0990677 0.0141144 0.981933
23030 -0.0117387 -0.000372316 -0.0875473 0.0191879 0.969536
23040 -0.0166216 -0.000382637 -0.0819779 0.0269318 0.94261
23050 -0.0220639 -0.000395706 -0.0653076 0.0368118 0.862195
23060 -0.0280174 -0.000411646 -0.0587082 0.0417709 0.806201
23070 -0.0344433 -0.000429819 -0.0534439 0.0434876 0.767721
23080 -0.0413151 -0.000450742 -0.0418472 0.0540543 0.603499
23090 -0.0486158 -0.000473778 -0.0313568 0.0603104 0.452632
23100 -0.0563301 -0.000498265 -0.0271606 0.0629425 0.388065
23110 -0.0644481 -0.000523755 -0.0154114 0.0669861 0.216284
23120 -0.0729644 -0.000552381 -0.00961304 0.0730133 0.123026
23130 -0.0818654 -0.000582692 -0.00274658 0.0725555 0.0307144
23140 -0.0911302 -0.000615042 0.00804901 0.0759125 -0.112148
23150 -0.100727 -0.000647808 0.0122833 0.0718689 -0.174806
23160 -0.1106 -0.000682291 0.0193405 0.0718308 -0.265944
23170 -0.120652 -0.000717803 0.030098 0.070076 -0.400103
23180 -0.130719 -0.000752922 0.0325394 0.0633621 -0.461944
23190 -0.140547 -0.000789825 0.0466538 0.0652695 -0.586071
23200 -0.149724 -0.000824542 0.0540543 0.0608444 -0.668267
23210 -0.157626 -0.000858279 0.0651169 0.0601196 -0.73842
23220 -0.163378 -0.000889623 0.0750732 0.0546265 -0.811786
23230 -0.16595 -0.000916932 0.0870514 0.0545502 -0.850293
23240 -0.164463 -0.000938711 0.0993729 0.0528717 -0.885488
23250 -0.158613 -0.000952783 0.118332 0.0544739 -0.910866
23260 -0.148815 -0.000959051 0.129814 0.0521469 -0.930313
23270 -0.135931 -0.00095464 0.149002 0.054245 -0.942046
23280 -0.12094 -0.000939852 0.156479 0.0508118 -0.953484
23290 -0.104756 -0.000913025 0.170403 0.0537872 -0.956208
23300 -0.0882013 -0.000875335 0.181808 0.0528336 -0.962997
23310 -0.0719848 -0.000826774 0.190392 0.0501251 -0.969907
23320 -0.0567131 -0.000770511 0.19558 0.0474548 -0.974916
23330 -0.00129735 -0.000774249 0.197639 0.0463104 -0.952974
23340 -0.00095521 -0.0007602 0.202522 0.0418472 -0.892274
23350 -0.000679675 -0.000743889 0.203896 0.032959 -0.783688
23360 -0.000466742 -0.000725892 0.208473 0.0284195 -0.649494
23370 -0.000308578 -0.000706136 0.210381 0.0236511 -0.500293
23380 -0.000196131 -0.000685625 0.211716 0.0182343 -0.356515
23390 -0.000120725 -0.000664702 0.211945 0.0117874 -0.233059
23400 -7.59089e-05 -0.000643954 0.218391 0.0105667 -0.164927
23410 -5.70426e-05 -0.000624157 0.218163 0.00495911 -0.11362
23420 -6.15519e-05 -0.000605701 0.228806 0.0114059 -0.150508
23430 -8.87567e-05 -0.000588695 0.234375 0.0100327 -0.191236
23440 -0.000138642 -0.000573685 0.244217 0.0128555 -0.285678
23450 -0.000211741 -0.000560808 0.249023 0.00965119 -0.389191
23460 -0.000308938 -0.000549686 0.267105 0.0177383 -0.546636
23470 -0.000431728 -0.000540636 0.2771 0.014267 -0.663361
23480 -0.000580584 -0.000534513 0.290184 0.0118256 -0.762662
23490 -0.000756422 -0.000529943 0.302238 0.00827789 -0.834406
23500 -0.000958739 -0.000528315 0.315094 0.00572205 -0.884445
23510 -0.00118766 -0.000528623 0.324211 0.00240326 -0.91658
23520 -0.00144338 -0.000531105 0.334663 -0.00110626 -0.937337
23530 -0.00172311 -0.00053625 0.339661 -0.00564575 -0.94976
23540 -0.00202381 -0.000543239 0.348129 -0.00366211 -0.963031
23550 -0.00234329 -0.000552642 0.34771 -0.00843048 -0.967449
23560 -0.00267665 -0.000564113 0.345802 -0.00144959 -0.977632
23570 -0.00301858 -0.000577227 0.348358 -0.00263214 -0.980756
23580 -0.00336146 -0.000592289 0.343018 0.00751495 -0.988394
23590 -0.00369825 -0.000608816 0.340805 0.0115967 -0.991672
23600 -0.00401777 -0.00062666 0.334206 0.0177002 -0.994822
23610 -0.00430988 -0.0006457 0.328674 0.0269318 -0.997759
23620 -0.00456218 -0.000665686 0.325508 0.0362015 -0.999418
23630 -0.00476099 -0.000685568 0.320816 0.042572 -0.999939
23640 -0.00489298 -0.000705866 0.312767 0.0482559 -0.999952
23650 -0.00494517 -0.000725704 0.311852 0.0526047 -0.999771
23660 -0.00490808 -0.000742996 0.31395 0.0603867 -0.999209
23670 -0.00477429 -0.000759068 0.304565 0.0601196 -0.999307
23680 -0.00157367 -0.000612184 0.304337 0.0614929 -0.985308
23690 -0.00161574 -0.000615921 0.303307 0.0670242 -0.989257
23700 -0.00164683 -0.00061771 0.295296 0.0606537 -0.987815
23710 -0.00166434 -0.000618814 0.298691 0.0654602 -0.990185
23720 -0.00166888 -0.000617602 0.289612 0.056839 -0.987124
23730 -0.0016596 -0.000614451 0.288467 0.0573731 -0.987503
23740 -0.00163604 -0.000609584 0.289421 0.0534058 -0.984868
23750 -0.00160062 -0.000602974 0.286026 0.0429153 -0.97775
23760 -0.00155273 -0.000595358 0.279503 0.0393677 -0.974523
23770 -0.00138186 -0.000258553 0.275688 0.0318146 -0.997546
23780 -0.00132258 -0.000253865 0.271301 0.0215149 -0.993901
23790 -0.00125868 -0.000249252 0.261574 0.0143814 -0.990136
23800 -0.00119357 -0.000244196 0.256386 0.00785828 -0.985387
23810 -0.00112866 -0.00023939 0.247231 0.00572205 -0.982777
23820 -0.00106636 -0.000234555 0.24231 -0.00286102 -0.974049
23830 -0.00100684 -0.000229971 0.234146 -0.0050354 -0.96988
23840 -0.000952256 -0.000225668 0.225983 -0.00770569 -0.964626
23850 -0.00090286 -0.000221735 0.221939 -0.0119782 -0.956877
23860 -0.000859606 -0.00021835 0.214386 -0.0179291 -0.945332
23870 -0.000822067 -0.000215274 0.214424 -0.0172806 -0.943905
23880 -0.000858136 -0.000488452 0.211334 -0.0215912 -0.814298
23890 -0.000831286 -0.000484207 0.210876 -0.0185776 -0.816596
23900 -0.000811565 -0.000481383 0.204391 -0.0218582 -0.800954
23910 -0.000798416 -0.000479531 0.20401 -0.0182343 -0.808024
23920 -0.000792857 -0.000479295 0.195656 -0.0172043 -0.807179
23930 -0.000793281 -0.000479883 0.194016 -0.014534 -0.814568
23940 -0.000799444 -0.000481804 0.181694 -0.00823975 -0.832217
23950 -0.000812392 -0.000485218 0.175438 -0.00473023 -0.844393
23960 -0.000831844 -0.000489843 0.165863 0.00537872 -0.877691
23970 -0.000856793 -0.000495902 0.159798 0.0129318 -0.903072
23980 -0.000888427 -0.000502864 0.146217 0.0233459 -0.937045
23990 -0.000925689 -0.000511006 0.137024 0.0337219 -0.96559
24000 -0.000968657 -0.000519844 0.12558 0.0434876 -0.987358
24010 -0.000936059 -0.000232352 0.112267 0.0535202 -0.979758
24020 -0.000985165 -0.000237097 0.101776 0.0640106 -0.947571
24030 -0.00103916 -0.00024218 0.0925827 0.0740051 -0.902451
24040 -0.00109646 -0.000247266 0.076561 0.0728226 -0.85844
24050 -0.00115634 -0.000252497 0.0733185 0.0833511 -0.80545
24060 -0.00121742 -0.00025733 0.0645447 0.0881195 -0.744971
24070 -0.00127794 -0.000261971 0.0562286 0.0846481 -0.709318
24080 -0.00133729 -0.000265991 0.0522232 0.0863648 -0.674433
24090 -0.00139365 -0.000269863 0.0477219 0.0836563 -0.651591
24100 -0.00144411 -0.000272804 0.041008 0.0798798 -0.613903
24110 -0.00148725 -0.000275005 0.0392914 0.0744248 -0.619878
24120 -0.00152127 -0.000276334 0.0414276 0.07267 -0.642545
24130 -0.00154274 -0.000276926 0.0391007 0.0601959 -0.684323
24140 -0.00155244 -0.000277249 0.0455475 0.056839 -0.752787
24150 -0.00154936 -0.000275268 0.0472641 0.0460815 -0.827082
24160 -0.00153289 -0.000273315 0.0531006 0.0411987 -0.885419
24170 -0.00150422 -0.000270432 0.0553131 0.0301361 -0.948926
24180 -0.0014651 -0.000266529 0.0579453 0.0220108 -0.983289
24190 -0.00141483 -0.000262331 0.0650787 0.0180817 -0.996159
24200 -0.00135691 -0.000257865 0.0646591 0.0109863 -0.99981
24210 -0.0012942 -0.000252972 0.0644302 0.00850678 -0.998093
24220 -0.00122855 -0.000248197 0.067482 0.0108719 -0.999216
24230 -0.0011627 -0.00024314 0.0678635 0.010643 -0.998721
24240 -0.00109881 -0.000238144 0.0662232 0.0128937 -0.999777
24250 -0.00103763 -0.000233338 0.0684738 0.0186539 -0.998998
24260 -0.000980652 -0.000228844 0.0674057 0.0201416 -0.998133
24270 -0.000929076 -0.000224572 0.0692749 0.0240707 -0.995275
24280 -0.000883267 -0.000220861 0.0715637 0.0323105 -0.98401
24290 -0.000843012 -0.000217623 0.0763321 0.0355148 -0.983331
24300 -0.000809046 -0.000214977 0.0752258 0.0400925 -0.973677
24310 -0.000781872 -0.000212729 0.0802231 0.0513458 -0.954238
24320 -0.000760897 -0.000211028 0.085907 0.0530624 -0.960286
24330 -0.000746127 -0.000210569 0.0871658 0.063324 -0.938266
24340 -0.00073804 -0.000210554 0.0944138 0.0693131 -0.937518
24350 -0.000736621 -0.000210317 0.0958633 0.0747299 -0.927163
24360 -0.000740104 -0.000211351 0.104446 0.0883102 -0.911568
24370 -3.61093e-05 -0.000142398 0.107002 0.0956345 -0.829216
24380 -3.41434e-05 -0.00014392 0.109024 0.100441 -0.829034
24390 -3.268e-05 -0.000145841 0.112648 0.112076 -0.843244
24400 -3.14088e-05 -0.00014822 0.114937 0.114899 -0.838241
24410 -3.0714e-05 -0.000150762 0.113716 0.12043 -0.849501
24420 -3.05218e-05 -0.000153585 0.118103 0.126114 -0.849144
24430 -3.07139e-05 -0.000156378 0.116043 0.126762 -0.853912
24440 -3.14528e-05 -0.000159511 0.116539 0.125008 -0.849549
24450 -3.26942e-05 -0.000162717 0.120735 0.125084 -0.842212
24460 -3.45712e-05 -0.000165776 0.11776 0.123863 -0.850138
24470 -3.6995e-05 -0.000168687 0.11673 0.116348 -0.841284
24480 -3.99214e-05 -0.000171525 0.118866 0.11322 -0.835889
24490 -4.3306e-05 -0.000174185 0.118599 0.1091 -0.834589
24500 -4.71338e-05 -0.000176534 0.118866 0.107384 -0.839086
24510 -5.14051e-05 -0.000178588 0.11467 0.102768 -0.847354
24520 -5.59423e-05 -0.000180035 0.121841 0.101967 -0.840443
24530 -6.09968e-05 -0.000181232 0.113678 0.0977326 -0.859748
24540 -6.59776e-05 -0.000181291 0.116768 0.0931168 -0.853267
24550 -7.04409e-05 -0.000181497 0.112953 0.0919342 -0.869102
24560 -7.61457e-05 -0.000180802 0.111351 0.0882721 -0.876675
24570 -8.12149e-05 -0.000179382 0.10994 0.0885773 -0.892717
24580 -8.5205e-05 -0.000177711 0.106468 0.0839996 -0.897935
24590 -8.86485e-05 -0.000175568 0.098877 0.0819397 -0.916635
24600 -9.13082e-05 -0.000173024 0.0922394 0.0859833 -0.94444
24610 -9.32891e-05 -0.000170158 0.0787354 0.0771713 -0.957112
24620 -9.44562e-05 -0.000167172 0.0761795 0.0881577 -0.980396
24630 -9.48401e-05 -0.000164333 0.0651932 0.0901413 -0.994729
24640 -9.44702e-05 -0.000161111 0.0582886 0.0959396 -0.999878
24650 -9.3376e-05 -0.000158302 0.0506973 0.10582 -0.996291
24660 -9.12331e-05 -0.000155243 0.0387955 0.102844 -0.985484
24670 -8.90009e-05 -0.000152803 0.0379944 0.113716 -0.979068
24680 -8.60596e-05 -0.00015032 0.0321579 0.1194 -0.967189
24690 -8.27929e-05 -0.000148102 0.0319672 0.121002 -0.96855
24700 -7.93492e-05 -0.000146033 0.0231171 0.121841 -0.952262
24710 -7.58611e-05 -0.000144333 0.0219345 0.123901 -0.952729
24720 -7.20037e-05 -0.000143047 0.0173187 0.121918 -0.94758
24730 -6.85008e-05 -0.000142307 0.0154495 0.121918 -0.948422
24740 -6.48796e-05 -0.00014173 0.0137711 0.120544 -0.950626
24750 -6.13768e-05 -0.000141774 0.00907898 0.118866 -0.945285
24760 -5.81401e-05 -0.000141789 0.00335693 0.112076 -0.93618
24770 -5.60562e-05 -0.000141803 0.00476837 0.113754 -0.944554
24780 -5.40164e-05 -0.000143118 -0.00724793 0.108566 -0.909981
24790 -5.15925e-05 -0.000144196 -0.0144196 0.105133 -0.887038
24800 -4.95234e-05 -0.00014588 -0.0236893 0.0987244 -0.845779
24810 -4.79566e-05 -0.000147683 -0.0361633 0.0938416 -0.776432
24820 -4.67299e-05 -0.00014987 -0.048523 0.0885773 -0.69426
24830 -4.60498e-05 -0.000152159 -0.0539017 0.0826264 -0.643368
24840 -4.6035e-05 -0.000154967 -0.0662994 0.0726318 -0.51601
24850 -4.63599e-05 -0.000157878 -0.0767136 0.0642395 -0.399998
24860 -4.72316e-05 -0.000160921 -0.0834656 0.059433 -0.327152
24870 -4.86207e-05 -0.000164158 -0.090332 0.045929 -0.18142
24880 -5.05416e-05 -0.000167127 -0.0962067 0.0403595 -0.103355
24890 -5.28321e-05 -0.000170437 -0.102463 0.0296021 0.0193388
24900 -5.58613e-05 -0.000173318 -0.104828 0.0223541 0.101519
24910 -5.9349e-05 -0.000176082 -0.108261 0.0122833 0.210531
24920 -6.34866e-05 -0.000178416 -0.112534 0.0128937 0.22582
24930 -6.79494e-05 -0.000180395 -0.111046 -0.000228882 0.354421
24940 -7.287e-05 -0.000182049 -0.112877 0.00076294 0.365328
24950 -7.79684e-05 -0.000183084 -0.117607 -0.00671387 0.443613
24960 -8.31256e-05 -0.000183541 -0.116692 -0.00991821 0.488224
24970 -8.82382e-05 -0.000184072 -0.119476 -0.0131989 0.528669
24980 -9.30999e-05 -0.000183141 -0.121918 -0.0174713 0.575031
24990 -9.90256e-05 -0.000181973 -0.127754 -0.0256348 0.641452
25000 -0.000103089 -0.000180509 -0.126114 -0.0243378 0.651484
25010 -0.000106665 -0.00017847 -0.131989 -0.0308228 0.694781
25020 -0.00010959 -0.000175986 -0.130005 -0.0286865 0.699099
25030 -0.0001116 -0.000173311 -0.132599 -0.0309753 0.718457
25040 -0.000112693 -0.000170488 -0.127411 -0.0318909 0.737481
25050 -0.000113017 -0.000167413 -0.121498 -0.0274658 0.728499
25060 -0.000112515 -0.000164398 -0.119362 -0.0269318 0.732575
25070 -0.000111214 -0.000161221 -0.109482 -0.0246429 0.734726
25080 -0.000109322 -0.000158486 -0.0890732 -0.0190735 0.72758
25090 -0.000106766 -0.000155471 -0.0805664 -0.0178528 0.731027
25100 -0.000103662 -0.000153002 -0.0587845 -0.0104523 0.697171
25110 -0.000100174 -0.000150668 -0.0513458 -0.014801 0.762656
25120 -9.65976e-05 -0.000148583 -0.0307083 -0.00686646 0.714876
25130 -9.27554e-05 -0.000146795 -0.0234985 -0.00747681 0.765345
25140 -8.87208e-05 -0.000145198 -0.0159836 -0.00724793 0.827264
25150 -8.49377e-05 -0.000144134 -0.0107574 -0.0088501 0.939422
25160 -8.10217e-05 -0.000143543 -0.0111008 -0.0102234 0.95152
25170 -7.75046e-05 -0.000142936 -0.0152206 -0.0138855 0.944614
25180 -7.41795e-05 -0.000143409 -0.0174332 -0.0187683 0.963457
25190 -0.000749874 -0.0002141 -0.0261688 -0.0204468 0.926744
25200 -0.000749459 -0.000214099 -0.0345993 -0.0270081 0.926973
25210 -0.00075411 -0.000214955 -0.0452042 -0.0305939 0.950081
25220 -0.000764926 -0.000216625 -0.0605774 -0.0387573 0.957324
25230 -0.000782138 -0.000218767 -0.0610352 -0.0377655 0.960679
25240 -0.000804758 -0.000221662 -0.0663757 -0.0415039 0.958235
25250 -0.000833258 -0.000224882 -0.0720596 -0.0448608 0.957314
25260 -0.000867257 -0.000228591 -0.0672531 -0.046463 0.940447
25270 -0.000906545 -0.000232787 -0.0568771 -0.0476837 0.902031
25280 -0.000950944 -0.000237352 -0.0435638 -0.0479126 0.831883
25290 -0.00100023 -0.000242109 -0.02491 -0.0440216 0.683408
25300 -0.00105443 -0.000247383 -0.00190735 -0.045929 0.26861
25310 -0.00111195 -0.000252465 0.0230408 -0.041275 -0.281996
25320 -0.00117244 -0.00025774 0.0504684 -0.044632 -0.58939
25330 -0.00123406 -0.000262496 0.0804138 -0.032196 -0.830708
25340 -0.00129688 -0.000267254 0.10437 -0.0339508 -0.868947
25350 -0.00135792 -0.000271315 0.133095 -0.0253296 -0.926697
25360 -8.89064e-05 -0.000183354 0.155907 -0.0224304 -0.303722
25370 -9.40926e-05 -0.000184861 0.180054 -0.0183868 -0.360729
25380 -9.9308e-05 -0.000185584 0.204735 -0.0126648 -0.416471
25390 -0.000104775 -0.00018582 0.225601 -0.00793457 -0.460235
25400 -0.00010937 -0.000185524 0.24456 -0.00160217 -0.502187
25410 -0.000115309 -0.000184844 0.268593 0.00343323 -0.54008
25420 -0.000119963 -0.000183321 0.288467 0.00663757 -0.566671
25430 -0.000123745 -0.000181547 0.301743 0.00999451 -0.590268
25440 -0.000126774 -0.000179419 0.321198 0.0187683 -0.623721
25450 -0.000128886 -0.000176729 0.334816 0.0170136 -0.62948
25460 -0.000130068 -0.000173847 0.347748 0.0219727 -0.648363
25470 -0.000130348 -0.000170862 0.355568 0.0214386 -0.653287
25480 -0.000129948 -0.000167684 0.374374 0.0284576 -0.6707
25490 -0.0001285 -0.000164596 0.373726 0.0253296 -0.667267
25500 -0.00012652 -0.000161346 0.386887 0.0292969 -0.674721
25510 -0.000123639 -0.000158774 0.396004 0.0304413 -0.673063
25520 -0.000120535 -0.000155862 0.40123 0.0350189 -0.678216
25530 -0.000116915 -0.000153483 0.401306 0.0312805 -0.665949
25540 -0.000112999 -0.000151237 0.400543 0.0331879 -0.662652
25550 -0.000108921 -0.000149301 0.396347 0.0313568 -0.651248
25560 -0.000104651 -0.000147661 0.388718 0.0292969 -0.637912
25570 -0.000100484 -0.000146389 0.384293 0.0326538 -0.633693
25580 -9.65089e-05 -0.000145295 0.372124 0.0263977 -0.610847
25590 -9.25785e-05 -0.000144822 0.354195 0.025177 -0.596994
25600 -8.89289e-05 -0.000145147 0.344925 0.0218201 -0.575217
25610 -8.57077e-05 -0.000145205 0.334053 0.0203705 -0.559785
25620 -8.36539e-05 -0.000145264 0.313873 0.0167084 -0.5444
25630 -8.15999e-05 -0.000146593 0.307388 0.0193787 -0.540379
25640 -7.93244e-05 -0.000147908 0.293732 0.0137329 -0.51327
25650 -7.75362e-05 -0.000149443 0.289001 0.0151062 -0.506244
25660 -7.63395e-05 -0.000151408 0.278282 0.00816345 -0.476198
25670 0.00102339 -8.24408e-06 0.278053 0.0141144 0.998273
25680 0.00103719 -8.93848e-06 0.279655 0.00289917 0.99982
25690 0.00105304 -9.76582e-06 0.289841 0.00854492 0.999249
25700 0.00107061 -1.04601e-05 0.305176 0.0101471 0.999075
25710 0.00108987 -1.10954e-05 0.313644 0.0075531 0.999413
25720 0.00111026 -1.14056e-05 0.329857 0.00595093 0.999599
25730 0.00113149 -1.19522e-05 0.351028 0.00831604 0.999414
25740 0.00115326 -1.20113e-05 0.36953 0.00671387 0.999592
25750 0.00117486 -1.19522e-05 0.390205 0.0146484 0.998863
25760 0.0011957 -1.13464e-05 0.408669 0.0128174 0.999166
25770 0.00121541 -1.08145e-05 0.421829 0.0164795 0.998851
25780 0.0012329 -1.01053e-05 0.441437 0.0232697 0.998148
25790 0.00124818 -8.77561e-06 0.454102 0.0226593 0.998382
25800 0.00126082 -7.50507e-06 0.46463 0.0211334 0.998679
25810 0.00126974 -5.80606e-06 0.477409 0.0254822 0.998324
25820 0.00127521 -5.17077e-06 0.486984 0.0283051 0.998072
25830 0.00127682 -2.86607e-06 0.495224 0.0253296 0.998577
25840 0.00127357 -1.80237e-06 0.502968 0.0225067 0.998936
25850 0.00126719 5.90938e-08 0.507279 0.0229645 0.998979
25860 0.00125733 1.50689e-06 0.505066 0.0210571 0.999181
25870 0.00124416 2.85126e-06 0.506554 0.0149536 0.999629
25880 0.00122794 3.92969e-06 0.506058 0.0170898 0.999533
25890 0.00120928 4.74221e-06 0.501823 0.00793457 0.999929
25900 0.00118884 5.02289e-06 0.492325 0.00549316 0.999976
25910 0.00238203 3.58249e-05 0.487328 -0.00175476 0.999826
25920 0.00233951 3.6135e-05 0.478401 -0.00190735 0.999811
25930 0.00229513 3.54849e-05 0.464554 -0.00976563 0.999335
25940 0.00225056 3.47461e-05 0.456009 -0.0133514 0.999001
25950 0.00220618 3.31062e-05 0.442619 -0.0161743 0.998673
25960 0.00216379 3.13777e-05 0.427437 -0.0247955 0.997377
25970 0.00212373 2.88661e-05 0.415802 -0.0224304 0.997724
25980 0.00208657 2.64877e-05 0.405922 -0.0276947 0.996736
25990 0.002053 2.36069e-05 0.392303 -0.0284576 0.996482
26000 0.0020233 2.04603e-05 0.383568 -0.030365 0.996032
26010 0.00199887 1.74318e-05 0.375633 -0.0300598 0.99608
26020 0.00197914 1.42999e-05 0.373001 -0.0276184 0.99671
26030 0.00196314 9.809e-06 0.366249 -0.0276947 0.996764
26040 0.00195395 7.22377e-06 0.363617 -0.0243378 0.997514
26050 0.00195021 4.7272e-06 0.358467 -0.0223541 0.997908
26060 0.00195091 7.68167e-07 0.354958 -0.0211334 0.998209
26070 0.00195676 -2.5113e-06 0.354347 -0.0177002 0.998818
26080 0.00196762 -5.92371e-06 0.345535 -0.0158691 0.999081
26090 0.00198357 -8.98156e-06 0.344048 -0.0147247 0.999269
26100 0.00200459 -1.13894e-05 0.337029 -0.00663757 0.999902
26110 0.00202988 -1.42256e-05 0.329933 -0.0102234 0.999713
26120 0.00205958 -1.63528e-05 0.322151 -0.00770569 0.999872
26130 0.00209307 -1.86571e-05 0.322342 -0.00770569 0.999888
26140 0.00212956 -2.01343e-05 0.304832 -0.00526428 0.99997
26150 0.00216911 -2.08433e-05 0.30262 -0.0038147 0.999995
26160 0.00221083 -2.12716e-05 0.294495 -0.00335693 0.999998
26170 0.00267065 -0.000726968 0.291061 0.000610352 0.964338
26180 0.00272347 -0.000738946 0.283089 -0.000305176 0.965388
26190 0.00277855 -0.000748296 0.279732 0.00244141 0.96329
26200 0.0028337 -0.000756137 0.276222 0.00480652 0.961562
26210 0.00288746 -0.000761612 0.273857 0.0105286 0.956418
26220 0.00293883 -0.000764848 0.263977 0.00488281 0.962939
26230 0.00298616 -0.000764355 0.26371 0.0144959 0.953697
26240 0.0030274 -0.00076205 0.255203 0.0107574 0.958609
26250 0.00306118 -0.000757617 0.250244 0.0117493 0.958377
26260 0.00308944 -0.000748721 0.243454 0.0144959 0.956149
26270 0.00310813 -0.000738483 0.232391 0.0139618 0.957301
26280 0.00311548 -0.000726366 0.223618 0.0125885 0.95958
26290 0.00311246 -0.000713099 0.212479 0.0138092 0.958209
26300 0.00309968 -0.000698635 0.200653 0.0119019 0.960798
26310 0.00307838 -0.000683112 0.183907 0.00297546 0.97262
26320 0.00304794 -0.000668204 0.180969 0.0120544 0.960409
26330 0.00300974 -0.000653061 0.16777 0.00579834 0.969352
26340 0.00296527 -0.000638492 0.158539 0.00572205 0.969365
26350 0.00291547 -0.000625788 0.144424 0.00213623 0.97452
26360 0.00286287 -0.000613233 0.136986 -0.00221252 0.981074
26370 0.00280796 -0.00060187 0.13916 0.00350952 0.972196
26380 0.00275175 -0.000592813 0.133133 0.00305176 0.972489
26390 0.00269606 -0.000585173 0.136108 0.00205994 0.973924
26400 0.00264218 -0.000579161 0.134544 -0.000610352 0.97777
