# step F_x F_y v_x v_y alignment
14310 -0.00345503 -0.00346928 0.150681 -0.00759125 -0.669104
14320 -0.0035242 -0.00349506 0.14679 -0.00724793 -0.674446
14330 -0.00359779 -0.00352966 0.150337 -0.00694275 -0.680766
14340 -0.00367466 -0.00357237 0.148163 -0.0101471 -0.667714
14350 -0.00375231 -0.00362312 0.154305 -0.00541687 -0.694569
14360 -0.00383051 -0.0036814 0.154762 -0.0044632 -0.700726
14370 -0.00390592 -0.00374516 0.159378 -0.00587463 -0.695822
14380 -0.00397744 -0.00381437 0.158844 -0.00671387 -0.691874
14390 -0.00404132 -0.00388805 0.15934 -0.00835419 -0.683351
14400 -0.00409705 -0.00396446 0.167694 -0.00480652 -0.698422
14410 -0.00414217 -0.0040414 0.165672 -0.00648499 -0.687897
14420 -0.0041741 -0.00411801 0.174522 -0.00198364 -0.703845
14430 -0.00419245 -0.00419234 0.173454 -0.00240326 -0.697252
14440 -0.00419581 -0.00426139 0.171051 -0.00297546 -0.689103
14450 -0.00418444 -0.00432402 0.176506 -0.000534058 -0.693236
14460 -0.00415704 -0.0043781 0.179024 0.00312805 -0.701125
14470 -0.00411524 -0.00442227 0.177536 0.00148773 -0.687348
14480 -0.00406176 -0.00445392 0.181923 0.00511169 -0.694316
14490 -0.00399606 -0.00447291 0.18261 0.00343323 -0.680137
14500 -0.00392191 -0.00447769 0.188141 0.00629425 -0.683663
14510 -0.00384126 -0.00446907 0.193329 0.00637054 -0.676452
14520 -0.00375664 -0.00444715 0.191956 0.00694275 -0.672498
14530 -0.00366986 -0.00441307 0.207596 0.0125122 -0.684492
14540 -0.00358391 -0.00436726 0.21328 0.0125504 -0.678686
14550 -0.00350047 -0.00431209 0.216141 0.0102615 -0.666366
14560 -0.00342107 -0.00424803 0.223732 0.00846863 -0.656234
14570 -0.00334696 -0.00417832 0.234871 0.0104523 -0.659266
14580 -0.0032803 -0.00410487 0.24353 0.00938416 -0.653896
14590 -0.00322176 -0.00402859 0.250282 0.0082016 -0.649807
14600 -0.00317113 -0.0039526 0.256043 0.00663757 -0.645787
14610 -0.00312969 -0.00387765 0.26413 0.00759125 -0.650158
14620 -0.00309691 -0.00380659 0.273056 0.00770569 -0.652722
14630 -0.00307381 -0.00373912 0.268898 -0.00167847 -0.6302
14640 -0.00305996 -0.00367747 0.278702 0.00617981 -0.6565
14650 -0.00305567 -0.00362239 0.276451 0.00152588 -0.648991
14660 -0.00306058 -0.00357468 0.283203 0.00362396 -0.660037
14670 -0.00307437 -0.00353497 0.27977 -0.00225067 -0.650146
14680 -0.00309695 -0.00350425 0.28347 -0.000305176 -0.661412
14690 -0.00312829 -0.00348185 0.286865 0.000724793 -0.670208
14700 -0.00316736 -0.00346827 0.284805 -0.00377655 -0.664498
14710 -0.00321445 -0.0034638 0.289536 0.00385284 -0.689924
14720 -0.00326888 -0.00346872 0.290833 -0.00274658 -0.678929
14730 -0.00225561 -0.00261126 0.296745 -0.00141144 -0.650084
14740 -0.00229174 -0.00262064 0.297813 -0.00320435 -0.650152
14750 -0.00233264 -0.00263665 0.304871 -0.000457764 -0.661484
14760 -0.00237703 -0.00265947 0.306358 -0.00305176 -0.658946
14770 -0.0024251 -0.00268863 0.314789 -0.00209808 -0.664815
14780 -0.00247454 -0.0027237 0.31704 -0.00762939 -0.65444
14790 -0.0025263 -0.002765 0.321007 -0.00785828 -0.656253
14800 -0.00257755 -0.00281106 0.332375 -0.00576019 -0.662958
14810 -0.00262737 -0.00286107 0.331039 -0.0123596 -0.648433
14820 -0.00267481 -0.00291494 0.341454 -0.00976563 -0.654766
14830 -0.00271837 -0.00297219 0.344696 -0.0143051 -0.643718
14840 -0.00275614 -0.00303048 0.350418 -0.0115967 -0.64799
14850 -0.00278671 -0.00308885 0.356331 -0.0112534 -0.646089
14860 -0.00280981 -0.00314555 0.361519 -0.0114441 -0.642255
14870 -0.00282371 -0.00320011 0.365868 -0.0135803 -0.633365
14880 -0.00282779 -0.00325008 0.374985 -0.0133896 -0.629056
14890 -0.00282275 -0.00329369 0.378342 -0.0149155 -0.620321
14900 -0.00280719 -0.00333095 0.384674 -0.0122833 -0.619695
14910 -0.00278218 -0.00335931 0.386314 -0.0192642 -0.598699
14920 -0.00274808 -0.00337796 0.396347 -0.014534 -0.602225
14930 -0.00270683 -0.00338648 0.400658 -0.0196075 -0.585436
14940 -0.00265938 -0.0033845 0.403061 -0.0225067 -0.57304
14950 -0.00260793 -0.00337251 0.411568 -0.0161743 -0.580191
14960 -0.00255315 -0.00335035 0.410461 -0.0284958 -0.549577
14970 -0.002497 -0.00331903 0.412674 -0.0341415 -0.533256
14980 -0.00244063 -0.00328 0.420532 -0.0270081 -0.544317
14990 -0.00238549 -0.00323343 0.425873 -0.0342941 -0.527171
15000 -0.0015824 -0.00269695 0.42675 -0.0363541 -0.431024
15010 -0.00154804 -0.00265151 0.430527 -0.0371933 -0.427993
15020 -0.00151338 -0.00260356 0.435753 -0.0375748 -0.426409
15030 -0.00148257 -0.00255402 0.439644 -0.0386429 -0.424378
15040 -0.00145473 -0.0025032 0.450325 -0.0366592 -0.430653
15050 -0.00142951 -0.00245324 0.451622 -0.0368881 -0.431455
15060 -0.00140817 -0.00240511 0.456886 -0.037384 -0.433201
15070 -0.00139027 -0.00235997 0.464859 -0.0368881 -0.437829
15080 -0.00137615 -0.00231819 0.475464 -0.0314713 -0.452555
15090 -0.00136614 -0.00228017 0.478325 -0.0335693 -0.452636
15100 -0.00135989 -0.00224667 0.482559 -0.0313187 -0.461327
15110 -0.00135827 -0.00221819 0.489807 -0.0294876 -0.470014
15120 -0.00136033 -0.00219508 0.489273 -0.031662 -0.470775
15130 -0.00136643 -0.00217732 0.493088 -0.0262451 -0.485795
15140 -0.00137593 -0.00216548 0.499611 -0.0291061 -0.486295
15150 -0.00138915 -0.00215957 0.496635 -0.0278854 -0.492993
15160 -0.00140591 -0.00215894 0.498123 -0.0279236 -0.49794
15170 -0.00142598 -0.00216415 0.498734 -0.0286865 -0.501349
15180 -0.00144894 -0.00217487 0.499306 -0.0287247 -0.50573
15190 -0.00147441 -0.00219136 0.49633 -0.0304031 -0.506462
15200 -0.00150192 -0.00221311 0.500298 -0.0304031 -0.510317
15210 -0.000857125 -0.00205996 0.501022 -0.0292587 -0.329682
15220 -0.000873682 -0.00208336 0.499725 -0.0278473 -0.334823
15230 -0.000890997 -0.00211072 0.505028 -0.0255585 -0.341837
15240 -0.000908162 -0.00214147 0.505409 -0.0250626 -0.34435
15250 -0.000924348 -0.00217585 0.509758 -0.0206375 -0.35345
15260 -0.000940474 -0.00221114 0.513649 -0.021553 -0.352478
15270 -0.000954096 -0.00224888 0.517616 -0.0169373 -0.360243
15280 -0.000966263 -0.00228656 0.520134 -0.0164032 -0.360027
15290 -0.000975526 -0.00232418 0.522652 -0.0136948 -0.362735
15300 -0.000981603 -0.00235964 0.527382 -0.0120926 -0.362823
15310 -0.00098421 -0.00239272 0.529251 -0.01297 -0.357639
15320 -0.000983049 -0.00242211 0.533142 -0.0082016 -0.361774
15330 -0.000978137 -0.00244672 0.537949 -0.00560761 -0.361511
15340 -0.000969433 -0.00246514 0.533905 -0.00785828 -0.352238
15350 -0.000956843 -0.00247758 0.532608 -0.00362396 -0.353912
15360 -0.000940697 -0.00248268 0.533447 -0.00812531 -0.340038
15370 -0.000921939 -0.00247977 0.532074 -0.00476837 -0.340066
15380 -0.000900513 -0.00246929 0.530243 -0.00709534 -0.330012
15390 -0.000877278 -0.00245109 0.525436 -0.00961304 -0.319701
15400 -8.43535e-06 -0.00237272 0.521393 -0.0069046 0.00968656
15410 1.79084e-05 -0.00233453 0.51384 -0.0114059 0.0298604
15420 4.4415e-05 -0.00229031 0.51506 -0.00961304 0.0380427
15430 7.12921e-05 -0.00224084 0.510864 -0.00579834 0.0431403
15440 9.6909e-05 -0.00218792 0.501404 -0.0087738 0.0617213
15450 0.000123178 -0.00213206 0.501404 -0.00854492 0.0746806
15460 0.000148305 -0.00207426 0.497589 -0.00839233 0.0881265
15470 0.00017275 -0.00201604 0.492859 -0.00167847 0.0887674
15480 0.000196706 -0.00195769 0.487442 -0.00370026 0.107525
15490 0.000219876 -0.00190051 0.484543 -0.00522614 0.125634
15500 0.000242423 -0.00184527 0.480423 0.00106812 0.128052
15510 0.000264615 -0.00179241 0.476074 0.00167847 0.142559
15520 0.000286642 -0.0017423 0.476532 0.00606537 0.149766
15530 0.000308611 -0.00169558 0.475082 0.00705719 0.164434
15540 0.000330861 -0.0016526 0.465698 0.0087738 0.177806
15550 0.000353199 -0.00161331 0.467758 0.0112915 0.190227
15560 0.000376132 -0.00157765 0.455093 0.0125122 0.20509
15570 0.000399536 -0.00154577 0.460053 0.0142288 0.220197
15580 0.000423566 -0.00151789 0.451508 0.0111008 0.245026
15590 0.000448795 -0.00149397 0.440064 0.0106049 0.264546
15600 0.000475339 -0.00147363 0.443573 0.0148392 0.274995
15610 0.00416863 -0.000578348 0.433807 0.010376 0.986943
15620 0.00423636 -0.000527829 0.424118 0.00915527 0.989428
15630 0.00430792 -0.000479162 0.417023 0.00495911 0.992486
15640 0.00438415 -0.000431903 0.406647 0.00823975 0.992992
15650 0.00446499 -0.000386275 0.404739 0.00762939 0.994477
15660 0.00455064 -0.000342218 0.395584 0.00705719 0.995688
15670 0.00464129 -0.000299065 0.386734 0.00812531 0.99636
15680 0.00473673 -0.000257143 0.374832 0.00656128 0.997428
15690 0.00483641 -0.000216081 0.375443 0.00972748 0.997512
15700 0.00493925 -0.000176117 0.356445 0.00778198 0.998349
15710 0.00504367 -0.00013719 0.361252 0.0142288 0.997786
15720 0.00515017 -9.89748e-05 0.352173 0.0122452 0.998544
15730 0.00525569 -6.25392e-05 0.345001 0.0131989 0.998743
15740 0.00535826 -2.70078e-05 0.344009 0.0182724 0.998312
15750 0.00545735 7.15958e-06 0.33699 0.0170898 0.998782
15760 0.00554943 3.97111e-05 0.335312 0.0208664 0.998488
15770 0.00563199 7.09432e-05 0.329208 0.0201798 0.998818
15780 0.00570273 0.000100011 0.330277 0.0209045 0.998957
15790 0.00575992 0.00012764 0.330505 0.0204086 0.999219
15800 0.00580154 0.000153239 0.321503 0.0182724 0.999539
15810 0.00582525 0.000177103 0.322266 0.0164795 0.999786
15820 0.00583005 0.000199678 0.314255 0.0143433 0.999935
15830 0.00581561 0.000220948 0.317383 0.0155258 0.999941
15840 0.00578286 0.000239875 0.310898 0.0137711 0.999996
15850 0.00573106 0.000257514 0.303421 0.00801087 0.999829
15860 0.00566185 0.000273862 0.307007 0.0107574 0.999911
15870 0.00557743 0.000288906 0.295334 0.0062561 0.999533
15880 0.00547978 0.00030266 0.294724 0.00553131 0.999337
15890 0.00537113 0.000316236 0.28801 0.00175476 0.998611
15900 0.0103138 0.00335585 0.280914 0.00038147 0.951349
15910 0.00996979 0.00326031 0.274811 0.000953674 0.951541
15920 0.00961991 0.00316606 0.277863 0.00198364 0.952086
15930 0.00926939 0.00307369 0.272064 -0.00038147 0.948735
15940 0.00892139 0.00298407 0.271759 0.00522614 0.954279
15950 0.00858125 0.00290025 0.269394 -0.00339508 0.943246
15960 0.00825173 0.00282052 0.268021 -0.00102997 0.945
15970 0.00793524 0.00274666 0.268631 -0.00320435 0.941023
15980 0.00763553 0.00267931 0.268097 -0.00488281 0.937407
15990 0.0073531 0.00261839 0.270996 -0.00808716 0.931629
16000 0.00708933 0.00256405 0.265656 -0.0126266 0.923176
16010 0.00684586 0.00251684 0.267181 -0.0202179 0.909867
16020 0.00662256 0.00247651 0.274811 -0.0165558 0.913894
16030 0.00641869 0.00244265 0.269775 -0.0231552 0.900772
16040 0.00623689 0.00241551 0.278168 -0.0202942 0.903755
16050 0.00607436 0.00239501 0.2742 -0.0307846 0.883568
16060 0.00593188 0.00238003 0.27359 -0.0275421 0.886118
16070 0.00580899 0.00237133 0.275955 -0.0301743 0.879264
16080 0.00570418 0.00236786 0.278778 -0.0296402 0.877876
16090 0.00561702 0.00236885 0.275116 -0.0334168 0.867835
16100 0.00554785 0.00237411 0.274582 -0.0336838 0.864614
16110 0.00549444 0.00238333 0.275879 -0.0295258 0.869851
16120 0.00545735 0.00239432 0.275803 -0.0258255 0.874297
16130 0.00543546 0.00240882 0.273666 -0.0259781 0.871864
16140 0.00542674 0.00242262 0.271683 -0.0237274 0.874211
16150 0.00543025 0.00243752 0.271454 -0.0200272 0.879701
16160 0.00544578 0.00245187 0.271378 -0.0156403 0.88671
16170 0.00546966 0.0024639 0.268936 -0.017395 0.883351
16180 0.00550054 0.00247133 0.269394 -0.0155258 0.887073
16190 0.00553705 0.00247666 0.267868 -0.0125885 0.892672
16200 0.00557494 0.00247599 0.270309 -0.00881195 0.900208
16210 0.0056126 0.00246975 0.263367 -0.0124741 0.895223
16220 0.00564506 0.00245721 0.270462 -0.00843048 0.904022
16230 0.00567233 0.00243843 0.264511 -0.0101852 0.902832
16240 0.00568864 0.00241216 0.271454 -0.00770569 0.909204
16250 0.00569445 0.00237927 0.274811 -0.00587463 0.914247
16260 0.00568242 0.00233983 0.265884 -0.0105667 0.908828
16270 0.003993 0.00362745 0.273132 -0.0101852 0.714604
16280 0.00403711 0.00356763 0.278549 -0.00728607 0.731762
16290 0.00406645 0.00349868 0.271606 -0.0102997 0.732785
16300 0.00407917 0.00342363 0.27771 -0.0113297 0.739128
16310 0.00407125 0.00333956 0.272293 -0.0101852 0.748915
16320 0.00404372 0.00325089 0.279465 -0.0062561 0.765152
16330 0.00399632 0.00315836 0.281982 -0.00492096 0.773623
16340 0.00392884 0.00306426 0.278778 -0.0107956 0.764137
16350 0.00384451 0.00296885 0.278244 -0.00614166 0.777795
16360 0.00374596 0.00287407 0.281525 -0.00217438 0.78866
16370 0.00363452 0.00278197 0.274658 -0.0088501 0.774094
16380 0.00351326 0.00269283 0.285568 -0.0018692 0.789681
16390 0.00338564 0.00260757 0.277329 -0.00522614 0.78062
16400 0.00325341 0.00252779 0.281677 -0.00484467 0.778996
16410 0.00311971 0.00245341 0.280762 -0.00183105 0.782
16420 0.00298658 0.00238523 0.282593 -0.00362396 0.773316
16430 0.0028548 0.00232384 0.281906 -0.00434876 0.765711
16440 0.002726 0.00226872 0.2845 -0.00305176 0.761724
16450 0.00260315 0.00222044 0.285797 -0.00270844 0.754634
16460 0.00248515 0.00217813 0.286789 -0.0044632 0.741685
16470 0.00237541 0.00214314 0.296097 -0.00297546 0.735705
16480 0.00226757 0.00211436 0.286484 -0.00621796 0.716412
16490 0.00217399 0.00209129 0.297699 -0.00522614 0.708403
16500 0.00208674 0.00207565 0.294037 -0.0116348 0.68055
16510 0.00200762 0.00206459 0.29747 -0.00442505 0.686406
16520 0.0019376 0.00205878 0.304642 -0.00457764 0.674333
16530 0.00187788 0.00205886 0.29335 -0.0118256 0.643583
16540 0.00182612 0.00206366 0.303497 -0.00526428 0.649604
16550 0.00178456 0.00207171 0.300446 -0.00453949 0.641125
16560 0.00175524 0.00208223 0.301285 -0.00686646 0.626932
16570 0.0017362 0.00209635 0.303497 -0.00247955 0.631536
16580 0.00172908 0.00211107 0.305405 -0.00453949 0.622074
16590 0.00173299 0.00212793 0.301361 -0.00198364 0.626363
16600 0.00175032 0.00214386 0.306244 -0.000915527 0.630107
16610 0.00177933 0.00215998 0.301056 -0.000648499 0.634154
16620 -0.000395677 0.00222958 0.303345 0.00289917 -0.165319
16630 -0.000366854 0.00225281 0.307999 0.00171661 -0.155222
16640 -0.000325818 0.00227305 0.306778 0.00873566 -0.113656
16650 -0.000269093 0.0022911 0.309906 0.00663757 -0.0953556
16660 -0.000198955 0.00230824 0.313339 0.00720978 -0.0629338
16670 -0.000116696 0.00231999 0.307922 0.0105286 -0.0160782
16680 -2.52211e-05 0.00232634 0.314941 0.00900269 0.0177355
16690 7.54555e-05 0.00232611 0.31929 0.0087738 0.0598635
16700 0.000180963 0.00231932 0.314789 0.00534058 0.0946881
16710 0.000286425 0.00230685 0.317764 0.00614166 0.14237
16720 0.000389722 0.00228792 0.320053 0.00747681 0.190898
16730 0.000487788 0.00226275 0.317764 0.0050354 0.226194
16740 0.000576844 0.00223005 0.3228 0.00629425 0.269252
16750 0.000655275 0.00219287 0.321045 0.00385284 0.297788
16760 0.000718813 0.00215044 0.321274 0.00175476 0.322197
16770 0.000769946 0.00210523 0.324631 0.00396729 0.35493
16780 0.00080518 0.00205576 0.323334 -0.000801086 0.362387
16790 0.000825819 0.00200571 0.323257 -0.00297546 0.372198
16800 0.000832366 0.00195383 0.319901 -0.00484467 0.377958
16810 0.000825756 0.00190165 0.321503 -0.0062561 0.380379
16820 0.000807318 0.00185178 0.328674 -0.00183105 0.394527
16830 0.000779799 0.00180334 0.32196 -0.00785828 0.374388
16840 0.000741832 0.00175641 0.333023 -0.00411987 0.377652
16850 0.000696786 0.00171301 0.327606 -0.00701904 0.356855
16860 0.000647413 0.00167317 0.329285 -0.0110626 0.329348
16870 0.000593326 0.00163767 0.335617 -0.00659943 0.322082
16880 0.000536913 0.00160582 0.338745 -0.00816345 0.294158
16890 0.000477434 0.00157818 0.333633 -0.0105667 0.259117
16900 0.000416975 0.00155662 0.345764 -0.0113297 0.226976
16910 0.000356683 0.00153838 0.339203 -0.0112915 0.193329
16920 0.000297563 0.00152351 0.33989 -0.017128 0.142053
16930 -0.000739412 0.0015673 0.346603 -0.0135803 -0.461757
16940 -0.000782942 0.00155507 0.348053 -0.0135803 -0.484179
16950 -0.000829912 0.00154652 0.343246 -0.0178528 -0.51798
16960 -0.000875989 0.0015432 0.353928 -0.0137329 -0.527002
16970 -0.000922778 0.00154418 0.348663 -0.0139618 -0.546907
16980 -0.000969228 0.00154846 0.350113 -0.0154114 -0.567329
16990 -0.00101347 0.00155709 0.349884 -0.0163651 -0.584065
17000 -0.00105511 0.00156861 0.350723 -0.0152969 -0.593754
17010 -0.00109185 0.00158339 0.351944 -0.00907898 -0.588726
17020 -0.00112424 0.00160234 0.351868 -0.0105667 -0.598669
17030 -0.00115029 0.00162454 0.353088 -0.0031662 -0.585168
17040 -0.00116804 0.00164659 0.351791 -0.00370026 -0.587125
17050 -0.00117601 0.00167079 0.358124 0.00434876 -0.565612
17060 -0.00117493 0.00169787 0.35408 0.00537872 -0.556485
17070 -0.00116106 0.00172407 0.357437 0.00663757 -0.543086
17080 -0.00113366 0.00174885 0.359116 0.0115585 -0.516667
17090 -0.00109383 0.00177398 0.36026 0.0106812 -0.499389
17100 -0.0010421 0.00179617 0.359039 0.0149918 -0.465312
17110 -0.000977272 0.00181509 0.361099 0.0155258 -0.435808
17120 -0.000902092 0.00183025 0.361328 0.016098 -0.401737
17130 -0.000816926 0.00184082 0.361023 0.0154877 -0.366086
17140 -0.000726054 0.00184569 0.363159 0.0178528 -0.319939
17150 -0.000629067 0.00184575 0.354538 0.0157166 -0.280363
17160 -0.000531633 0.00183926 0.366669 0.0182343 -0.229622
17170 -0.000437296 0.00182813 0.358429 0.0149536 -0.191899
17180 -0.000346133 0.00180996 0.354385 0.0115967 -0.15561
17190 -0.000264421 0.0017888 0.354233 0.0119782 -0.112717
17200 -0.000190415 0.00176279 0.353928 0.00576019 -0.0912013
17210 -0.000809926 0.00205739 0.353317 0.0101852 -0.339339
17220 -0.000730911 0.0020348 0.348129 0.00682831 -0.319537
17230 -0.000659245 0.00200651 0.343475 0.0094986 -0.285756
17240 -0.000597639 0.00197506 0.343399 0.00411987 -0.27812
17250 -0.000548417 0.00194001 0.345764 0.00911713 -0.246568
17260 -0.000507584 0.00190283 0.343323 0.0069046 -0.23826
17270 -0.000478189 0.00186409 0.341873 0.00476837 -0.234949
17280 -0.000459682 0.00182554 0.343552 0.00686646 -0.224757
17290 -0.000449516 0.00178655 0.344086 0.00591278 -0.227307
17300 -0.000448301 0.00174867 0.33783 0.00392914 -0.237054
17310 -0.00045544 0.00171374 0.3479 0.00148773 -0.252707
17320 -0.000468594 0.00168238 0.348511 0.00217438 -0.262301
17330 -0.000487705 0.00165308 0.34874 0.0012207 -0.279611
17340 -0.000511778 0.00162703 0.349274 -0.00087738 -0.30245
17350 -0.000539318 0.00160506 0.354919 -0.000839233 -0.320751
17360 -0.000571852 0.0015857 0.356674 -0.00652313 -0.356389
17370 -0.000606055 0.00156985 0.363159 -0.00171661 -0.364558
17380 -0.000644201 0.00156063 0.364227 -0.00644684 -0.397853
17390 -0.000683341 0.00155482 0.369186 -0.0101852 -0.427448
17400 -0.000722008 0.00155282 0.370102 -0.0124359 -0.451833
17410 -0.000761529 0.00155546 0.374298 -0.00888825 -0.460912
17420 -0.000799604 0.00156276 0.375977 -0.0113678 -0.482195
17430 -0.000837335 0.00157394 0.382004 -0.00900269 -0.49034
17440 -0.000873819 0.00158912 0.384674 -0.00762939 -0.499116
17450 -0.000906555 0.00160744 0.38681 -0.00366211 -0.499461
17460 -0.000934551 0.0016287 0.386124 -0.00225067 -0.502736
17470 -0.000956947 0.00165356 0.3862 -0.00160217 -0.504475
17480 -0.000879286 0.00215938 0.390015 0.000839233 -0.375134
17490 -0.000898426 0.00219246 0.388107 -0.00247955 -0.385083
17500 -0.00091113 0.00222789 0.395126 0.00682831 -0.362483
17510 -0.000916658 0.0022664 0.38475 0.00434876 -0.364447
17520 -0.000912577 0.00230681 0.39711 0.00797272 -0.349122
17530 -0.000898201 0.0023489 0.3936 0.0147629 -0.32191
17540 -0.000873166 0.00238988 0.388107 0.00850678 -0.322508
17550 -0.000837608 0.00243003 0.397949 0.0138092 -0.292892
17560 -0.000791402 0.00246725 0.391235 0.0115585 -0.277181
17570 -0.000732513 0.00250069 0.396729 0.0121689 -0.251557
17580 -0.000665817 0.00252868 0.395508 0.0115585 -0.226269
17590 -0.00059191 0.00255281 0.395126 0.0107956 -0.199183
17600 -0.000512547 0.00256994 0.402451 0.0120163 -0.166233
17610 -0.000431217 0.00257859 0.40184 0.0112152 -0.137358
17620 -0.000347073 0.00257915 0.40329 0.0110245 -0.106235
17630 -0.000266174 0.00257111 0.407181 0.0104904 -0.0773224
17640 -0.000189513 0.00255653 0.40329 0.0111008 -0.0464581
17650 -0.000117962 0.00253396 0.410461 0.0120163 -0.0172511
17660 -5.49883e-05 0.00250456 0.415115 0.0121307 0.00726245
17670 -9.62886e-07 0.00246912 0.410843 0.0115585 0.0277328
17680 4.31372e-05 0.00242884 0.415192 0.00923157 0.0399787
17690 7.71785e-05 0.00238519 0.417633 0.00869751 0.0531438
17700 0.000101458 0.0023391 0.419159 0.0075531 0.0613268
17710 0.000117544 0.00229104 0.421524 0.0056839 0.0646993
17720 0.000122654 0.0022424 0.424347 0.00881195 0.0753349
17730 0.000572952 0.00340195 0.418091 0.000228882 0.166619
17740 0.000571718 0.00332965 0.430069 0.00682831 0.184853
17750 0.000561289 0.00325933 0.426025 0.00267029 0.175885
17760 0.000545598 0.00318983 0.431824 0.00263214 0.174599
17770 0.000523214 0.00312355 0.429153 0.00148773 0.168622
17780 0.000497764 0.00306336 0.437546 -0.0025177 0.154704
17790 0.000467573 0.00300798 0.437698 -0.00164032 0.149896
17800 0.000434656 0.00295849 0.438385 -0.0025177 0.139674
17810 0.000400703 0.00291608 0.446243 -0.00198364 0.131727
17820 0.000363686 0.00287919 0.443649 -0.00312805 0.118321
17830 0.000325141 0.00285054 0.447998 0.000648499 0.114766
17840 0.000288464 0.00283014 0.451736 0.00038147 0.10224
17850 0.00025192 0.00281787 0.451965 0.00289917 0.0954329
17860 0.000215124 0.00281252 0.457306 0.00453949 0.0861586
17870 0.00018138 0.00281451 0.455551 0.00312805 0.0711619
17880 0.000147607 0.00282415 0.458756 0.00148773 0.0554331
17890 0.000118175 0.00284032 0.459366 0.000991821 0.0437272
17900 9.31258e-05 0.00286357 0.464172 0.00305176 0.039074
17910 7.15292e-05 0.00289247 0.45784 0.000152588 0.0250551
17920 5.64942e-05 0.00292769 0.461273 0.000953674 0.02136
17930 4.83622e-05 0.00296753 0.462341 -0.00606537 0.00317763
17940 4.6955e-05 0.00301272 0.461807 -0.00228882 0.0106279
17950 5.55458e-05 0.00306167 0.463944 -0.00286102 0.0119734
17960 0.000643915 0.00467134 0.463715 -0.00087738 0.134678
17970 0.000654978 0.00474043 0.461426 -0.00614166 0.123672
17980 0.000676852 0.00481247 0.464249 -0.00522614 0.128119
17990 0.000710829 0.00488788 0.463181 -0.00610352 0.130861
18000 0.000756151 0.00496145 0.464096 -0.00621796 0.137408
18010 0.000813322 0.00503288 0.46814 -0.00530243 0.148341
18020 0.000880918 0.00509987 0.466385 -0.00225067 0.165455
18030 0.000956949 0.00516018 0.464249 -0.00465393 0.172475
18040 0.00104156 0.00521108 0.473099 0.00110626 0.198291
18050 0.00112988 0.00524913 0.469818 0.00362396 0.217966
18060 0.00122202 0.00527466 0.477142 0.00205994 0.229903
18070 0.00131185 0.00528661 0.471878 0.00171661 0.244371
18080 0.0013973 0.00528265 0.474396 0.001297 0.258355
18090 0.00147828 0.0052621 0.477142 0.00347137 0.277456
18100 0.0015495 0.0052254 0.476837 0.00125885 0.286827
18110 0.00160992 0.00517444 0.478287 -0.00217438 0.29274
18120 0.00165804 0.00510975 0.478439 -0.00038147 0.307885
18130 0.00169225 0.00503382 0.477295 -0.00602722 0.306658
18140 0.00171335 0.00494776 0.476227 -0.00293732 0.32139
18150 0.00172017 0.00485467 0.481567 -0.00862122 0.317062
18160 0.00171616 0.00475626 0.470963 -0.0117111 0.315915
18170 0.00243095 0.00721771 0.483398 -0.00839233 0.302687
18180 0.00233152 0.00707462 0.477371 -0.0162888 0.280431
18190 0.00221588 0.00692601 0.474701 -0.0141907 0.276125
18200 0.00208748 0.00677549 0.47905 -0.0172043 0.259946
18210 0.00195071 0.00662556 0.485687 -0.0128555 0.256953
18220 0.00181102 0.00647872 0.480347 -0.0151443 0.238731
18230 0.00166971 0.00633708 0.484924 -0.00709534 0.240613
18240 0.00153035 0.00620343 0.488739 -0.00736237 0.224862
18250 0.00139555 0.00607862 0.488739 -0.00389099 0.215997
18260 0.00126622 0.00596385 0.490952 -0.00144959 0.204798
18270 0.00114447 0.00586164 0.489731 -0.000419617 0.190789
18280 0.00103268 0.0057726 0.493317 -0.000801086 0.174499
18290 0.000927496 0.0056959 0.491028 0.000572205 0.161869
18300 0.000834086 0.005633 0.489502 -0.000419617 0.145626
18310 0.000751438 0.00558361 0.495834 0.00366211 0.140693
18320 0.000680997 0.00555097 0.496368 0.00244141 0.126648
18330 0.000621399 0.00553185 0.496674 0.00301361 0.117656
18340 0.000573974 0.0055265 0.499649 0.00328064 0.109831
18350 0.000538869 0.00553472 0.498047 0.00869751 0.114267
18360 0.000519691 0.00555509 0.501556 -0.000267029 0.0926153
18370 0.00125128 0.0066811 0.501099 0.00431061 0.192534
18380 0.00161445 0.00668316 0.501938 0.000801086 0.236366
18390 0.00199077 0.00670301 0.498276 -0.0044632 0.276108
18400 0.00237157 0.00673948 0.504837 -0.00293732 0.326446
18410 0.00275156 0.00679379 0.499115 -0.00499725 0.366093
18420 0.00312158 0.00686052 0.500946 -0.00411987 0.406651
18430 0.00347086 0.00694195 0.505905 -0.00385284 0.440377
18440 0.00378676 0.00703469 0.506592 -0.00247955 0.469673
18450 0.00405575 0.00713725 0.498581 -0.00713348 0.481566
18460 0.0042637 0.00724712 0.50911 -0.00343323 0.501257
18470 0.00439556 0.00736281 0.503159 -0.00999451 0.495444
18480 0.00443917 0.00747877 0.504608 -0.00797272 0.496775
18490 0.00438499 0.00759473 0.501099 -0.0144196 0.474897
18500 0.0042277 0.00770639 0.509262 -0.0127792 0.458829
18510 0.0039672 0.00781041 0.501709 -0.0185776 0.419564
18520 0.00360763 0.00790155 0.50766 -0.0193405 0.380399
18530 0.00316187 0.00797619 0.50148 -0.0188065 0.333418
