# Field snapshot at t = 50 seconds
# Grid: 64 x 64
# Columns: x  y  theta  R  mass  |psi|^2  psi_0_real  psi_0_imag  psi_1_real  psi_1_imag  psi_2_real  psi_2_imag  psi_3_real  psi_3_imag
0  0  -0.030823  0.999526  2.498814  0.000311  0.013308  0.002722  -0.001823  -0.002593  0.001206  -0.004563  0.007538  0.006105
1  0  -0.058182  0.999523  2.498806  0.000219  0.005395  -0.003163  -0.005070  0.000586  -0.000016  -0.012202  0.000804  0.002089
2  0  -0.001374  0.999464  2.498661  0.000301  0.006082  0.002024  -0.000647  -0.007240  0.004497  -0.009511  0.007497  -0.006312
3  0  -0.051168  0.998601  2.496503  0.000149  0.001068  -0.003702  -0.000045  -0.002307  0.002292  -0.003160  0.010333  0.002550
4  0  -0.035062  0.998551  2.496379  0.000150  0.002665  -0.005106  0.002519  0.003314  0.007206  0.002564  -0.002366  -0.005919
5  0  -0.010849  0.998696  2.496739  0.000252  -0.006145  0.006203  -0.005537  -0.001942  0.005567  -0.008683  0.005057  0.003082
6  0  0.005950  0.999566  2.498916  0.000254  -0.009099  -0.002751  0.000963  0.003785  0.010664  0.001484  0.002645  0.005008
7  0  0.028591  0.999515  2.498789  0.000149  0.005118  0.000576  0.003125  -0.002470  0.002348  -0.007663  -0.006003  -0.002480
8  0  0.019793  0.999903  2.499758  0.000180  0.000328  0.002539  0.008561  0.007705  0.002810  0.003799  0.004148  -0.001183
9  0  0.035240  0.999917  2.499794  0.000357  -0.000516  0.005932  0.004708  -0.005708  0.009306  0.009038  -0.003510  0.009273
10  0  0.022362  0.999233  2.498083  0.000366  -0.009743  -0.004905  -0.004614  -0.001132  0.005740  -0.006190  0.011656  -0.004205
11  0  -0.001015  0.998590  2.496476  0.000511  0.005595  -0.009464  -0.006147  -0.000546  0.009927  -0.001502  -0.015597  0.002865
12  0  -0.045526  0.998451  2.496127  0.000104  -0.000975  -0.008590  -0.002422  0.002143  -0.001523  0.002960  0.001012  0.002537
13  0  0.038447  0.998710  2.496774  0.000149  -0.001690  0.000394  0.006049  0.003876  0.007302  -0.002768  -0.005155  -0.002691
