# Field snapshot at t = 40 seconds
# Grid: 64 x 64
# Columns: x  y  theta  R  mass  |psi|^2  psi_0_real  psi_0_imag  psi_1_real  psi_1_imag  psi_2_real  psi_2_imag  psi_3_real  psi_3_imag
0  0  0.040413  0.999826  2.499564  0.000253  -0.006379  0.005495  0.005036  0.001829  -0.007033  -0.001778  0.008959  -0.004521
1  0  -0.003931  0.998656  2.496640  0.000253  0.002824  -0.009729  -0.005964  0.000780  0.004286  0.009195  -0.000526  -0.003262
2  0  -0.134066  0.998937  2.497343  0.000212  0.003483  -0.005370  -0.009782  -0.003187  0.006794  -0.000573  0.004037  0.001642
3  0  -0.048054  0.998713  2.496782  0.000178  0.004247  0.004125  -0.004966  0.001817  0.006885  -0.005528  -0.005460  -0.002701
4  0  -0.029808  0.999391  2.498477  0.000260  -0.002468  0.004739  -0.002778  0.006810  0.006317  -0.007786  -0.008775  0.000525
5  0  -0.003979  0.999440  2.498600  0.000136  0.000146  -0.006831  0.000503  0.002607  -0.000452  0.000234  -0.003919  -0.008163
6  0  -0.004266  0.999721  2.499304  0.000229  0.001020  0.000794  -0.007485  -0.011523  0.002347  0.003115  -0.004369  -0.002149
7  0  0.045786  0.999845  2.499612  0.000142  -0.004598  -0.000880  0.004162  0.002683  0.000905  0.003567  -0.001458  0.008922
8  0  0.001945  0.999782  2.499455  0.000211  0.000551  -0.007159  0.006520  0.002577  -0.007989  0.000648  0.001536  -0.006630
9  0  -0.000834  0.999777  2.499444  0.000200  -0.000121  -0.004708  -0.002176  0.005902  0.003111  0.008717  0.006989  0.002056
10  0  0.026762  0.999812  2.499531  0.000180  -0.000432  0.001884  -0.009270  0.005037  -0.006042  0.003625  0.001599  -0.003597
11  0  0.037629  0.999650  2.499124  0.000270  0.002782  0.000767  0.004417  0.009824  -0.008882  0.005883  0.002921  0.004867
12  0  -0.012804  0.999597  2.498993  0.000258  -0.008964  -0.004218  -0.009153  0.000920  -0.004114  0.001756  0.001519  0.007262
13  0  -0.005146  0.998825  2.497062  0.000161  0.003526  0.005831  -0.006566  0.003848  -0.002379  -0.003383  0.004239  0.004641
14  0  -0.076831  0.999215  2.498038  0.000233  0.002193  0.001123  0.001432  0.002451  -0.010842  0.005053  0.007937  -0.003543
15  0  -0.006693  0.999201  2.498003  0.000269  0.005779  0.007387  -0.004689  -0.001524  0.002584  0.008428  0.000051  -0.008875
16  0  -0.022916  0.999672  2.499180  0.000285  0.003661  -0.000702  0.008602  0.010225  0.003194  0.005862  -0.006434  0.002523
17  0  -0.001766  0.999622  2.499055  0.000082  0.003906  0.005902  0.003660  0.000346  -0.000777  -0.003046  -0.000492  0.002944
18  0  0.005040  0.999598  2.498996  0.000181  -0.005207  -0.002283  -0.004011  0.003932  -0.002917  -0.006899  -0.007371  -0.002667
19  0  -0.000505  0.999537  2.498842  0.000144  -0.009061  -0.005456  -0.000938  -0.002832  -0.003077  -0.002320  -0.001881  -0.002149
20  0  0.004572  0.999729  2.499324  0.000521  -0.010750  -0.006593  -0.011586  0.001524  -0.008908  -0.006054  -0.010323  -0.001631
21  0  -0.015160  0.999867  2.499667  0.000089  -0.003114  -0.001636  0.000553  0.005002  -0.000716  0.003149  -0.004326  0.004694
22  0  -0.009417  0.999595  2.498988  0.000455  0.000345  0.005743  0.007937  -0.003260  0.011774  -0.014272  0.000015  0.002369
23  0  0.059879  0.999464  2.498661  0.000238  -0.003313  -0.007083  0.003167  0.003942  0.000699  0.002947  -0.010477  -0.005664
24  0  0.029529  0.999053  2.497633  0.000269  -0.000226  0.006316  -0.005372  0.000503  0.006527  -0.008204  0.009478  0.000161
25  0  -0.038882  0.999250  2.498125  0.000107  -0.001071  0.002727  0.000843  0.005516  -0.003779  -0.004034  0.002376  -0.005538
26  0  -0.022666  0.999523  2.498807  0.000205  0.011381  -0.004540  -0.002001  -0.002526  -0.002468  -0.003224  0.003024  0.004345
27  0  -0.029212  0.999525  2.498812  0.000119  -0.001873  0.000607  -0.003710  0.001047  0.000554  -0.005396  -0.005461  -0.006412
28  0  0.004983  0.999257  2.498143  0.000223  -0.003478  0.002603  0.004086  0.005699  0.002768  0.012088  -0.000970  -0.000518
29  0  -0.022831  0.998990  2.497476  0.000304  -0.009925  -0.011710  0.004897  -0.001053  0.004666  -0.000826  -0.004353  0.001234
30  0  -0.009990  0.999310  2.498276  0.000281  -0.004543  -0.005944  -0.005884  0.007655  -0.007344  -0.008236  -0.001602  -0.002789
31  0  -0.025599  0.999574  2.498934  0.000525  -0.003409  -0.009680  -0.008329  -0.003018  -0.006484  0.010556  0.006624  0.012007
32  0  0.003428  0.999524  2.498811  0.000439  0.002257  0.007563  0.018553  0.000817  -0.002430  0.004455  -0.001676  -0.001783
33  0  0.036471  0.999566  2.498914  0.000211  -0.000227  -0.006796  -0.009144  -0.006064  -0.003144  0.003868  -0.003731  -0.002283
34  0  -0.014688  0.999523  2.498806  0.000295  -0.001134  0.008900  0.001520  -0.005788  0.003702  0.007503  -0.007609  -0.007122
35  0  0.008997  0.999732  2.499331  0.000332  -0.002152  -0.013163  -0.003663  -0.000311  0.008692  -0.002380  0.001595  0.007524
36  0  -0.016767  0.999707  2.499267  0.000066  0.001712  0.000292  0.000471  0.000414  -0.003463  0.006991  -0.000146  -0.001182
37  0  0.054510  0.999687  2.499217  0.000131  0.003803  0.004584  -0.001107  -0.000849  -0.005618  -0.005603  -0.005210  0.001741
38  0  0.020351  0.999718  2.499295  0.000120  -0.004812  -0.000005  0.004257  -0.000942  -0.003362  -0.003308  0.006706  0.003198
