# Timeseries for σ = 1.000000e-01
# step  t  R_global  L
0  0.000000  0.999986  16382.791016
1  0.010000  0.999950  16379.590820
2  0.020000  0.999902  16375.710938
3  0.030000  0.999857  16372.675781
4  0.040000  0.999806  16369.835938
5  0.050000  0.999761  16367.331055
6  0.060000  0.999714  16364.869141
7  0.070000  0.999668  16362.348633
8  0.080000  0.999627  16359.917969
9  0.090000  0.999580  16357.492188
10  0.100000  0.999539  16355.207031
11  0.110000  0.999502  16353.035156
12  0.120000  0.999460  16350.721680
13  0.130000  0.999424  16348.772461
14  0.140000  0.999386  16346.700195
15  0.150000  0.999342  16344.496094
16  0.160000  0.999310  16342.465820
17  0.170000  0.999275  16340.651367
18  0.180000  0.999248  16338.958008
19  0.190000  0.999217  16337.306641
20  0.200000  0.999186  16335.522461
21  0.210000  0.999152  16333.640625
22  0.220000  0.999119  16332.005859
23  0.230000  0.999095  16330.576172
24  0.240000  0.999061  16328.605469
25  0.250000  0.999029  16326.901367
26  0.260000  0.998999  16325.282227
27  0.270000  0.998976  16323.904297
28  0.280000  0.998941  16322.171875
29  0.290000  0.998923  16320.891602
30  0.300000  0.998897  16319.424805
31  0.310000  0.998864  16317.618164
32  0.320000  0.998835  16316.104492
33  0.330000  0.998810  16314.765625
34  0.340000  0.998787  16313.512695
35  0.350000  0.998763  16312.421875
36  0.360000  0.998744  16311.323242
37  0.370000  0.998715  16309.766602
38  0.380000  0.998686  16308.321289
39  0.390000  0.998656  16306.767578
40  0.400000  0.998635  16305.509766
41  0.410000  0.998616  16304.510742
42  0.420000  0.998597  16303.462891
43  0.430000  0.998577  16302.492188
44  0.440000  0.998556  16301.376953
45  0.450000  0.998540  16300.351562
46  0.460000  0.998524  16299.659180
47  0.470000  0.998500  16298.528320
48  0.480000  0.998484  16297.722656
49  0.490000  0.998477  16297.350586
50  0.500000  0.998459  16296.453125
51  0.510000  0.998443  16295.450195
52  0.520000  0.998421  16294.153320
53  0.530000  0.998411  16293.594727
54  0.540000  0.998397  16292.769531
55  0.550000  0.998377  16291.790039
56  0.560000  0.998359  16291.294922
57  0.570000  0.998344  16290.402344
58  0.580000  0.998325  16289.342773
59  0.590000  0.998312  16288.659180
60  0.600000  0.998296  16287.637695
61  0.610000  0.998281  16286.980469
62  0.620000  0.998268  16286.439453
63  0.630000  0.998256  16285.901367
64  0.640000  0.998243  16285.186523
65  0.650000  0.998231  16284.458984
66  0.660000  0.998225  16284.279297
67  0.670000  0.998202  16283.227539
68  0.680000  0.998192  16282.668945
69  0.690000  0.998188  16282.300781
70  0.700000  0.998175  16281.649414
71  0.710000  0.998166  16281.069336
72  0.720000  0.998156  16280.674805
73  0.730000  0.998133  16279.507812
74  0.740000  0.998121  16278.838867
75  0.750000  0.998105  16278.255859
76  0.760000  0.998086  16277.208008
77  0.770000  0.998064  16276.197266
78  0.780000  0.998055  16275.791016
79  0.790000  0.998041  16275.152344
80  0.800000  0.998034  16274.774414
81  0.810000  0.998021  16273.991211
82  0.820000  0.998003  16272.798828
83  0.830000  0.997989  16272.177734
84  0.840000  0.997980  16271.415039
85  0.850000  0.997968  16271.007812
86  0.860000  0.997957  16270.752930
87  0.870000  0.997940  16269.969727
88  0.880000  0.997925  16268.984375
89  0.890000  0.997912  16268.280273
90  0.900000  0.997902  16267.836914
91  0.910000  0.997889  16267.357422
92  0.920000  0.997874  16266.505859
93  0.930000  0.997867  16266.404297
94  0.940000  0.997864  16266.490234
95  0.950000  0.997855  16265.929688
96  0.960000  0.997838  16265.021484
97  0.970000  0.997825  16264.314453
98  0.980000  0.997815  16264.076172
99  0.990000  0.997806  16263.630859
100  1.000000  0.997790  16262.838867
101  1.010000  0.997784  16262.701172
102  1.020000  0.997786  16262.810547
103  1.030000  0.997778  16262.407227
104  1.040000  0.997771  16262.306641
105  1.050000  0.997750  16261.397461
106  1.060000  0.997745  16261.164062
107  1.070000  0.997748  16261.362305
108  1.080000  0.997731  16260.566406
109  1.090000  0.997720  16259.891602
110  1.100000  0.997706  16259.186523
111  1.110000  0.997699  16258.939453
112  1.120000  0.997695  16258.570312
113  1.130000  0.997687  16258.387695
114  1.140000  0.997683  16258.254883
115  1.150000  0.997681  16258.440430
116  1.160000  0.997676  16258.288086
117  1.170000  0.997670  16257.816406
118  1.180000  0.997661  16257.586914
119  1.190000  0.997656  16257.352539
120  1.200000  0.997651  16256.962891
121  1.210000  0.997644  16256.540039
122  1.220000  0.997634  16256.246094
123  1.230000  0.997624  16255.816406
124  1.240000  0.997630  16256.235352
125  1.250000  0.997621  16255.740234
126  1.260000  0.997612  16255.461914
127  1.270000  0.997608  16255.231445
128  1.280000  0.997602  16254.813477
129  1.290000  0.997600  16254.652344
130  1.300000  0.997578  16253.912109
131  1.310000  0.997573  16253.537109
132  1.320000  0.997564  16253.155273
133  1.330000  0.997564  16253.278320
134  1.340000  0.997553  16252.827148
135  1.350000  0.997554  16252.984375
136  1.360000  0.997557  16253.405273
137  1.370000  0.997546  16252.956055
138  1.380000  0.997548  16253.078125
139  1.390000  0.997545  16252.747070
