# Field snapshot at t = 90 seconds
# Grid: 64 x 64
# Columns: x  y  theta  R  mass  |psi|^2  psi_0_real  psi_0_imag  psi_1_real  psi_1_imag  psi_2_real  psi_2_imag  psi_3_real  psi_3_imag
0  0  -0.016812  0.999842  2.499604  0.000112  0.001657  0.003986  0.004292  -0.003144  0.001635  0.007122  -0.002592  -0.002275
1  0  -0.003166  0.999847  2.499618  0.000403  0.003000  0.001993  0.010762  -0.003303  0.012403  -0.009529  0.002012  0.003788
2  0  0.008574  0.999837  2.499592  0.000246  0.003304  -0.004355  0.002603  0.001120  -0.006731  0.001035  0.002043  0.012546
3  0  -0.040053  0.999698  2.499244  0.000223  -0.004921  -0.001165  -0.003367  0.003782  -0.011140  -0.005586  0.003744  -0.001625
4  0  -0.011450  0.999319  2.498298  0.000194  0.006338  -0.002571  0.007284  -0.001481  -0.006182  -0.003626  0.002825  -0.005695
5  0  -0.040769  0.999208  2.498020  0.000237  0.006390  -0.000727  0.010823  -0.003608  -0.001469  -0.001421  0.007406  -0.002611
6  0  -0.074849  0.999225  2.498063  0.000087  0.000843  0.004145  0.005305  -0.000206  0.000885  -0.004164  -0.003526  0.003190
7  0  -0.021778  0.999608  2.499019  0.000215  0.005853  -0.003651  -0.009812  -0.001863  0.006939  -0.003086  -0.001780  0.002650
8  0  0.004765  0.999448  2.498621  0.000355  -0.013821  0.002651  -0.011691  -0.001909  0.001751  0.000507  0.001285  0.003445
9  0  0.027976  0.999517  2.498791  0.000271  -0.008527  0.000745  -0.009637  -0.008245  -0.000086  0.001411  -0.001444  -0.005732
10  0  0.024826  0.999509  2.498772  0.000298  -0.002578  0.008998  -0.001030  0.008845  -0.008199  0.002236  0.000786  -0.007625
11  0  0.008306  0.999885  2.499714  0.000440  -0.008354  -0.004788  0.002227  0.009148  0.004504  -0.004694  0.007166  0.012831
12  0  0.015426  0.999758  2.499394  0.000374  0.000826  0.006799  -0.006178  -0.001416  -0.015947  0.003704  -0.001621  0.004054
13  0  0.046915  0.999781  2.499452  0.000073  -0.000116  0.000367  -0.000143  0.007033  0.002387  -0.001155  -0.002544  0.003077
14  0  0.000581  0.999428  2.498569  0.000290  0.001379  0.002439  0.008290  0.007283  0.006388  0.008636  -0.006741  0.000064
15  0  0.007404  0.999534  2.498835  0.000307  -0.002793  -0.011342  -0.000996  -0.004565  0.004708  -0.006199  -0.006680  -0.006633
