# Timeseries for σ = 5.000000e-02
# step  t  R_global  L
0  0.000000  0.999987  16383.920898
1  0.010000  0.999976  16383.709961
2  0.020000  0.999964  16383.377930
3  0.030000  0.999951  16382.916992
4  0.040000  0.999940  16382.253906
5  0.050000  0.999929  16381.602539
6  0.060000  0.999918  16380.833008
7  0.070000  0.999907  16380.067383
8  0.080000  0.999897  16379.258789
9  0.090000  0.999886  16378.338867
10  0.100000  0.999876  16377.525391
11  0.110000  0.999865  16376.703125
12  0.120000  0.999855  16376.038086
13  0.130000  0.999845  16375.313477
14  0.140000  0.999836  16374.738281
15  0.150000  0.999826  16374.086914
16  0.160000  0.999816  16373.454102
17  0.170000  0.999808  16372.975586
18  0.180000  0.999799  16372.440430
19  0.190000  0.999791  16371.955078
20  0.200000  0.999783  16371.465820
21  0.210000  0.999777  16371.128906
22  0.220000  0.999769  16370.737305
23  0.230000  0.999762  16370.288086
24  0.240000  0.999754  16369.819336
25  0.250000  0.999747  16369.433594
26  0.260000  0.999740  16369.041016
27  0.270000  0.999734  16368.733398
28  0.280000  0.999726  16368.299805
29  0.290000  0.999720  16367.916016
30  0.300000  0.999713  16367.589844
31  0.310000  0.999706  16367.120117
32  0.320000  0.999697  16366.687500
33  0.330000  0.999692  16366.403320
34  0.340000  0.999687  16366.078125
35  0.350000  0.999681  16365.818359
36  0.360000  0.999676  16365.484375
37  0.370000  0.999671  16365.205078
38  0.380000  0.999664  16364.837891
39  0.390000  0.999658  16364.482422
40  0.400000  0.999653  16364.248047
41  0.410000  0.999647  16363.943359
42  0.420000  0.999639  16363.538086
43  0.430000  0.999634  16363.256836
44  0.440000  0.999629  16363.054688
45  0.450000  0.999625  16362.838867
46  0.460000  0.999619  16362.540039
47  0.470000  0.999615  16362.350586
48  0.480000  0.999609  16362.099609
49  0.490000  0.999604  16361.796875
50  0.500000  0.999600  16361.572266
51  0.510000  0.999597  16361.361328
52  0.520000  0.999592  16361.164062
53  0.530000  0.999587  16360.958008
54  0.540000  0.999582  16360.619141
55  0.550000  0.999579  16360.407227
56  0.560000  0.999574  16360.222656
57  0.570000  0.999570  16360.026367
58  0.580000  0.999567  16359.839844
59  0.590000  0.999564  16359.751953
60  0.600000  0.999561  16359.617188
61  0.610000  0.999558  16359.446289
62  0.620000  0.999555  16359.308594
63  0.630000  0.999550  16358.942383
64  0.640000  0.999545  16358.805664
65  0.650000  0.999541  16358.606445
66  0.660000  0.999537  16358.397461
