# Timeseries for σ = 1.000000e+00
# step  t  R_global  L
0  0.000000  0.995019  16095.296875
1  0.010000  0.990162  15818.318359
2  0.020000  0.985391  15551.525391
3  0.030000  0.980537  15285.051758
4  0.040000  0.975714  15024.258789
5  0.050000  0.971013  14775.449219
6  0.060000  0.966860  14557.999023
7  0.070000  0.962595  14335.080078
8  0.080000  0.958702  14142.413086
9  0.090000  0.954675  13942.922852
10  0.100000  0.951119  13765.583008
11  0.110000  0.947096  13566.604492
12  0.120000  0.943078  13376.613281
13  0.130000  0.939359  13199.561523
14  0.140000  0.935704  13020.803711
15  0.150000  0.932186  12861.310547
16  0.160000  0.928908  12707.146484
17  0.170000  0.925462  12551.878906
18  0.180000  0.921937  12391.646484
19  0.190000  0.918678  12256.370117
20  0.200000  0.915585  12128.893555
21  0.210000  0.912058  11978.812500
22  0.220000  0.908775  11841.069336
23  0.230000  0.905328  11694.835938
24  0.240000  0.902163  11564.074219
25  0.250000  0.898934  11440.151367
26  0.260000  0.895719  11306.502930
27  0.270000  0.893011  11202.810547
28  0.280000  0.890298  11094.660156
29  0.290000  0.887712  10990.902344
30  0.300000  0.885619  10913.433594
31  0.310000  0.883033  10814.944336
32  0.320000  0.879435  10668.960938
33  0.330000  0.876343  10551.529297
34  0.340000  0.874056  10471.399414
35  0.350000  0.871555  10378.385742
36  0.360000  0.869681  10319.192383
37  0.370000  0.867277  10230.580078
38  0.380000  0.864694  10140.752930
39  0.390000  0.862594  10062.057617
40  0.400000  0.861371  10022.746094
41  0.410000  0.858994  9948.854492
42  0.420000  0.856246  9856.952148
43  0.430000  0.854120  9786.433594
44  0.440000  0.852600  9740.481445
45  0.450000  0.850522  9674.302734
46  0.460000  0.848401  9599.739258
47  0.470000  0.846552  9542.250000
48  0.480000  0.844702  9480.241211
49  0.490000  0.843096  9422.067383
50  0.500000  0.841041  9359.951172
51  0.510000  0.839342  9308.575195
52  0.520000  0.838106  9268.229492
53  0.530000  0.836292  9203.145508
54  0.540000  0.834169  9139.830078
55  0.550000  0.832380  9080.323242
