# Dark Energy Evolution Data
# time, w, scale_factor, energy_density, pressure
23.14, 0.99946, 10.1137, 0.0099973, 0.0099919
23.15, 0.999459, 10.1239, 0.0099973, 0.00999189
23.16, 0.999459, 10.134, 0.0099973, 0.00999189
23.17, 0.999458, 10.1441, 0.00999729, 0.00999188
23.18, 0.999458, 10.1543, 0.00999729, 0.00999187
23.19, 0.999458, 10.1644, 0.00999729, 0.00999187
23.2, 0.999457, 10.1746, 0.00999729, 0.00999186
23.21, 0.999457, 10.1848, 0.00999728, 0.00999185
23.22, 0.999456, 10.195, 0.00999728, 0.00999184
23.23, 0.999456, 10.2052, 0.00999728, 0.00999184
23.24, 0.999455, 10.2154, 0.00999728, 0.00999183
23.25, 0.999455, 10.2256, 0.00999727, 0.00999182
23.26, 0.999454, 10.2358, 0.00999727, 0.00999182
23.27, 0.999454, 10.2461, 0.00999727, 0.00999181
23.28, 0.999453, 10.2563, 0.00999727, 0.0099918
23.29, 0.999453, 10.2666, 0.00999727, 0.0099918
23.3, 0.999452, 10.2768, 0.00999726, 0.00999179
23.31, 0.999452, 10.2871, 0.00999726, 0.00999178
23.32, 0.999451, 10.2974, 0.00999726, 0.00999177
23.33, 0.999451, 10.3077, 0.00999726, 0.00999177
23.34, 0.999451, 10.318, 0.00999725, 0.00999176
23.35, 0.99945, 10.3284, 0.00999725, 0.00999175
23.36, 0.99945, 10.3387, 0.00999725, 0.00999175
23.37, 0.999449, 10.349, 0.00999725, 0.00999174
23.38, 0.999449, 10.3594, 0.00999724, 0.00999173
23.39, 0.999448, 10.3697, 0.00999724, 0.00999172
23.4, 0.999448, 10.3801, 0.00999724, 0.00999172
23.41, 0.999447, 10.3905, 0.00999724, 0.00999171
23.42, 0.999447, 10.4009, 0.00999723, 0.0099917
23.43, 0.999446, 10.4113, 0.00999723, 0.0099917
23.44, 0.999446, 10.4217, 0.00999723, 0.00999169
23.45, 0.999445, 10.4321, 0.00999723, 0.00999168
23.46, 0.999445, 10.4426, 0.00999723, 0.00999168
23.47, 0.999444, 10.453, 0.00999722, 0.00999167
23.48, 0.999444, 10.4635, 0.00999722, 0.00999166
23.49, 0.999443, 10.4739, 0.00999722, 0.00999165
23.5, 0.999443, 10.4844, 0.00999722, 0.00999165
23.51, 0.999443, 10.4949, 0.00999721, 0.00999164
23.52, 0.999442, 10.5054, 0.00999721, 0.00999163
23.53, 0.999442, 10.5159, 0.00999721, 0.00999163
23.54, 0.999441, 10.5264, 0.00999721, 0.00999162
23.55, 0.999441, 10.537, 0.0099972, 0.00999161
23.56, 0.99944, 10.5475, 0.0099972, 0.0099916
23.57, 0.99944, 10.5581, 0.0099972, 0.0099916
23.58, 0.999439, 10.5686, 0.0099972, 0.00999159
23.59, 0.999439, 10.5792, 0.00999719, 0.00999158
23.6, 0.999438, 10.5898, 0.00999719, 0.00999158
23.61, 0.999438, 10.6004, 0.00999719, 0.00999157
23.62, 0.999437, 10.611, 0.00999719, 0.00999156
23.63, 0.999437, 10.6216, 0.00999719, 0.00999155
23.64, 0.999436, 10.6322, 0.00999718, 0.00999155
23.65, 0.999436, 10.6429, 0.00999718, 0.00999154
23.66, 0.999435, 10.6535, 0.00999718, 0.00999153
23.67, 0.999435, 10.6642, 0.00999718, 0.00999153
23.68, 0.999434, 10.6748, 0.00999717, 0.00999152
23.69, 0.999434, 10.6855, 0.00999717, 0.00999151
23.7, 0.999434, 10.6962, 0.00999717, 0.00999151
23.71, 0.999433, 10.7069, 0.00999717, 0.0099915
23.72, 0.999433, 10.7176, 0.00999716, 0.00999149
23.73, 0.999432, 10.7283, 0.00999716, 0.00999148
23.74, 0.999432, 10.7391, 0.00999716, 0.00999148
23.75, 0.999431, 10.7498, 0.00999716, 0.00999147
23.76, 0.999431, 10.7606, 0.00999715, 0.00999146
23.77, 0.99943, 10.7713, 0.00999715, 0.00999146
23.78, 0.99943, 10.7821, 0.00999715, 0.00999145
23.79, 0.999429, 10.7929, 0.00999715, 0.00999144
23.8, 0.999429, 10.8037, 0.00999714, 0.00999143
23.81, 0.999428, 10.8145, 0.00999714, 0.00999143
23.82, 0.999428, 10.8253, 0.00999714, 0.00999142
23.83, 0.999427, 10.8361, 0.00999714, 0.00999141
23.84, 0.999427, 10.847, 0.00999714, 0.0099914
23.85, 0.999426, 10.8578, 0.00999713, 0.0099914
23.86, 0.999426, 10.8687, 0.00999713, 0.00999139
23.87, 0.999425, 10.8796, 0.00999713, 0.00999138
23.88, 0.999425, 10.8904, 0.00999713, 0.00999138
23.89, 0.999424, 10.9013, 0.00999712, 0.00999137
23.9, 0.999424, 10.9122, 0.00999712, 0.00999136
23.91, 0.999423, 10.9232, 0.00999712, 0.00999135
23.92, 0.999423, 10.9341, 0.00999712, 0.00999135
23.93, 0.999423, 10.945, 0.00999711, 0.00999134
23.94, 0.999422, 10.956, 0.00999711, 0.00999133
23.95, 0.999422, 10.9669, 0.00999711, 0.00999133
23.96, 0.999421, 10.9779, 0.00999711, 0.00999132
23.97, 0.999421, 10.9889, 0.0099971, 0.00999131
23.98, 0.99942, 10.9999, 0.0099971, 0.0099913
23.99, 0.99942, 11.0109, 0.0099971, 0.0099913
24, 0.999419, 11.0219, 0.0099971, 0.00999129
24.01, 0.999419, 11.0329, 0.00999709, 0.00999128
24.02, 0.999418, 11.044, 0.00999709, 0.00999128
24.03, 0.999418, 11.055, 0.00999709, 0.00999127
24.04, 0.999417, 11.0661, 0.00999709, 0.00999126
24.05, 0.999417, 11.0771, 0.00999708, 0.00999125
24.06, 0.999416, 11.0882, 0.00999708, 0.00999125
24.07, 0.999416, 11.0993, 0.00999708, 0.00999124
24.08, 0.999415, 11.1104, 0.00999708, 0.00999123
24.09, 0.999415, 11.1215, 0.00999707, 0.00999122
24.1, 0.999414, 11.1326, 0.00999707, 0.00999122
24.11, 0.999414, 11.1438, 0.00999707, 0.00999121
24.12, 0.999413, 11.1549, 0.00999707, 0.0099912
24.13, 0.999413, 11.1661, 0.00999707, 0.0099912
24.14, 0.999412, 11.1773, 0.00999706, 0.00999119
24.15, 0.999412, 11.1884, 0.00999706, 0.00999118
24.16, 0.999411, 11.1996, 0.00999706, 0.00999117
24.17, 0.999411, 11.2108, 0.00999706, 0.00999117
24.18, 0.99941, 11.2221, 0.00999705, 0.00999116
24.19, 0.99941, 11.2333, 0.00999705, 0.00999115
24.2, 0.999409, 11.2445, 0.00999705, 0.00999114
24.21, 0.999409, 11.2558, 0.00999705, 0.00999114
24.22, 0.999408, 11.267, 0.00999704, 0.00999113
24.23, 0.999408, 11.2783, 0.00999704, 0.00999112
24.24, 0.999408, 11.2896, 0.00999704, 0.00999112
24.25, 0.999407, 11.3009, 0.00999704, 0.00999111
24.26, 0.999407, 11.3122, 0.00999703, 0.0099911
24.27, 0.999406, 11.3235, 0.00999703, 0.00999109
24.28, 0.999406, 11.3348, 0.00999703, 0.00999109
24.29, 0.999405, 11.3462, 0.00999703, 0.00999108
24.3, 0.999405, 11.3575, 0.00999702, 0.00999107
24.31, 0.999404, 11.3689, 0.00999702, 0.00999106
24.32, 0.999404, 11.3802, 0.00999702, 0.00999106
24.33, 0.999403, 11.3916, 0.00999702, 0.00999105
24.34, 0.999403, 11.403, 0.00999701, 0.00999104
24.35, 0.999402, 11.4144, 0.00999701, 0.00999103
24.36, 0.999402, 11.4258, 0.00999701, 0.00999103
24.37, 0.999401, 11.4373, 0.00999701, 0.00999102
24.38, 0.999401, 11.4487, 0.009997, 0.00999101
24.39, 0.9994, 11.4602, 0.009997, 0.00999101
24.4, 0.9994, 11.4716, 0.009997, 0.009991
24.41, 0.999399, 11.4831, 0.009997, 0.00999099
24.42, 0.999399, 11.4946, 0.00999699, 0.00999098
24.43, 0.999398, 11.5061, 0.00999699, 0.00999098
24.44, 0.999398, 11.5176, 0.00999699, 0.00999097
24.45, 0.999397, 11.5291, 0.00999699, 0.00999096
24.46, 0.999397, 11.5407, 0.00999698, 0.00999095
24.47, 0.999396, 11.5522, 0.00999698, 0.00999095
24.48, 0.999396, 11.5638, 0.00999698, 0.00999094
24.49, 0.999395, 11.5753, 0.00999698, 0.00999093
24.5, 0.999395, 11.5869, 0.00999697, 0.00999092
24.51, 0.999394, 11.5985, 0.00999697, 0.00999092
24.52, 0.999394, 11.6101, 0.00999697, 0.00999091
24.53, 0.999393, 11.6217, 0.00999697, 0.0099909
24.54, 0.999393, 11.6333, 0.00999697, 0.00999089
24.55, 0.999392, 11.645, 0.00999696, 0.00999089
24.56, 0.999392, 11.6566, 0.00999696, 0.00999088
24.57, 0.999391, 11.6683, 0.00999696, 0.00999087
24.58, 0.999391, 11.68, 0.00999696, 0.00999087
24.59, 0.99939, 11.6916, 0.00999695, 0.00999086
24.6, 0.99939, 11.7033, 0.00999695, 0.00999085
24.61, 0.999389, 11.7151, 0.00999695, 0.00999084
24.62, 0.999389, 11.7268, 0.00999695, 0.00999084
24.63, 0.999388, 11.7385, 0.00999694, 0.00999083
24.64, 0.999388, 11.7502, 0.00999694, 0.00999082
24.65, 0.999387, 11.762, 0.00999694, 0.00999081
24.66, 0.999387, 11.7738, 0.00999694, 0.00999081
24.67, 0.999386, 11.7855, 0.00999693, 0.0099908
24.68, 0.999386, 11.7973, 0.00999693, 0.00999079
24.69, 0.999385, 11.8091, 0.00999693, 0.00999078
24.7, 0.999385, 11.8209, 0.00999693, 0.00999078
24.71, 0.999384, 11.8328, 0.00999692, 0.00999077
24.72, 0.999384, 11.8446, 0.00999692, 0.00999076
24.73, 0.999383, 11.8565, 0.00999692, 0.00999075
24.74, 0.999383, 11.8683, 0.00999692, 0.00999075
24.75, 0.999382, 11.8802, 0.00999691, 0.00999074
24.76, 0.999382, 11.8921, 0.00999691, 0.00999073
24.77, 0.999381, 11.904, 0.00999691, 0.00999072
24.78, 0.999381, 11.9159, 0.00999691, 0.00999072
24.79, 0.99938, 11.9278, 0.0099969, 0.00999071
24.8, 0.99938, 11.9397, 0.0099969, 0.0099907
24.81, 0.999379, 11.9517, 0.0099969, 0.00999069
24.82, 0.999379, 11.9636, 0.0099969, 0.00999069
24.83, 0.999378, 11.9756, 0.00999689, 0.00999068
24.84, 0.999378, 11.9876, 0.00999689, 0.00999067
24.85, 0.999377, 11.9996, 0.00999689, 0.00999066
24.86, 0.999377, 12.0116, 0.00999689, 0.00999066
24.87, 0.999376, 12.0236, 0.00999688, 0.00999065
24.88, 0.999376, 12.0356, 0.00999688, 0.00999064
24.89, 0.999375, 12.0477, 0.00999688, 0.00999063
24.9, 0.999375, 12.0597, 0.00999688, 0.00999063
24.91, 0.999374, 12.0718, 0.00999687, 0.00999062
24.92, 0.999374, 12.0838, 0.00999687, 0.00999061
24.93, 0.999373, 12.0959, 0.00999687, 0.0099906
24.94, 0.999373, 12.108, 0.00999687, 0.0099906
24.95, 0.999372, 12.1201, 0.00999686, 0.00999059
24.96, 0.999372, 12.1323, 0.00999686, 0.00999058
24.97, 0.999371, 12.1444, 0.00999686, 0.00999057
24.98, 0.999371, 12.1566, 0.00999686, 0.00999057
24.99, 0.99937, 12.1687, 0.00999685, 0.00999056
25, 0.99937, 12.1809, 0.00999685, 0.00999055
25.01, 0.999369, 12.1931, 0.00999685, 0.00999054
25.02, 0.999369, 12.2053, 0.00999685, 0.00999054
25.03, 0.999368, 12.2175, 0.00999684, 0.00999053
25.04, 0.999368, 12.2297, 0.00999684, 0.00999052
25.05, 0.999367, 12.2419, 0.00999684, 0.00999051
25.06, 0.999367, 12.2542, 0.00999684, 0.00999051
25.07, 0.999366, 12.2664, 0.00999683, 0.0099905
25.08, 0.999366, 12.2787, 0.00999683, 0.00999049
25.09, 0.999365, 12.291, 0.00999683, 0.00999048
25.1, 0.999365, 12.3033, 0.00999683, 0.00999048
25.11, 0.999364, 12.3156, 0.00999682, 0.00999047
25.12, 0.999364, 12.3279, 0.00999682, 0.00999046
25.13, 0.999363, 12.3402, 0.00999682, 0.00999045
25.14, 0.999363, 12.3526, 0.00999682, 0.00999045
25.15, 0.999362, 12.365, 0.00999681, 0.00999044
25.16, 0.999362, 12.3773, 0.00999681, 0.00999043
25.17, 0.999361, 12.3897, 0.00999681, 0.00999042
25.18, 0.999361, 12.4021, 0.00999681, 0.00999042
25.19, 0.99936, 12.4145, 0.0099968, 0.00999041
25.2, 0.99936, 12.4269, 0.0099968, 0.0099904
25.21, 0.999359, 12.4394, 0.0099968, 0.00999039
25.22, 0.999359, 12.4518, 0.0099968, 0.00999039
25.23, 0.999358, 12.4643, 0.00999679, 0.00999038
25.24, 0.999358, 12.4767, 0.00999679, 0.00999037
25.25, 0.999357, 12.4892, 0.00999679, 0.00999036
25.26, 0.999357, 12.5017, 0.00999679, 0.00999036
25.27, 0.999356, 12.5142, 0.00999678, 0.00999035
25.28, 0.999356, 12.5267, 0.00999678, 0.00999034
25.29, 0.999355, 12.5392, 0.00999678, 0.00999033
25.3, 0.999355, 12.5518, 0.00999677, 0.00999032
25.31, 0.999354, 12.5643, 0.00999677, 0.00999032
25.32, 0.999354, 12.5769, 0.00999677, 0.00999031
25.33, 0.999353, 12.5895, 0.00999677, 0.0099903
25.34, 0.999353, 12.6021, 0.00999676, 0.00999029
25.35, 0.999352, 12.6147, 0.00999676, 0.00999029
25.36, 0.999352, 12.6273, 0.00999676, 0.00999028
25.37, 0.999351, 12.6399, 0.00999676, 0.00999027
25.38, 0.999351, 12.6526, 0.00999675, 0.00999026
25.39, 0.99935, 12.6653, 0.00999675, 0.00999026
25.4, 0.99935, 12.6779, 0.00999675, 0.00999025
25.41, 0.999349, 12.6906, 0.00999675, 0.00999024
25.42, 0.999349, 12.7033, 0.00999674, 0.00999023
25.43, 0.999348, 12.716, 0.00999674, 0.00999023
25.44, 0.999348, 12.7287, 0.00999674, 0.00999022
25.45, 0.999347, 12.7415, 0.00999674, 0.00999021
25.46, 0.999347, 12.7542, 0.00999673, 0.0099902
25.47, 0.999346, 12.767, 0.00999673, 0.00999019
25.48, 0.999346, 12.7797, 0.00999673, 0.00999019
25.49, 0.999345, 12.7925, 0.00999673, 0.00999018
25.5, 0.999345, 12.8053, 0.00999672, 0.00999017
25.51, 0.999344, 12.8181, 0.00999672, 0.00999016
25.52, 0.999344, 12.8309, 0.00999672, 0.00999016
25.53, 0.999343, 12.8438, 0.00999672, 0.00999015
25.54, 0.999343, 12.8566, 0.00999671, 0.00999014
25.55, 0.999342, 12.8695, 0.00999671, 0.00999013
25.56, 0.999341, 12.8824, 0.00999671, 0.00999013
25.57, 0.999341, 12.8953, 0.00999671, 0.00999012
25.58, 0.99934, 12.9082, 0.0099967, 0.00999011
25.59, 0.99934, 12.9211, 0.0099967, 0.0099901
25.6, 0.999339, 12.934, 0.0099967, 0.00999009
25.61, 0.999339, 12.9469, 0.0099967, 0.00999009
25.62, 0.999338, 12.9599, 0.00999669, 0.00999008
25.63, 0.999338, 12.9728, 0.00999669, 0.00999007
25.64, 0.999337, 12.9858, 0.00999669, 0.00999006
25.65, 0.999337, 12.9988, 0.00999669, 0.00999006
25.66, 0.999336, 13.0118, 0.00999668, 0.00999005
25.67, 0.999336, 13.0248, 0.00999668, 0.00999004
25.68, 0.999335, 13.0379, 0.00999668, 0.00999003
25.69, 0.999335, 13.0509, 0.00999668, 0.00999003
25.7, 0.999334, 13.064, 0.00999667, 0.00999002
25.71, 0.999334, 13.077, 0.00999667, 0.00999001
25.72, 0.999333, 13.0901, 0.00999667, 0.00999
25.73, 0.999333, 13.1032, 0.00999666, 0.00998999
25.74, 0.999332, 13.1163, 0.00999666, 0.00998999
25.75, 0.999332, 13.1294, 0.00999666, 0.00998998
25.76, 0.999331, 13.1426, 0.00999666, 0.00998997
25.77, 0.999331, 13.1557, 0.00999665, 0.00998996
25.78, 0.99933, 13.1689, 0.00999665, 0.00998996
25.79, 0.99933, 13.182, 0.00999665, 0.00998995
25.8, 0.999329, 13.1952, 0.00999665, 0.00998994
25.81, 0.999329, 13.2084, 0.00999664, 0.00998993
25.82, 0.999328, 13.2216, 0.00999664, 0.00998992
25.83, 0.999328, 13.2349, 0.00999664, 0.00998992
25.84, 0.999327, 13.2481, 0.00999664, 0.00998991
25.85, 0.999327, 13.2614, 0.00999663, 0.0099899
25.86, 0.999326, 13.2746, 0.00999663, 0.00998989
25.87, 0.999325, 13.2879, 0.00999663, 0.00998989
25.88, 0.999325, 13.3012, 0.00999663, 0.00998988
25.89, 0.999324, 13.3145, 0.00999662, 0.00998987
25.9, 0.999324, 13.3278, 0.00999662, 0.00998986
25.91, 0.999323, 13.3412, 0.00999662, 0.00998985
25.92, 0.999323, 13.3545, 0.00999662, 0.00998985
25.93, 0.999322, 13.3679, 0.00999661, 0.00998984
25.94, 0.999322, 13.3812, 0.00999661, 0.00998983
25.95, 0.999321, 13.3946, 0.00999661, 0.00998982
25.96, 0.999321, 13.408, 0.00999661, 0.00998982
25.97, 0.99932, 13.4214, 0.0099966, 0.00998981
25.98, 0.99932, 13.4349, 0.0099966, 0.0099898
25.99, 0.999319, 13.4483, 0.0099966, 0.00998979
26, 0.999319, 13.4617, 0.00999659, 0.00998978
26.01, 0.999318, 13.4752, 0.00999659, 0.00998978
26.02, 0.999318, 13.4887, 0.00999659, 0.00998977
26.03, 0.999317, 13.5022, 0.00999659, 0.00998976
26.04, 0.999317, 13.5157, 0.00999658, 0.00998975
26.05, 0.999316, 13.5292, 0.00999658, 0.00998975
26.06, 0.999316, 13.5427, 0.00999658, 0.00998974
26.07, 0.999315, 13.5563, 0.00999658, 0.00998973
26.08, 0.999315, 13.5699, 0.00999657, 0.00998972
26.09, 0.999314, 13.5834, 0.00999657, 0.00998971
26.1, 0.999313, 13.597, 0.00999657, 0.00998971
26.11, 0.999313, 13.6106, 0.00999657, 0.0099897
26.12, 0.999312, 13.6242, 0.00999656, 0.00998969
26.13, 0.999312, 13.6379, 0.00999656, 0.00998968
26.14, 0.999311, 13.6515, 0.00999656, 0.00998967
26.15, 0.999311, 13.6652, 0.00999656, 0.00998967
26.16, 0.99931, 13.6788, 0.00999655, 0.00998966
26.17, 0.99931, 13.6925, 0.00999655, 0.00998965
26.18, 0.999309, 13.7062, 0.00999655, 0.00998964
26.19, 0.999309, 13.7199, 0.00999655, 0.00998964
26.2, 0.999308, 13.7336, 0.00999654, 0.00998963
26.21, 0.999308, 13.7474, 0.00999654, 0.00998962
26.22, 0.999307, 13.7611, 0.00999654, 0.00998961
26.23, 0.999307, 13.7749, 0.00999653, 0.0099896
26.24, 0.999306, 13.7887, 0.00999653, 0.0099896
26.25, 0.999306, 13.8025, 0.00999653, 0.00998959
26.26, 0.999305, 13.8163, 0.00999653, 0.00998958
26.27, 0.999305, 13.8301, 0.00999652, 0.00998957
26.28, 0.999304, 13.8439, 0.00999652, 0.00998956
26.29, 0.999303, 13.8578, 0.00999652, 0.00998956
26.3, 0.999303, 13.8716, 0.00999652, 0.00998955
26.31, 0.999302, 13.8855, 0.00999651, 0.00998954
26.32, 0.999302, 13.8994, 0.00999651, 0.00998953
26.33, 0.999301, 13.9133, 0.00999651, 0.00998952
26.34, 0.999301, 13.9272, 0.00999651, 0.00998952
26.35, 0.9993, 13.9412, 0.0099965, 0.00998951
26.36, 0.9993, 13.9551, 0.0099965, 0.0099895
26.37, 0.999299, 13.9691, 0.0099965, 0.00998949
26.38, 0.999299, 13.983, 0.00999649, 0.00998948
26.39, 0.999298, 13.997, 0.00999649, 0.00998948
26.4, 0.999298, 14.011, 0.00999649, 0.00998947
26.41, 0.999297, 14.025, 0.00999649, 0.00998946
26.42, 0.999297, 14.0391, 0.00999648, 0.00998945
26.43, 0.999296, 14.0531, 0.00999648, 0.00998944
26.44, 0.999296, 14.0672, 0.00999648, 0.00998944
26.45, 0.999295, 14.0813, 0.00999648, 0.00998943
26.46, 0.999294, 14.0953, 0.00999647, 0.00998942
26.47, 0.999294, 14.1094, 0.00999647, 0.00998941
26.48, 0.999293, 14.1236, 0.00999647, 0.00998941
26.49, 0.999293, 14.1377, 0.00999647, 0.0099894
26.5, 0.999292, 14.1518, 0.00999646, 0.00998939
26.51, 0.999292, 14.166, 0.00999646, 0.00998938
26.52, 0.999291, 14.1801, 0.00999646, 0.00998937
26.53, 0.999291, 14.1943, 0.00999646, 0.00998937
26.54, 0.99929, 14.2085, 0.00999645, 0.00998936
26.55, 0.99929, 14.2227, 0.00999645, 0.00998935
26.56, 0.999289, 14.237, 0.00999645, 0.00998934
26.57, 0.999289, 14.2512, 0.00999644, 0.00998933
26.58, 0.999288, 14.2655, 0.00999644, 0.00998933
26.59, 0.999288, 14.2797, 0.00999644, 0.00998932
26.6, 0.999287, 14.294, 0.00999644, 0.00998931
26.61, 0.999286, 14.3083, 0.00999643, 0.0099893
26.62, 0.999286, 14.3226, 0.00999643, 0.00998929
26.63, 0.999285, 14.337, 0.00999643, 0.00998929
26.64, 0.999285, 14.3513, 0.00999643, 0.00998928
26.65, 0.999284, 14.3657, 0.00999642, 0.00998927
26.66, 0.999284, 14.38, 0.00999642, 0.00998926
26.67, 0.999283, 14.3944, 0.00999642, 0.00998925
26.68, 0.999283, 14.4088, 0.00999642, 0.00998925
26.69, 0.999282, 14.4232, 0.00999641, 0.00998924
26.7, 0.999282, 14.4377, 0.00999641, 0.00998923
26.71, 0.999281, 14.4521, 0.00999641, 0.00998922
26.72, 0.999281, 14.4666, 0.0099964, 0.00998921
26.73, 0.99928, 14.481, 0.0099964, 0.0099892
26.74, 0.99928, 14.4955, 0.0099964, 0.0099892
26.75, 0.999279, 14.51, 0.0099964, 0.00998919
26.76, 0.999278, 14.5245, 0.00999639, 0.00998918
26.77, 0.999278, 14.5391, 0.00999639, 0.00998917
26.78, 0.999277, 14.5536, 0.00999639, 0.00998916
26.79, 0.999277, 14.5682, 0.00999639, 0.00998916
26.8, 0.999276, 14.5827, 0.00999638, 0.00998915
26.81, 0.999276, 14.5973, 0.00999638, 0.00998914
26.82, 0.999275, 14.6119, 0.00999638, 0.00998913
26.83, 0.999275, 14.6265, 0.00999637, 0.00998912
26.84, 0.999274, 14.6412, 0.00999637, 0.00998912
26.85, 0.999274, 14.6558, 0.00999637, 0.00998911
26.86, 0.999273, 14.6705, 0.00999637, 0.0099891
26.87, 0.999273, 14.6851, 0.00999636, 0.00998909
26.88, 0.999272, 14.6998, 0.00999636, 0.00998908
26.89, 0.999271, 14.7145, 0.00999636, 0.00998908
26.9, 0.999271, 14.7293, 0.00999636, 0.00998907
26.91, 0.99927, 14.744, 0.00999635, 0.00998906
26.92, 0.99927, 14.7587, 0.00999635, 0.00998905
26.93, 0.999269, 14.7735, 0.00999635, 0.00998904
26.94, 0.999269, 14.7883, 0.00999635, 0.00998904
26.95, 0.999268, 14.8031, 0.00999634, 0.00998903
26.96, 0.999268, 14.8179, 0.00999634, 0.00998902
26.97, 0.999267, 14.8327, 0.00999634, 0.00998901
26.98, 0.999267, 14.8475, 0.00999633, 0.009989
26.99, 0.999266, 14.8624, 0.00999633, 0.00998899
27, 0.999266, 14.8773, 0.00999633, 0.00998899
27.01, 0.999265, 14.8921, 0.00999633, 0.00998898
27.02, 0.999264, 14.907, 0.00999632, 0.00998897
27.03, 0.999264, 14.922, 0.00999632, 0.00998896
27.04, 0.999263, 14.9369, 0.00999632, 0.00998895
27.05, 0.999263, 14.9518, 0.00999632, 0.00998895
27.06, 0.999262, 14.9668, 0.00999631, 0.00998894
27.07, 0.999262, 14.9818, 0.00999631, 0.00998893
27.08, 0.999261, 14.9967, 0.00999631, 0.00998892
27.09, 0.999261, 15.0117, 0.0099963, 0.00998891
27.1, 0.99926, 15.0268, 0.0099963, 0.00998891
27.11, 0.99926, 15.0418, 0.0099963, 0.0099889
27.12, 0.999259, 15.0568, 0.0099963, 0.00998889
27.13, 0.999258, 15.0719, 0.00999629, 0.00998888
27.14, 0.999258, 15.087, 0.00999629, 0.00998887
27.15, 0.999257, 15.1021, 0.00999629, 0.00998886
27.16, 0.999257, 15.1172, 0.00999629, 0.00998886
27.17, 0.999256, 15.1323, 0.00999628, 0.00998885
27.18, 0.999256, 15.1474, 0.00999628, 0.00998884
27.19, 0.999255, 15.1626, 0.00999628, 0.00998883
27.2, 0.999255, 15.1778, 0.00999627, 0.00998882
27.21, 0.999254, 15.1929, 0.00999627, 0.00998882
27.22, 0.999254, 15.2081, 0.00999627, 0.00998881
27.23, 0.999253, 15.2233, 0.00999627, 0.0099888
27.24, 0.999252, 15.2386, 0.00999626, 0.00998879
27.25, 0.999252, 15.2538, 0.00999626, 0.00998878
27.26, 0.999251, 15.2691, 0.00999626, 0.00998877
27.27, 0.999251, 15.2843, 0.00999626, 0.00998877
27.28, 0.99925, 15.2996, 0.00999625, 0.00998876
27.29, 0.99925, 15.3149, 0.00999625, 0.00998875
27.3, 0.999249, 15.3303, 0.00999625, 0.00998874
27.31, 0.999249, 15.3456, 0.00999624, 0.00998873
27.32, 0.999248, 15.3609, 0.00999624, 0.00998873
27.33, 0.999248, 15.3763, 0.00999624, 0.00998872
27.34, 0.999247, 15.3917, 0.00999624, 0.00998871
27.35, 0.999246, 15.4071, 0.00999623, 0.0099887
27.36, 0.999246, 15.4225, 0.00999623, 0.00998869
27.37, 0.999245, 15.4379, 0.00999623, 0.00998868
27.38, 0.999245, 15.4534, 0.00999623, 0.00998868
27.39, 0.999244, 15.4688, 0.00999622, 0.00998867
27.4, 0.999244, 15.4843, 0.00999622, 0.00998866
27.41, 0.999243, 15.4998, 0.00999622, 0.00998865
27.42, 0.999243, 15.5153, 0.00999621, 0.00998864
27.43, 0.999242, 15.5308, 0.00999621, 0.00998863
27.44, 0.999241, 15.5464, 0.00999621, 0.00998863
27.45, 0.999241, 15.5619, 0.00999621, 0.00998862
27.46, 0.99924, 15.5775, 0.0099962, 0.00998861
27.47, 0.99924, 15.5931, 0.0099962, 0.0099886
27.48, 0.999239, 15.6087, 0.0099962, 0.00998859
27.49, 0.999239, 15.6243, 0.0099962, 0.00998858
27.5, 0.999238, 15.6399, 0.00999619, 0.00998858
27.51, 0.999238, 15.6555, 0.00999619, 0.00998857
27.52, 0.999237, 15.6712, 0.00999619, 0.00998856
27.53, 0.999236, 15.6869, 0.00999618, 0.00998855
27.54, 0.999236, 15.7026, 0.00999618, 0.00998854
27.55, 0.999235, 15.7183, 0.00999618, 0.00998854
27.56, 0.999235, 15.734, 0.00999618, 0.00998853
27.57, 0.999234, 15.7497, 0.00999617, 0.00998852
27.58, 0.999234, 15.7655, 0.00999617, 0.00998851
27.59, 0.999233, 15.7813, 0.00999617, 0.0099885
27.6, 0.999233, 15.797, 0.00999616, 0.00998849
27.61, 0.999232, 15.8128, 0.00999616, 0.00998849
27.62, 0.999232, 15.8287, 0.00999616, 0.00998848
27.63, 0.999231, 15.8445, 0.00999616, 0.00998847
27.64, 0.99923, 15.8603, 0.00999615, 0.00998846
27.65, 0.99923, 15.8762, 0.00999615, 0.00998845
27.66, 0.999229, 15.8921, 0.00999615, 0.00998844
27.67, 0.999229, 15.908, 0.00999615, 0.00998844
27.68, 0.999228, 15.9239, 0.00999614, 0.00998843
27.69, 0.999228, 15.9398, 0.00999614, 0.00998842
27.7, 0.999227, 15.9558, 0.00999614, 0.00998841
27.71, 0.999227, 15.9717, 0.00999613, 0.0099884
27.72, 0.999226, 15.9877, 0.00999613, 0.00998839
27.73, 0.999225, 16.0037, 0.00999613, 0.00998839
27.74, 0.999225, 16.0197, 0.00999613, 0.00998838
27.75, 0.999224, 16.0357, 0.00999612, 0.00998837
27.76, 0.999224, 16.0518, 0.00999612, 0.00998836
27.77, 0.999223, 16.0678, 0.00999612, 0.00998835
27.78, 0.999223, 16.0839, 0.00999611, 0.00998834
27.79, 0.999222, 16.1, 0.00999611, 0.00998834
27.8, 0.999221, 16.1161, 0.00999611, 0.00998833
