# Dark Energy Evolution Data
# time, w, scale_factor, energy_density, pressure
0, -1, 1, 5e-11, -5e-11
0.01, -1, 1, 5e-11, -5e-11
0.02, -1, 1, 5e-11, -5e-11
0.03, -1, 1, 5e-11, -5e-11
0.04, -1, 1, 5e-11, -5e-11
0.05, -1, 1, 5e-11, -5e-11
0.06, -1, 1, 5e-11, -5e-11
0.07, -1, 1, 5e-11, -5e-11
0.08, -1, 1, 5e-11, -5e-11
0.09, -1, 1, 5e-11, -5e-11
0.1, -1, 1, 5e-11, -5e-11
0.11, -1, 1, 5e-11, -5e-11
0.12, -1, 1, 5e-11, -5e-11
0.13, -1, 1, 5e-11, -5e-11
0.14, -1, 1, 5e-11, -5e-11
0.15, -1, 1, 5e-11, -5e-11
0.16, -1, 1, 5e-11, -5e-11
0.17, -1, 1, 5e-11, -5e-11
0.18, -1, 1, 5e-11, -5e-11
0.19, -1, 1, 5e-11, -5e-11
0.2, -1, 1, 5e-11, -5e-11
0.21, -1, 1, 5e-11, -5e-11
0.22, -1, 1, 5e-11, -5e-11
0.23, -1, 1, 5e-11, -5e-11
0.24, -1, 1, 5e-11, -5e-11
0.25, -1, 1, 5e-11, -5e-11
0.26, -1, 1, 5e-11, -5e-11
0.27, -1, 1, 5e-11, -5e-11
0.28, -1, 1, 5e-11, -5e-11
0.29, -1, 1, 5e-11, -5e-11
0.3, -1, 1, 5e-11, -5e-11
0.31, -1, 1, 5e-11, -5e-11
0.32, -1, 1, 5e-11, -5e-11
0.33, -1, 1, 5e-11, -5e-11
0.34, -1, 1, 5e-11, -5e-11
0.35, -1, 1, 5e-11, -5e-11
0.36, -1, 1, 5e-11, -5e-11
0.37, -1, 1, 5e-11, -5e-11
0.38, -1, 1, 5e-11, -5e-11
0.39, -1, 1, 5e-11, -5e-11
0.4, -1, 1, 5e-11, -5e-11
0.41, -1, 1, 5e-11, -5e-11
0.42, -1, 1, 5e-11, -5e-11
0.43, -1, 1, 5e-11, -5e-11
0.44, -1, 1, 5e-11, -5e-11
0.45, -1, 1, 5e-11, -5e-11
0.46, -1, 1, 5e-11, -5e-11
0.47, -1, 1, 5e-11, -5e-11
0.48, -1, 1, 5e-11, -5e-11
0.49, -1, 1, 5e-11, -5e-11
0.5, -1, 1, 5e-11, -5e-11
0.51, -1, 1, 5e-11, -5e-11
0.52, -1, 1, 5e-11, -5e-11
0.53, -1, 1, 5e-11, -5e-11
0.54, -1, 1, 5e-11, -5e-11
0.55, -1, 1, 5e-11, -5e-11
0.56, -1, 1, 5e-11, -5e-11
0.57, -1, 1, 5e-11, -5e-11
0.58, -1, 1, 5e-11, -4.99999e-11
0.59, -1, 1, 5e-11, -4.99999e-11
0.6, -1, 1, 5e-11, -4.99999e-11
0.61, -1, 1, 5e-11, -4.99999e-11
0.62, -1, 1, 5e-11, -4.99999e-11
0.63, -1, 1, 5e-11, -4.99999e-11
0.64, -1, 1, 5e-11, -4.99999e-11
0.65, -1, 1, 5e-11, -4.99999e-11
0.66, -1, 1, 5e-11, -4.99999e-11
0.67, -1, 1, 5e-11, -4.99999e-11
0.68, -1, 1, 5e-11, -4.99999e-11
0.69, -1, 1, 5e-11, -4.99999e-11
0.7, -1, 1, 5e-11, -4.99999e-11
0.71, -1, 1.00001, 5e-11, -4.99999e-11
0.72, -1, 1.00001, 5e-11, -4.99999e-11
0.73, -1, 1.00001, 5e-11, -4.99999e-11
0.74, -1, 1.00001, 5e-11, -4.99999e-11
0.75, -1, 1.00001, 5e-11, -4.99999e-11
0.76, -1, 1.00001, 5e-11, -4.99999e-11
0.77, -1, 1.00001, 5e-11, -4.99999e-11
0.78, -1, 1.00001, 5e-11, -4.99999e-11
0.79, -1, 1.00001, 5e-11, -4.99999e-11
0.8, -1, 1.00001, 5e-11, -4.99999e-11
0.81, -1, 1.00001, 5e-11, -4.99999e-11
0.82, -1, 1.00001, 5e-11, -4.99999e-11
0.83, -1, 1.00001, 5e-11, -4.99999e-11
0.84, -1, 1.00001, 5e-11, -4.99999e-11
0.85, -1, 1.00001, 5e-11, -4.99999e-11
0.86, -1, 1.00001, 5e-11, -4.99999e-11
0.87, -1, 1.00001, 5e-11, -4.99999e-11
0.88, -1, 1.00001, 5e-11, -4.99999e-11
0.89, -1, 1.00001, 5e-11, -4.99999e-11
0.9, -1, 1.00001, 5e-11, -4.99999e-11
0.91, -1, 1.00001, 5e-11, -4.99999e-11
0.92, -1, 1.00001, 5e-11, -4.99999e-11
0.93, -1, 1.00001, 5e-11, -4.99999e-11
0.94, -1, 1.00001, 5e-11, -4.99999e-11
0.95, -1, 1.00001, 5e-11, -4.99999e-11
0.96, -1, 1.00001, 5e-11, -4.99999e-11
0.97, -1, 1.00001, 5e-11, -4.99999e-11
0.98, -1, 1.00001, 5e-11, -4.99999e-11
0.99, -1, 1.00001, 5e-11, -4.99999e-11
1, -1, 1.00001, 5e-11, -4.99999e-11
1.01, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.02, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.03, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.04, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.05, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.06, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.07, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.08, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.09, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.1, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.11, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.12, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.13, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.14, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.15, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.16, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.17, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.18, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.19, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.2, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.21, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.22, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.23, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.24, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.25, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.26, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.27, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.28, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.29, -1, 1.00001, 5.00001e-11, -4.99998e-11
1.3, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.31, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.32, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.33, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.34, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.35, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.36, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.37, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.38, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.39, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.4, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.41, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.42, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.43, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.44, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.45, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.46, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.47, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.48, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.49, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.5, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.51, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.52, -1, 1.00001, 5.00001e-11, -4.99997e-11
1.53, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.54, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.55, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.56, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.57, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.58, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.59, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.6, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.61, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.62, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.63, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.64, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.65, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.66, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.67, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.68, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.69, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.7, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.71, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.72, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.73, -1, 1.00001, 5.00001e-11, -4.99996e-11
1.74, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.75, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.76, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.77, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.78, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.79, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.8, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.81, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.82, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.83, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.84, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.85, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.86, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.87, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.88, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.89, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.9, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.91, -1, 1.00001, 5.00002e-11, -4.99995e-11
1.92, -1, 1.00001, 5.00002e-11, -4.99994e-11
1.93, -1, 1.00001, 5.00002e-11, -4.99994e-11
1.94, -1, 1.00001, 5.00002e-11, -4.99994e-11
1.95, -1, 1.00001, 5.00002e-11, -4.99994e-11
1.96, -1, 1.00001, 5.00002e-11, -4.99994e-11
1.97, -1, 1.00001, 5.00002e-11, -4.99994e-11
1.98, -1, 1.00001, 5.00002e-11, -4.99994e-11
1.99, -1, 1.00001, 5.00002e-11, -4.99994e-11
2, -1, 1.00001, 5.00002e-11, -4.99994e-11
2.01, -1, 1.00001, 5.00002e-11, -4.99994e-11
2.02, -1, 1.00001, 5.00002e-11, -4.99994e-11
2.03, -1, 1.00001, 5.00002e-11, -4.99994e-11
2.04, -1, 1.00001, 5.00002e-11, -4.99994e-11
2.05, -1, 1.00001, 5.00002e-11, -4.99994e-11
2.06, -1, 1.00001, 5.00002e-11, -4.99994e-11
2.07, -1, 1.00001, 5.00002e-11, -4.99994e-11
2.08, -1, 1.00001, 5.00002e-11, -4.99994e-11
2.09, -1, 1.00001, 5.00002e-11, -4.99993e-11
2.1, -1, 1.00001, 5.00002e-11, -4.99993e-11
2.11, -1, 1.00001, 5.00002e-11, -4.99993e-11
2.12, -1, 1.00001, 5.00002e-11, -4.99993e-11
2.13, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.14, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.15, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.16, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.17, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.18, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.19, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.2, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.21, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.22, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.23, -1, 1.00002, 5.00002e-11, -4.99993e-11
2.24, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.25, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.26, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.27, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.28, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.29, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.3, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.31, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.32, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.33, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.34, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.35, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.36, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.37, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.38, -1, 1.00002, 5.00003e-11, -4.99992e-11
2.39, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.4, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.41, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.42, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.43, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.44, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.45, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.46, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.47, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.48, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.49, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.5, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.51, -1, 1.00002, 5.00003e-11, -4.99991e-11
2.52, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.53, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.54, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.55, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.56, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.57, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.58, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.59, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.6, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.61, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.62, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.63, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.64, -1, 1.00002, 5.00003e-11, -4.9999e-11
2.65, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.66, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.67, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.68, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.69, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.7, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.71, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.72, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.73, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.74, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.75, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.76, -1, 1.00002, 5.00004e-11, -4.99989e-11
2.77, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.78, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.79, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.8, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.81, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.82, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.83, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.84, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.85, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.86, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.87, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.88, -1, 1.00002, 5.00004e-11, -4.99988e-11
2.89, -1, 1.00002, 5.00004e-11, -4.99987e-11
2.9, -1, 1.00002, 5.00004e-11, -4.99987e-11
2.91, -1, 1.00002, 5.00004e-11, -4.99987e-11
2.92, -1, 1.00002, 5.00004e-11, -4.99987e-11
2.93, -1, 1.00002, 5.00004e-11, -4.99987e-11
2.94, -1, 1.00002, 5.00004e-11, -4.99987e-11
2.95, -1, 1.00002, 5.00004e-11, -4.99987e-11
2.96, -1, 1.00002, 5.00004e-11, -4.99987e-11
2.97, -1, 1.00002, 5.00004e-11, -4.99987e-11
2.98, -1, 1.00002, 5.00004e-11, -4.99987e-11
2.99, -1, 1.00002, 5.00004e-11, -4.99987e-11
3, -1, 1.00002, 5.00004e-11, -4.99987e-11
3.01, -1, 1.00002, 5.00005e-11, -4.99986e-11
3.02, -1, 1.00002, 5.00005e-11, -4.99986e-11
3.03, -1, 1.00002, 5.00005e-11, -4.99986e-11
3.04, -1, 1.00002, 5.00005e-11, -4.99986e-11
3.05, -1, 1.00002, 5.00005e-11, -4.99986e-11
3.06, -1, 1.00002, 5.00005e-11, -4.99986e-11
3.07, -1, 1.00002, 5.00005e-11, -4.99986e-11
3.08, -1, 1.00002, 5.00005e-11, -4.99986e-11
3.09, -1, 1.00002, 5.00005e-11, -4.99986e-11
3.1, -1, 1.00002, 5.00005e-11, -4.99986e-11
3.11, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.12, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.13, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.14, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.15, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.16, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.17, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.18, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.19, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.2, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.21, -1, 1.00002, 5.00005e-11, -4.99985e-11
3.22, -1, 1.00002, 5.00005e-11, -4.99984e-11
3.23, -1, 1.00002, 5.00005e-11, -4.99984e-11
3.24, -1, 1.00002, 5.00005e-11, -4.99984e-11
3.25, -1, 1.00002, 5.00005e-11, -4.99984e-11
3.26, -1, 1.00002, 5.00005e-11, -4.99984e-11
3.27, -1, 1.00002, 5.00005e-11, -4.99984e-11
3.28, -1, 1.00002, 5.00005e-11, -4.99984e-11
3.29, -1, 1.00002, 5.00005e-11, -4.99984e-11
3.3, -1, 1.00002, 5.00005e-11, -4.99984e-11
3.31, -1, 1.00002, 5.00005e-11, -4.99984e-11
3.32, -1, 1.00002, 5.00006e-11, -4.99983e-11
3.33, -1, 1.00002, 5.00006e-11, -4.99983e-11
3.34, -1, 1.00002, 5.00006e-11, -4.99983e-11
3.35, -1, 1.00002, 5.00006e-11, -4.99983e-11
3.36, -1, 1.00002, 5.00006e-11, -4.99983e-11
3.37, -1, 1.00002, 5.00006e-11, -4.99983e-11
3.38, -1, 1.00002, 5.00006e-11, -4.99983e-11
3.39, -1, 1.00002, 5.00006e-11, -4.99983e-11
3.4, -1, 1.00002, 5.00006e-11, -4.99983e-11
3.41, -1, 1.00002, 5.00006e-11, -4.99983e-11
3.42, -1, 1.00002, 5.00006e-11, -4.99982e-11
3.43, -1, 1.00002, 5.00006e-11, -4.99982e-11
3.44, -1, 1.00002, 5.00006e-11, -4.99982e-11
3.45, -1, 1.00002, 5.00006e-11, -4.99982e-11
3.46, -1, 1.00002, 5.00006e-11, -4.99982e-11
3.47, -1, 1.00002, 5.00006e-11, -4.99982e-11
3.48, -1, 1.00002, 5.00006e-11, -4.99982e-11
3.49, -1, 1.00002, 5.00006e-11, -4.99982e-11
3.5, -1, 1.00002, 5.00006e-11, -4.99982e-11
3.51, -1, 1.00002, 5.00006e-11, -4.99982e-11
3.52, -1, 1.00002, 5.00006e-11, -4.99981e-11
3.53, -1, 1.00002, 5.00006e-11, -4.99981e-11
3.54, -1, 1.00003, 5.00006e-11, -4.99981e-11
3.55, -1, 1.00003, 5.00006e-11, -4.99981e-11
3.56, -1, 1.00003, 5.00006e-11, -4.99981e-11
3.57, -1, 1.00003, 5.00006e-11, -4.99981e-11
3.58, -1, 1.00003, 5.00006e-11, -4.99981e-11
3.59, -1, 1.00003, 5.00006e-11, -4.99981e-11
3.6, -1, 1.00003, 5.00006e-11, -4.99981e-11
3.61, -1, 1.00003, 5.00007e-11, -4.9998e-11
3.62, -1, 1.00003, 5.00007e-11, -4.9998e-11
3.63, -1, 1.00003, 5.00007e-11, -4.9998e-11
3.64, -1, 1.00003, 5.00007e-11, -4.9998e-11
3.65, -1, 1.00003, 5.00007e-11, -4.9998e-11
3.66, -1, 1.00003, 5.00007e-11, -4.9998e-11
3.67, -1, 1.00003, 5.00007e-11, -4.9998e-11
3.68, -1, 1.00003, 5.00007e-11, -4.9998e-11
3.69, -1, 1.00003, 5.00007e-11, -4.9998e-11
3.7, -1, 1.00003, 5.00007e-11, -4.99979e-11
3.71, -1, 1.00003, 5.00007e-11, -4.99979e-11
3.72, -1, 1.00003, 5.00007e-11, -4.99979e-11
3.73, -1, 1.00003, 5.00007e-11, -4.99979e-11
3.74, -1, 1.00003, 5.00007e-11, -4.99979e-11
3.75, -1, 1.00003, 5.00007e-11, -4.99979e-11
3.76, -1, 1.00003, 5.00007e-11, -4.99979e-11
3.77, -1, 1.00003, 5.00007e-11, -4.99979e-11
3.78, -1, 1.00003, 5.00007e-11, -4.99979e-11
3.79, -1, 1.00003, 5.00007e-11, -4.99978e-11
3.8, -1, 1.00003, 5.00007e-11, -4.99978e-11
3.81, -1, 1.00003, 5.00007e-11, -4.99978e-11
3.82, -1, 1.00003, 5.00007e-11, -4.99978e-11
3.83, -1, 1.00003, 5.00007e-11, -4.99978e-11
3.84, -1, 1.00003, 5.00007e-11, -4.99978e-11
3.85, -1, 1.00003, 5.00007e-11, -4.99978e-11
3.86, -1, 1.00003, 5.00007e-11, -4.99978e-11
3.87, -1, 1.00003, 5.00007e-11, -4.99978e-11
3.88, -1, 1.00003, 5.00008e-11, -4.99977e-11
3.89, -1, 1.00003, 5.00008e-11, -4.99977e-11
3.9, -1, 1.00003, 5.00008e-11, -4.99977e-11
3.91, -1, 1.00003, 5.00008e-11, -4.99977e-11
3.92, -1, 1.00003, 5.00008e-11, -4.99977e-11
3.93, -1, 1.00003, 5.00008e-11, -4.99977e-11
3.94, -1, 1.00003, 5.00008e-11, -4.99977e-11
3.95, -1, 1.00003, 5.00008e-11, -4.99977e-11
3.96, -1, 1.00003, 5.00008e-11, -4.99976e-11
3.97, -1, 1.00003, 5.00008e-11, -4.99976e-11
3.98, -1, 1.00003, 5.00008e-11, -4.99976e-11
3.99, -1, 1.00003, 5.00008e-11, -4.99976e-11
4, -1, 1.00003, 5.00008e-11, -4.99976e-11
4.01, -1, 1.00003, 5.00008e-11, -4.99976e-11
4.02, -1, 1.00003, 5.00008e-11, -4.99976e-11
4.03, -1, 1.00003, 5.00008e-11, -4.99976e-11
4.04, -1, 1.00003, 5.00008e-11, -4.99976e-11
4.05, -1, 1.00003, 5.00008e-11, -4.99975e-11
4.06, -1, 1.00003, 5.00008e-11, -4.99975e-11
4.07, -1, 1.00003, 5.00008e-11, -4.99975e-11
4.08, -1, 1.00003, 5.00008e-11, -4.99975e-11
4.09, -1, 1.00003, 5.00008e-11, -4.99975e-11
4.1, -1, 1.00003, 5.00008e-11, -4.99975e-11
4.11, -1, 1.00003, 5.00008e-11, -4.99975e-11
4.12, -1, 1.00003, 5.00008e-11, -4.99975e-11
4.13, -1, 1.00003, 5.00009e-11, -4.99974e-11
4.14, -1, 1.00003, 5.00009e-11, -4.99974e-11
4.15, -1, 1.00003, 5.00009e-11, -4.99974e-11
4.16, -1, 1.00003, 5.00009e-11, -4.99974e-11
4.17, -1, 1.00003, 5.00009e-11, -4.99974e-11
4.18, -1, 1.00003, 5.00009e-11, -4.99974e-11
4.19, -1, 1.00003, 5.00009e-11, -4.99974e-11
4.2, -1, 1.00003, 5.00009e-11, -4.99974e-11
4.21, -1, 1.00003, 5.00009e-11, -4.99973e-11
4.22, -1, 1.00003, 5.00009e-11, -4.99973e-11
4.23, -1, 1.00003, 5.00009e-11, -4.99973e-11
4.24, -1, 1.00003, 5.00009e-11, -4.99973e-11
4.25, -1, 1.00003, 5.00009e-11, -4.99973e-11
4.26, -1, 1.00003, 5.00009e-11, -4.99973e-11
4.27, -1, 1.00003, 5.00009e-11, -4.99973e-11
4.28, -1, 1.00003, 5.00009e-11, -4.99973e-11
4.29, -1, 1.00003, 5.00009e-11, -4.99972e-11
4.3, -1, 1.00003, 5.00009e-11, -4.99972e-11
4.31, -1, 1.00003, 5.00009e-11, -4.99972e-11
4.32, -1, 1.00003, 5.00009e-11, -4.99972e-11
4.33, -1, 1.00003, 5.00009e-11, -4.99972e-11
4.34, -1, 1.00003, 5.00009e-11, -4.99972e-11
4.35, -1, 1.00003, 5.00009e-11, -4.99972e-11
4.36, -1, 1.00003, 5.0001e-11, -4.99971e-11
4.37, -1, 1.00003, 5.0001e-11, -4.99971e-11
4.38, -1, 1.00003, 5.0001e-11, -4.99971e-11
4.39, -1, 1.00003, 5.0001e-11, -4.99971e-11
4.4, -1, 1.00003, 5.0001e-11, -4.99971e-11
4.41, -1, 1.00003, 5.0001e-11, -4.99971e-11
4.42, -1, 1.00003, 5.0001e-11, -4.99971e-11
4.43, -1, 1.00003, 5.0001e-11, -4.99971e-11
4.44, -1, 1.00003, 5.0001e-11, -4.9997e-11
4.45, -1, 1.00003, 5.0001e-11, -4.9997e-11
4.46, -1, 1.00003, 5.0001e-11, -4.9997e-11
4.47, -1, 1.00003, 5.0001e-11, -4.9997e-11
4.48, -1, 1.00003, 5.0001e-11, -4.9997e-11
4.49, -1, 1.00003, 5.0001e-11, -4.9997e-11
4.5, -1, 1.00003, 5.0001e-11, -4.9997e-11
4.51, -1, 1.00003, 5.0001e-11, -4.99969e-11
4.52, -1, 1.00003, 5.0001e-11, -4.99969e-11
4.53, -1, 1.00003, 5.0001e-11, -4.99969e-11
4.54, -1, 1.00003, 5.0001e-11, -4.99969e-11
4.55, -1, 1.00003, 5.0001e-11, -4.99969e-11
4.56, -1, 1.00003, 5.0001e-11, -4.99969e-11
4.57, -1, 1.00003, 5.0001e-11, -4.99969e-11
4.58, -1, 1.00003, 5.0001e-11, -4.99969e-11
4.59, -1, 1.00003, 5.00011e-11, -4.99968e-11
4.6, -1, 1.00003, 5.00011e-11, -4.99968e-11
4.61, -1, 1.00003, 5.00011e-11, -4.99968e-11
4.62, -1, 1.00003, 5.00011e-11, -4.99968e-11
4.63, -1, 1.00003, 5.00011e-11, -4.99968e-11
4.64, -1, 1.00003, 5.00011e-11, -4.99968e-11
4.65, -1, 1.00003, 5.00011e-11, -4.99968e-11
4.66, -1, 1.00003, 5.00011e-11, -4.99967e-11
4.67, -1, 1.00003, 5.00011e-11, -4.99967e-11
4.68, -1, 1.00003, 5.00011e-11, -4.99967e-11
4.69, -1, 1.00003, 5.00011e-11, -4.99967e-11
4.7, -1, 1.00003, 5.00011e-11, -4.99967e-11
4.71, -1, 1.00003, 5.00011e-11, -4.99967e-11
4.72, -1, 1.00003, 5.00011e-11, -4.99967e-11
