# x y B_z phi A'_x A'_y
22 9 0 -1.08257 0.0199274 0.0075106
23 9 0 -1.06233 0.0205462 0.0078786
24 9 0 -1.04148 0.0211341 0.00831008
25 9 0 -1.02006 0.0216829 0.00879979
26 9 0 -0.998114 0.0221833 0.00934768
27 9 0 -0.975693 0.0226254 0.00995094
28 9 0 -0.952863 0.0229997 0.0106016
29 9 0 -0.929694 0.0233002 0.0112945
30 9 0 -0.906263 0.0235209 0.0120178
31 9 0 -0.882652 0.0236551 0.0127663
32 9 0 -0.858952 0.0237004 0.0135255
33 9 0 -0.835251 0.0236561 0.0142847
34 9 0 -0.81164 0.0235204 0.0150329
35 9 0 -0.78821 0.0233005 0.0157574
36 9 0 -0.765039 0.0230001 0.0164501
37 9 0 -0.74221 0.0226249 0.0171011
38 9 0 -0.719789 0.0221825 0.0177036
39 9 0 -0.697845 0.0216821 0.0182518
40 9 0 -0.676425 0.021135 0.0187415
41 9 0 -0.655575 0.0205467 0.0191718
42 9 0 -0.635332 0.0199265 0.0195403
43 9 0 -0.615722 0.0192849 0.0198488
44 9 0 -0.596762 0.0186288 0.0200982
45 9 0 -0.578465 0.0179643 0.0202908
46 9 0 -0.560833 0.0172993 0.0204307
47 9 0 -0.543866 0.016637 0.0205197
48 9 0 -0.527559 0.0159829 0.0205637
49 9 0 -0.5119 0.0153385 0.0205652
50 9 0 -0.496882 0.0146888 0.020529
51 9 0 -0.482523 0.0139635 0.0204607
52 9 0 -0.468955 0.0129102 0.0203684
53 9 0 -0.456702 0.0108923 0.0202736
54 9 0 -0.447171 0.00692852 0.0202252
55 9 0 -0.442845 0.000599235 0.0203031
56 9 0 -0.445972 -0.00669928 0.0205645
57 9 0 -0.456244 -0.0129149 0.0209491
58 9 0 -0.471802 -0.0183747 0.0212942
59 9 0 -0.492993 -0.0243182 0.0214867
60 9 0 -0.520438 -0.0302042 0.0214839
61 9 0 -0.553402 -0.0360955 0.0212925
62 9 -0.0104037 -0.592629 -0.0424591 0.0210262
63 9 0 -0.63832 0 0

0 10 0 -2.53931 0 0
1 10 -0.0106108 -2.31198 0.215644 -0.0173771
2 10 0 -2.10802 0.192355 -0.0139591
3 10 0 -1.92727 0.170424 -0.0111471
4 10 0 -1.76717 0.148276 -0.00901014
5 10 0 -1.63072 0.125997 -0.00753349
6 10 0 -1.51518 0.10594 -0.00654906
7 10 0 -1.41884 0.0831755 -0.00587702
8 10 0 -1.34882 0.0563668 -0.00547618
9 10 0 -1.3061 0.0336495 -0.00530887
10 10 0 -1.28153 0.0205365 -0.00528526
11 10 0 -1.26503 0.0153174 -0.00531006
12 10 0 -1.25089 0.014059 -0.00533259
13 10 0 -1.23691 0.0142127 -0.0053311
14 10 0 -1.22247 0.0147611 -0.00529623
15 10 0 -1.20739 0.0154102 -0.00522143
16 10 0 -1.19165 0.0160928 -0.00510228
17 10 0 -1.17521 0.0167933 -0.00493604
18 10 0 -1.15806 0.0175074 -0.0047164
19 10 0 -1.14019 0.0182289 -0.00443828
20 10 0 -1.1216 0.0189527 -0.00409859
21 10 0 -1.10229 0.0196734 -0.00369024
22 10 0 -1.08225 0.0203804 -0.00321496
23 10 0 -1.06152 0.0210671 -0.00266653
24 10 0 -1.04012 0.0217229 -0.0020448
25 10 0 -1.01808 0.0223352 -0.00135082
26 10 0 -0.995449 0.0228978 -0.000586659
27 10 0 -0.972284 0.0233962 0.000242829
28 10 0 -0.948657 0.0238204 0.00113171
29 10 0 -0.924643 0.0241627 0.00207317
30 10 0 -0.900331 0.0244134 0.00305367
31 10 0 -0.875816 0.0245672 0.0040617
32 10 0 -0.851197 0.0246183 0.00508496
33 10 0 -0.826579 0.0245669 0.0061067
34 10 0 -0.802063 0.0244138 0.00711334
35 10 0 -0.777752 0.0241631 0.00809559
36 10 0 -0.753737 0.0238212 0.00903466
37 10 0 -0.730109 0.023396 0.00992477
38 10 0 -0.706945 0.0228972 0.0107541
39 10 0 -0.684315 0.0223353 0.0115192
40 10 0 -0.662275 0.0217215 0.012213
41 10 0 -0.640872 0.0210662 0.0128337
42 10 0 -0.620142 0.020381 0.0133822
43 10 0 -0.60011 0.0196739 0.0138588
44 10 0 -0.580795 0.0189529 0.0142654
45 10 0 -0.562204 0.0182292 0.014606
46 10 0 -0.544336 0.0175075 0.014884
47 10 0 -0.527189 0.0167932 0.015104
48 10 0 -0.51075 0.0160916 0.0152706
49 10 0 -0.495006 0.015403 0.0153888
50 10 0 -0.479944 0.0147148 0.0154632
51 10 0 -0.465576 0.0139584 0.0154995
52 10 0 -0.452027 0.0128894 0.0155081
53 10 0 -0.439797 0.0108922 0.0155102
54 10 0 -0.430242 0.00701696 0.0155594
55 10 0 -0.425763 0.000853732 0.0157408
56 10 0 -0.428535 -0.00625739 0.0161325
57 10 0 -0.438278 -0.0123554 0.0167122
58 10 0 -0.453246 -0.0177858 0.0173893
59 10 0 -0.47385 -0.0237545 0.018128
60 10 0 -0.500755 -0.0297043 0.0189032
61 10 0 -0.533259 -0.0356396 0.0196796
62 10 -0.0107275 -0.572034 -0.0419664 0.0205093
63 10 0 -0.617191 0 0

0 11 0 -2.56084 0 0
1 11 -0.010922 -2.33069 0.218297 -0.0194017
2 11 0 -2.12424 0.194621 -0.0172544
3 11 0 -1.94145 0.172244 -0.0154642
4 11 0 -1.77976 0.149659 -0.0140274
5 11 0 -1.64213 0.127015 -0.0129321
6 11 0 -1.52573 0.106693 -0.0120958
7 11 0 -1.42874 0.0837058 -0.0114537
8 11 0 -1.35831 0.0566688 -0.011039
9 11 0 -1.31541 0.0337662 -0.010851
10 11 0 -1.29078 0.0205601 -0.0108029
11 11 0 -1.27429 0.0153196 -0.0108046
12 11 0 -1.26014 0.0140738 -0.0108016
13 11 0 -1.24614 0.0142577 -0.0107749
14 11 0 -1.23163 0.0148456 -0.0107114
15 11 0 -1.21645 0.0155389 -0.0106063
16 11 0 -1.20055 0.0162689 -0.0104533
17 11 0 -1.18391 0.0170233 -0.0102471
18 11 0 -1.1665 0.0177969 -0.00998199
19 11 0 -1.14832 0.018583 -0.00965166
20 11 0 -1.12934 0.019376 -0.00924885
21 11 0 -1.10956 0.0201677 -0.00877362
22 11 0 -1.089 0.0209512 -0.00821877
23 11 0 -1.06766 0.0217164 -0.00758022
24 11 0 -1.04557 0.0224499 -0.00685698
25 11 0 -1.02276 0.0231411 -0.0060482
26 11 0 -0.999287 0.023777 -0.00515646
27 11 0 -0.975208 0.0243438 -0.00418574
28 11 0 -0.950599 0.0248301 -0.00314349
29 11 0 -0.925547 0.0252221 -0.00203881
30 11 0 -0.900155 0.0255094 -0.000886559
31 11 0 -0.874529 0.0256864 0.000300854
32 11 0 -0.848782 0.0257454 0.00150475
33 11 0 -0.823038 0.0256844 0.00270891
34 11 0 -0.797413 0.0255093 0.00389639
35 11 0 -0.772019 0.0252218 0.00504944
36 11 0 -0.74697 0.0248293 0.00615263
37 11 0 -0.722361 0.0243444 0.00719544
38 11 0 -0.698281 0.0237769 0.00816542
39 11 0 -0.674807 0.0231409 0.00905788
40 11 0 -0.651999 0.0224495 0.00986663
41 11 0 -0.629908 0.0217159 0.0105909
42 11 0 -0.608567 0.0209517 0.0112289
43 11 0 -0.588004 0.0201681 0.0117842
44 11 0 -0.568231 0.019376 0.0122603
45 11 0 -0.549253 0.0185829 0.012661
46 11 0 -0.531065 0.0177973 0.0129911
47 11 0 -0.513658 0.0170236 0.0132573
48 11 0 -0.497018 0.0162676 0.0134636
49 11 0 -0.481123 0.0155312 0.0136167
50 11 0 -0.465956 0.0147996 0.0137222
51 11 0 -0.451524 0.0140084 0.0137875
52 11 0 -0.437939 0.0129208 0.0138215
53 11 0 -0.425682 0.0109436 0.0138489
54 11 0 -0.416052 0.00715916 0.0139226
55 11 0 -0.411364 0.00117227 0.0141349
56 11 0 -0.413707 -0.00572792 0.0145673
57 11 0 -0.422819 -0.0116581 0.0152117
58 11 0 -0.437023 -0.0169588 0.0160004
59 11 0 -0.456737 -0.0228043 0.0169356
60 11 0 -0.482632 -0.0286526 0.0180244
61 11 0 -0.514042 -0.0344894 0.0192322
62 11 -0.0110563 -0.551611 -0.0406838 0.0205869
63 11 0 -0.59541 0 0

0 12 0 -2.58299 0 0
1 12 -0.0112363 -2.35078 0.220234 -0.0205069
2 12 0 -2.14253 0.196292 -0.0187783
3 12 0 -1.9582 0.173651 -0.0173018
4 12 0 -1.79522 0.150809 -0.016055
5 12 0 -1.65658 0.127928 -0.0150535
6 12 0 -1.53937 0.107418 -0.0142461
7 12 0 -1.44175 0.0842323 -0.0136113
8 12 0 -1.3709 0.0569696 -0.013203
9 12 0 -1.32781 0.0338857 -0.0130212
10 12 0 -1.30313 0.0205829 -0.0129837
11 12 0 -1.28664 0.0153187 -0.0129987
12 12 0 -1.27249 0.0140887 -0.0130126
13 12 0 -1.25846 0.0143028 -0.0129982
14 12 0 -1.24389 0.0149297 -0.0129482
15 12 0 -1.2286 0.0156684 -0.0128548
16 12 0 -1.21255 0.0164521 -0.0127099
17 12 0 -1.1957 0.0172645 -0.0125082
18 12 0 -1.17802 0.0181028 -0.0122421
19 12 0 -1.15949 0.0189621 -0.0119063
20 12 0 -1.1401 0.0198307 -0.0114937
21 12 0 -1.11983 0.0207035 -0.0109959
22 12 0 -1.09869 0.0215738 -0.0104066
23 12 0 -1.07669 0.0224289 -0.00972533
24 12 0 -1.05383 0.0232549 -0.00894421
25 12 0 -1.03018 0.0240358 -0.00806469
26 12 0 -1.00576 0.0247602 -0.0070869
27 12 0 -0.980655 0.0254091 -0.00601411
28 12 0 -0.954944 0.0259673 -0.00485685
29 12 0 -0.92872 0.0264197 -0.00362462
30 12 0 -0.902105 0.0267531 -0.00233212
31 12 0 -0.875214 0.0269585 -0.000998139
32 12 0 -0.848188 0.0270264 0.000357419
33 12 0 -0.821161 0.0269586 0.00171432
34 12 0 -0.79427 0.0267543 0.00305006
35 12 0 -0.767653 0.0264193 0.00434139
36 12 0 -0.741432 0.0259672 0.00557429
37 12 0 -0.715718 0.0254087 0.00673202
38 12 0 -0.690614 0.0247597 0.00780362
39 12 0 -0.666199 0.0240365 0.00878191
40 12 0 -0.642541 0.0232545 0.00966194
41 12 0 -0.61969 0.0224285 0.0104429
42 12 0 -0.597685 0.0215743 0.0111246
43 12 0 -0.576541 0.0207053 0.0117126
44 12 0 -0.556274 0.0198298 0.0122101
45 12 0 -0.536882 0.01896 0.0126235
46 12 0 -0.518354 0.0181038 0.0129598
47 12 0 -0.500674 0.0172658 0.0132247
48 12 0 -0.483822 0.0164509 0.0134268
49 12 0 -0.467772 0.0156616 0.0135711
50 12 0 -0.452499 0.0148856 0.0136659
51 12 0 -0.438001 0.0140577 0.0137183
52 12 0 -0.424384 0.0129508 0.013738
53 12 0 -0.4121 0.0109933 0.0137517
54 12 0 -0.402397 0.00730297 0.0138134
55 12 0 -0.397494 0.00149842 0.0140191
56 12 0 -0.3994 -0.00518063 0.0144527
57 12 0 -0.407855 -0.0109223 0.0151096
58 12 0 -0.421245 -0.0160619 0.0159277
59 12 0 -0.439979 -0.0217305 0.0169202
60 12 0 -0.464706 -0.0274078 0.0181113
61 12 0 -0.494794 -0.0330771 0.0194706
62 12 -0.0113892 -0.53086 -0.039086 0.0210244
63 12 0 -0.572966 0 0

0 13 0 -2.60578 0 0
1 13 -0.0115525 -2.3717 0.221991 -0.0212426
2 13 0 -2.1618 0.197826 -0.0196047
3 13 0 -1.97605 0.174967 -0.0181909
4 13 0 -1.81187 0.151908 -0.0169815
5 13 0 -1.67224 0.128824 -0.0159913
6 13 0 -1.55422 0.108135 -0.0151939
7 13 0 -1.45597 0.0847489 -0.0145677
8 13 0 -1.38472 0.0572589 -0.014172
9 13 0 -1.34145 0.0339856 -0.0140105
10 13 0 -1.31675 0.0205826 -0.0140016
11 13 0 -1.30028 0.0152906 -0.0140461
12 13 0 -1.28617 0.0140743 -0.0140935
13 13 0 -1.27213 0.0143221 -0.0141107
14 13 0 -1.25752 0.014989 -0.0140924
15 13 0 -1.24216 0.0157772 -0.0140293
16 13 0 -1.22597 0.0166155 -0.0139123
17 13 0 -1.20893 0.0174911 -0.0137364
18 13 0 -1.19099 0.0183988 -0.0134915
19 13 0 -1.17213 0.0193313 -0.0131711
20 13 0 -1.15232 0.0202864 -0.0127677
21 13 0 -1.13156 0.0212548 -0.0122684
22 13 0 -1.10982 0.0222217 -0.0116677
23 13 0 -1.08711 0.0231788 -0.0109599
24 13 0 -1.06346 0.0241105 -0.0101414
25 13 0 -1.03889 0.0249984 -0.00920534
26 13 0 -1.01346 0.0258276 -0.00815201
27 13 0 -0.987236 0.0265738 -0.00698996
28 13 0 -0.960313 0.0272196 -0.00572005
29 13 0 -0.932797 0.0277469 -0.00436157
30 13 0 -0.904819 0.0281359 -0.00292742
31 13 0 -0.876525 0.028376 -0.00144222
32 13 0 -0.848068 0.0284579 7.00057e-05
33 13 0 -0.819609 0.0283771 0.00158376
34 13 0 -0.791313 0.0281364 0.00306839
35 13 0 -0.763336 0.0277461 0.00450227
36 13 0 -0.735821 0.0272199 0.00586158
37 13 0 -0.708897 0.0265737 0.00712988
38 13 0 -0.682674 0.0258268 0.00829449
39 13 0 -0.657243 0.0249993 0.00934532
40 13 0 -0.632675 0.0241105 0.0102821
41 13 0 -0.609022 0.0231786 0.0111017
42 13 0 -0.586318 0.0222214 0.0118099
43 13 0 -0.564579 0.0212536 0.0124089
44 13 0 -0.543811 0.0202869 0.0129078
45 13 0 -0.524005 0.0193326 0.0133127
46 13 0 -0.505146 0.0183984 0.0136332
47 13 0 -0.487209 0.0174905 0.0138767
48 13 0 -0.470165 0.0166141 0.0140532
49 13 0 -0.45398 0.0157704 0.0141694
50 13 0 -0.438624 0.0149468 0.0142338
51 13 0 -0.424087 0.0140805 0.0142538
52 13 0 -0.410463 0.0129542 0.0142425
53 13 0 -0.398179 0.0110189 0.0142243
54 13 0 -0.388425 0.00742655 0.0142585
55 13 0 -0.383325 0.00181159 0.014442
56 13 0 -0.384802 -0.00463744 0.0148628
57 13 0 -0.3926 -0.0101831 0.0155144
58 13 0 -0.405168 -0.0151482 0.0163353
59 13 0 -0.422897 -0.0206207 0.0173441
60 13 0 -0.44641 -0.0261022 0.0185674
61 13 0 -0.475101 -0.0315762 0.0199802
62 13 -0.0117249 -0.509562 -0.037376 0.0216069
63 13 0 -0.549853 0 0

0 14 0 -2.6292 0 0
1 14 -0.0118694 -2.39327 0.223734 -0.0218675
2 14 0 -2.18174 0.199344 -0.0202295
3 14 0 -1.99458 0.176274 -0.0188138
4 14 0 -1.82919 0.153008 -0.0176014
5 14 0 -1.68856 0.129716 -0.016611
6 14 0 -1.56976 0.108842 -0.0158191
7 14 0 -1.47088 0.0852542 -0.0152038
8 14 0 -1.39925 0.0575268 -0.0148261
9 14 0 -1.35583 0.034056 -0.0146956
10 14 0 -1.33113 0.0205473 -0.0147195
11 14 0 -1.31473 0.0152268 -0.0148064
12 14 0 -1.30068 0.014024 -0.0148891
13 14 0 -1.28668 0.0143038 -0.0149509
14 14 0 -1.27207 0.0150111 -0.0149719
15 14 0 -1.25666 0.0158485 -0.0149495
16 14 0 -1.24038 0.0167451 -0.014874
17 14 0 -1.22317 0.0176854 -0.0147348
18 14 0 -1.20501 0.0186681 -0.0145236
19 14 0 -1.18584 0.0196859 -0.0142318
20 14 0 -1.16563 0.0207334 -0.0138466
21 14 0 -1.14437 0.0218035 -0.0133598
22 14 0 -1.12203 0.0228823 -0.0127602
23 14 0 -1.09861 0.0239552 -0.012036
24 14 0 -1.07412 0.0250095 -0.0111837
25 14 0 -1.04859 0.0260251 -0.0101956
26 14 0 -1.02207 0.0269756 -0.00907135
27 14 0 -0.994635 0.0278411 -0.00781217
28 14 0 -0.966384 0.0285957 -0.00642416
29 14 0 -0.937443 0.0292123 -0.00492457
30 14 0 -0.907959 0.0296724 -0.0033336
31 14 0 -0.878099 0.029956 -0.00167626
32 14 0 -0.848048 0.0300524 1.43051e-05
33 14 0 -0.817994 0.0299569 0.00170439
34 14 0 -0.788134 0.0296728 0.00336146
35 14 0 -0.758648 0.0292125 0.00495359
36 14 0 -0.729709 0.0285949 0.00645295
37 14 0 -0.701459 0.0278417 0.00783971
38 14 0 -0.674025 0.0269751 0.00909925
39 14 0 -0.647508 0.026024 0.0102239
40 14 0 -0.621977 0.0250109 0.0112122
41 14 0 -0.597487 0.0239563 0.0120647
42 14 0 -0.574065 0.0228815 0.0127878
43 14 0 -0.551723 0.0218031 0.0133884
44 14 0 -0.530458 0.0207335 0.0138766
45 14 0 -0.510256 0.0196855 0.0142611
46 14 0 -0.491087 0.0186678 0.014553
47 14 0 -0.472921 0.0176857 0.0147635
48 14 0 -0.455716 0.0167436 0.0149021
49 14 0 -0.439434 0.0158422 0.0149785
50 14 0 -0.424032 0.01497 0.0150012
51 14 0 -0.409494 0.0140665 0.0149797
52 14 0 -0.395899 0.0129213 0.0149281
53 14 0 -0.383651 0.0110093 0.0148707
54 14 0 -0.37388 0.0075206 0.0148692
55 14 0 -0.36861 0.00210269 0.0150233
56 14 0 -0.369675 -0.00410815 0.0154232
57 14 0 -0.376826 -0.00944979 0.0160641
58 14 0 -0.388574 -0.0142321 0.0168806
59 14 0 -0.40529 -0.0194983 0.017894
60 14 0 -0.427571 -0.0247717 0.0191322
61 14 0 -0.454834 -0.0300376 0.02057
62 14 -0.0120623 -0.487646 -0.0356164 0.0222338
63 14 0 -0.526066 0 0

0 15 0 -2.65326 0 0
1 15 -0.0121855 -2.41544 0.2255 -0.0224557
2 15 0 -2.20226 0.200879 -0.0207766
3 15 0 -2.01368 0.177595 -0.0193421
4 15 0 -1.84707 0.15411 -0.0181162
5 15 0 -1.70546 0.130606 -0.0171272
6 15 0 -1.58586 0.109543 -0.0163404
7 15 0 -1.48637 0.085742 -0.0157396
8 15 0 -1.41437 0.0577671 -0.0153837
9 15 0 -1.37084 0.0340921 -0.0152858
10 15 0 -1.34619 0.0204718 -0.0153507
11 15 0 -1.3299 0.015121 -0.0154803
12 15 0 -1.31595 0.0139298 -0.0156099
13 15 0 -1.30204 0.0142393 -0.015718
14 15 0 -1.28747 0.0149904 -0.0157897
15 15 0 -1.27206 0.015875 -0.015817
16 15 0 -1.25572 0.0168302 -0.01579
17 15 0 -1.2384 0.0178415 -0.015698
18 15 0 -1.22003 0.0189018 -0.0155321
19 15 0 -1.20059 0.0200083 -0.0152791
20 15 0 -1.18002 0.0211584 -0.0149259
21 15 0 -1.15828 0.0223413 -0.0144618
22 15 0 -1.13534 0.0235456 -0.0138714
23 15 0 -1.11118 0.0247552 -0.0131419
24 15 0 -1.08582 0.0259509 -0.0122619
25 15 0 -1.05928 0.0271108 -0.0112247
26 15 0 -1.0316 0.028211 -0.0100257
27 15 0 -1.00286 0.029221 -0.00866327
28 15 0 -0.973161 0.0301072 -0.00714725
29 15 0 -0.942646 0.0308374 -0.00549001
30 15 0 -0.911487 0.0313842 -0.00371909
31 15 0 -0.879877 0.0317239 -0.00186789
32 15 0 -0.848039 0.0318385 2.66433e-05
33 15 0 -0.8162 0.0317242 0.00192127
34 15 0 -0.78459 0.0313856 0.00377327
35 15 0 -0.753429 0.0308375 0.00554499
36 15 0 -0.722915 0.030106 0.00720394
37 15 0 -0.693217 0.02922 0.00872099
38 15 0 -0.664475 0.0282109 0.0100832
39 15 0 -0.636795 0.0271122 0.0112834
40 15 0 -0.610251 0.0259513 0.0123194
41 15 0 -0.584893 0.0247543 0.013199
42 15 0 -0.560742 0.0235451 0.0139285
43 15 0 -0.537802 0.0223423 0.0145193
44 15 0 -0.516058 0.0211596 0.0149846
45 15 0 -0.495483 0.0200091 0.0153376
46 15 0 -0.47604 0.0189008 0.0155901
47 15 0 -0.457682 0.0178396 0.0157561
48 15 0 -0.440361 0.0168291 0.0158471
49 15 0 -0.424024 0.0158695 0.0158745
50 15 0 -0.408622 0.014948 0.0158474
51 15 0 -0.394128 0.0140074 0.0157771
52 15 0 -0.380607 0.0128452 0.0156763
53 15 0 -0.368437 0.01096 0.0155748
54 15 0 -0.358687 0.00757916 0.0155323
55 15 0 -0.353279 0.00236556 0.0156514
56 15 0 -0.353956 -0.00359662 0.0160274
57 15 0 -0.360472 -0.00872567 0.0166528
58 15 0 -0.371407 -0.0133183 0.0174616
59 15 0 -0.387109 -0.0183692 0.0184751
60 15 0 -0.408145 -0.0234262 0.0197233
61 15 0 -0.433961 -0.0284745 0.0211793
62 15 -0.0123997 -0.465094 -0.0338215 0.0228706
63 15 0 -0.501604 0 0

0 16 0 -2.67795 0 0
1 16 -0.0124993 -2.43818 0.227328 -0.022907
2 16 0 -2.22329 0.202458 -0.021088
3 16 0 -2.03326 0.178935 -0.0195702
4 16 0 -1.86542 0.155223 -0.0183044
5 16 0 -1.72282 0.131492 -0.0173066
6 16 0 -1.60244 0.110229 -0.0165267
7 16 0 -1.50236 0.086211 -0.0159388
8 16 0 -1.43001 0.0579806 -0.0156122
9 16 0 -1.3864 0.034089 -0.0155476
10 16 0 -1.36184 0.0203528 -0.0156596
11 16 0 -1.34569 0.0149677 -0.0158317
12 16 0 -1.3319 0.0137863 -0.0160176
13 16 0 -1.31812 0.0141239 -0.0161788
14 16 0 -1.30365 0.0149121 -0.0163097
15 16 0 -1.2883 0.0158482 -0.0163949
16 16 0 -1.27196 0.0168641 -0.0164271
17 16 0 -1.25457 0.0179433 -0.0163942
18 16 0 -1.23607 0.019087 -0.0162852
19 16 0 -1.21639 0.0202921 -0.0160841
20 16 0 -1.19549 0.0215507 -0.0157774
21 16 0 -1.17329 0.022858 -0.0153475
22 16 0 -1.14977 0.0242022 -0.0147794
23 16 0 -1.12489 0.0255647 -0.0140538
24 16 0 -1.09864 0.0269266 -0.0131583
25 16 0 -1.07104 0.0282614 -0.0120774
26 16 0 -1.04212 0.0295371 -0.0108035
27 16 0 -1.01196 0.0307195 -0.00933444
28 16 0 -0.980679 0.031769 -0.00768086
29 16 0 -0.948424 0.0326405 -0.00586218
30 16 0 -0.915398 0.0332946 -0.00391215
31 16 0 -0.881834 0.0337017 -0.00187895
32 16 0 -0.847994 0.0338415 0.000199497
33 16 0 -0.814151 0.0337036 0.00228059
34 16 0 -0.780587 0.0332966 0.00432381
35 16 0 -0.747558 0.0326432 0.0062829
36 16 0 -0.715301 0.0317709 0.00810978
37 16 0 -0.684017 0.0307209 0.00976861
38 16 0 -0.653859 0.0295375 0.0112397
39 16 0 -0.624942 0.0282603 0.0125133
40 16 0 -0.597338 0.0269265 0.0135929
41 16 0 -0.571089 0.0255654 0.0144898
42 16 0 -0.546208 0.0242019 0.0152141
43 16 0 -0.522685 0.0228592 0.015783
44 16 0 -0.500489 0.0215518 0.0162122
45 16 0 -0.479581 0.0202909 0.0165192
46 16 0 -0.459907 0.0190863 0.0167205
47 16 0 -0.441409 0.0179427 0.0168297
48 16 0 -0.424022 0.016862 0.0168625
49 16 0 -0.407685 0.0158425 0.0168303
50 16 0 -0.392337 0.0148725 0.0167445
51 16 0 -0.37794 0.0138954 0.0166171
52 16 0 -0.364546 0.0127191 0.0164616
53 16 0 -0.352501 0.0108653 0.0163079
54 16 0 -0.342816 0.00759722 0.0162188
55 16 0 -0.337307 0.00259776 0.0163
56 16 0 -0.33762 -0.00310682 0.0166477
57 16 0 -0.34352 -0.00801553 0.017254
58 16 0 -0.353651 -0.0124098 0.0180525
59 16 0 -0.36834 -0.0172366 0.0190637
60 16 0 -0.388124 -0.0220675 0.0203189
61 16 0 -0.412475 -0.0268903 0.021791
62 16 -0.0127357 -0.441905 -0.0319962 0.0235073
63 16 0 -0.476467 0 0

0 17 0 -2.70326 0 0
1 17 -0.0128093 -2.46125 0.229411 -0.0225838
2 17 0 -2.24443 0.204216 -0.0200131
3 17 0 -2.05282 0.180379 -0.0179975
4 17 0 -1.88368 0.156374 -0.0164846
5 17 0 -1.74007 0.132384 -0.0153915
6 17 0 -1.61891 0.110911 -0.0145943
7 17 0 -1.51825 0.0866565 -0.0140175
8 17 0 -1.4456 0.0581582 -0.0137203
9 17 0 -1.40194 0.0340447 -0.0136967
10 17 0 -1.37751 0.0201877 -0.0138532
11 17 0 -1.36156 0.014763 -0.0140829
12 17 0 -1.34798 0.0135828 -0.0143245
13 17 0 -1.33439 0.0139472 -0.01455
14 17 0 -1.32009 0.0147743 -0.014745
15 17 0 -1.30485 0.0157577 -0.0148973
16 17 0 -1.28857 0.0168309 -0.0150011
17 17 0 -1.27118 0.0179833 -0.0150427
18 17 0 -1.25261 0.0192119 -0.0150034
19 17 0 -1.23276 0.0205162 -0.0148692
20 17 0 -1.21157 0.021895 -0.0146239
21 17 0 -1.18897 0.0233392 -0.0142449
22 17 0 -1.16489 0.0248393 -0.0137162
23 17 0 -1.13929 0.0263764 -0.013011
24 17 0 -1.11214 0.0279273 -0.0121129
25 17 0 -1.08344 0.0294656 -0.011
26 17 0 -1.05321 0.0309539 -0.00966054
27 17 0 -1.02153 0.0323436 -0.00809902
28 17 0 -0.988523 0.0335794 -0.00634536
29 17 0 -0.95437 0.0346061 -0.00446057
30 17 0 -0.919311 0.0353675 -0.00252011
31 17 0 -0.883635 0.0358355 -0.000578195
32 17 0 -0.84764 0.0359981 0.00135717
33 17 0 -0.811639 0.0358486 0.00331345
34 17 0 -0.775943 0.0353879 0.00530863
35 17 0 -0.740863 0.0346235 0.00731048
36 17 0 -0.706696 0.0335917 0.00924429
37 17 0 -0.67368 0.0323499 0.0110254
38 17 0 -0.641996 0.0309556 0.0125968
39 17 0 -0.611769 0.0294654 0.0139393
40 17 0 -0.583065 0.0279279 0.0150532
41 17 0 -0.555913 0.0263754 0.0159527
42 17 0 -0.530314 0.0248383 0.0166562
43 17 0 -0.506236 0.0233403 0.0171871
44 17 0 -0.483633 0.0218957 0.0175639
45 17 0 -0.462445 0.0205174 0.0178093
46 17 0 -0.442599 0.0192114 0.0179425
47 17 0 -0.424022 0.0179816 0.0179821
48 17 0 -0.406635 0.0168297 0.0179425
49 17 0 -0.390363 0.0157515 0.0178394
50 17 0 -0.375133 0.0147347 0.0176862
51 17 0 -0.360893 0.0137245 0.0174927
52 17 0 -0.347683 0.012536 0.0172757
53 17 0 -0.335821 0.0107172 0.017064
54 17 0 -0.326249 0.00757124 0.0169232
55 17 0 -0.320679 0.00279441 0.0169612
56 17 0 -0.32066 -0.00264257 0.0172763
57 17 0 -0.325964 -0.00732084 0.0178611
58 17 0 -0.335302 -0.0115086 0.0186466
59 17 0 -0.348981 -0.0161028 0.019653
60 17 0 -0.367507 -0.0206989 0.0209132
61 17 0 -0.390379 -0.0252861 0.0223989
62 17 -0.0130683 -0.41808 -0.0301411 0.0241393
63 17 0 -0.450661 0 0

0 18 0 -2.72918 0 0
1 18 -0.0131134 -2.48335 0.232934 -0.0185562
2 18 0 -2.26331 0.207044 -0.0120959
3 18 0 -2.06926 0.182463 -0.00739372
4 18 0 -1.89839 0.157829 -0.0043956
5 18 0 -1.7536 0.133382 -0.00265831
6 18 0 -1.63162 0.111603 -0.00165462
7 18 0 -1.5304 0.0870849 -0.00104308
8 18 0 -1.45745 0.0583014 -0.000763476
9 18 0 -1.41379 0.0339561 -0.000782132
10 18 0 -1.38954 0.0199666 -0.000986934
11 18 0 -1.37386 0.0144963 -0.001279
12 18 0 -1.36055 0.0133193 -0.00158411
13 18 0 -1.34722 0.0137035 -0.00188005
14 18 0 -1.33314 0.0145648 -0.00214905
15 18 0 -1.31809 0.0155922 -0.00238186
16 18 0 -1.30196 0.0167187 -0.00256884
17 18 0 -1.28465 0.0179409 -0.00269347
18 18 0 -1.26608 0.0192605 -0.00274205
19 18 0 -1.24613 0.0206716 -0.00269473
20 18 0 -1.22473 0.022175 -0.00252932
21 18 0 -1.20178 0.0237657 -0.00222611
