# x y B_z phi A'_x A'_y
22 18 0 -1.1772 0.0254361 -0.00175565
23 18 0 -1.15091 0.027168 -0.00109488
24 18 0 -1.12287 0.0289376 -0.00021261
25 18 0 -1.09304 0.0307137 0.000907242
26 18 0 -1.06144 0.032438 0.00226164
27 18 0 -1.02816 0.0340347 0.00378531
28 18 0 -0.993369 0.0354074 0.00530878
29 18 0 -0.957345 0.0364657 0.00657412
30 18 0 -0.920438 0.0371769 0.00736704
31 18 0 -0.882991 0.037579 0.00767109
32 18 0 -0.84528 0.0377332 0.00769287
33 18 0 -0.807524 0.037655 0.00780091
34 18 0 -0.76997 0.0372936 0.00832397
35 18 0 -0.732937 0.0365788 0.0094102
36 18 0 -0.696812 0.0354857 0.0109389
37 18 0 -0.661966 0.0340734 0.0126253
38 18 0 -0.628665 0.0324515 0.0142224
39 18 0 -0.597063 0.0307167 0.0156023
40 18 0 -0.567232 0.0289399 0.0167295
41 18 0 -0.539183 0.0271685 0.0176115
42 18 0 -0.512895 0.0254363 0.0182743
43 18 0 -0.488311 0.0237668 0.0187437
44 18 0 -0.465361 0.0221739 0.0190477
45 18 0 -0.443963 0.0206695 0.0192114
46 18 0 -0.424022 0.0192592 0.0192586
47 18 0 -0.405444 0.0179428 0.0192113
48 18 0 -0.388137 0.0167193 0.0190865
49 18 0 -0.372006 0.0155862 0.0189007
50 18 0 -0.356964 0.0145257 0.0186682
51 18 0 -0.342954 0.0134849 0.0184003
52 18 0 -0.329995 0.0122905 0.0181133
53 18 0 -0.318373 0.0105128 0.0178383
54 18 0 -0.308969 0.00749443 0.0176407
55 18 0 -0.303384 0.0029508 0.0176315
56 18 0 -0.303068 -0.00220692 0.0179101
57 18 0 -0.307798 -0.0066452 0.0184707
58 18 0 -0.316358 -0.010618 0.0192391
59 18 0 -0.329034 -0.0149701 0.0202385
60 18 0 -0.346298 -0.0193215 0.0215014
61 18 0 -0.367677 -0.0236642 0.0229994
62 18 -0.0133955 -0.393626 -0.0282586 0.0247617
63 18 0 -0.424194 0 0

0 19 0 -2.75571 0 0
1 19 -0.0134099 -2.49837 0.243542 -0.000836611
2 19 0 -2.26863 0.215379 0.0215667
3 19 0 -2.06761 0.188079 0.0381067
4 19 0 -1.89247 0.161109 0.048328
5 19 0 -1.74539 0.135125 0.0535492
6 19 0 -1.62222 0.112526 0.0558668
7 19 0 -1.52034 0.0875477 0.0568505
8 19 0 -1.44712 0.0584192 0.0571911
9 19 0 -1.4035 0.0338213 0.0571455
10 19 0 -1.37948 0.0196908 0.0568842
11 19 0 -1.36412 0.0141658 0.0565326
12 19 0 -1.35115 0.0129817 0.0561534
13 19 0 -1.33815 0.0133823 0.0557824
14 19 0 -1.32439 0.0142725 0.0554286
15 19 0 -1.30961 0.0153379 0.0551047
16 19 0 -1.29371 0.0165192 0.0548218
17 19 0 -1.27657 0.0178101 0.054599
18 19 0 -1.25809 0.0192106 0.0544455
19 19 0 -1.23815 0.0207289 0.0543836
20 19 0 -1.21663 0.0223636 0.0544436
21 19 0 -1.19342 0.0241129 0.0546485
22 19 0 -1.16841 0.0259705 0.0550302
23 19 0 -1.14148 0.0279194 0.0556189
24 19 0 -1.11257 0.0299295 0.0564389
25 19 0 -1.08162 0.0319399 0.0574766
26 19 0 -1.04869 0.033832 0.0585808
27 19 0 -1.01396 0.0353907 0.0593181
28 19 0 -0.977906 0.0363683 0.058882
29 19 0 -0.941222 0.0366644 0.0563529
30 19 0 -0.904577 0.0364644 0.0512632
31 19 0 -0.868293 0.0361613 0.0439184
32 19 0 -0.832254 0.0361279 0.0353596
33 19 0 -0.796037 0.0364797 0.0270456
34 19 0 -0.759295 0.0369972 0.0203799
35 19 0 -0.722043 0.0372384 0.0162797
36 19 0 -0.684818 0.0368069 0.0148095
37 19 0 -0.648429 0.0356335 0.0151635
38 19 0 -0.613551 0.0339325 0.0163162
39 19 0 -0.580564 0.0319725 0.0175785
40 19 0 -0.549606 0.0299372 0.0186616
41 19 0 -0.52069 0.0279202 0.0194929
42 19 0 -0.493766 0.0259704 0.0200848
43 19 0 -0.468749 0.0241137 0.0204649
44 19 0 -0.445538 0.0223634 0.0206697
45 19 0 -0.424022 0.0207283 0.0207289
46 19 0 -0.404081 0.0192113 0.0206701
47 19 0 -0.3856 0.0178095 0.020517
48 19 0 -0.368463 0.0165191 0.0202914
49 19 0 -0.352561 0.0153333 0.0200095
50 19 0 -0.337796 0.0142343 0.0196859
51 19 0 -0.324093 0.0131696 0.0193346
52 19 0 -0.311457 0.0119741 0.0189705
53 19 0 -0.300145 0.0102445 0.0186251
54 19 0 -0.290968 0.00736438 0.0183657
55 19 0 -0.285416 0.00306387 0.0183052
56 19 0 -0.28484 -0.00180335 0.0185443
57 19 0 -0.289023 -0.00599183 0.0190765
58 19 0 -0.296824 -0.0097408 0.0198259
59 19 0 -0.308504 -0.0138405 0.0208161
60 19 0 -0.324505 -0.0179381 0.0220797
61 19 0 -0.34438 -0.0220259 0.0235879
62 19 -0.0137152 -0.368556 -0.0263495 0.0253704
63 19 0 -0.397079 0 0

0 20 0 -2.78282 0 0
1 20 -0.0136967 -2.48502 0.28132 0.051784
2 20 0 -2.22018 0.245987 0.122546
3 20 0 -1.99305 0.209224 0.17825
4 20 0 -1.80173 0.173271 0.215375
5 20 0 -1.6465 0.140921 0.235425
6 20 0 -1.51989 0.114905 0.244116
7 20 0 -1.41669 0.0884092 0.247225
8 20 0 -1.34307 0.0585964 0.248102
9 20 0 -1.2995 0.0336493 0.24813
10 20 0 -1.27577 0.0193537 0.24783
11 20 0 -1.26079 0.0137655 0.247412
12 20 0 -1.24824 0.012569 0.246958
13 20 0 -1.23566 0.0129786 0.246501
14 20 0 -1.22229 0.0138871 0.246056
15 20 0 -1.20788 0.0149854 0.24563
16 20 0 -1.19231 0.016213 0.245238
17 20 0 -1.17546 0.0175646 0.244894
18 20 0 -1.15719 0.0190451 0.244614
19 20 0 -1.13737 0.0206697 0.244427
20 20 0 -1.11585 0.0224399 0.244352
21 20 0 -1.09249 0.0243523 0.244426
22 20 0 -1.06714 0.0264065 0.24468
23 20 0 -1.03967 0.0285767 0.245142
24 20 0 -1.00999 0.0307953 0.245773
25 20 0 -0.978082 0.0328556 0.246308
26 20 0 -0.944277 0.0342796 0.245863
27 20 0 -0.909523 0.0343359 0.242493
28 20 0 -0.875605 0.0324422 0.233459
29 20 0 -0.844639 0.0288469 0.216681
30 20 0 -0.817912 0.0247425 0.19204
31 20 0 -0.795154 0.0216754 0.161212
32 20 0 -0.774561 0.0208603 0.12722
33 20 0 -0.753433 0.0226753 0.0936058
34 20 0 -0.72921 0.0265276 0.0640316
35 20 0 -0.700378 0.0310084 0.0414588
36 20 0 -0.667193 0.0343695 0.0275517
37 20 0 -0.631639 0.0355801 0.0213113
38 20 0 -0.596033 0.0348665 0.0197506
39 20 0 -0.561906 0.0330621 0.0201224
40 20 0 -0.529909 0.0308543 0.0209294
41 20 0 -0.500197 0.0285917 0.0216311
42 20 0 -0.472725 0.0264082 0.0221063
43 20 0 -0.447381 0.0243518 0.0223638
44 20 0 -0.424022 0.022438 0.0224372
45 20 0 -0.402505 0.0206699 0.0223638
46 20 0 -0.382682 0.0190473 0.022174
47 20 0 -0.36441 0.0175641 0.0218959
48 20 0 -0.347554 0.0162119 0.0215512
49 20 0 -0.331987 0.0149806 0.0211594
50 20 0 -0.317593 0.0138508 0.0207339
51 20 0 -0.304285 0.0127695 0.0202893
52 20 0 -0.292054 0.011581 0.0198406
53 20 0 -0.281123 0.00990799 0.0194195
54 20 0 -0.272238 0.00717446 0.0190931
55 20 0 -0.266774 0.00312945 0.0189768
56 20 0 -0.265979 -0.00143558 0.0191736
57 20 0 -0.269645 -0.00536364 0.0196737
58 20 0 -0.276706 -0.00887832 0.0204031
59 20 0 -0.287402 -0.0127163 0.0213818
60 20 0 -0.302139 -0.0165498 0.022644
61 20 0 -0.320501 -0.0203735 0.0241607
62 20 -0.0140251 -0.342886 -0.0244161 0.0259615
63 20 0 -0.369334 0 0

0 21 0 -2.8105 0 0
1 21 -0.0139714 -2.3948 0.393481 0.149329
2 21 0 -2.02353 0.341845 0.31509
3 21 0 -1.71111 0.280908 0.457605
4 21 0 -1.46172 0.218284 0.5652
5 21 1.49012e-08 -1.27454 0.163866 0.631724
6 21 1.49012e-08 -1.13399 0.124326 0.664005
7 21 -2.6077e-08 -1.02589 0.0915343 0.676261
8 21 -3.72529e-09 -0.950919 0.0593244 0.679869
9 21 2.6077e-08 -0.907239 0.0335491 0.680509
10 21 1.39698e-08 -0.883821 0.0189728 0.680278
11 21 -7.45058e-09 -0.869293 0.0132933 0.679807
12 21 -1.11759e-08 -0.857234 0.0120705 0.679274
13 21 5.58794e-09 -0.845152 0.0124802 0.678725
14 21 -1.86265e-09 -0.832274 0.0134014 0.678176
15 21 -1.11759e-08 -0.818349 0.0145203 0.677636
16 21 1.49012e-08 -0.803233 0.0157829 0.67712
17 21 1.49012e-08 -0.786783 0.0171856 0.676638
18 21 -1.49012e-08 -0.768862 0.0187433 0.676213
19 21 -1.11759e-08 -0.749297 0.0204672 0.675867
20 21 1.49012e-08 -0.727928 0.022363 0.675626
21 21 -1.86265e-08 -0.704571 0.0244413 0.675527
22 21 -2.98023e-08 -0.679045 0.0266861 0.675596
23 21 2.23517e-08 -0.651198 0.0290119 0.675778
24 21 7.45058e-09 -0.621021 0.0310962 0.675697
25 21 -1.49012e-08 -0.589006 0.0320297 0.67393
26 21 7.45058e-09 -0.556962 0.0300168 0.666906
27 21 0 -0.528972 0.0229871 0.648675
28 21 -1.49012e-08 -0.510987 0.0105563 0.61383
29 21 1.49012e-08 -0.50786 -0.00475496 0.561644
30 21 1.49012e-08 -0.520497 -0.0190048 0.495395
31 21 -1.49012e-08 -0.545869 -0.0286584 0.419619
32 21 -7.45058e-09 -0.577814 -0.0314782 0.339387
33 21 7.45058e-09 -0.608826 -0.0267088 0.258891
34 21 0 -0.631232 -0.0151498 0.183381
35 21 0 -0.639125 0.000758559 0.118122
36 21 0 -0.629715 0.0166593 0.0693664
37 21 0 -0.605807 0.0278323 0.0406417
38 21 0 -0.57405 0.0327436 0.0280723
39 21 0 -0.540319 0.0331514 0.0242873
40 21 0 -0.507747 0.0314459 0.0238022
41 21 0 -0.477428 0.0290972 0.0240946
42 21 0 -0.449553 0.0267031 0.0243634
43 21 0 -0.424021 0.0244445 0.0244478
44 21 0 -0.400664 0.0223633 0.0243525
45 21 0 -0.379295 0.0204652 0.0241137
46 21 0 -0.359733 0.0187435 0.0237666
47 21 0 -0.341808 0.0171866 0.02334
48 21 0 -0.32536 0.0157825 0.0228586
49 21 0 -0.310243 0.014516 0.0223417
50 21 0 -0.296328 0.0133642 0.0218033
51 21 0 -0.283514 0.0122763 0.0212559
52 21 0 -0.271776 0.0111043 0.0207157
53 21 0 -0.261306 0.00949706 0.0202125
54 21 0 -0.252781 0.00692167 0.0198157
55 21 0 -0.247462 0.0031443 0.0196408
56 21 0 -0.246493 -0.00110645 0.0197918
57 21 0 -0.249675 -0.0047623 0.020259
58 21 0 -0.256017 -0.00803274 0.0209649
59 21 0 -0.265741 -0.0115996 0.0219303
60 21 0 -0.279217 -0.0151591 0.0231898
61 21 0 -0.296059 -0.0187084 0.0247126
62 21 -0.0143229 -0.316633 -0.0224599 0.0265302
63 21 0 -0.340979 0 0

0 22 0 -2.83871 0 0
1 22 -0.0142322 -2.18636 0.624353 0.208823
2 22 0 -1.59 0.554263 0.446583
3 22 0 -1.07784 0.459335 0.679094
4 22 -2.98023e-08 -0.671332 0.347391 0.890516
5 22 -2.98023e-08 -0.383055 0.239725 1.05121
6 22 1.49012e-08 -0.191882 0.159441 1.14518
7 22 4.47035e-08 -0.0641728 0.104273 1.18668
8 22 1.49012e-08 0.0166653 0.0628444 1.20062
9 22 0 0.0615161 0.034058 1.20405
10 22 0 0.0847812 0.0186523 1.20437
11 22 0 0.0988206 0.012762 1.20394
12 22 -2.98023e-08 0.110305 0.0114867 1.20333
13 22 1.49012e-08 0.121794 0.0118805 1.20269
14 22 2.98023e-08 0.134066 0.0127985 1.20203
15 22 -4.47035e-08 0.147391 0.0139293 1.20137
16 22 -1.49012e-08 0.161925 0.0152142 1.20071
17 22 0 0.177819 0.0166576 1.20007
18 22 0 0.19524 0.0182741 1.19948
19 22 2.98023e-08 0.214368 0.0200827 1.19894
20 22 -2.98023e-08 0.235406 0.0221001 1.1985
21 22 0 0.258568 0.0243227 1.19817
22 22 1.49012e-08 0.284051 0.0266575 1.19791
23 22 -2.98023e-08 0.311883 0.0286769 1.19727
24 22 1.49012e-08 0.341405 0.0289476 1.19446
25 22 0 0.369778 0.024065 1.18433
26 22 0 0.389535 0.00902487 1.15704
27 22 1.49012e-08 0.387828 -0.0187397 1.10254
28 22 0 0.352055 -0.0545894 1.02106
29 22 0 0.278649 -0.089588 0.923654
30 22 -1.49012e-08 0.172879 -0.117283 0.819373
31 22 0 0.0440832 -0.134333 0.713965
32 22 7.45058e-09 -0.0957874 -0.139867 0.608507
33 22 0 -0.235651 -0.13333 0.50091
34 22 0 -0.362448 -0.114242 0.390341
35 22 7.45058e-09 -0.464135 -0.0830064 0.279315
36 22 7.45058e-09 -0.528461 -0.0431103 0.175153
37 22 0 -0.550355 -0.00571394 0.0963179
38 22 0 -0.539888 0.0185121 0.052061
39 22 0 -0.513331 0.0287919 0.0338258
40 22 0 -0.482305 0.0306616 0.0283083
41 22 0 -0.452008 0.0291529 0.027118
42 22 0 -0.423999 0.0267614 0.0269027
43 22 0 -0.398485 0.0243409 0.0267234
44 22 0 -0.375317 0.0221038 0.0264107
45 22 0 -0.354278 0.020084 0.0259706
46 22 0 -0.335149 0.0182736 0.0254364
47 22 0 -0.31773 0.0166562 0.0248386
48 22 0 -0.301837 0.0152136 0.0242023
49 22 0 -0.287303 0.0139252 0.0235452
50 22 0 -0.273986 0.0127649 0.022882
51 22 0 -0.261773 0.0116819 0.0222242
52 22 0 -0.250622 0.0105377 0.0215859
53 22 0 -0.240698 0.009008 0.0209965
54 22 0 -0.232606 0.0066027 0.0205257
55 22 0 -0.227493 0.00310557 0.0202894
56 22 0 -0.226395 -0.000817344 0.0203929
57 22 0 -0.229127 -0.00419054 0.0208255
58 22 0 -0.234776 -0.00720704 0.0215058
59 22 0 -0.243541 -0.0104914 0.0224565
60 22 0 -0.255759 -0.0137675 0.0237116
61 22 0 -0.271076 -0.017033 0.0252391
62 22 -0.014606 -0.289825 -0.0204829 0.0270713
63 22 0 -0.312042 0 0

0 23 0 -2.86743 0 0
1 23 -0.0144766 -1.97715 0.868528 0.0397373
2 23 0 -1.13037 0.812116 0.136339
3 23 0 -0.35292 0.724841 0.280256
4 23 0 0.319313 0.590398 0.484847
5 23 -1.49012e-08 0.827877 0.418531 0.718769
6 23 -1.49012e-08 1.15638 0.259797 0.906072
7 23 2.98023e-08 1.34747 0.146973 1.01056
8 23 3.72529e-09 1.45032 0.076696 1.05271
9 23 3.72529e-09 1.50086 0.0373007 1.0653
10 23 -1.39698e-08 1.52492 0.0188606 1.06787
11 23 -2.23517e-08 1.53858 0.0122556 1.06782
12 23 1.11759e-08 1.54943 0.0108234 1.0672
13 23 -5.58794e-09 1.56023 0.0111757 1.06647
14 23 -2.79397e-08 1.57179 0.0120771 1.06569
15 23 -1.86265e-08 1.58438 0.0131989 1.06489
16 23 4.47035e-08 1.59818 0.0144894 1.06408
17 23 1.49012e-08 1.61336 0.0159544 1.06327
18 23 -4.47035e-08 1.63009 0.0176095 1.06248
19 23 1.11759e-08 1.64858 0.0194861 1.06172
20 23 4.47035e-08 1.66906 0.021595 1.06103
21 23 1.86265e-08 1.69177 0.023851 1.06035
22 23 0 1.71677 0.0257802 1.05928
23 23 7.45058e-09 1.74333 0.0255644 1.05602
24 23 7.45058e-09 1.7679 0.0181603 1.04465
25 23 -1.49012e-08 1.77965 -0.00538945 1.01243
26 23 -2.23517e-08 1.75712 -0.0517693 0.94492
27 23 -1.49012e-08 1.67611 -0.112993 0.845853
28 23 1.49012e-08 1.53113 -0.168333 0.746104
29 23 1.49012e-08 1.33945 -0.206441 0.669529
30 23 -3.72529e-09 1.11825 -0.228694 0.616933
31 23 0 0.88206 -0.239524 0.588839
32 23 -7.45058e-09 0.639201 -0.244533 0.568846
33 23 -1.49012e-08 0.392994 -0.244875 0.548962
34 23 7.45058e-09 0.14945 -0.236744 0.508937
35 23 7.45058e-09 -0.0804946 -0.21443 0.444081
36 23 0 -0.279409 -0.166338 0.339054
37 23 -7.45058e-09 -0.413171 -0.0952595 0.211873
38 23 0 -0.469928 -0.0297485 0.111693
39 23 0 -0.472668 0.0093987 0.0581973
40 23 0 -0.451131 0.0247381 0.0375953
41 23 0 -0.423192 0.0276916 0.0315027
42 23 0 -0.395747 0.0263085 0.0298863
43 23 0 -0.370575 0.0239525 0.0292151
44 23 0 -0.347842 0.0216106 0.0286068
45 23 0 -0.327353 0.0194908 0.0279215
46 23 0 -0.308861 0.0176114 0.0271681
47 23 0 -0.292131 0.0159526 0.0263752
48 23 0 -0.276956 0.0144892 0.0255647
49 23 0 -0.263152 0.0131957 0.0247547
50 23 0 -0.250564 0.0120431 0.0239566
51 23 0 -0.239066 0.0109802 0.0231814
52 23 0 -0.228604 0.00987656 0.02244
53 23 0 -0.219313 0.00843688 0.0217618
54 23 0 -0.21173 0.00621462 0.0212144
55 23 0 -0.206884 0.0030115 0.0209152
56 23 0 -0.205707 -0.000570372 0.0209698
57 23 0 -0.208024 -0.00364936 0.0213664
58 23 0 -0.213006 -0.00640173 0.0220206
59 23 0 -0.220828 -0.00939378 0.0229556
60 23 0 -0.231793 -0.0123765 0.0242044
61 23 0 -0.245581 -0.0153488 0.0257353
62 23 -0.014872 -0.262491 -0.0184871 0.0275805
63 23 0 -0.282555 0 0

0 24 0 -2.89661 0 0
1 24 -0.0147024 -2.10689 0.789645 -0.286453
2 24 0 -1.31732 0.794782 -0.523337
3 24 0 -0.517323 0.807844 -0.711676
4 24 2.98023e-08 0.298363 0.785903 -0.803016
5 24 0 1.05448 0.66095 -0.720239
6 24 0 1.62026 0.451232 -0.523921
7 24 0 1.95695 0.250908 -0.352615
8 24 0 2.12208 0.117588 -0.261626
9 24 0 2.19212 0.0492202 -0.228103
10 24 0 2.22052 0.0211673 -0.219237
11 24 0 2.23446 0.0120941 -0.217892
12 24 0 2.24471 0.0101341 -0.218327
13 24 0 2.25472 0.0103675 -0.219131
14 24 0 2.26544 0.0112245 -0.220023
15 24 0 2.27717 0.012323 -0.220964
16 24 0 2.29009 0.0135931 -0.221936
17 24 0 2.30436 0.0150512 -0.222939
18 24 0 2.32019 0.0167247 -0.223954
19 24 0 2.33781 0.0186329 -0.224965
20 24 0 2.35746 0.0207247 -0.226003
21 24 0 2.37926 0.0225805 -0.22736
22 24 0 2.40262 0.0223294 -0.230525
23 24 0 2.42392 0.0140452 -0.240876
24 24 0 2.43071 -0.0146363 -0.271553
25 24 0 2.39464 -0.0756669 -0.339293
26 24 -1.49012e-08 2.27938 -0.157555 -0.436708
27 24 0 2.07953 -0.217556 -0.506002
28 24 2.23517e-08 1.84426 -0.230914 -0.495187
29 24 0 1.61771 -0.218758 -0.429283
30 24 -7.45058e-09 1.40675 -0.197972 -0.32571
31 24 0 1.22176 -0.182421 -0.193784
32 24 0 1.0419 -0.179744 -0.0602829
33 24 0 0.862273 -0.193239 0.0853227
34 24 7.45058e-09 0.655426 -0.219123 0.215304
35 24 -1.49012e-08 0.424028 -0.252889 0.325288
36 24 -7.45058e-09 0.149648 -0.275318 0.388984
37 24 7.45058e-09 -0.126609 -0.233075 0.335821
38 24 7.45058e-09 -0.316502 -0.135164 0.211841
39 24 0 -0.396937 -0.0453059 0.109585
40 24 0 -0.407114 0.00396696 0.0579376
41 24 0 -0.389003 0.0214439 0.0392876
42 24 0 -0.364226 0.0244739 0.0337971
43 24 0 -0.340055 0.0230614 0.0319996
44 24 0 -0.318103 0.0208102 0.0309364
45 24 0 -0.298435 0.0186453 0.0299472
46 24 0 -0.280813 0.0167273 0.0289408
47 24 0 -0.26498 0.0150528 0.0279274
48 24 0 -0.250707 0.0135931 0.0269263
49 24 0 -0.237794 0.0123171 0.0259508
50 24 0 -0.226073 0.0111916 0.0250107
51 24 0 -0.215411 0.0101653 0.0241126
52 24 0 -0.205742 0.00911806 0.0232654
53 24 0 -0.197174 0.00778244 0.0224965
54 24 0 -0.190178 0.0057561 0.0218721
55 24 0 -0.185662 0.00286098 0.0215097
56 24 0 -0.184456 -0.000366114 0.0215154
57 24 0 -0.186394 -0.00313974 0.0218753
58 24 0 -0.190735 -0.00561787 0.0225033
59 24 0 -0.19763 -0.00830761 0.0234213
60 24 0 -0.20735 -0.0109878 0.0246631
61 24 0 -0.219606 -0.0136569 0.0261962
62 24 -0.0151183 -0.234664 -0.0164743 0.0280529
63 24 0 -0.252554 0 0

0 25 0 -2.92623 0 0
1 25 -0.0149077 -2.55006 0.374596 -0.198109
2 25 0 -2.17704 0.386893 -0.411611
3 25 0 -1.77627 0.445162 -0.67145
4 25 0 -1.28672 0.581835 -1.01764
5 25 0 -0.612601 0.697626 -1.3049
6 25 2.98023e-08 0.108534 0.62742 -1.34185
7 25 0 0.642239 0.409269 -1.2143
8 25 -4.47035e-08 0.927071 0.201208 -1.09204
9 25 3.72529e-08 1.04466 0.0796895 -1.0308
10 25 2.98023e-08 1.08645 0.0290714 -1.01033
11 25 -1.11759e-08 1.1028 0.0131657 -1.00573
12 25 -2.6077e-08 1.11278 0.00958502 -1.00554
13 25 -7.45058e-09 1.12197 0.00947958 -1.00632
14 25 0 1.13174 0.0102443 -1.00732
15 25 -3.72529e-08 1.14246 0.0112855 -1.00841
16 25 2.98023e-08 1.15431 0.0125138 -1.00956
17 25 2.23517e-08 1.16748 0.0139361 -1.01076
18 25 1.49012e-08 1.18218 0.0155836 -1.01202
19 25 3.72529e-08 1.19865 0.0174377 -1.01334
20 25 -7.45058e-09 1.21706 0.0191999 -1.01491
21 25 -5.96046e-08 1.23705 0.0193287 -1.01769
22 25 7.45058e-09 1.25572 0.0122643 -1.02562
23 25 5.21541e-08 1.26158 -0.0154635 -1.04948
24 25 -2.23517e-08 1.22479 -0.0802568 -1.10518
25 25 -2.98023e-08 1.10107 -0.170544 -1.18553
26 25 1.49012e-08 0.883701 -0.218478 -1.21671
27 25 1.49012e-08 0.66411 -0.171473 -1.11604
28 25 -1.49012e-08 0.540756 -0.0916142 -0.952766
29 25 0 0.480882 -0.0369638 -0.828416
30 25 -7.45058e-09 0.466828 0.00680566 -0.692879
31 25 -7.45058e-09 0.494493 0.0259033 -0.60123
32 25 0 0.518635 0.034573 -0.50191
33 25 1.49012e-08 0.563639 0.0307113 -0.413717
34 25 0 0.580057 0.0032213 -0.275868
35 25 0 0.570082 -0.0407491 -0.144045
36 25 0 0.498559 -0.155805 0.0838051
37 25 7.45058e-09 0.258472 -0.272403 0.27605
38 25 0 -0.0462462 -0.255984 0.279177
39 25 -7.45058e-09 -0.253497 -0.144505 0.178196
40 25 -3.72529e-09 -0.335255 -0.0455597 0.0935212
41 25 0 -0.344616 0.0035511 0.0534019
42 25 0 -0.328153 0.0190205 0.039599
43 25 0 -0.306575 0.0210918 0.0352801
44 25 0 -0.285969 0.0195581 0.0334082
45 25 0 -0.267459 0.0174952 0.03202
46 25 0 -0.250979 0.0155917 0.0307223
47 25 0 -0.236276 0.013938 0.029467
48 25 0 -0.223103 0.0125126 0.0282611
49 25 0 -0.21125 0.0112802 0.027112
50 25 0 -0.200543 0.0102049 0.0260247
51 25 0 -0.190841 0.00923485 0.025001
52 25 0 -0.182073 0.00826044 0.024048
53 25 0 -0.17432 0.00704356 0.0231886
54 25 0 -0.167986 0.0052278 0.0224879
55 25 0 -0.163864 0.00265487 0.0220639
56 25 0 -0.162676 -0.000204757 0.0220217
57 25 0 -0.164274 -0.00266146 0.0223453
58 25 0 -0.167999 -0.00485574 0.0229474
59 25 0 -0.173985 -0.00723397 0.0238486
60 25 0 -0.182467 -0.0096016 0.025083
61 25 0 -0.193188 -0.011959 0.0266169
62 25 -0.0153425 -0.206385 -0.0144467 0.028483
63 25 0 -0.222082 0 0

0 26 0 -2.95624 0 0
1 26 -0.0150902 -2.50311 0.407849 0.200645
2 26 -2.98023e-08 -2.14055 0.321441 0.389037
3 26 0 -1.86022 0.201812 0.53157
4 26 0 -1.73692 0.152455 0.555144
5 26 0 -1.55531 0.336742 0.278022
6 26 0 -1.06344 0.541829 -0.02732
7 26 9.31323e-10 -0.471655 0.500714 -0.104608
8 26 0 -0.0620081 0.301088 -0.0401442
9 26 0 0.13052 0.130932 0.0261627
10 26 0 0.199855 0.0462384 0.0570025
11 26 0 0.222997 0.0168911 0.0660843
12 26 0 0.233638 0.0095418 0.0674478
13 26 0 0.24208 0.0085813 0.0668188
14 26 0 0.2508 0.00914061 0.0657352
15 26 0 0.260361 0.0100888 0.0645086
16 26 0 0.270978 0.0112386 0.063181
17 26 0 0.282839 0.0125876 0.0617604
18 26 0 0.296153 0.0141419 0.0602331
19 26 0 0.311123 0.015741 0.0585105
20 26 0 0.327635 0.0163736 0.0560801
21 26 0 0.34387 0.0118718 0.0506654
22 26 0 0.351379 -0.00946118 0.0352138
23 26 0 0.324947 -0.0655115 -0.00258762
24 26 0 0.220356 -0.150681 -0.0599487
25 26 0 0.0235858 -0.187203 -0.071455
26 26 0 -0.154051 -0.0880692 0.0590115
27 26 0 -0.152553 0.0463906 0.242646
28 26 0 -0.0612698 0.0567138 0.252376
29 26 0 -0.0391251 0.0411284 0.210067
30 26 0 0.020987 0.0292132 0.185388
31 26 0 0.0193013 0.00854822 0.062246
32 26 0 0.0380835 0.00776904 0.0247644
33 26 0 0.0348394 0.0328029 -0.115055
34 26 -7.45058e-09 0.103689 0.0505493 -0.156676
35 26 -7.45058e-09 0.135938 0.106784 -0.248659
36 26 7.45058e-09 0.317258 0.144776 -0.291749
37 26 0 0.425491 -0.0377027 -0.0490125
38 26 -1.49012e-08 0.241852 -0.233018 0.178658
39 26 0 -0.0405452 -0.230962 0.201682
40 26 0 -0.220072 -0.120827 0.130279
41 26 -3.72529e-09 -0.282199 -0.0324783 0.0732878
42 26 0 -0.285028 0.00635207 0.0480198
43 26 0 -0.269495 0.0168707 0.0393278
44 26 0 -0.251287 0.0175501 0.0360529
45 26 0 -0.234395 0.0159593 0.0341096
46 26 0 -0.219368 0.0141743 0.0324739
47 26 0 -0.206046 0.0125916 0.0309583
48 26 0 -0.194185 0.0112381 0.0295382
49 26 0 -0.18357 0.0100806 0.0282116
50 26 0 -0.174024 0.0090807 0.0269763
51 26 0 -0.165408 0.00818859 0.0258288
52 26 0 -0.157646 0.00730561 0.0247717
53 26 0 -0.150797 0.00622232 0.023825
54 26 0 -0.145202 0.00463142 0.0230517
55 26 0 -0.141534 0.00239482 0.0225687
56 26 0 -0.140412 -8.46833e-05 0.0224808
57 26 0 -0.141704 -0.00221403 0.0227701
58 26 0 -0.14484 -0.00411464 0.0233471
59 26 0 -0.149933 -0.00617201 0.024232
60 26 0 -0.157184 -0.00821947 0.0254589
61 26 0 -0.166372 -0.0102569 0.0269926
62 26 -0.0155422 -0.177698 -0.0124062 0.0288664
63 26 0 -0.191184 0 0

0 27 0 -2.9866 0 0
1 27 -0.0152482 -2.14877 0.793813 0.0114968
2 27 0 -1.39897 0.717818 0.0795644
3 27 0 -0.713131 0.61127 0.121092
4 27 0 -0.176429 0.328287 0.349076
5 27 0 -0.056557 0.115162 0.520938
6 27 0 0.0538936 0.24479 0.36962
7 27 0 0.433024 0.396444 0.16885
8 27 7.45058e-09 0.846783 0.331978 0.110738
9 27 7.45058e-09 1.09698 0.176836 0.133258
