# Timeseries for σ = 4.000000e-01
# step  t  R_global  L
0  0.000000  0.999233  16337.732422
1  0.010000  0.998457  16292.964844
2  0.020000  0.997711  16250.498047
3  0.030000  0.996920  16205.202148
4  0.040000  0.996184  16163.864258
5  0.050000  0.995488  16123.534180
6  0.060000  0.994822  16085.692383
7  0.070000  0.994193  16049.834961
8  0.080000  0.993572  16014.611328
9  0.090000  0.992862  15975.049805
10  0.100000  0.992202  15938.437500
11  0.110000  0.991526  15901.385742
12  0.120000  0.990945  15869.241211
13  0.130000  0.990381  15837.162109
14  0.140000  0.989754  15802.666992
15  0.150000  0.989193  15771.615234
16  0.160000  0.988574  15737.896484
17  0.170000  0.987946  15703.546875
18  0.180000  0.987425  15675.390625
19  0.190000  0.986925  15648.220703
20  0.200000  0.986383  15620.109375
21  0.210000  0.985898  15593.747070
22  0.220000  0.985440  15570.327148
23  0.230000  0.984922  15540.363281
24  0.240000  0.984382  15511.666992
25  0.250000  0.983868  15484.137695
26  0.260000  0.983419  15458.874023
27  0.270000  0.983067  15440.339844
28  0.280000  0.982539  15413.024414
29  0.290000  0.982099  15390.486328
30  0.300000  0.981649  15366.973633
31  0.310000  0.981217  15346.146484
32  0.320000  0.980866  15328.570312
33  0.330000  0.980368  15301.250977
34  0.340000  0.979956  15280.465820
35  0.350000  0.979424  15253.974609
36  0.360000  0.978911  15228.783203
37  0.370000  0.978623  15212.743164
38  0.380000  0.978126  15187.832031
39  0.390000  0.977772  15170.647461
40  0.400000  0.977532  15160.851562
41  0.410000  0.977192  15144.815430
42  0.420000  0.976971  15132.945312
43  0.430000  0.976650  15118.699219
44  0.440000  0.976376  15105.543945
45  0.450000  0.975989  15086.750000
46  0.460000  0.975550  15064.889648
47  0.470000  0.975235  15049.126953
48  0.480000  0.974903  15033.556641
49  0.490000  0.974576  15017.712891
50  0.500000  0.974239  15001.261719
51  0.510000  0.974011  14990.591797
52  0.520000  0.973588  14969.957031
53  0.530000  0.973349  14958.699219
54  0.540000  0.972961  14939.703125
55  0.550000  0.972631  14925.035156
56  0.560000  0.972371  14912.544922
57  0.570000  0.972064  14899.606445
58  0.580000  0.971731  14883.718750
59  0.590000  0.971360  14866.392578
60  0.600000  0.971062  14851.905273
61  0.610000  0.970883  14844.857422
62  0.620000  0.970773  14839.117188
63  0.630000  0.970421  14823.469727
64  0.640000  0.970136  14811.447266
65  0.650000  0.969883  14801.045898
66  0.660000  0.969557  14785.582031
67  0.670000  0.969346  14776.148438
68  0.680000  0.969016  14762.007812
69  0.690000  0.968702  14747.788086
70  0.700000  0.968572  14741.865234
71  0.710000  0.968298  14728.166992
72  0.720000  0.968197  14723.059570
73  0.730000  0.968024  14714.709961
74  0.740000  0.967916  14708.342773
75  0.750000  0.967636  14694.513672
76  0.760000  0.967424  14684.132812
77  0.770000  0.967271  14678.015625
78  0.780000  0.967158  14670.683594
79  0.790000  0.966938  14662.283203
80  0.800000  0.966876  14658.358398
81  0.810000  0.966680  14649.260742
82  0.820000  0.966419  14638.763672
83  0.830000  0.966186  14628.013672
84  0.840000  0.966051  14618.748047
85  0.850000  0.965867  14610.738281
86  0.860000  0.965737  14604.801758
87  0.870000  0.965711  14605.484375
88  0.880000  0.965549  14597.707031
89  0.890000  0.965348  14588.375977
90  0.900000  0.965186  14581.078125
91  0.910000  0.964971  14569.837891
92  0.920000  0.964721  14559.335938
93  0.930000  0.964459  14546.793945
94  0.940000  0.964294  14538.324219
95  0.950000  0.964154  14533.744141
96  0.960000  0.963962  14525.140625
97  0.970000  0.963755  14514.718750
98  0.980000  0.963443  14497.805664
99  0.990000  0.963237  14488.257812
100  1.000000  0.962996  14477.041992
101  1.010000  0.962895  14472.291992
102  1.020000  0.962978  14477.413086
103  1.030000  0.962784  14470.464844
104  1.040000  0.962552  14460.543945
105  1.050000  0.962529  14461.955078
106  1.060000  0.962370  14455.451172
107  1.070000  0.962131  14444.468750
108  1.080000  0.961895  14433.677734
109  1.090000  0.961731  14427.140625
110  1.100000  0.961607  14423.943359
111  1.110000  0.961624  14427.331055
112  1.120000  0.961390  14417.130859
113  1.130000  0.961351  14415.155273
114  1.140000  0.961236  14410.339844
115  1.150000  0.961082  14404.787109
116  1.160000  0.960938  14398.824219
117  1.170000  0.960875  14398.463867
118  1.180000  0.960680  14390.848633
119  1.190000  0.960544  14385.721680
120  1.200000  0.960387  14381.756836
121  1.210000  0.960184  14372.533203
122  1.220000  0.960095  14369.339844
123  1.230000  0.960006  14364.070312
124  1.240000  0.959893  14359.554688
125  1.250000  0.959754  14352.248047
126  1.260000  0.959667  14348.596680
127  1.270000  0.959511  14337.922852
128  1.280000  0.959398  14336.531250
129  1.290000  0.959125  14326.280273
130  1.300000  0.958927  14318.386719
131  1.310000  0.958917  14318.442383
132  1.320000  0.958776  14313.014648
133  1.330000  0.958533  14301.851562
134  1.340000  0.958338  14293.146484
135  1.350000  0.958212  14290.343750
136  1.360000  0.958022  14281.713867
137  1.370000  0.957835  14272.893555
138  1.380000  0.957804  14271.030273
139  1.390000  0.957857  14273.811523
140  1.400000  0.957831  14272.320312
141  1.410000  0.957762  14271.517578
142  1.420000  0.957831  14276.887695
143  1.430000  0.957717  14272.982422
144  1.440000  0.957698  14274.100586
145  1.450000  0.957639  14270.685547
146  1.460000  0.957541  14267.786133
147  1.470000  0.957449  14262.617188
148  1.480000  0.957388  14259.881836
149  1.490000  0.957361  14259.469727
150  1.500000  0.957283  14257.513672
151  1.510000  0.957047  14248.403320
152  1.520000  0.957018  14248.576172
153  1.530000  0.956827  14239.884766
154  1.540000  0.956697  14233.166016
155  1.550000  0.956667  14232.132812
156  1.560000  0.956630  14233.764648
157  1.570000  0.956513  14230.210938
158  1.580000  0.956560  14232.199219
159  1.590000  0.956593  14233.673828
160  1.600000  0.956453  14228.147461
161  1.610000  0.956410  14226.591797
162  1.620000  0.956504  14230.183594
163  1.630000  0.956704  14240.444336
164  1.640000  0.956504  14231.319336
165  1.650000  0.956439  14228.732422
166  1.660000  0.956303  14223.019531
167  1.670000  0.956369  14226.113281
168  1.680000  0.956320  14225.000000
169  1.690000  0.956159  14217.220703
170  1.700000  0.956107  14215.617188
171  1.710000  0.956131  14217.946289
172  1.720000  0.956227  14223.898438
173  1.730000  0.956243  14227.447266
174  1.740000  0.956076  14223.732422
175  1.750000  0.955897  14217.781250
176  1.760000  0.955915  14218.754883
177  1.770000  0.955962  14222.222656
178  1.780000  0.955910  14220.231445
179  1.790000  0.955828  14217.900391
180  1.800000  0.955723  14213.413086
181  1.810000  0.955724  14214.306641
182  1.820000  0.955661  14213.367188
183  1.830000  0.955542  14207.958984
184  1.840000  0.955615  14213.690430
185  1.850000  0.955578  14213.356445
186  1.860000  0.955551  14213.177734
187  1.870000  0.955486  14211.366211
188  1.880000  0.955398  14208.378906
189  1.890000  0.955435  14208.566406
190  1.900000  0.955471  14209.809570
191  1.910000  0.955364  14205.601562
192  1.920000  0.955177  14200.333984
193  1.930000  0.955175  14202.401367
194  1.940000  0.955124  14201.833008
195  1.950000  0.955031  14200.196289
196  1.960000  0.954884  14194.147461
197  1.970000  0.954741  14188.401367
198  1.980000  0.954741  14188.802734
199  1.990000  0.954775  14191.839844
200  2.000000  0.954704  14190.112305
201  2.010000  0.954637  14189.081055
202  2.020000  0.954521  14181.801758
203  2.030000  0.954584  14185.385742
204  2.040000  0.954532  14183.121094
205  2.050000  0.954449  14182.683594
206  2.060000  0.954255  14173.615234
207  2.070000  0.954301  14176.602539
208  2.080000  0.954188  14173.623047
209  2.090000  0.954039  14168.511719
210  2.100000  0.953850  14160.921875
211  2.110000  0.953859  14161.782227
212  2.120000  0.953943  14165.350586
213  2.130000  0.953880  14162.838867
214  2.140000  0.953767  14156.055664
215  2.150000  0.953889  14161.893555
216  2.160000  0.953774  14155.950195
217  2.170000  0.953694  14154.975586
218  2.180000  0.953755  14157.516602
219  2.190000  0.953627  14152.513672
220  2.200000  0.953491  14148.916016
221  2.210000  0.953411  14143.719727
222  2.220000  0.953430  14142.394531
223  2.230000  0.953391  14143.511719
224  2.240000  0.953446  14145.841797
225  2.250000  0.953420  14145.398438
226  2.260000  0.953171  14132.709961
227  2.270000  0.953106  14131.854492
228  2.280000  0.953126  14133.681641
229  2.290000  0.953144  14135.653320
230  2.300000  0.953131  14138.368164
231  2.310000  0.953005  14131.560547
232  2.320000  0.952924  14130.181641
233  2.330000  0.952650  14117.996094
234  2.340000  0.952683  14121.771484
235  2.350000  0.952737  14122.985352
236  2.360000  0.952469  14113.546875
237  2.370000  0.952273  14104.925781
238  2.380000  0.952250  14104.449219
239  2.390000  0.952269  14104.148438
240  2.400000  0.952460  14113.309570
241  2.410000  0.952366  14112.554688
242  2.420000  0.952294  14105.985352
243  2.430000  0.952350  14106.416016
244  2.440000  0.952410  14105.871094
245  2.450000  0.952364  14101.664062
246  2.460000  0.952433  14103.285156
247  2.470000  0.952381  14105.249023
248  2.480000  0.952455  14107.520508
249  2.490000  0.952531  14110.223633
250  2.500000  0.952601  14114.801758
251  2.510000  0.952573  14116.722656
252  2.520000  0.952568  14117.054688
253  2.530000  0.952508  14117.208984
254  2.540000  0.952384  14112.856445
255  2.550000  0.952405  14116.706055
256  2.560000  0.952329  14112.447266
257  2.570000  0.952458  14118.019531
258  2.580000  0.952479  14122.264648
259  2.590000  0.952431  14118.604492
260  2.600000  0.952455  14121.968750
261  2.610000  0.952399  14118.354492
262  2.620000  0.952232  14112.746094
263  2.630000  0.952196  14112.689453
264  2.640000  0.952270  14117.345703
265  2.650000  0.952237  14112.898438
266  2.660000  0.952176  14109.353516
267  2.670000  0.952263  14112.432617
268  2.680000  0.952271  14115.900391
269  2.690000  0.952177  14112.244141
270  2.700000  0.952332  14120.547852
271  2.710000  0.952395  14124.704102
272  2.720000  0.952467  14132.845703
273  2.730000  0.952266  14124.381836
274  2.740000  0.952148  14118.758789
275  2.750000  0.952035  14113.502930
276  2.760000  0.951971  14111.154297
277  2.770000  0.951966  14110.963867
278  2.780000  0.951872  14107.624023
279  2.790000  0.951976  14114.416992
280  2.800000  0.951816  14107.974609
281  2.810000  0.951727  14102.432617
282  2.820000  0.951595  14099.392578
283  2.830000  0.951499  14096.373047
284  2.840000  0.951503  14096.840820
285  2.850000  0.951529  14098.488281
286  2.860000  0.951460  14095.500977
287  2.870000  0.951373  14095.135742
288  2.880000  0.951362  14095.280273
289  2.890000  0.951491  14099.587891
290  2.900000  0.951332  14094.899414
291  2.910000  0.951238  14091.183594
292  2.920000  0.951127  14085.626953
293  2.930000  0.950981  14077.408203
294  2.940000  0.951027  14081.100586
295  2.950000  0.950850  14073.875000
296  2.960000  0.950901  14075.303711
297  2.970000  0.950888  14075.536133
298  2.980000  0.950899  14079.393555
299  2.990000  0.950914  14079.454102
300  3.000000  0.951008  14083.885742
301  3.010000  0.950951  14083.944336
302  3.020000  0.950898  14083.321289
303  3.030000  0.950859  14083.873047
304  3.040000  0.950870  14085.322266
305  3.050000  0.950833  14084.933594
306  3.060000  0.950958  14090.213867
307  3.070000  0.951056  14094.126953
308  3.080000  0.950956  14088.755859
309  3.090000  0.950864  14084.205078
310  3.100000  0.950941  14085.214844
311  3.110000  0.951034  14090.305664
312  3.120000  0.950997  14089.607422
313  3.130000  0.951063  14091.631836
314  3.140000  0.950962  14085.604492
315  3.150000  0.951070  14088.522461
316  3.160000  0.951178  14093.149414
317  3.170000  0.951145  14090.470703
318  3.180000  0.951053  14088.410156
319  3.190000  0.950931  14084.854492
320  3.200000  0.950959  14089.143555
321  3.210000  0.951049  14095.341797
322  3.220000  0.951059  14096.404297
323  3.230000  0.951074  14097.527344
324  3.240000  0.951091  14098.473633
325  3.250000  0.951094  14102.170898
326  3.260000  0.950925  14093.682617
327  3.270000  0.950800  14087.520508
328  3.280000  0.950788  14084.742188
329  3.290000  0.950879  14087.532227
330  3.300000  0.950982  14091.789062
331  3.310000  0.950834  14085.252930
332  3.320000  0.950840  14084.058594
333  3.330000  0.950791  14082.193359
334  3.340000  0.950786  14081.131836
