# Timeseries for σ = 7.000000e-01
# step  t  R_global  L
0  0.000000  0.997538  16240.406250
1  0.010000  0.994994  16094.271484
2  0.020000  0.992685  15963.233398
3  0.030000  0.990396  15834.140625
4  0.040000  0.988253  15713.110352
5  0.050000  0.986115  15594.018555
6  0.060000  0.983991  15478.378906
7  0.070000  0.981739  15356.373047
8  0.080000  0.979664  15243.040039
9  0.090000  0.977446  15124.019531
10  0.100000  0.975424  15017.288086
11  0.110000  0.973653  14923.109375
12  0.120000  0.971799  14825.046875
13  0.130000  0.969884  14723.957031
14  0.140000  0.968136  14632.190430
15  0.150000  0.966289  14537.154297
16  0.160000  0.964532  14448.315430
17  0.170000  0.962976  14370.207031
18  0.180000  0.961591  14299.627930
19  0.190000  0.959964  14216.204102
20  0.200000  0.958197  14129.100586
21  0.210000  0.956600  14048.337891
22  0.220000  0.955111  13976.991211
23  0.230000  0.953458  13897.645508
24  0.240000  0.952046  13832.151367
25  0.250000  0.950455  13756.508789
26  0.260000  0.949094  13688.745117
27  0.270000  0.947751  13625.473633
28  0.280000  0.946338  13559.302734
29  0.290000  0.944976  13495.009766
30  0.300000  0.943597  13428.192383
31  0.310000  0.942197  13360.001953
32  0.320000  0.940862  13301.281250
33  0.330000  0.939996  13264.740234
34  0.340000  0.938827  13211.774414
35  0.350000  0.937552  13151.629883
36  0.360000  0.936509  13103.172852
37  0.370000  0.935538  13058.702148
38  0.380000  0.934437  13011.570312
39  0.390000  0.933136  12956.355469
40  0.400000  0.931720  12892.634766
41  0.410000  0.930488  12840.047852
42  0.420000  0.929149  12786.337891
43  0.430000  0.928063  12740.670898
44  0.440000  0.926711  12685.273438
45  0.450000  0.925347  12628.591797
46  0.460000  0.924214  12581.582031
47  0.470000  0.923567  12554.740234
48  0.480000  0.922678  12520.275391
49  0.490000  0.921692  12480.355469
50  0.500000  0.920512  12431.553711
51  0.510000  0.919713  12395.464844
52  0.520000  0.918578  12343.796875
53  0.530000  0.917206  12287.402344
54  0.540000  0.916304  12251.526367
55  0.550000  0.915092  12199.836914
56  0.560000  0.914108  12164.918945
57  0.570000  0.912944  12115.578125
58  0.580000  0.912149  12087.368164
59  0.590000  0.911208  12048.206055
60  0.600000  0.910539  12025.888672
61  0.610000  0.909945  12004.170898
62  0.620000  0.909099  11969.204102
63  0.630000  0.908504  11947.004883
64  0.640000  0.908063  11932.309570
65  0.650000  0.907087  11895.117188
66  0.660000  0.906271  11865.100586
67  0.670000  0.905527  11843.115234
68  0.680000  0.904679  11807.945312
69  0.690000  0.903975  11781.071289
70  0.700000  0.903257  11753.291016
71  0.710000  0.902487  11728.629883
72  0.720000  0.901869  11705.671875
73  0.730000  0.900974  11672.148438
74  0.740000  0.899842  11628.808594
75  0.750000  0.899401  11612.246094
76  0.760000  0.899018  11599.675781
77  0.770000  0.898197  11570.253906
78  0.780000  0.897403  11542.874023
79  0.790000  0.896760  11523.924805
80  0.800000  0.895634  11475.965820
81  0.810000  0.895018  11448.456055
82  0.820000  0.894278  11419.127930
83  0.830000  0.893943  11406.248047
84  0.840000  0.893804  11402.907227
85  0.850000  0.893241  11382.691406
86  0.860000  0.893225  11387.110352
87  0.870000  0.892708  11370.199219
88  0.880000  0.892373  11361.637695
89  0.890000  0.891679  11334.478516
90  0.900000  0.891034  11308.356445
91  0.910000  0.890213  11280.558594
92  0.920000  0.889838  11269.889648
93  0.930000  0.889054  11240.017578
94  0.940000  0.888557  11226.198242
95  0.950000  0.888027  11198.730469
96  0.960000  0.887795  11194.315430
97  0.970000  0.887458  11182.412109
98  0.980000  0.887256  11178.507812
99  0.990000  0.886721  11157.608398
100  1.000000  0.886697  11159.695312
101  1.010000  0.886469  11152.148438
102  1.020000  0.885911  11130.942383
103  1.030000  0.885916  11136.416016
104  1.040000  0.885374  11117.360352
105  1.050000  0.884989  11107.997070
106  1.060000  0.884411  11082.202148
107  1.070000  0.883787  11057.352539
108  1.080000  0.883266  11039.858398
109  1.090000  0.882459  11014.013672
110  1.100000  0.882212  11003.123047
111  1.110000  0.881752  10985.660156
112  1.120000  0.881192  10971.069336
113  1.130000  0.880669  10951.669922
114  1.140000  0.879941  10922.904297
115  1.150000  0.879208  10895.247070
116  1.160000  0.878888  10886.298828
117  1.170000  0.877758  10844.061523
118  1.180000  0.877465  10830.494141
119  1.190000  0.877157  10820.978516
120  1.200000  0.876705  10810.613281
121  1.210000  0.876476  10807.645508
122  1.220000  0.875990  10786.873047
123  1.230000  0.875563  10773.515625
124  1.240000  0.874517  10740.494141
125  1.250000  0.874118  10731.688477
126  1.260000  0.873906  10726.594727
127  1.270000  0.873657  10723.362305
128  1.280000  0.872938  10702.742188
129  1.290000  0.872544  10683.695312
130  1.300000  0.872278  10669.156250
131  1.310000  0.871745  10651.211914
132  1.320000  0.871298  10633.888672
133  1.330000  0.871291  10631.895508
134  1.340000  0.870639  10608.730469
135  1.350000  0.870313  10600.685547
136  1.360000  0.870074  10603.751953
137  1.370000  0.870069  10606.125977
138  1.380000  0.870265  10611.291016
139  1.390000  0.869420  10589.340820
140  1.400000  0.869105  10583.105469
141  1.410000  0.869033  10576.655273
142  1.420000  0.868797  10572.383789
143  1.430000  0.868097  10554.858398
144  1.440000  0.867468  10539.482422
145  1.450000  0.867451  10541.001953
146  1.460000  0.867235  10538.473633
147  1.470000  0.866775  10521.250000
148  1.480000  0.866710  10517.224609
149  1.490000  0.866557  10508.912109
150  1.500000  0.865978  10491.273438
151  1.510000  0.865484  10477.338867
