4.420424 4.372675 4.633669 4.949539 -0.335711 -0.240359 -0.033004 3.074348 3.201901 3.698802 -2.433322 4.763919 6.808846 1.250998 1.737983 1.197470 0.819342 0.137908 0.396564 1.490950 1.704573 1.007551 1.518456 1.532866 1.836722 2.365006 2.480172 2.899082 3.069175 -1.257550 5.250133 -1.156224 -1.349166 5.546269 5.844136 5.773997 -1.005159 -1.017918 1.912239 2.276268 2.658247 4.065988 -2.343670 3.796742 2.855700 2.685084 2.204574 2.238651 2.440292 1.956893 8.134918 7.462858 6.918149 6.838815 6.729747 6.662901 0.590920 0.951647 2.301315 2.817984 2.657274 2.391502 8.380239 2.082107 1.838668 1.480114 -0.975499 5.220870 -0.925897 5.688462 5.660161 -0.558488 -0.514344 5.950486 6.348499 6.507170 6.500660 0.377418 0.597563 1.045447 7.632357 1.325449 1.282249 1.739253 2.687099 2.921110 2.900630 2.892898 3.283038 3.744006 4.404090 4.307908 3.733664 2.932704 2.520709 2.177947 2.024484 1.276850 0.914746 0.264571 -0.041179 4.519024 4.074917 4.090694 3.594985 3.336692 2.931503 2.584029 2.688674 2.330459 2.160103 2.007765 7.680502 5.197988 4.781422 5.081217 5.484544 0.076835 6.820158 6.218023 5.859118 5.520002 1.090346 1.072412 1.452890 1.865700 2.739032 3.760875
-1.953187 4.531051 3.864491 2.388596 0.402468 0.129469 6.619584 2.153285 3.101653 3.632007 3.832140 4.586281 5.636690 1.984647 2.114981 0.900588 0.609154 -0.512048 5.167063 4.135619 -2.193235 -0.469641 6.790861 0.993164 1.345692 1.548646 8.132929 2.276628 3.127295 3.835593 4.013352 4.524878 4.617679 5.154974 5.156169 5.485623 -0.636246 6.227769 1.900725 2.648009 3.093788 3.483870 3.479138 1.276048 1.958451 2.020642 2.059817 2.628533 2.465079 2.195525 8.178768 1.224723 0.835366 0.470086 6.811475 6.690277 -0.039383 5.831593 5.252831 3.548258 2.761448 2.687943 2.316926 8.272531 8.399918 2.158102 3.588665 4.710292 5.551206 5.874282 5.679456 6.015508 6.553155 0.588845 0.501015 6.590739 6.431322 0.086872 0.522146 7.126933 0.852513 0.983655 1.286248 1.779995 2.445119 2.127151 2.000591 2.240014 2.415670 3.840224 4.701454 4.690893 4.023506 3.352543 2.865798 2.579830 2.133735 1.887292 7.939887 0.416459 6.217825 4.984869 4.502257 4.399326 4.026432 3.623742 2.971452 2.736649 2.546044 2.288888 1.663175 1.639397 7.103456 6.002716 5.898572 -0.521805 -0.303164 6.108548 0.287206 6.404717 6.287765 5.769814 0.080627 0.352337 7.068045 2.360806 3.204978 3.802173
5.298392 6.125857 0.142060 0.741265 6.967679 6.744748 0.677316 1.631422 2.899289 3.832424 3.933043 4.319519 4.012753 3.107968 3.371815 4.719113 5.463432 5.003273 4.524728 4.513573 4.460805 4.904245 5.606684 6.303984 7.181846 0.762427 1.087343 0.875939 4.511629 -2.580454 3.488264 4.051143 4.251188 4.508786 -1.803022 -1.645221 4.790618 2.021093 2.432547 3.123755 3.098074 3.552228 3.443541 1.490231 1.320372 1.587139 1.970517 2.537695 2.656081 8.831728 1.802062 0.887443 7.063487 0.795235 0.860857 0.436877 -0.065027 5.646219 4.786615 3.884140 2.683218 2.417558 1.745414 1.429933 1.574389 2.075227 3.374171 4.120089 5.622063 6.047315 5.809474 5.989960 0.428310 0.867645 0.532831 6.496045 0.061253 -0.189167 -0.128936 0.161936 6.997385 0.633159 0.805271 1.543120 1.889778 1.698473 1.667136 1.520287 0.593936 6.045634 5.741265 -0.928360 -1.395984 3.767129 3.027018 2.749084 2.595414 2.459416 2.411150 6.580216 -0.293901 5.455922 5.283680 4.962626 4.310432 3.449979 3.192023 2.919905 8.831696 2.309104 8.007434 7.393727 0.612324 0.005866 -0.377535 -0.903112 -0.767758 5.660599 0.281225 0.039477 6.141827 -0.452206 5.922728 -0.102201 -0.310809 4.322666 4.272927 4.055798
5.729148 6.605788 0.432885 0.592329 6.973850 6.966009 7.227778 1.153774 3.083470 3.970712 4.418489 4.254871 3.665211 3.474723 3.729086 4.743281 -1.149781 5.040855 4.792135 4.827887 -1.348774 4.982328 5.385774 0.218369 6.934260 0.552414 0.798716 6.625371 5.257344 3.416729 3.167740 3.272151 3.486372 3.697910 4.216579 4.719967 4.512248 3.442568 3.823323 4.007744 3.635578 3.323961 3.777002 7.552858 1.148204 1.131493 0.627529 5.073946 4.065384 2.824601 1.754991 7.405519 1.101805 7.663990 1.102777 0.976937 0.623894 6.671909 4.571836 3.948139 2.748862 8.365111 7.768103 7.578990 1.638229 2.025261 2.508728 2.559255 1.122835 7.225126 1.224897 1.480174 1.540051 1.500557 1.255368 0.907811 0.631297 6.590930 6.407058 6.203484 6.525687 0.447603 0.469433 7.113326 1.054161 7.635290 1.446840 7.365985 0.326493 5.917149 6.057604 6.051539 -0.705127 3.582242 2.883014 2.624351 2.597132 2.789059 3.596141 4.785212 5.108434 5.526135 -0.519436 -0.615258 4.618665 3.300605 2.652502 2.556032 2.378244 2.262323 1.652160 1.119485 0.906262 0.560614 6.133028 5.106103 4.535903 4.459707 0.327934 6.332249 5.839807 -0.577550 5.426129 5.823246 5.139282 4.557292 4.552919 4.294143
6.704545 6.710360 0.242650 0.464925 0.675085 6.890059 7.123908 0.438605 4.417397 4.361665 4.667058 4.340141 3.504708 3.026136 2.877432 -1.068904 -1.265305 4.922701 4.762689 5.275002 6.112418 5.986622 6.162976 6.444569 6.506921 0.199200 0.152712 -0.065983 5.879611 2.090591 3.589325 3.578058 2.886028 2.781119 -2.267155 4.328152 4.220627 4.186464 4.451490 5.120965 5.664207 3.920233 4.719283 0.722215 0.546359 0.069912 5.958303 4.997155 4.150852 2.997181 2.059057 1.771677 1.657631 1.801472 1.756586 1.505516 8.010674 2.061940 3.235125 3.491392 2.707175 7.993186 7.688861 7.699823 1.495584 8.248646 2.211153 1.766738 1.343004 7.824564 1.683500 1.910144 2.121723 1.865590 1.492450 1.060446 0.751786 0.377357 0.285028 6.200322 0.133129 0.277470 6.728127 6.510708 6.751276 0.633213 0.686107 0.848947 0.291648 -0.240478 -0.671064 -0.544911 -0.749215 3.718001 3.407760 2.851341 2.794985 2.861615 -3.109873 3.969923 4.574104 -0.879367 5.801788 6.128907 -0.162725 2.132501 2.142637 2.537960 2.953737 2.568374 1.771082 1.242672 1.602895 1.662214 1.945545 4.502073 -1.786577 4.625228 5.882017 6.312342 6.163583 1.875807 3.689870 3.866206 4.197308 4.225114 4.748561 0.016594
0.253263 0.406521 0.106164 0.381207 0.381460 6.676986 6.717345 6.311360 5.274878 4.947705 -1.478008 4.525654 3.866700 3.314356 2.808264 2.437969 2.834765 3.844601 3.629880 2.571027 1.025167 6.654526 6.660732 -0.119249 -0.020619 0.119893 0.108894 0.025120 -0.376161 0.265954 -1.424349 4.144528 -3.321416 2.470418 2.986025 9.922647 3.900243 4.127009 5.400729 5.524930 6.210015 -0.267978 -0.166370 6.668061 6.496935 5.603598 5.052910 4.683671 3.736078 2.791402 1.967217 1.454626 1.792026 2.021744 2.210861 2.200451 1.983669 2.393465 3.002530 2.891558 2.643352 1.714275 1.334826 1.317014 1.326123 7.770889 1.842875 1.562618 1.524790 1.662355 1.920103 2.336913 2.562828 2.473453 1.721031 7.592626 7.207705 6.821184 0.502094 6.428296 5.962758 -0.010595 -0.014016 5.768427 5.547688 6.402713 0.531711 6.914595 0.369448 -0.120942 -0.950185 5.121666 5.065584 4.317717 3.597116 3.329519 3.061271 2.874401 3.016514 3.340498 3.051723 1.897485 1.350378 1.349931 1.311414 8.207106 2.255481 2.301887 3.232112 4.981805 0.258516 7.115526 1.581372 1.737899 1.230275 5.948237 5.362392 5.504958 6.021071 7.085444 2.007048 3.007823 3.735264 3.825992 -2.076195 4.657988 4.939113 6.307426
-0.450765 6.200792 0.041755 6.642525 0.590736 0.595082 7.013307 0.643336 0.345354 6.008672 4.951600 4.496067 3.983059 3.451668 2.882384 2.857457 3.069960 3.207867 3.052273 2.607283 1.501756 7.224815 0.636283 -0.125772 -0.199485 -0.097711 -0.114696 5.896389 5.669687 6.188115 5.675278 3.731837 3.243614 2.871207 2.745894 2.873332 3.184939 3.582188 6.336789 6.551286 0.053436 -0.052422 6.198858 6.351593 0.164842 4.658535 4.285915 4.334160 4.106946 1.702430 1.428963 1.113605 7.993174 2.145840 2.240474 2.337746 2.440990 8.880299 2.572342 2.618249 2.582529 1.865163 1.266287 1.305987 1.053053 1.444956 1.519198 1.622445 8.211316 2.376986 2.357460 2.533044 -3.536191 2.903051 2.687628 7.266315 0.746458 0.643085 0.259966 5.844130 5.240645 3.738721 -1.916290 4.697176 5.248249 5.853428 -0.002445 0.119493 -0.273836 5.556100 5.021742 -1.565590 4.701056 4.260640 3.899750 3.621458 2.784778 2.533119 1.966714 1.663494 7.520683 7.785287 1.400618 1.818161 1.874973 2.478321 2.774698 2.396689 6.437122 5.860651 0.151069 0.666200 1.267803 1.703531 1.549172 -0.635227 5.516585 -0.537111 6.115328 0.810293 1.848512 3.954910 4.226309 4.576311 4.982906 5.080047 4.920691 -0.656675
-0.732780 5.704531 -0.091229 0.410989 0.777529 0.693125 1.150889 1.117489 0.973625 6.808411 5.868858 4.443370 4.094208 3.282581 2.443008 2.698112 2.743168 3.210110 3.230108 3.151806 2.029698 7.508377 6.795928 -0.305760 5.955154 5.910959 5.490994 5.322249 5.609599 -0.442060 -0.444065 3.627399 2.825871 2.707655 3.042293 3.248160 3.634592 4.967286 -0.088769 0.479009 0.667236 6.794413 0.525107 0.498725 0.579462 2.658540 3.634811 4.997243 -1.201144 -0.003106 0.533121 7.141309 7.976471 2.329509 2.853518 2.362040 2.117760 8.545410 2.194404 2.323923 1.962880 1.530437 1.381143 7.070810 0.720692 1.495892 1.638904 2.162321 2.268086 2.582555 2.666021 2.930064 3.384510 3.713597 4.828325 6.248006 6.706547 0.355051 0.282451 -0.245196 5.809031 3.713883 4.014425 4.035923 4.852484 5.851186 -0.261098 -0.294679 5.667187 5.132802 4.849812 4.620921 -1.987612 4.118459 4.087691 4.524368 1.961234 2.004989 1.980813 1.876767 7.484357 1.136152 7.480116 1.539424 1.685265 2.707812 3.204368 4.311591 6.249510 6.169882 6.621525 7.390824 1.598270 2.103225 2.575249 4.430051 5.061144 -1.145660 5.863163 6.794056 0.535078 4.894984 4.567916 -1.778166 4.897360 -1.515528 4.793092 5.279782
5.570643 5.692664 5.782098 6.404733 0.713150 7.318573 1.197429 1.089164 0.986633 0.752712 0.474784 4.482111 4.205034 3.508107 2.194651 2.219427 2.342138 3.012586 3.689639 3.662267 3.256192 7.321981 0.012383 -0.454137 5.676018 -1.301055 4.907835 5.241422 5.800676 5.587411 5.687746 -0.067406 1.815079 2.686330 3.278057 3.647329 4.123244 5.129735 5.872014 0.316696 0.638124 6.981261 0.452485 0.682467 0.848364 1.652874 1.389839 -0.095272 -0.557750 0.052999 6.860333 1.133256 2.116205 2.704267 3.523253 7.178664 7.386644 1.619296 1.928638 8.191147 7.625397 7.145488 6.956997 0.566600 6.849717 1.475014 8.382053 2.176029 2.304676 1.902686 2.144255 2.836015 3.222796 4.247276 5.042360 0.277731 0.639530 6.850807 7.031873 7.036842 7.225798 2.296170 3.240316 3.715226 4.582514 0.256864 6.101050 -0.346403 -0.674226 4.784427 4.995696 4.925776 -1.696437 4.604418 -1.551503 -1.208454 4.759256 4.187573 3.051814 2.902200 6.836713 6.792855 0.177268 1.187341 1.379097 2.093122 2.071374 2.001529 0.823365 -0.340809 6.618334 1.047638 7.455693 2.231045 2.777965 4.245197 4.605866 4.939793 5.472651 6.278974 0.077526 5.589340 5.103135 4.533423 4.513498 4.591949 4.725791 5.024644
5.375981 5.339755 5.972875 6.372725 0.903015 7.553459 7.455125 1.155884 7.072093 0.953742 0.664000 7.017494 -0.576271 5.853663 6.859918 0.598597 0.688716 0.423939 4.292245 4.194186 3.558973 2.104341 -0.553439 5.579058 5.065654 -1.401248 4.841222 5.388166 5.914289 -0.537484 5.673673 5.918242 -0.847085 3.894142 3.748221 3.833788 -1.922038 5.538872 -0.039367 0.355610 0.402554 0.570628 0.882320 7.165738 7.069285 7.120523 6.986734 -0.050911 5.573715 -0.929914 1.998944 2.220928 2.946380 3.070881 3.051885 2.274439 1.157166 7.585053 1.126024 1.410558 0.917667 6.407787 6.059269 0.196302 0.633151 1.718640 2.200242 2.527687 8.401212 1.380733 2.274487 9.768793 3.813886 4.412392 5.028922 0.080145 7.108217 1.114397 7.777078 1.485688 1.436877 2.419471 3.037841 3.250555 2.988693 1.434161 5.742743 -0.799867 5.198793 4.854365 4.984087 4.907093 4.553147 5.013319 -0.979093 -0.267675 5.432875 3.851516 3.224358 2.484782 1.988644 1.637490 5.066828 1.676023 1.265990 1.315521 1.482780 1.131281 0.563315 5.501785 4.434881 0.678650 1.051358 1.866376 2.453149 3.648766 4.020685 4.418082 5.071569 5.790636 6.088216 -0.456364 4.903327 -1.989075 -1.954920 4.641702 -1.761330 4.885048
