# step dp_dt_x dp_dt_y F_x F_y ratio_x ratio_y
36800 -0.138973 0.0842152 0.000357201 0.0375852 -389.062 2.24065
36900 -0.0766335 0.0758648 0.00108722 0.0939676 -70.4857 0.80735
37000 0.00259018 0.103577 7.21591e-05 0.0819024 35.8954 1.26463
37100 0.060009 0.160126 -2.92659e-05 0.000768976 -2050.48 208.233
37200 0.149307 0.208368 0.000182976 0.0362034 815.993 5.75549
37300 0.248665 0.232113 0.000610776 0.116538 407.129 1.99174
37400 0.274658 0.230167 0.0174345 0.140949 15.7537 1.63298
37500 0.252026 0.222506 -0.00417312 0.00769076 -60.3927 28.9315
37600 0.216148 0.218657 0.0104731 0.0294401 20.6384 7.42718
37700 0.123974 0.193668 0.0215601 0.10987 5.75015 1.7627
37800 -0.0120087 0.150009 -0.0178023 0.151642 0.674555 0.98923
37900 -0.10952 0.123583 -0.00830431 0.0272776 13.1883 4.53057
38000 -0.17762 0.111902 0.00566506 -0.0073494 -31.3536 -15.226
38100 -0.255123 0.0850677 0.00587262 -0.065448 -43.4428 -1.29978
38200 -0.332626 0.0673046 -0.0319245 -0.144818 10.4191 -0.464753
38300 -0.384979 0.0734501 0.00585836 0.00596582 -65.7145 12.3118
38400 -0.404474 0.0698414 0.00258618 0.00254889 -156.398 27.4007
38500 -0.39566 0.0534935 0.058057 0.0335175 -6.81503 1.59599
38600 -0.372766 0.0569592 0.164426 0.0920781 -2.26708 0.618596
38700 -0.337029 0.0849457 0.127447 0.0580798 -2.64446 1.46257
38800 -0.265944 0.116085 0.0010669 -3.01753e-05 -249.267 -3847.02
38900 -0.161734 0.145809 0.024143 0.000146622 -6.69898 994.455
39000 -0.0561028 0.163639 0.114481 0.000607969 -0.49006 269.157
39100 0.0490856 0.182957 0.14283 -0.000140496 0.343664 -1302.22
39200 0.155905 0.203384 0.00873032 -0.00446534 17.8578 -45.5473
39300 0.232891 0.189117 0.0228846 0.0119572 10.1768 15.8162
39400 0.273388 0.140739 0.0962909 0.0407995 2.83919 3.44954
39500 0.285166 0.0869865 0.167959 0.045631 1.69783 1.9063
39600 0.275419 0.0426903 -0.0269866 -0.0186314 -10.2058 -2.29131
39700 0.249956 0.00452805 -0.00655579 0.00546232 -38.1276 0.82896
39800 0.20458 -0.0176849 -0.0638375 0.00574223 -3.20471 -3.0798
39900 0.128429 -0.00876236 -0.143618 -0.0293507 -0.894242 0.29854
40000 0.037426 0.0279655 -0.0595682 -0.0340147 -0.628288 -0.82216
40100 -0.0587769 0.0735168 0.000376629 0.00372725 -156.06 19.7241
40200 -0.140982 0.105125 -0.0557136 0.014273 2.53047 7.36531
40300 -0.206266 0.119518 -0.143544 0.0154745 1.43696 7.72354
40400 -0.29302 0.12191 0.0832373 -0.0372922 -3.5203 -3.26905
40500 -0.368074 0.110161 0.00129804 -0.000858828 -283.561 -128.269
40600 -0.375305 0.0916328 0.0432304 0.012409 -8.6815 7.38436
40700 -0.326147 0.0721817 0.127123 0.000273711 -2.5656 263.715
40800 -0.268663 0.0600853 0.126358 -0.000447636 -2.12622 -134.228
40900 -0.176979 0.0582771 0.00608989 5.61347e-06 -29.0611 10381.7
41000 -0.022047 0.0508194 0.0242581 9.05912e-05 -0.908851 560.975
41100 0.138775 0.0344467 0.102246 0.000327233 1.35727 105.266
41200 0.261446 0.017704 0.155628 -0.0134947 1.67995 -1.31192
41300 0.375273 0.00208664 0.021136 -0.019711 17.7551 -0.105862
41400 0.49555 -0.0165138 -0.00927534 0.00702666 -53.4266 -2.35017
41500 0.569431 -0.0380249 -0.0745321 0.0166007 -7.64008 -2.29055
41600 0.577278 -0.0583153 -0.164335 -0.0063129 -3.51282 9.23748
41700 0.532063 -0.0677872 -0.045061 -0.00529525 -11.8076 12.8015
41800 0.44669 -0.0694962 -0.000532705 -0.000556268 -838.531 124.933
41900 0.315247 -0.0737305 -0.0018595 -0.00187134 -169.533 39.3999
42000 0.161488 -0.0722008 -0.00487932 -0.00488034 -33.0964 14.7942
42100 0.0400963 -0.0566559 -0.00336988 -0.00337649 -11.8984 16.7795
42200 -0.0278893 -0.0353241 -0.000660113 -0.000683262 42.2492 51.6992
42300 -0.0394936 -0.0142403 -0.00125194 -0.00126379 31.546 11.2679
42400 -0.0138893 0.00875473 -0.00421877 -0.00421994 3.29227 -2.07461
42500 0.0303802 0.0240097 -0.00437436 -0.00437464 -6.94507 -5.48838
42600 0.100563 0.0280457 -0.000987381 -0.00101042 -101.848 -27.7563
42700 0.192635 0.0263672 -0.000820091 -0.000837039 -234.894 -31.5005
42800 0.277584 0.0275421 -0.00123902 -0.00350379 -224.035 -7.86066
42900 0.325928 0.0294304 -0.00191649 -0.00443326 -170.065 -6.63854
43000 0.366463 0.0218201 -0.00205535 -0.000748479 -178.297 -29.1525
43100 0.406849 0.00676727 -0.000871377 -0.000405102 -466.904 -16.7051
43200 0.411858 -0.00452805 -0.000793374 -0.00273314 -519.121 1.65672
43300 0.405476 0.0051384 -0.000408361 -0.00449 -992.934 -1.14441
43400 0.410667 0.015789 -0.00044363 -0.000798152 -925.698 -19.782
43500 0.40757 0.00539398 -0.000353321 -0.000176198 -1153.54 -30.6131
43600 0.3965 -0.0138359 0.000109993 -0.00190013 3604.76 7.28156
43700 0.413898 -0.018898 9.96982e-05 -0.00448988 4151.51 4.20902
43800 0.426754 -0.010498 0.000617591 -0.00163587 690.997 6.41741
43900 0.409748 -0.0164871 0.000582838 -4.39518e-05 703.022 375.119
44000 0.388962 -0.0401993 0.000491335 -0.00109281 791.643 36.7852
44100 0.358864 -0.0442162 0.000816396 -0.00366086 439.571 12.0781
44200 0.300915 -0.0293694 0.000985671 -0.00288951 305.289 10.1641
44300 0.256588 -0.0413361 0.00103064 -0.000132072 248.961 312.982
44400 0.24659 -0.0949554 0.000843655 -0.000455101 292.287 208.647
44500 0.213654 -0.131302 0.000411511 -0.102211 519.193 1.28462
44600 0.176022 -0.12727 0.00151069 -0.155292 116.518 0.819551
44700 0.201626 -0.126083 0.0018755 -0.0189459 107.505 6.65492
44800 0.277172 -0.104656 0.00104547 -0.0104898 265.116 9.97696
44900 0.333118 -0.0492859 0.000548752 -0.0698815 607.047 0.705278
45000 0.349308 -0.00116348 0.00101816 -0.160617 343.079 0.00724385
45100 0.368584 0.046936 0.00260963 -0.0601796 141.24 -0.779933
45200 0.410889 0.130966 0.00223001 0.00158719 184.254 82.5142
45300 0.459206 0.233398 0.000958435 -0.000500068 479.12 -466.734
45400 0.457058 0.275452 0.00301365 -0.00275878 151.663 -99.8456
45500 0.396847 0.224026 0.00448543 -0.00348849 88.4746 -64.2185
45600 0.319492 0.131542 -6.56105e-05 -0.000700721 -4869.53 -187.724
45700 0.235611 0.0390892 0.0107183 -0.00033837 21.9822 -115.522
45800 0.107609 -0.0518227 0.0814333 -0.00154038 1.32144 33.6428
45900 -0.0821457 -0.139957 0.00481582 -0.0038456 -17.0575 36.3941
46000 -0.271706 -0.19416 0.000936702 -0.00128363 -290.066 151.258
46100 -0.491394 -0.22913 -0.000510024 -0.00569364 963.473 40.2431
46200 -0.812176 -0.27869 0.000281252 -0.0800362 -2887.72 3.48206
46300 -1.18713 -0.289001 0.00147478 -0.156989 -804.955 1.8409
46400 -1.55154 -0.220703 0.0008124 -0.011441 -1909.82 19.2906
46500 -1.81989 -0.138901 -0.000285155 -0.0168331 6382.1 8.25165
46600 -1.90808 -0.098465 0.00699843 -0.0823921 -272.644 1.19508
46700 -1.88564 -0.0775299 0.00596912 -0.154089 -315.9 0.50315
46800 -1.87236 -0.0706825 0.0103521 0.0104 -180.867 -6.7964
46900 -1.77512 -0.10532 3.20869e-05 -2.68516e-05 -55322.2 3922.3
47000 -1.44052 -0.125782 0.000306986 1.99877e-05 -4692.46 -6292.98
47100 -0.995489 -0.126106 0.000104657 1.23178e-05 -9511.9 -10237.7
47200 -0.598576 -0.1929 0.00017734 1.74349e-05 -3375.29 -11064
47300 -0.320265 -0.301538 8.15115e-05 2.15106e-05 -3929.07 -14018.1
47400 -0.167719 -0.342428 1.80056e-05 4.57471e-06 -9314.82 -74852.4
47500 -0.0121555 -0.308687 5.73725e-05 1.3577e-05 -211.87 -22736
47600 0.159964 -0.283421 3.46744e-05 1.45149e-05 4613.3 -19526.2
47700 0.175047 -0.287588 4.41005e-05 1.77692e-05 3969.28 -16184.6
47800 0.0442448 -0.267426 3.33967e-05 1.55841e-05 1324.82 -17160.1
47900 -0.0195026 -0.21632 2.52739e-05 1.25783e-05 -771.651 -17197.9
48000 0.00982285 -0.192165 3.12541e-05 1.35308e-05 314.289 -14202.1
48100 0.00259399 -0.178961 1.27094e-05 8.88337e-06 204.101 -20145.6
48200 -0.0310249 -0.124668 1.3867e-05 9.68929e-06 -2237.33 -12866.6
48300 0.00750732 -0.00695419 1.20782e-05 8.70688e-06 621.559 -798.701
48400 0.0731544 0.122047 2.84357e-05 1.28547e-05 2572.63 9494.39
48500 0.0879536 0.198961 4.1274e-05 1.64598e-05 2130.97 12087.7
48600 0.0931873 0.21903 4.04374e-05 1.73387e-05 2304.48 12632.5
48700 0.037056 0.232056 2.78025e-05 1.37034e-05 1332.83 16934.2
48800 -0.105879 0.300531 6.7357e-05 1.4084e-05 -1571.91 21338.5
48900 -0.171738 0.344284 0.000114558 1.94179e-05 -1499.13 17730.2
49000 -0.109198 0.235826 8.27102e-05 2.15861e-05 -1320.24 10924.9
49100 -0.0606804 0.0248566 4.39035e-05 1.5841e-05 -1382.13 1569.13
49200 -0.0209064 -0.133585 5.66213e-05 1.35106e-05 -369.233 -9887.45
49300 0.0753517 -0.204746 0.000105619 1.77888e-05 713.428 -11509.8
49400 0.147018 -0.255161 4.40748e-05 1.77442e-05 3335.66 -14380
49500 0.177027 -0.277132 3.36118e-05 1.56484e-05 5266.8 -17709.9
49600 0.176743 -0.234959 2.52592e-05 1.25563e-05 6997.16 -18712.4
49700 0.119854 -0.161512 3.10016e-05 1.3479e-05 3866.05 -11982.5
49800 0.0552464 -0.104052 4.33803e-05 1.72291e-05 1273.54 -6039.31
49900 0.0876865 -0.0758705 6.53392e-05 4.71146e-05 1342.02 -1610.34
