K,Delta,separation,m1,m2,m3,m2_m1,m3_m2,R_std,grad_mag
10,5,30,0.048829,0.565389,0.805843,11.5789,1.42529,6.18118e-06,0
10,5,40,0.048829,0.885265,1.32813,18.1299,1.50026,6.18118e-06,0
10,5,50,0.048829,1.24804,1.94713,25.5594,1.56015,6.18118e-06,0
10,5,60,0.048829,1.63878,2.58078,33.5617,1.57481,6.18118e-06,0
10,5,80,0.048829,2.48047,3.85588,50.7991,1.55449,6.18118e-06,0
10,5,100,0.048829,3.29321,4.64778,67.4436,1.41132,6.18118e-06,0
