# Time series data
# step mean_R std_R mean_psi_density max_psi_density
11174 0.355402 0.207018 5.94933e+17 3.39137e+19
11175 0.352546 0.206775 5.94933e+17 3.39137e+19
11176 0.35304 0.206729 5.94933e+17 3.39137e+19
11177 0.35304 0.206462 5.94933e+17 3.39137e+19
11178 0.35223 0.205942 5.94933e+17 3.39137e+19
11179 0.353264 0.206247 6.26023e+17 3.54594e+19
11180 0.353143 0.206315 6.26023e+17 3.54594e+19
11181 0.352272 0.206222 6.26023e+17 3.54594e+19
11182 0.352242 0.206427 6.26023e+17 3.54594e+19
11183 0.351945 0.205877 6.26023e+17 3.54594e+19
11184 0.352925 0.206548 6.26023e+17 3.54594e+19
11185 0.353531 0.206188 6.26023e+17 3.54594e+19
11186 0.352505 0.206282 6.26023e+17 3.54594e+19
11187 0.352856 0.205798 6.26023e+17 3.54594e+19
11188 0.351683 0.205736 6.26023e+17 3.54594e+19
11189 0.353403 0.205969 6.58718e+17 3.70484e+19
11190 0.353298 0.205817 6.58718e+17 3.70484e+19
11191 0.352969 0.206014 6.58718e+17 3.70484e+19
11192 0.352379 0.205769 6.58718e+17 3.70484e+19
11193 0.351671 0.206211 6.58718e+17 3.70484e+19
11194 0.352512 0.205074 6.58718e+17 3.70484e+19
11195 0.353277 0.205738 6.58718e+17 3.70484e+19
11196 0.35137 0.205193 6.58718e+17 3.70484e+19
11197 0.353033 0.205881 6.58718e+17 3.70484e+19
11198 0.354246 0.20533 6.58718e+17 3.70484e+19
11199 0.352159 0.205277 6.93187e+17 3.91163e+19
11200 0.352954 0.205309 6.93187e+17 3.91163e+19
11201 0.353408 0.205217 6.93187e+17 3.91163e+19
11202 0.352532 0.205333 6.93187e+17 3.91163e+19
11203 0.352735 0.20507 6.93187e+17 3.91163e+19
11204 0.352669 0.205295 6.93187e+17 3.91163e+19
11205 0.352327 0.203648 6.93187e+17 3.91163e+19
11206 0.351753 0.205074 6.93187e+17 3.91163e+19
11207 0.351834 0.204778 6.93187e+17 3.91163e+19
11208 0.3513 0.205078 6.93187e+17 3.91163e+19
11209 0.353882 0.204972 7.29458e+17 4.13563e+19
11210 0.351764 0.204191 7.29458e+17 4.13563e+19
11211 0.352478 0.204573 7.29458e+17 4.13563e+19
11212 0.352059 0.204691 7.29458e+17 4.13563e+19
11213 0.351536 0.204768 7.29458e+17 4.13563e+19
11214 0.349322 0.204649 7.29458e+17 4.13563e+19
11215 0.350547 0.204478 7.29458e+17 4.13563e+19
11216 0.351802 0.204005 7.29458e+17 4.13563e+19
11217 0.350844 0.204355 7.29458e+17 4.13563e+19
11218 0.350502 0.203964 7.29458e+17 4.13563e+19
11219 0.35007 0.204068 7.67573e+17 4.3685e+19
11220 0.351473 0.204386 7.67573e+17 4.3685e+19
11221 0.350394 0.204238 7.67573e+17 4.3685e+19
11222 0.350717 0.203993 7.67573e+17 4.3685e+19
11223 0.350869 0.204163 7.67573e+17 4.3685e+19
11224 0.35133 0.204255 7.67573e+17 4.3685e+19
11225 0.351265 0.203808 7.67573e+17 4.3685e+19
11226 0.351295 0.203564 7.67573e+17 4.3685e+19
11227 0.350947 0.204446 7.67573e+17 4.3685e+19
11228 0.350256 0.203742 7.67573e+17 4.3685e+19
11229 0.350545 0.203714 8.07674e+17 4.61953e+19
11230 0.350109 0.20374 8.07674e+17 4.61953e+19
11231 0.350552 0.204085 8.07674e+17 4.61953e+19
11232 0.3497 0.203595 8.07674e+17 4.61953e+19
11233 0.350158 0.20306 8.07674e+17 4.61953e+19
11234 0.350458 0.203116 8.07674e+17 4.61953e+19
11235 0.349375 0.203735 8.07674e+17 4.61953e+19
11236 0.350564 0.202977 8.07674e+17 4.61953e+19
11237 0.351299 0.203128 8.07674e+17 4.61953e+19
11238 0.350356 0.203344 8.07674e+17 4.61953e+19
11239 0.349875 0.203688 8.49878e+17 4.88011e+19
11240 0.349778 0.203305 8.49878e+17 4.88011e+19
11241 0.351238 0.203754 8.49878e+17 4.88011e+19
11242 0.352009 0.202666 8.49878e+17 4.88011e+19
11243 0.348752 0.203162 8.49878e+17 4.88011e+19
11244 0.349905 0.2025 8.49878e+17 4.88011e+19
11245 0.350595 0.203 8.49878e+17 4.88011e+19
11246 0.350254 0.203099 8.49878e+17 4.88011e+19
11247 0.349172 0.202417 8.49878e+17 4.88011e+19
11248 0.348093 0.202922 8.49878e+17 4.88011e+19
11249 0.347567 0.202061 8.94331e+17 5.13418e+19
11250 0.349471 0.202355 8.94331e+17 5.13418e+19
11251 0.349554 0.202483 8.94331e+17 5.13418e+19
11252 0.350521 0.202872 8.94331e+17 5.13418e+19
11253 0.348095 0.202533 8.94331e+17 5.13418e+19
11254 0.348121 0.202305 8.94331e+17 5.13418e+19
11255 0.348885 0.201956 8.94331e+17 5.13418e+19
11256 0.350551 0.202781 8.94331e+17 5.13418e+19
11257 0.349107 0.202412 8.94331e+17 5.13418e+19
11258 0.349949 0.201558 8.94331e+17 5.13418e+19
11259 0.349838 0.202172 9.41076e+17 5.40485e+19
11260 0.348624 0.20159 9.41076e+17 5.40485e+19
11261 0.349209 0.202054 9.41076e+17 5.40485e+19
11262 0.35162 0.202411 9.41076e+17 5.40485e+19
11263 0.349418 0.201962 9.41076e+17 5.40485e+19
11264 0.349175 0.202118 9.41076e+17 5.40485e+19
11265 0.348512 0.201978 9.41076e+17 5.40485e+19
11266 0.349517 0.201416 9.41076e+17 5.40485e+19
11267 0.35056 0.20183 9.41076e+17 5.40485e+19
11268 0.349399 0.201938 9.41076e+17 5.40485e+19
11269 0.349901 0.20209 9.90217e+17 5.65928e+19
11270 0.347692 0.202157 9.90217e+17 5.65928e+19
11271 0.347754 0.200989 9.90217e+17 5.65928e+19
11272 0.350176 0.201351 9.90217e+17 5.65928e+19
11273 0.349404 0.20161 9.90217e+17 5.65928e+19
11274 0.348372 0.201215 9.90217e+17 5.65928e+19
11275 0.348288 0.201874 9.90217e+17 5.65928e+19
11276 0.347631 0.201438 9.90217e+17 5.65928e+19
11277 0.350194 0.201147 9.90217e+17 5.65928e+19
11278 0.350204 0.202036 9.90217e+17 5.65928e+19
11279 0.350292 0.201194 1.04212e+18 5.92233e+19
11280 0.348843 0.201683 1.04212e+18 5.92233e+19
11281 0.3489 0.201275 1.04212e+18 5.92233e+19
11282 0.349575 0.200988 1.04212e+18 5.92233e+19
11283 0.348531 0.20077 1.04212e+18 5.92233e+19
11284 0.349315 0.201232 1.04212e+18 5.92233e+19
11285 0.350288 0.202096 1.04212e+18 5.92233e+19
11286 0.350715 0.20147 1.04212e+18 5.92233e+19
11287 0.34756 0.201203 1.04212e+18 5.92233e+19
11288 0.34679 0.201441 1.04212e+18 5.92233e+19
11289 0.348028 0.201036 1.09666e+18 6.15329e+19
11290 0.349764 0.201267 1.09666e+18 6.15329e+19
11291 0.348577 0.201222 1.09666e+18 6.15329e+19
11292 0.347551 0.201125 1.09666e+18 6.15329e+19
11293 0.348077 0.2006 1.09666e+18 6.15329e+19
11294 0.348041 0.201143 1.09666e+18 6.15329e+19
11295 0.348771 0.200826 1.09666e+18 6.15329e+19
11296 0.347149 0.200181 1.09666e+18 6.15329e+19
11297 0.348476 0.20079 1.09666e+18 6.15329e+19
11298 0.348062 0.200575 1.09666e+18 6.15329e+19
11299 0.348326 0.200684 1.15411e+18 6.40825e+19
11300 0.347129 0.200056 1.15411e+18 6.40825e+19
11301 0.348695 0.200364 1.15411e+18 6.40825e+19
11302 0.34797 0.200596 1.15411e+18 6.40825e+19
11303 0.348629 0.200522 1.15411e+18 6.40825e+19
11304 0.347187 0.200202 1.15411e+18 6.40825e+19
11305 0.347027 0.200517 1.15411e+18 6.40825e+19
11306 0.347 0.20002 1.15411e+18 6.40825e+19
11307 0.347807 0.199747 1.15411e+18 6.40825e+19
11308 0.346861 0.200207 1.15411e+18 6.40825e+19
11309 0.347356 0.199853 1.21437e+18 6.7386e+19
11310 0.34812 0.200212 1.21437e+18 6.7386e+19
11311 0.347545 0.200156 1.21437e+18 6.7386e+19
11312 0.34565 0.199614 1.21437e+18 6.7386e+19
11313 0.346652 0.199855 1.21437e+18 6.7386e+19
11314 0.347215 0.199284 1.21437e+18 6.7386e+19
11315 0.34686 0.200086 1.21437e+18 6.7386e+19
11316 0.346803 0.199772 1.21437e+18 6.7386e+19
11317 0.347491 0.199842 1.21437e+18 6.7386e+19
11318 0.348011 0.199885 1.21437e+18 6.7386e+19
11319 0.349109 0.200002 1.27772e+18 7.19537e+19
11320 0.346911 0.199554 1.27772e+18 7.19537e+19
11321 0.347124 0.199566 1.27772e+18 7.19537e+19
11322 0.345012 0.199515 1.27772e+18 7.19537e+19
11323 0.347161 0.199467 1.27772e+18 7.19537e+19
11324 0.345119 0.199032 1.27772e+18 7.19537e+19
11325 0.345798 0.198775 1.27772e+18 7.19537e+19
11326 0.346767 0.199003 1.27772e+18 7.19537e+19
11327 0.346174 0.199231 1.27772e+18 7.19537e+19
11328 0.347997 0.199524 1.27772e+18 7.19537e+19
11329 0.345687 0.198745 1.3445e+18 7.6351e+19
11330 0.346208 0.199066 1.3445e+18 7.6351e+19
11331 0.345625 0.199275 1.3445e+18 7.6351e+19
11332 0.347573 0.199128 1.3445e+18 7.6351e+19
11333 0.346412 0.198832 1.3445e+18 7.6351e+19
11334 0.347415 0.199065 1.3445e+18 7.6351e+19
11335 0.345984 0.199246 1.3445e+18 7.6351e+19
11336 0.346146 0.198547 1.3445e+18 7.6351e+19
11337 0.349091 0.198618 1.3445e+18 7.6351e+19
11338 0.346977 0.198198 1.3445e+18 7.6351e+19
11339 0.344972 0.198178 1.41463e+18 8.10828e+19
11340 0.345974 0.199 1.41463e+18 8.10828e+19
11341 0.347021 0.198734 1.41463e+18 8.10828e+19
11342 0.347708 0.198797 1.41463e+18 8.10828e+19
11343 0.344859 0.198148 1.41463e+18 8.10828e+19
11344 0.347523 0.199016 1.41463e+18 8.10828e+19
11345 0.345446 0.198231 1.41463e+18 8.10828e+19
11346 0.3449 0.198166 1.41463e+18 8.10828e+19
11347 0.346893 0.199049 1.41463e+18 8.10828e+19
11348 0.344896 0.198141 1.41463e+18 8.10828e+19
11349 0.346082 0.198209 1.48859e+18 8.59364e+19
11350 0.345718 0.198386 1.48859e+18 8.59364e+19
11351 0.347382 0.197638 1.48859e+18 8.59364e+19
11352 0.346073 0.198425 1.48859e+18 8.59364e+19
11353 0.345875 0.197651 1.48859e+18 8.59364e+19
11354 0.344795 0.197854 1.48859e+18 8.59364e+19
11355 0.346764 0.198105 1.48859e+18 8.59364e+19
11356 0.344109 0.197891 1.48859e+18 8.59364e+19
11357 0.345607 0.197608 1.48859e+18 8.59364e+19
11358 0.346103 0.19742 1.48859e+18 8.59364e+19
11359 0.346615 0.197749 1.56646e+18 9.08024e+19
11360 0.345472 0.197814 1.56646e+18 9.08024e+19
11361 0.345445 0.197513 1.56646e+18 9.08024e+19
11362 0.345075 0.197507 1.56646e+18 9.08024e+19
11363 0.34391 0.197214 1.56646e+18 9.08024e+19
11364 0.34541 0.197759 1.56646e+18 9.08024e+19
11365 0.342994 0.197246 1.56646e+18 9.08024e+19
11366 0.346571 0.198229 1.56646e+18 9.08024e+19
11367 0.344604 0.197276 1.56646e+18 9.08024e+19
11368 0.343918 0.196834 1.56646e+18 9.08024e+19
11369 0.34461 0.19732 1.6484e+18 9.55815e+19
11370 0.344586 0.197204 1.6484e+18 9.55815e+19
11371 0.345757 0.196833 1.6484e+18 9.55815e+19
11372 0.344071 0.196624 1.6484e+18 9.55815e+19
11373 0.342892 0.196724 1.6484e+18 9.55815e+19
11374 0.345296 0.196656 1.6484e+18 9.55815e+19
11375 0.343781 0.196934 1.6484e+18 9.55815e+19
11376 0.344078 0.196169 1.6484e+18 9.55815e+19
11377 0.344576 0.197216 1.6484e+18 9.55815e+19
11378 0.344937 0.197083 1.6484e+18 9.55815e+19
11379 0.344952 0.196485 1.73448e+18 9.97536e+19
11380 0.344624 0.196492 1.73448e+18 9.97536e+19
11381 0.344233 0.196627 1.73448e+18 9.97536e+19
11382 0.344452 0.196408 1.73448e+18 9.97536e+19
11383 0.344984 0.196589 1.73448e+18 9.97536e+19
11384 0.345136 0.196525 1.73448e+18 9.97536e+19
11385 0.344677 0.19682 1.73448e+18 9.97536e+19
11386 0.344254 0.196462 1.73448e+18 9.97536e+19
11387 0.343567 0.196622 1.73448e+18 9.97536e+19
11388 0.345669 0.196651 1.73448e+18 9.97536e+19
11389 0.345063 0.196185 1.82521e+18 1.03795e+20
11390 0.345356 0.196144 1.82521e+18 1.03795e+20
11391 0.343819 0.196138 1.82521e+18 1.03795e+20
11392 0.344353 0.195935 1.82521e+18 1.03795e+20
11393 0.3442 0.196094 1.82521e+18 1.03795e+20
11394 0.344577 0.196341 1.82521e+18 1.03795e+20
11395 0.346364 0.195982 1.82521e+18 1.03795e+20
11396 0.344471 0.195562 1.82521e+18 1.03795e+20
11397 0.345232 0.196442 1.82521e+18 1.03795e+20
11398 0.344084 0.195983 1.82521e+18 1.03795e+20
11399 0.343726 0.195751 1.92052e+18 1.09946e+20
11400 0.344481 0.19577 1.92052e+18 1.09946e+20
11401 0.34483 0.195574 1.92052e+18 1.09946e+20
11402 0.34475 0.195723 1.92052e+18 1.09946e+20
11403 0.343442 0.195561 1.92052e+18 1.09946e+20
11404 0.342617 0.195198 1.92052e+18 1.09946e+20
11405 0.341493 0.195249 1.92052e+18 1.09946e+20
11406 0.343144 0.195432 1.92052e+18 1.09946e+20
11407 0.343871 0.195971 1.92052e+18 1.09946e+20
11408 0.343475 0.195063 1.92052e+18 1.09946e+20
11409 0.343665 0.19533 2.02113e+18 1.16833e+20
11410 0.341232 0.195043 2.02113e+18 1.16833e+20
11411 0.345503 0.195401 2.02113e+18 1.16833e+20
11412 0.340781 0.194892 2.02113e+18 1.16833e+20
11413 0.344343 0.195272 2.02113e+18 1.16833e+20
11414 0.342465 0.194705 2.02113e+18 1.16833e+20
11415 0.343798 0.195832 2.02113e+18 1.16833e+20
11416 0.34257 0.195092 2.02113e+18 1.16833e+20
11417 0.342908 0.195263 2.02113e+18 1.16833e+20
11418 0.342865 0.195029 2.02113e+18 1.16833e+20
11419 0.343545 0.194996 2.12672e+18 1.23405e+20
11420 0.342701 0.194666 2.12672e+18 1.23405e+20
11421 0.341926 0.194709 2.12672e+18 1.23405e+20
11422 0.343398 0.195241 2.12672e+18 1.23405e+20
11423 0.343734 0.194518 2.12672e+18 1.23405e+20
11424 0.343056 0.194355 2.12672e+18 1.23405e+20
11425 0.343557 0.194429 2.12672e+18 1.23405e+20
11426 0.3441 0.19415 2.12672e+18 1.23405e+20
11427 0.344652 0.193933 2.12672e+18 1.23405e+20
11428 0.343047 0.194309 2.12672e+18 1.23405e+20
11429 0.341962 0.194066 2.23802e+18 1.30243e+20
11430 0.342489 0.194251 2.23802e+18 1.30243e+20
11431 0.341772 0.19353 2.23802e+18 1.30243e+20
11432 0.344598 0.194452 2.23802e+18 1.30243e+20
11433 0.343142 0.19335 2.23802e+18 1.30243e+20
11434 0.341727 0.193844 2.23802e+18 1.30243e+20
11435 0.342974 0.194169 2.23802e+18 1.30243e+20
11436 0.343157 0.194073 2.23802e+18 1.30243e+20
11437 0.341515 0.193644 2.23802e+18 1.30243e+20
11438 0.342202 0.193891 2.23802e+18 1.30243e+20
11439 0.343829 0.194254 2.35517e+18 1.36804e+20
11440 0.341205 0.19259 2.35517e+18 1.36804e+20
11441 0.340711 0.193205 2.35517e+18 1.36804e+20
11442 0.341262 0.19342 2.35517e+18 1.36804e+20
11443 0.342735 0.193742 2.35517e+18 1.36804e+20
11444 0.341472 0.193552 2.35517e+18 1.36804e+20
11445 0.342529 0.193277 2.35517e+18 1.36804e+20
11446 0.342555 0.19331 2.35517e+18 1.36804e+20
11447 0.340735 0.193316 2.35517e+18 1.36804e+20
11448 0.343318 0.193778 2.35517e+18 1.36804e+20
11449 0.34249 0.193256 2.47856e+18 1.43074e+20
11450 0.342058 0.193591 2.47856e+18 1.43074e+20
11451 0.341946 0.193155 2.47856e+18 1.43074e+20
11452 0.342049 0.193896 2.47856e+18 1.43074e+20
11453 0.343252 0.193131 2.47856e+18 1.43074e+20
11454 0.341542 0.192738 2.47856e+18 1.43074e+20
11455 0.341717 0.193033 2.47856e+18 1.43074e+20
11456 0.341661 0.19306 2.47856e+18 1.43074e+20
11457 0.34085 0.192943 2.47856e+18 1.43074e+20
11458 0.34194 0.193086 2.47856e+18 1.43074e+20
11459 0.341668 0.19264 2.60857e+18 1.49326e+20
11460 0.340704 0.19251 2.60857e+18 1.49326e+20
11461 0.341142 0.192905 2.60857e+18 1.49326e+20
11462 0.340647 0.192281 2.60857e+18 1.49326e+20
11463 0.341201 0.193295 2.60857e+18 1.49326e+20
11464 0.341417 0.192484 2.60857e+18 1.49326e+20
11465 0.339888 0.192629 2.60857e+18 1.49326e+20
11466 0.340626 0.192639 2.60857e+18 1.49326e+20
11467 0.340995 0.191999 2.60857e+18 1.49326e+20
11468 0.342321 0.192524 2.60857e+18 1.49326e+20
11469 0.342027 0.192639 2.74505e+18 1.54704e+20
11470 0.342152 0.192864 2.74505e+18 1.54704e+20
11471 0.341731 0.192586 2.74505e+18 1.54704e+20
11472 0.342233 0.19294 2.74505e+18 1.54704e+20
11473 0.340927 0.192141 2.74505e+18 1.54704e+20
11474 0.341011 0.192277 2.74505e+18 1.54704e+20
11475 0.341898 0.193086 2.74505e+18 1.54704e+20
11476 0.341648 0.192611 2.74505e+18 1.54704e+20
11477 0.341945 0.19258 2.74505e+18 1.54704e+20
11478 0.341036 0.191843 2.74505e+18 1.54704e+20
11479 0.340362 0.191808 2.8889e+18 1.60098e+20
11480 0.340553 0.192406 2.8889e+18 1.60098e+20
11481 0.339891 0.191669 2.8889e+18 1.60098e+20
11482 0.340095 0.192145 2.8889e+18 1.60098e+20
11483 0.341486 0.192386 2.8889e+18 1.60098e+20
11484 0.339204 0.191106 2.8889e+18 1.60098e+20
11485 0.339758 0.191482 2.8889e+18 1.60098e+20
11486 0.341079 0.191214 2.8889e+18 1.60098e+20
11487 0.339928 0.191647 2.8889e+18 1.60098e+20
11488 0.340246 0.191137 2.8889e+18 1.60098e+20
11489 0.340995 0.192416 3.03998e+18 1.66021e+20
11490 0.340758 0.191875 3.03998e+18 1.66021e+20
11491 0.341735 0.191321 3.03998e+18 1.66021e+20
11492 0.34105 0.191453 3.03998e+18 1.66021e+20
11493 0.340416 0.191021 3.03998e+18 1.66021e+20
11494 0.3411 0.191923 3.03998e+18 1.66021e+20
11495 0.340111 0.191467 3.03998e+18 1.66021e+20
11496 0.339249 0.191109 3.03998e+18 1.66021e+20
11497 0.340246 0.19129 3.03998e+18 1.66021e+20
11498 0.339799 0.191366 3.03998e+18 1.66021e+20
11499 0.340562 0.191356 3.19886e+18 1.75801e+20
11500 0.340057 0.191098 3.19886e+18 1.75801e+20
11501 0.340557 0.191448 3.19886e+18 1.75801e+20
11502 0.339046 0.191329 3.19886e+18 1.75801e+20
11503 0.339643 0.191509 3.19886e+18 1.75801e+20
11504 0.341458 0.190926 3.19886e+18 1.75801e+20
11505 0.34 0.191176 3.19886e+18 1.75801e+20
11506 0.342228 0.191046 3.19886e+18 1.75801e+20
11507 0.3415 0.190826 3.19886e+18 1.75801e+20
11508 0.341126 0.19108 3.19886e+18 1.75801e+20
11509 0.340644 0.190378 3.36597e+18 1.85667e+20
11510 0.340406 0.191071 3.36597e+18 1.85667e+20
11511 0.34106 0.191222 3.36597e+18 1.85667e+20
11512 0.338357 0.190312 3.36597e+18 1.85667e+20
11513 0.340277 0.190635 3.36597e+18 1.85667e+20
11514 0.338117 0.189899 3.36597e+18 1.85667e+20
11515 0.338395 0.190167 3.36597e+18 1.85667e+20
11516 0.339474 0.190541 3.36597e+18 1.85667e+20
11517 0.340502 0.190635 3.36597e+18 1.85667e+20
11518 0.339502 0.190396 3.36597e+18 1.85667e+20
11519 0.339057 0.190601 3.54218e+18 1.96403e+20
11520 0.339805 0.190066 3.54218e+18 1.96403e+20
11521 0.340768 0.190113 3.54218e+18 1.96403e+20
11522 0.340528 0.189714 3.54218e+18 1.96403e+20
11523 0.340007 0.190812 3.54218e+18 1.96403e+20
11524 0.339729 0.190266 3.54218e+18 1.96403e+20
11525 0.338854 0.189433 3.54218e+18 1.96403e+20
11526 0.338027 0.189738 3.54218e+18 1.96403e+20
11527 0.339072 0.189918 3.54218e+18 1.96403e+20
11528 0.34069 0.189987 3.54218e+18 1.96403e+20
11529 0.339018 0.189304 3.72747e+18 2.06086e+20
11530 0.33918 0.189529 3.72747e+18 2.06086e+20
11531 0.3379 0.189416 3.72747e+18 2.06086e+20
11532 0.338347 0.189891 3.72747e+18 2.06086e+20
11533 0.338685 0.189253 3.72747e+18 2.06086e+20
11534 0.338454 0.189142 3.72747e+18 2.06086e+20
11535 0.340185 0.190075 3.72747e+18 2.06086e+20
11536 0.339159 0.189849 3.72747e+18 2.06086e+20
11537 0.338972 0.189555 3.72747e+18 2.06086e+20
11538 0.339123 0.189537 3.72747e+18 2.06086e+20
11539 0.339279 0.189894 3.92235e+18 2.15517e+20
11540 0.338301 0.189449 3.92235e+18 2.15517e+20
11541 0.339141 0.189459 3.92235e+18 2.15517e+20
11542 0.339133 0.190087 3.92235e+18 2.15517e+20
11543 0.34025 0.189772 3.92235e+18 2.15517e+20
11544 0.338411 0.189146 3.92235e+18 2.15517e+20
11545 0.337991 0.189336 3.92235e+18 2.15517e+20
11546 0.337679 0.188983 3.92235e+18 2.15517e+20
11547 0.339895 0.189421 3.92235e+18 2.15517e+20
11548 0.339389 0.188418 3.92235e+18 2.15517e+20
11549 0.338615 0.189255 4.12784e+18 2.25658e+20
11550 0.339221 0.18988 4.12784e+18 2.25658e+20
11551 0.337839 0.188261 4.12784e+18 2.25658e+20
11552 0.33765 0.188511 4.12784e+18 2.25658e+20
11553 0.337544 0.188543 4.12784e+18 2.25658e+20
11554 0.336741 0.188668 4.12784e+18 2.25658e+20
11555 0.340258 0.18929 4.12784e+18 2.25658e+20
11556 0.33734 0.188515 4.12784e+18 2.25658e+20
11557 0.338961 0.188475 4.12784e+18 2.25658e+20
11558 0.337568 0.188663 4.12784e+18 2.25658e+20
11559 0.338712 0.188482 4.34378e+18 2.37829e+20
11560 0.338663 0.188556 4.34378e+18 2.37829e+20
11561 0.337377 0.188696 4.34378e+18 2.37829e+20
11562 0.338956 0.188579 4.34378e+18 2.37829e+20
11563 0.337209 0.187722 4.34378e+18 2.37829e+20
11564 0.336985 0.188151 4.34378e+18 2.37829e+20
11565 0.338368 0.188164 4.34378e+18 2.37829e+20
11566 0.337948 0.188098 4.34378e+18 2.37829e+20
11567 0.338257 0.188188 4.34378e+18 2.37829e+20
11568 0.338644 0.188782 4.34378e+18 2.37829e+20
11569 0.338335 0.188402 4.57116e+18 2.49068e+20
11570 0.338547 0.187711 4.57116e+18 2.49068e+20
11571 0.336308 0.187616 4.57116e+18 2.49068e+20
11572 0.33786 0.188534 4.57116e+18 2.49068e+20
11573 0.33807 0.187842 4.57116e+18 2.49068e+20
11574 0.337801 0.187663 4.57116e+18 2.49068e+20
11575 0.338362 0.188234 4.57116e+18 2.49068e+20
11576 0.338844 0.188135 4.57116e+18 2.49068e+20
11577 0.338058 0.187726 4.57116e+18 2.49068e+20
11578 0.336302 0.187724 4.57116e+18 2.49068e+20
11579 0.33881 0.188678 4.81034e+18 2.61961e+20
11580 0.335866 0.187504 4.81034e+18 2.61961e+20
11581 0.33882 0.188085 4.81034e+18 2.61961e+20
11582 0.337962 0.187675 4.81034e+18 2.61961e+20
11583 0.339387 0.18802 4.81034e+18 2.61961e+20
11584 0.337512 0.187219 4.81034e+18 2.61961e+20
11585 0.336706 0.18811 4.81034e+18 2.61961e+20
11586 0.336144 0.187448 4.81034e+18 2.61961e+20
11587 0.335964 0.187098 4.81034e+18 2.61961e+20
11588 0.336716 0.186872 4.81034e+18 2.61961e+20
11589 0.336209 0.187879 5.06187e+18 2.78257e+20
11590 0.336894 0.18684 5.06187e+18 2.78257e+20
11591 0.338072 0.187544 5.06187e+18 2.78257e+20
11592 0.338231 0.18715 5.06187e+18 2.78257e+20
11593 0.338892 0.187605 5.06187e+18 2.78257e+20
11594 0.336793 0.188244 5.06187e+18 2.78257e+20
11595 0.337756 0.186994 5.06187e+18 2.78257e+20
11596 0.337748 0.186929 5.06187e+18 2.78257e+20
11597 0.336893 0.187383 5.06187e+18 2.78257e+20
11598 0.338136 0.186799 5.06187e+18 2.78257e+20
11599 0.337996 0.187166 5.32752e+18 2.94399e+20
11600 0.336454 0.186961 5.32752e+18 2.94399e+20
11601 0.336159 0.186891 5.32752e+18 2.94399e+20
11602 0.337523 0.187024 5.32752e+18 2.94399e+20
11603 0.337085 0.1866 5.32752e+18 2.94399e+20
11604 0.338627 0.186732 5.32752e+18 2.94399e+20
11605 0.337522 0.186988 5.32752e+18 2.94399e+20
11606 0.33826 0.188137 5.32752e+18 2.94399e+20
11607 0.338233 0.186844 5.32752e+18 2.94399e+20
11608 0.337545 0.187072 5.32752e+18 2.94399e+20
11609 0.337788 0.185906 5.6068e+18 3.09054e+20
11610 0.336974 0.186656 5.6068e+18 3.09054e+20
11611 0.336839 0.185799 5.6068e+18 3.09054e+20
11612 0.337781 0.187332 5.6068e+18 3.09054e+20
11613 0.337227 0.18634 5.6068e+18 3.09054e+20
11614 0.336282 0.186461 5.6068e+18 3.09054e+20
11615 0.335734 0.185773 5.6068e+18 3.09054e+20
11616 0.338508 0.186711 5.6068e+18 3.09054e+20
11617 0.336152 0.18644 5.6068e+18 3.09054e+20
11618 0.335736 0.18581 5.6068e+18 3.09054e+20
11619 0.33777 0.186316 5.90035e+18 3.23487e+20
11620 0.336759 0.18636 5.90035e+18 3.23487e+20
11621 0.334715 0.185439 5.90035e+18 3.23487e+20
11622 0.336646 0.18595 5.90035e+18 3.23487e+20
11623 0.335423 0.185926 5.90035e+18 3.23487e+20
11624 0.335431 0.185883 5.90035e+18 3.23487e+20
11625 0.335794 0.18584 5.90035e+18 3.23487e+20
11626 0.335164 0.185533 5.90035e+18 3.23487e+20
11627 0.336569 0.185619 5.90035e+18 3.23487e+20
11628 0.336577 0.185903 5.90035e+18 3.23487e+20
11629 0.336855 0.185933 6.20914e+18 3.40245e+20
11630 0.334624 0.185444 6.20914e+18 3.40245e+20
11631 0.335468 0.185128 6.20914e+18 3.40245e+20
11632 0.335927 0.184961 6.20914e+18 3.40245e+20
11633 0.337033 0.185319 6.20914e+18 3.40245e+20
11634 0.33532 0.185749 6.20914e+18 3.40245e+20
11635 0.335568 0.184775 6.20914e+18 3.40245e+20
11636 0.336267 0.185621 6.20914e+18 3.40245e+20
11637 0.336762 0.185273 6.20914e+18 3.40245e+20
11638 0.334855 0.184794 6.20914e+18 3.40245e+20
11639 0.335 0.184652 6.53484e+18 3.56696e+20
11640 0.336742 0.184901 6.53484e+18 3.56696e+20
11641 0.33616 0.184999 6.53484e+18 3.56696e+20
11642 0.335822 0.184758 6.53484e+18 3.56696e+20
11643 0.333734 0.184764 6.53484e+18 3.56696e+20
11644 0.334543 0.184201 6.53484e+18 3.56696e+20
11645 0.335689 0.184614 6.53484e+18 3.56696e+20
11646 0.334469 0.184433 6.53484e+18 3.56696e+20
11647 0.335434 0.184343 6.53484e+18 3.56696e+20
11648 0.335868 0.184151 6.53484e+18 3.56696e+20
11649 0.334806 0.184598 6.87648e+18 3.71738e+20
11650 0.334101 0.18394 6.87648e+18 3.71738e+20
11651 0.33478 0.18351 6.87648e+18 3.71738e+20
11652 0.335325 0.184257 6.87648e+18 3.71738e+20
11653 0.33514 0.184494 6.87648e+18 3.71738e+20
11654 0.337215 0.18431 6.87648e+18 3.71738e+20
