# Field snapshot at t = 4
# Grid: 64 x 64
# Columns: x  y  theta  R  mass  |psi|^2  psi_0_real  psi_0_imag  psi_1_real  psi_1_imag  psi_2_real  psi_2_imag  psi_3_real  psi_3_imag
0  0  0.041655  0.999826  2.499566  0.000188  -0.004015  -0.000841  -0.002120  -0.001577  -0.007381  -0.004550  -0.009036  -0.002634
1  0  0.002045  0.999653  2.499132  0.001052  0.006126  -0.003994  0.006734  0.011507  0.022266  0.002549  0.008906  0.015451
2  0  -0.007376  0.999488  2.498721  0.000185  0.000346  -0.003216  -0.007318  -0.002278  0.000533  0.000986  0.009723  0.004418
3  0  0.063085  0.999065  2.497661  0.000176  0.002361  -0.002044  -0.007175  0.003537  -0.000536  0.006783  -0.002201  0.007173
4  0  -0.042655  0.998939  2.497347  0.000310  -0.005144  -0.001725  -0.005577  -0.000876  -0.006766  -0.013591  -0.001628  -0.003952
5  0  -0.012443  0.999452  2.498629  0.000190  -0.003170  0.003055  0.005680  0.004952  -0.004501  0.006241  -0.003074  -0.006713
6  0  0.000082  0.999488  2.498721  0.000342  0.002133  -0.005784  -0.004008  -0.008390  0.013657  -0.004896  0.002244  -0.001448
7  0  0.009301  0.999432  2.498579  0.000313  0.004578  -0.010904  -0.008767  -0.002979  0.000817  -0.000240  0.009039  0.002122
8  0  -0.056999  0.999218  2.498045  0.000269  0.001425  -0.011531  0.000875  -0.001503  0.002591  0.001311  0.007600  0.008033
9  0  -0.040473  0.999387  2.498467  0.000234  -0.004700  -0.005507  -0.001874  0.003320  -0.002391  -0.004182  -0.000976  -0.011942
10  0  -0.023072  0.999544  2.498860  0.000307  0.009859  -0.004462  0.000120  0.004132  -0.010390  0.003650  0.004336  0.005720
11  0  -0.043922  0.999598  2.498995  0.000086  0.000570  0.003823  -0.001616  -0.003714  -0.001684  -0.003902  -0.005055  0.003394
12  0  0.002936  0.999574  2.498935  0.000212  0.003273  -0.005852  0.007507  -0.003927  0.004038  -0.006650  -0.000204  0.005911
13  0  -0.022072  0.999763  2.499408  0.000157  -0.007310  0.000990  -0.004652  0.003000  -0.002111  0.001929  -0.007499  0.002727
14  0  0.037022  0.999471  2.498677  0.000345  -0.003512  -0.002059  -0.005345  0.005510  -0.003686  0.011859  -0.005915  -0.008965
15  0  0.091585  0.999372  2.498429  0.000288  0.009343  -0.004612  0.003590  0.008431  -0.007370  0.002378  0.000545  0.005931
16  0  0.054985  0.998980  2.497449  0.000518  -0.016579  -0.001640  -0.004021  0.007977  0.006965  0.000311  -0.005600  -0.008966
17  0  -0.012827  0.999349  2.498374  0.000212  0.004619  -0.003567  0.000042  -0.003814  0.002963  -0.005835  0.009810  0.004969
18  0  -0.002635  0.999916  2.499791  0.000332  -0.005289  -0.002435  0.003867  -0.010900  -0.005756  0.004372  -0.010424  0.001949
19  0  -0.011372  0.999653  2.499132  0.000260  0.003399  0.002306  -0.004510  0.006109  0.005095  0.012164  0.002543  0.002290
20  0  0.060933  0.999599  2.498998  0.000116  0.003054  -0.005542  0.002995  -0.001611  -0.004955  -0.001025  0.004840  0.003904
21  0  0.015315  0.999592  2.498980  0.000156  0.002872  0.002885  0.000135  -0.005995  0.004348  0.000290  -0.009170  -0.000352
22  0  -0.011477  0.999855  2.499638  0.000116  0.003832  0.002495  0.004487  -0.000831  0.001499  -0.006929  -0.004658  0.001583
23  0  -0.016607  0.999504  2.498760  0.000102  -0.004041  0.001202  -0.000860  -0.006323  -0.002987  0.000181  0.004610  -0.003578
24  0  -0.042893  0.999482  2.498706  0.000208  0.001417  0.002562  -0.009682  0.005137  0.004707  0.005498  0.002768  -0.004379
25  0  -0.035412  0.999383  2.498458  0.000399  0.004261  -0.003525  0.001246  0.013935  -0.008354  -0.006856  -0.006757  -0.003227
26  0  -0.046084  0.999686  2.499216  0.000218  -0.003011  -0.009596  0.008547  0.005202  -0.001747  0.001186  -0.002512  0.002460
27  0  -0.056451  0.999517  2.498793  0.000144  0.002338  -0.005268  0.006332  -0.005956  -0.002573  0.000080  -0.000689  -0.005312
28  0  0.041206  0.999241  2.498101  0.000134  0.000186  -0.009788  0.001087  0.001439  -0.002229  -0.002049  -0.005029  -0.000553
29  0  -0.073523  0.999007  2.497518  0.000411  0.011285  -0.009617  0.001254  0.000230  -0.006389  -0.006797  -0.009399  -0.003719
30  0  -0.019375  0.998974  2.497436  0.000099  0.003128  0.002573  -0.003139  0.005315  -0.005002  -0.004129  0.000140  0.001627
31  0  -0.009615  0.999149  2.497874  0.000342  -0.003157  0.001650  -0.000797  0.005094  0.006061  -0.006165  -0.013521  -0.006685
32  0  -0.009432  0.999280  2.498200  0.000129  0.001100  -0.008210  0.004693  -0.001133  0.000291  -0.006094  -0.000488  -0.000133
33  0  -0.022588  0.999354  2.498385  0.000098  0.002331  -0.001632  -0.005559  0.004454  -0.004896  0.001219  0.000639  0.003619
34  0  0.004896  0.999878  2.499695  0.000111  0.001140  0.002627  -0.002907  0.009571  0.000666  -0.000335  -0.001223  0.000990
35  0  0.008472  0.999749  2.499374  0.000190  0.000504  0.007551  0.000160  -0.000813  -0.005689  0.001305  -0.008388  -0.005269
36  0  0.007571  0.999534  2.498835  0.000116  0.001021  -0.001950  -0.004749  0.007648  0.002879  0.002764  0.002612  -0.002715
