# Field snapshot at t = 1
# Grid: 64 x 64
# Columns: x  y  theta  R  mass  |psi|^2  psi_0_real  psi_0_imag  psi_1_real  psi_1_imag  psi_2_real  psi_2_imag  psi_3_real  psi_3_imag
0  0  0.024452  0.999609  2.499023  0.000169  -0.002244  -0.008260  0.001942  0.003697  0.005531  0.000168  -0.006126  0.003206
1  0  -0.033244  0.999660  2.499151  0.000192  0.009664  0.004897  -0.001995  0.002825  0.003014  -0.005095  0.005101  -0.001192
2  0  0.009252  0.999758  2.499396  0.000097  0.004453  -0.001836  0.005297  -0.002800  0.001126  -0.000405  0.005436  -0.002664
3  0  0.034539  0.999685  2.499213  0.000134  -0.001200  -0.002894  0.001809  -0.003436  0.002831  0.002583  0.002243  0.009479
4  0  0.021790  0.999306  2.498264  0.000104  -0.001283  -0.002807  0.000981  -0.006716  -0.005092  0.001625  0.001835  -0.004110
5  0  -0.016320  0.999307  2.498267  0.000273  -0.002946  0.003813  0.011682  -0.004788  0.003841  0.007034  0.002473  -0.004476
6  0  -0.024358  0.999264  2.498159  0.000135  -0.001777  0.000517  0.007182  -0.005059  0.005783  0.001297  -0.003509  0.002580
7  0  0.035218  0.999757  2.499393  0.000063  0.004936  -0.001403  0.001497  0.002069  -0.002646  -0.000620  0.002120  -0.004332
8  0  0.024676  0.999364  2.498409  0.000102  0.004629  -0.002094  0.002724  -0.000543  -0.001945  0.007875  0.000863  0.001415
9  0  -0.026126  0.999403  2.498508  0.000140  -0.007962  -0.000913  0.001658  -0.003347  -0.005856  0.000671  -0.004259  0.002989
10  0  0.025436  0.999498  2.498745  0.000108  -0.001469  0.003178  0.000227  0.002658  -0.005121  -0.000238  0.007270  0.003111
11  0  -0.047084  0.999466  2.498665  0.000143  -0.002233  -0.006116  -0.000221  0.002126  0.003893  -0.002078  0.008228  0.003023
12  0  0.005616  0.999444  2.498609  0.000209  0.005224  0.005419  0.001235  0.000446  0.001266  -0.004809  -0.005416  0.009807
13  0  -0.044548  0.999268  2.498169  0.000118  -0.001089  0.005070  -0.001258  -0.003810  -0.004887  -0.003223  -0.005226  0.003711
14  0  -0.000142  0.999431  2.498578  0.000125  0.000247  -0.000461  -0.000624  0.001477  -0.001980  0.002141  -0.008662  -0.006226
15  0  -0.007852  0.999526  2.498816  0.000126  -0.000286  -0.003248  -0.004807  -0.006399  0.002423  -0.004433  -0.004904  0.001233
16  0  0.003151  0.999711  2.499278  0.000152  0.001844  -0.009797  -0.005083  0.005049  0.000609  0.000743  -0.000294  0.000561
