# Field snapshot at t = 20 seconds
# Grid: 64 x 64
# Columns: x  y  theta  R  mass  |psi|^2  psi_0_real  psi_0_imag  psi_1_real  psi_1_imag  psi_2_real  psi_2_imag  psi_3_real  psi_3_imag
0  0  0.000288  0.999671  2.499178  0.000362  0.006640  -0.002071  0.008793  0.003277  -0.011245  -0.007117  0.006941  -0.000482
1  0  -0.019519  0.999455  2.498637  0.000389  -0.010465  0.005235  -0.001705  -0.005909  0.006300  -0.003675  0.004795  -0.011749
2  0  -0.051576  0.999428  2.498571  0.000417  0.004426  0.008636  0.006808  0.000720  0.000569  0.002850  0.011504  0.011637
3  0  -0.021852  0.999378  2.498445  0.000178  -0.002176  0.002719  -0.007387  0.002830  0.003800  -0.007838  0.005041  0.001296
4  0  0.024933  0.999698  2.499246  0.000246  -0.000925  0.004847  0.009976  0.000540  -0.001475  -0.007585  -0.007429  0.002667
5  0  0.036808  0.999563  2.498908  0.000215  -0.003230  0.004194  -0.007054  -0.005298  0.005284  0.003883  0.006537  0.004791
6  0  0.014089  0.999550  2.498875  0.000142  0.004204  -0.001833  0.001779  0.005394  -0.004550  0.001275  -0.003704  0.007275
7  0  0.040135  0.999681  2.499202  0.000170  -0.007940  -0.001283  0.002745  0.005240  0.000366  -0.000361  -0.008340  -0.000537
8  0  -0.015045  0.999627  2.499068  0.000815  -0.009225  0.000735  -0.000328  -0.015395  -0.004942  0.012098  0.000790  -0.017919
9  0  -0.048058  0.999130  2.497824  0.000074  0.001134  0.005747  0.001398  -0.002559  -0.001511  -0.004369  0.002998  0.000924
10  0  0.008293  0.998948  2.497370  0.000263  -0.003777  -0.009066  -0.000016  -0.003577  0.000646  0.004484  -0.010450  -0.004916
11  0  -0.019111  0.999213  2.498032  0.000311  -0.002200  -0.002536  -0.004605  -0.001157  0.011122  -0.004370  -0.000662  -0.011580
12  0  0.062719  0.999412  2.498529  0.000253  -0.002484  -0.010400  0.007299  0.002559  0.001862  -0.005779  0.006371  0.001358
13  0  0.008275  0.999509  2.498774  0.000157  -0.003030  0.002048  0.002923  0.001019  0.001367  -0.007822  0.005308  -0.006580
14  0  0.040364  0.999630  2.499076  0.000301  0.007749  -0.012442  0.005336  0.001571  -0.001101  -0.004767  0.005611  -0.000349
15  0  0.024472  0.999489  2.498724  0.000185  0.001799  -0.002081  0.004353  -0.003756  0.011694  0.000970  0.002588  -0.000656
16  0  0.003710  0.999503  2.498758  0.000255  -0.005285  -0.006500  0.010689  -0.006257  -0.001259  0.003185  0.002653  -0.003598
17  0  0.021033  0.999447  2.498617  0.000128  0.001222  0.002786  0.001631  -0.004386  0.005245  0.005433  0.006243  0.000602
18  0  -0.010366  0.999591  2.498978  0.000093  0.002336  0.004121  -0.001608  0.003833  -0.005586  -0.003980  0.002500  -0.000563
