step,time,R_avg,R_std,norm,energy,max_density
4280,42.8,0.968161,0.117832,0.998903,2.93281,0.00406223
4290,42.9,0.968185,0.117736,0.998899,2.93108,0.00430119
4300,43,0.968202,0.117737,0.998898,2.92975,0.00451964
4310,43.1,0.968149,0.117754,0.998894,2.92857,0.00471152
4320,43.2,0.968229,0.117617,0.998892,2.92732,0.0048704
4330,43.3,0.96811,0.117879,0.99889,2.92601,0.00499284
4340,43.4,0.968162,0.117789,0.998887,2.92395,0.00507694
4350,43.5,0.968209,0.117599,0.998886,2.92296,0.00512217
4360,43.6,0.968133,0.117854,0.998883,2.92145,0.00532053
4370,43.7,0.967998,0.118283,0.99888,2.91918,0.00558591
4380,43.8,0.968167,0.117866,0.998876,2.91857,0.00581223
4390,43.9,0.968156,0.117786,0.998877,2.91807,0.0059864
4400,44,0.968047,0.118109,0.998874,2.91513,0.00609882
4410,44.1,0.968166,0.117847,0.998869,2.91517,0.00614192
4420,44.2,0.968138,0.117864,0.998868,2.91383,0.00611191
4430,44.3,0.968186,0.117807,0.998867,2.91316,0.00600961
4440,44.4,0.968044,0.118103,0.998866,2.91139,0.00583929
4450,44.5,0.968144,0.117873,0.998858,2.91154,0.00565403
4460,44.6,0.968184,0.117668,0.998857,2.91294,0.00576931
4470,44.7,0.968175,0.117739,0.998853,2.91244,0.00580446
4480,44.8,0.968018,0.118316,0.998852,2.91177,0.00575017
4490,44.9,0.968214,0.117728,0.99885,2.91197,0.00560487
4500,45,0.968251,0.1177,0.998847,2.91376,0.00537107
4510,45.1,0.968034,0.118238,0.998845,2.91325,0.00506029
4520,45.2,0.968212,0.117699,0.998844,2.91475,0.00468806
4530,45.3,0.968176,0.11766,0.998841,2.91558,0.00427845
4540,45.4,0.968116,0.117944,0.998839,2.91643,0.00385633
4550,45.5,0.968001,0.118315,0.998836,2.91579,0.00370423
4560,45.6,0.968162,0.117803,0.998834,2.91855,0.00361604
4570,45.7,0.968146,0.117807,0.998829,2.91947,0.00349187
4580,45.8,0.968121,0.118079,0.998828,2.92035,0.00351604
4590,45.9,0.968258,0.11761,0.998822,2.92253,0.00357541
4600,46,0.968223,0.117786,0.998824,2.92388,0.00360902
4610,46.1,0.968159,0.11788,0.998817,2.92447,0.00361752
4620,46.2,0.968195,0.117732,0.998817,2.92511,0.0036016
4630,46.3,0.968193,0.117741,0.998815,2.92684,0.00356163
4640,46.4,0.968012,0.118212,0.998809,2.9267,0.00349749
4650,46.5,0.968274,0.117555,0.998812,2.92896,0.00340875
4660,46.6,0.968195,0.117709,0.998807,2.92968,0.00332633
4670,46.7,0.96814,0.117982,0.998805,2.9309,0.00336441
4680,46.8,0.968121,0.117859,0.998801,2.93154,0.00349537
4690,46.9,0.968171,0.117759,0.998799,2.93308,0.00360129
4700,47,0.968239,0.117574,0.998798,2.93414,0.00367424
4710,47.1,0.968214,0.11773,0.998793,2.93515,0.00370697
4720,47.2,0.968112,0.117833,0.998794,2.93572,0.0036936
4730,47.3,0.968186,0.117662,0.99879,2.93658,0.00363041
4740,47.4,0.968135,0.118103,0.99879,2.93698,0.00351653
4750,47.5,0.968173,0.117716,0.998786,2.93836,0.00335444
4760,47.6,0.968046,0.118199,0.998785,2.93878,0.00315003
4770,47.7,0.968153,0.117845,0.998781,2.93945,0.00315876
4780,47.8,0.968096,0.117752,0.998778,2.93956,0.00321152
4790,47.9,0.968259,0.117524,0.998778,2.94127,0.00322814
4800,48,0.968152,0.117774,0.998775,2.94135,0.00320302
4810,48.1,0.968154,0.117814,0.99877,2.94187,0.00313286
4820,48.2,0.968123,0.117851,0.998767,2.94219,0.00301735
4830,48.3,0.968168,0.117743,0.998766,2.94319,0.00288984
4840,48.4,0.968061,0.117946,0.998764,2.94304,0.00285628
4850,48.5,0.968203,0.117564,0.99876,2.9439,0.00279781
4860,48.6,0.968296,0.117435,0.998758,2.94562,0.00279735
4870,48.7,0.96827,0.117704,0.998756,2.94645,0.00279645
4880,48.8,0.968051,0.118244,0.998755,2.94556,0.00276429
4890,48.9,0.968119,0.117885,0.99875,2.94628,0.00270583
4900,49,0.968148,0.117795,0.998749,2.9468,0.00267505
4910,49.1,0.968268,0.117606,0.998745,2.94799,0.00262851
4920,49.2,0.968011,0.11811,0.998745,2.94732,0.00256611
4930,49.3,0.968024,0.118204,0.998742,2.94815,0.00258947
4940,49.4,0.968162,0.117833,0.99874,2.94952,0.00262535
4950,49.5,0.968191,0.117656,0.998738,2.95015,0.00262904
4960,49.6,0.968161,0.117843,0.998734,2.95098,0.00259665
4970,49.7,0.968227,0.11773,0.998733,2.95182,0.00252685
4980,49.8,0.968143,0.117605,0.998729,2.95221,0.00251841
4990,49.9,0.968226,0.117609,0.998727,2.95326,0.00256672
5000,50,0.96803,0.118221,0.998726,2.95333,0.00263145
5010,50.1,0.968169,0.117797,0.998723,2.95419,0.00267362
5020,50.2,0.968155,0.117914,0.998718,2.95506,0.00268881
5030,50.3,0.968233,0.117645,0.998717,2.9563,0.00267372
5040,50.4,0.968099,0.11785,0.998714,2.95645,0.00262651
5050,50.5,0.968195,0.117582,0.998713,2.95728,0.00254705
5060,50.6,0.968199,0.117771,0.99871,2.95826,0.00259187
5070,50.7,0.96807,0.118152,0.998707,2.9584,0.0026432
5080,50.8,0.96819,0.117742,0.998705,2.95936,0.00267345
5090,50.9,0.968175,0.117796,0.998704,2.95976,0.00267897
5100,51,0.968153,0.117951,0.998702,2.96001,0.00265704
5110,51.1,0.968248,0.117656,0.998699,2.9608,0.00260616
5120,51.2,0.968191,0.117865,0.998697,2.96098,0.00253462
5130,51.3,0.968078,0.117827,0.998693,2.96124,0.00260165
5140,51.4,0.968098,0.117886,0.998691,2.96179,0.00265027
5150,51.5,0.968129,0.117912,0.998689,2.96205,0.00267618
5160,51.6,0.968144,0.117729,0.998685,2.96254,0.00267606
5170,51.7,0.96815,0.117782,0.998684,2.96282,0.00264789
5180,51.8,0.968234,0.117682,0.99868,2.96324,0.00259109
5190,51.9,0.968107,0.117895,0.99868,2.9634,0.00250653
5200,52,0.968211,0.117568,0.998675,2.96367,0.0025398
5210,52.1,0.968166,0.117772,0.998673,2.96388,0.00258491
5220,52.2,0.968221,0.117783,0.998672,2.96425,0.00261276
5230,52.3,0.968108,0.117923,0.998668,2.96435,0.0026197
5240,52.4,0.968203,0.117637,0.998666,2.96463,0.00260281
5250,52.5,0.968133,0.11787,0.998662,2.96465,0.00256023
5260,52.6,0.968147,0.117779,0.998661,2.96487,0.00249142
5270,52.7,0.96818,0.117749,0.998658,2.96497,0.00249672
5280,52.8,0.968205,0.117652,0.998656,2.96536,0.00254527
5290,52.9,0.968264,0.117411,0.998652,2.96551,0.00257858
5300,53,0.968169,0.117738,0.998651,2.96545,0.00259342
5310,53.1,0.968165,0.117804,0.998649,2.96565,0.00258721
5320,53.2,0.968071,0.118034,0.998645,2.96574,0.00255822
5330,53.3,0.968159,0.117869,0.998642,2.96599,0.00250571
5340,53.4,0.96815,0.117777,0.99864,2.96631,0.00242995
5350,53.5,0.968277,0.117471,0.998638,2.96695,0.00245683
5360,53.6,0.968011,0.118348,0.998635,2.9666,0.00250232
5370,53.7,0.968209,0.117672,0.998632,2.96715,0.002536
5380,53.8,0.968217,0.117802,0.998632,2.96751,0.00255407
5390,53.9,0.968034,0.118066,0.998628,2.96768,0.00255315
5400,54,0.968197,0.117686,0.998625,2.96813,0.00253062
5410,54.1,0.9682,0.117785,0.998621,2.96844,0.00248493
5420,54.2,0.9683,0.117508,0.99862,2.96884,0.00241578
5430,54.3,0.96812,0.117932,0.998618,2.96863,0.00242843
5440,54.4,0.968081,0.118014,0.998614,2.96884,0.00247547
5450,54.5,0.968023,0.11813,0.998613,2.969,0.00251229
5460,54.6,0.968135,0.117913,0.99861,2.96924,0.00253572
5470,54.7,0.968251,0.117622,0.998609,2.96979,0.00254276
5480,54.8,0.968212,0.117657,0.998606,2.96974,0.00253085
5490,54.9,0.968253,0.117537,0.998603,2.97007,0.00249803
5500,55,0.968197,0.117674,0.998598,2.97006,0.00244321
5510,55.1,0.96826,0.117692,0.998596,2.97031,0.00243437
5520,55.2,0.968213,0.117789,0.998593,2.97046,0.00248339
5530,55.3,0.968034,0.118166,0.998592,2.97025,0.00252389
5540,55.4,0.968093,0.117947,0.99859,2.97039,0.0025521
5550,55.5,0.968246,0.117666,0.998587,2.97084,0.00256449
5560,55.6,0.968048,0.1183,0.998585,2.9703,0.00255812
5570,55.7,0.968218,0.117645,0.998583,2.97073,0.0025309
5580,55.8,0.968157,0.117762,0.998581,2.97052,0.0024818
5590,55.9,0.96808,0.117993,0.998577,2.97052,0.00241083
5600,56,0.968211,0.117789,0.998575,2.9705,0.00241175
5610,56.1,0.968119,0.117873,0.998574,2.97049,0.00246081
5620,56.2,0.968309,0.117356,0.998569,2.9707,0.00250132
5630,56.3,0.968149,0.117797,0.998568,2.97028,0.00251555
5640,56.4,0.968193,0.117759,0.998564,2.97016,0.00250243
5650,56.5,0.968091,0.117889,0.998563,2.97015,0.00248896
5660,56.6,0.968017,0.118147,0.998558,2.97001,0.00246796
5670,56.7,0.968171,0.117844,0.998558,2.97,0.00242738
5680,56.8,0.968198,0.117756,0.998558,2.96995,0.00239648
5690,56.9,0.968062,0.117921,0.998553,2.97004,0.00243563
5700,57,0.96822,0.117618,0.998553,2.96991,0.00247185
5710,57.1,0.968215,0.117661,0.99855,2.96978,0.00250199
5720,57.2,0.968196,0.11771,0.998546,2.96984,0.00252248
5730,57.3,0.968148,0.117822,0.998541,2.96929,0.00252966
5740,57.4,0.968182,0.117837,0.998539,2.96894,0.00251999
5750,57.5,0.968097,0.117654,0.998536,2.96889,0.00249037
5760,57.6,0.96819,0.117707,0.998537,2.96872,0.00243832
5770,57.7,0.968132,0.117924,0.998532,2.96916,0.00240804
5780,57.8,0.968244,0.117643,0.99853,2.96871,0.00245621
5790,57.9,0.968043,0.118296,0.998527,2.9677,0.00250423
5800,58,0.968203,0.117702,0.998527,2.96747,0.00254688
5810,58.1,0.968118,0.117999,0.998523,2.96817,0.00259481
5820,58.2,0.968138,0.117813,0.998522,2.96673,0.00266131
5830,58.3,0.968109,0.117874,0.998521,2.96648,0.00281804
5840,58.4,0.96829,0.11752,0.998515,2.96704,0.00301349
5850,58.5,0.968036,0.118203,0.998514,2.96551,0.00318983
5860,58.6,0.968174,0.117719,0.998513,2.96556,0.00334211
5870,58.7,0.968042,0.118119,0.998508,2.96432,0.00355079
5880,58.8,0.968076,0.118023,0.998505,2.9638,0.00386387
5890,58.9,0.968324,0.117469,0.998502,2.96412,0.00419852
5900,59,0.968221,0.117731,0.998502,2.96407,0.00453324
5910,59.1,0.967995,0.118254,0.9985,2.96232,0.00484947
5920,59.2,0.968079,0.118039,0.998496,2.9614,0.00513316
5930,59.3,0.968221,0.117731,0.998494,2.96235,0.00537838
5940,59.4,0.968038,0.118159,0.998494,2.96032,0.0055856
5950,59.5,0.968293,0.11751,0.998489,2.96045,0.0057664
5960,59.6,0.968159,0.117743,0.998485,2.95887,0.00594026
5970,59.7,0.968194,0.117854,0.998484,2.95974,0.00632202
5980,59.8,0.968207,0.117676,0.998481,2.95848,0.00677751
5990,59.9,0.968159,0.117704,0.998478,2.95792,0.00718793
6000,60,0.968237,0.117633,0.998479,2.95611,0.00754092
6010,60.1,0.968286,0.117489,0.998475,2.9568,0.00783559
6020,60.2,0.968176,0.1177,0.998473,2.95598,0.00808457
6030,60.3,0.968116,0.117993,0.99847,2.95794,0.00830763
6040,60.4,0.96819,0.117734,0.998468,2.95438,0.00869616
6050,60.5,0.968151,0.117908,0.998465,2.95369,0.00907271
6060,60.6,0.968068,0.118166,0.998461,2.95181,0.00939621
6070,60.7,0.968079,0.118119,0.998461,2.95122,0.00966274
6080,60.8,0.968159,0.117712,0.998457,2.95175,0.0100751
6090,60.9,0.968213,0.117576,0.998454,2.95176,0.0106408
6100,61,0.968141,0.117932,0.998451,2.95446,0.0112285
6110,61.1,0.968072,0.118084,0.998449,2.95017,0.0118004
6120,61.2,0.968116,0.117967,0.998446,2.94793,0.0123125
6130,61.3,0.968234,0.117771,0.998445,2.95009,0.0127337
6140,61.4,0.9681,0.117912,0.998442,2.94889,0.0130519
6150,61.5,0.968223,0.117686,0.998441,2.94785,0.0132706
6160,61.6,0.96826,0.117441,0.998434,2.94637,0.0134158
6170,61.7,0.96818,0.117866,0.998435,2.94693,0.0135311
6180,61.8,0.968135,0.117785,0.998431,2.94659,0.0136516
6190,61.9,0.968186,0.117721,0.99843,2.94725,0.0137936
6200,62,0.968247,0.117649,0.998425,2.95079,0.0139623
6210,62.1,0.968185,0.117833,0.998426,2.9498,0.0141465
6220,62.2,0.968198,0.117669,0.998422,2.95076,0.0143032
6230,62.3,0.968225,0.117601,0.998419,2.95266,0.0143842
6240,62.4,0.968193,0.117827,0.998419,2.95348,0.0143436
6250,62.5,0.968072,0.118213,0.998415,2.95375,0.0141443
6260,62.6,0.968176,0.117726,0.998411,2.9561,0.0137667
6270,62.7,0.968152,0.117844,0.998409,2.95666,0.0132155
6280,62.8,0.968116,0.117811,0.998408,2.9596,0.0125215
6290,62.9,0.968258,0.117615,0.998403,2.96016,0.0117358
6300,63,0.968136,0.117826,0.9984,2.96141,0.0109272
6310,63.1,0.968106,0.11792,0.9984,2.96455,0.0101621
6320,63.2,0.968113,0.117849,0.998397,2.96568,0.009495
6330,63.3,0.968153,0.117882,0.998393,2.96652,0.00896061
6340,63.4,0.968023,0.118121,0.998391,2.96703,0.00856732
6350,63.5,0.968177,0.11783,0.99839,2.96916,0.00829209
6360,63.6,0.968142,0.117742,0.998385,2.96936,0.0080988
6370,63.7,0.968102,0.118095,0.998384,2.97121,0.00794831
6380,63.8,0.968192,0.117725,0.998378,2.97096,0.00780478
6390,63.9,0.968206,0.11768,0.998377,2.97142,0.00763559
6400,64,0.968321,0.117458,0.998374,2.97276,0.00742683
6410,64.1,0.968015,0.118219,0.998374,2.97117,0.00718369
6420,64.2,0.968268,0.117497,0.998372,2.97248,0.00692416
6430,64.3,0.968177,0.117623,0.998369,2.97197,0.00667645
6440,64.4,0.968279,0.117632,0.998365,2.97243,0.00646881
6450,64.5,0.968174,0.117758,0.998363,2.97213,0.00632073
6460,64.6,0.968164,0.11771,0.99836,2.97187,0.00623766
6470,64.7,0.968195,0.11783,0.998355,2.97361,0.00620923
6480,64.8,0.968051,0.118182,0.998353,2.97246,0.00621023
6490,64.9,0.968176,0.117742,0.99835,2.97243,0.00620671
6500,65,0.968048,0.118054,0.99835,2.97219,0.00616349
6510,65.1,0.968236,0.117772,0.998345,2.9736,0.00604844
6520,65.2,0.968152,0.117781,0.998344,2.97256,0.00584898
6530,65.3,0.968252,0.117677,0.998342,2.97375,0.00557103
6540,65.4,0.968155,0.118104,0.998336,2.97368,0.00524016
6550,65.5,0.968174,0.117748,0.998338,2.97345,0.00488891
6560,65.6,0.968155,0.118104,0.998333,2.97402,0.00455011
6570,65.7,0.968119,0.117892,0.998331,2.9737,0.00425792
6580,65.8,0.968211,0.117717,0.998328,2.97403,0.00403619
6590,65.9,0.968178,0.117818,0.998325,2.97377,0.00389375
6600,66,0.968141,0.117792,0.998322,2.97336,0.00382248
6610,66.1,0.968164,0.117637,0.99832,2.9734,0.00380514
6620,66.2,0.968294,0.117543,0.998317,2.97431,0.00380814
6630,66.3,0.968071,0.117986,0.998314,2.97386,0.00379799
6640,66.4,0.968181,0.11768,0.998311,2.9738,0.0037472
6650,66.5,0.968303,0.117505,0.998307,2.97426,0.00363859
6660,66.6,0.968038,0.118111,0.998305,2.97383,0.00347035
6670,66.7,0.968227,0.117647,0.998303,2.97421,0.00325435
6680,66.8,0.968135,0.118015,0.9983,2.97464,0.00301185
6690,66.9,0.968112,0.117929,0.998297,2.97384,0.00276745
6700,67,0.968184,0.117748,0.998295,2.97438,0.00254733
6710,67.1,0.96817,0.117717,0.998291,2.97448,0.0023705
6720,67.2,0.968247,0.117631,0.998288,2.97468,0.00224752
6730,67.3,0.968119,0.117802,0.998286,2.97446,0.00217802
6740,67.4,0.968108,0.117772,0.998284,2.97473,0.00215154
6750,67.5,0.968091,0.118018,0.998282,2.97481,0.00215053
6760,67.6,0.968164,0.117763,0.99828,2.97525,0.0021547
6770,67.7,0.968172,0.117768,0.998277,2.97553,0.00214375
6780,67.8,0.968147,0.117915,0.998272,2.97622,0.00210287
6790,67.9,0.968144,0.117818,0.998272,2.9761,0.00202473
6800,68,0.96828,0.11758,0.998268,2.97673,0.00191155
6810,68.1,0.968041,0.118067,0.998264,2.97637,0.00177245
6820,68.2,0.968136,0.117932,0.998263,2.97703,0.00183855
6830,68.3,0.968158,0.117781,0.998258,2.9772,0.00188656
6840,68.4,0.968135,0.117823,0.998257,2.97749,0.00190498
6850,68.5,0.968178,0.117734,0.998253,2.97802,0.00189132
6860,68.6,0.968145,0.11777,0.998251,2.97804,0.00184491
6870,68.7,0.968268,0.117581,0.998246,2.97896,0.00195541
6880,68.8,0.968186,0.117687,0.998244,2.97912,0.00206031
6890,68.9,0.968185,0.117742,0.998243,2.97939,0.00213682
6900,69,0.968138,0.117868,0.998241,2.97966,0.00218009
6910,69.1,0.968196,0.117645,0.998238,2.98043,0.00218655
6920,69.2,0.968147,0.11784,0.998233,2.9805,0.00215433
6930,69.3,0.968311,0.117399,0.998231,2.98144,0.00208342
6940,69.4,0.968093,0.117992,0.998229,2.98135,0.00208471
6950,69.5,0.968153,0.117851,0.998225,2.98205,0.00217416
6960,69.6,0.968226,0.117543,0.998222,2.98306,0.00222869
6970,69.7,0.968075,0.118044,0.998219,2.98323,0.00224403
6980,69.8,0.968275,0.117467,0.998218,2.98428,0.0022181
6990,69.9,0.968155,0.117795,0.998216,2.98452,0.00219427
7000,70,0.968203,0.117589,0.998211,2.98527,0.00233131
7010,70.1,0.968143,0.11788,0.998208,2.98565,0.00243973
7020,70.2,0.96804,0.117957,0.998208,2.98584,0.00251274
7030,70.3,0.968179,0.117809,0.998205,2.98673,0.00254497
7040,70.4,0.968298,0.117334,0.9982,2.9876,0.00253294
7050,70.5,0.968154,0.117827,0.998197,2.98768,0.00247547
7060,70.6,0.968162,0.117857,0.998196,2.98795,0.00237394
7070,70.7,0.968186,0.117706,0.998193,2.98835,0.00243139
7080,70.8,0.968014,0.118242,0.998193,2.98853,0.00250626
7090,70.9,0.968177,0.11789,0.998187,2.98901,0.0025393
7100,71,0.96802,0.11819,0.998184,2.98899,0.00252798
7110,71.1,0.9682,0.117673,0.998179,2.98931,0.00247225
7120,71.2,0.968106,0.117926,0.998179,2.98958,0.00257994
7130,71.3,0.968296,0.117407,0.998177,2.98988,0.0027139
7140,71.4,0.968177,0.117641,0.998174,2.99005,0.00281035
7150,71.5,0.968217,0.117551,0.99817,2.99009,0.002863
7160,71.6,0.968188,0.117628,0.998169,2.99031,0.00286754
7170,71.7,0.968155,0.117737,0.998165,2.9904,0.00282213
7180,71.8,0.968122,0.117902,0.998164,2.99014,0.00272762
7190,71.9,0.968256,0.117704,0.998159,2.99041,0.00259285
7200,72,0.968082,0.118207,0.998157,2.98966,0.00268385
7210,72.1,0.968174,0.117761,0.998156,2.98973,0.0027358
7220,72.2,0.968084,0.118002,0.998151,2.98914,0.00276529
7230,72.3,0.968137,0.117894,0.998149,2.98862,0.00279074
7240,72.4,0.968202,0.11776,0.998146,2.98875,0.00278141
7250,72.5,0.968142,0.117809,0.998144,2.98819,0.00281081
7260,72.6,0.968106,0.118003,0.998139,2.98853,0.00297799
7270,72.7,0.968244,0.117558,0.998138,2.98776,0.00309848
7280,72.8,0.968239,0.117804,0.998135,2.98726,0.00316082
7290,72.9,0.968058,0.118006,0.998133,2.98718,0.00316628
7300,73,0.968041,0.118159,0.998131,2.98651,0.0032405
7310,73.1,0.968206,0.117628,0.998128,2.98638,0.00348066
7320,73.2,0.968165,0.117808,0.998122,2.98582,0.00372269
7330,73.3,0.96815,0.118014,0.998121,2.98595,0.0039348
7340,73.4,0.968252,0.117725,0.99812,2.9854,0.00409004
7350,73.5,0.968279,0.117495,0.998117,2.98514,0.0041703
7360,73.6,0.968041,0.118165,0.998114,2.98391,0.0041754
7370,73.7,0.968002,0.11833,0.998112,2.98396,0.0041202
7380,73.8,0.968146,0.117922,0.998108,2.98393,0.00403293
7390,73.9,0.968181,0.11781,0.998106,2.98368,0.00394862
7400,74,0.968128,0.118134,0.998102,2.98444,0.00390104
7410,74.1,0.968146,0.117807,0.9981,2.98352,0.00391661
7420,74.2,0.968245,0.11777,0.998099,2.98353,0.00400697
7430,74.3,0.968065,0.117917,0.998094,2.98404,0.00416757
7440,74.4,0.968031,0.118152,0.998093,2.98356,0.00437635
7450,74.5,0.968163,0.117842,0.998088,2.98353,0.00460072
7460,74.6,0.968177,0.117691,0.998087,2.98353,0.00480315
7470,74.7,0.96808,0.117734,0.998083,2.98412,0.00495257
7480,74.8,0.968149,0.117821,0.998083,2.98359,0.00502516
7490,74.9,0.968209,0.11761,0.998079,2.98319,0.0050125
7500,75,0.968227,0.117715,0.998078,2.98453,0.00492432
7510,75.1,0.968001,0.118248,0.998072,2.98394,0.00478489
7520,75.2,0.968109,0.117846,0.998071,2.98352,0.00462889
7530,75.3,0.96816,0.1178,0.998067,2.98415,0.00449198
7540,75.4,0.968044,0.117973,0.998066,2.98449,0.00440668
7550,75.5,0.968112,0.118015,0.998064,2.98423,0.00439489
7560,75.6,0.968145,0.11789,0.998061,2.98432,0.00446316
7570,75.7,0.968239,0.117699,0.998059,2.98439,0.00460058
7580,75.8,0.968018,0.118261,0.998056,2.98458,0.00478106
7590,75.9,0.968115,0.117954,0.998051,2.98431,0.00496905
7600,76,0.968156,0.117911,0.998048,2.98441,0.00512791
7610,76.1,0.968101,0.117889,0.998046,2.98413,0.00522595
7620,76.2,0.968229,0.117642,0.998044,2.98466,0.00524487
7630,76.3,0.968116,0.118039,0.998042,2.98497,0.0051817
7640,76.4,0.968143,0.117778,0.998041,2.98432,0.00505082
7650,76.5,0.968169,0.117775,0.998035,2.98382,0.00488147
7660,76.6,0.968243,0.117469,0.998034,2.98467,0.00470636
7670,76.7,0.968296,0.117428,0.998031,2.98497,0.00455662
7680,76.8,0.968219,0.117745,0.998029,2.98433,0.00445955
7690,76.9,0.968216,0.117539,0.998028,2.98372,0.00443188
7700,77,0.968317,0.11734,0.998023,2.98456,0.00447487
7710,77.1,0.968116,0.117927,0.998022,2.98342,0.00457637
7720,77.2,0.968126,0.117921,0.998019,2.98348,0.00471287
7730,77.3,0.968143,0.117918,0.998014,2.9829,0.00485271
7740,77.4,0.968253,0.117561,0.998013,2.98349,0.00496474
7750,77.5,0.968124,0.117809,0.99801,2.98231,0.00502507
7760,77.6,0.968311,0.117468,0.998006,2.98299,0.00501985
7770,77.7,0.968064,0.118109,0.998003,2.98088,0.0049517
7780,77.8,0.968173,0.117757,0.998002,2.98196,0.00483437
7790,77.9,0.968167,0.117802,0.997999,2.98146,0.00469013
7800,78,0.968271,0.117541,0.997996,2.98192,0.00454773
7810,78.1,0.96811,0.117884,0.997993,2.98109,0.00443516
7820,78.2,0.968226,0.117549,0.997987,2.98047,0.00437409
7830,78.3,0.96817,0.117756,0.997988,2.98019,0.00437404
7840,78.4,0.968158,0.117759,0.997988,2.97985,0.00443296
7850,78.5,0.968231,0.117695,0.997982,2.98022,0.00453676
7860,78.6,0.968013,0.118269,0.99798,2.97846,0.00466271
7870,78.7,0.968013,0.118056,0.997976,2.97737,0.00478286
7880,78.8,0.968196,0.117642,0.997974,2.97777,0.00487467
7890,78.9,0.968309,0.117478,0.997973,2.9789,0.00492116
7900,79,0.968006,0.118162,0.997971,2.97579,0.00491485
7910,79.1,0.96814,0.117834,0.997967,2.97654,0.00485938
7920,79.2,0.968174,0.117757,0.997964,2.97662,0.00476737
7930,79.3,0.9682,0.117616,0.997963,2.97639,0.00466018
7940,79.4,0.968217,0.117553,0.99796,2.97598,0.00456173
7950,79.5,0.968182,0.117799,0.997955,2.97529,0.00449729
7960,79.6,0.968207,0.117898,0.997954,2.97618,0.00448205
7970,79.7,0.968178,0.117727,0.997949,2.97475,0.00451856
7980,79.8,0.968189,0.1178,0.997948,2.97487,0.00460143
7990,79.9,0.968265,0.117583,0.997946,2.97473,0.00471444
8000,80,0.968102,0.117853,0.997944,2.9739,0.00484296
8010,80.1,0.968185,0.117828,0.99794,2.97395,0.0049649
8020,80.2,0.968116,0.117855,0.997939,2.97304,0.00506046
8030,80.3,0.967995,0.118219,0.997936,2.97248,0.00511585
8040,80.4,0.968169,0.117766,0.997934,2.97283,0.00512526
8050,80.5,0.968007,0.118127,0.99793,2.97189,0.00509525
8060,80.6,0.968184,0.117737,0.997929,2.97288,0.00504123
8070,80.7,0.96824,0.117507,0.997925,2.97229,0.00498571
8080,80.8,0.968271,0.117579,0.997921,2.97251,0.00494942
8090,80.9,0.968168,0.117916,0.99792,2.97235,0.00494824
8100,81,0.968057,0.118078,0.997918,2.9723,0.00499144
8110,81.1,0.968136,0.117769,0.997916,2.97124,0.00507797
8120,81.2,0.968284,0.117611,0.997912,2.97196,0.00519723
8130,81.3,0.968246,0.117585,0.997908,2.97186,0.00533594
8140,81.4,0.968139,0.117771,0.997906,2.97116,0.0054744
8150,81.5,0.968135,0.117981,0.997904,2.97095,0.00559101
8160,81.6,0.968273,0.11756,0.997902,2.97202,0.00566489
8170,81.7,0.968002,0.118278,0.997899,2.97047,0.00568878
8180,81.8,0.968128,0.117955,0.997894,2.97,0.00566328
8190,81.9,0.96806,0.118113,0.997893,2.97049,0.00560117
8200,82,0.968191,0.117824,0.997891,2.97072,0.00552202
8210,82.1,0.968241,0.117414,0.997888,2.97033,0.0054492
8220,82.2,0.968201,0.117725,0.997888,2.97083,0.00540376
8230,82.3,0.968201,0.117566,0.997886,2.97034,0.00539486
8240,82.4,0.968039,0.118246,0.997882,2.96966,0.00542433
8250,82.5,0.968148,0.117871,0.997878,2.96999,0.00548462
8260,82.6,0.968155,0.117761,0.997874,2.97006,0.00556168
8270,82.7,0.968205,0.117597,0.997871,2.97026,0.0056365
8280,82.8,0.968182,0.117744,0.997872,2.97063,0.00568924
8290,82.9,0.968224,0.117582,0.997869,2.97092,0.00570387
8300,83,0.968137,0.117942,0.997865,2.97051,0.00567293
8310,83.1,0.968146,0.117948,0.997864,2.97108,0.0055982
8320,83.2,0.968116,0.117935,0.997859,2.97092,0.00548905
8330,83.3,0.968207,0.117699,0.997857,2.97169,0.00536494
8340,83.4,0.968052,0.118115,0.997855,2.97136,0.00524441
8350,83.5,0.968132,0.117839,0.997852,2.97167,0.00514235
8360,83.6,0.968188,0.117856,0.997849,2.97263,0.00506692
8370,83.7,0.96818,0.117759,0.997847,2.9728,0.00501764
8380,83.8,0.968146,0.117851,0.997844,2.97305,0.00498758
8390,83.9,0.968173,0.117855,0.997844,2.97324,0.00496402
8400,84,0.968095,0.118079,0.99784,2.97297,0.00493202
8410,84.1,0.968184,0.117665,0.997838,2.9732,0.00487366
8420,84.2,0.968276,0.117631,0.997835,2.97377,0.00477676
8430,84.3,0.968236,0.117794,0.997833,2.97465,0.00463645
8440,84.4,0.968051,0.118148,0.99783,2.9735,0.00445423
8450,84.5,0.968188,0.117817,0.997827,2.97459,0.00424086
8460,84.6,0.968212,0.11783,0.997825,2.9752,0.00401312
8470,84.7,0.968019,0.118196,0.997822,2.97467,0.00379042
8480,84.8,0.968151,0.117834,0.997821,2.97509,0.00359093
8490,84.9,0.968258,0.117677,0.997818,2.97547,0.00342779
8500,85,0.9681,0.117939,0.997815,2.97581,0.00330294
8510,85.1,0.968153,0.117912,0.997814,2.97593,0.00321115
8520,85.2,0.968123,0.117957,0.99781,2.97583,0.00314096
8530,85.3,0.968217,0.117748,0.997807,2.97695,0.00307616
