# Timeseries for σ = 3.000000e+00
# step  t  R_global  L
0  0.000000  0.956277  14005.698242
1  0.010000  0.914000  12019.386719
2  0.020000  0.874980  10396.968750
3  0.030000  0.838832  9106.556641
4  0.040000  0.803951  7998.229492
5  0.050000  0.772025  7093.296875
6  0.060000  0.740016  6275.555176
7  0.070000  0.711550  5601.967773
8  0.080000  0.683309  5024.331543
9  0.090000  0.656769  4518.203613
10  0.100000  0.628872  4019.982178
11  0.110000  0.603582  3626.821533
12  0.120000  0.582519  3332.171631
13  0.130000  0.559456  3027.282471
14  0.140000  0.538431  2780.570312
15  0.150000  0.517909  2559.526123
16  0.160000  0.500211  2365.396973
17  0.170000  0.478855  2163.371094
18  0.180000  0.459587  1995.400391
19  0.190000  0.440524  1846.880859
20  0.200000  0.423567  1704.887329
21  0.210000  0.409666  1607.919312
22  0.220000  0.393985  1500.605957
23  0.230000  0.380734  1402.578613
24  0.240000  0.366669  1325.443237
25  0.250000  0.352254  1250.064087
26  0.260000  0.340340  1193.158081
27  0.270000  0.327419  1128.430542
28  0.280000  0.317005  1072.401733
29  0.290000  0.306296  1044.963135
30  0.300000  0.295361  991.976868
31  0.310000  0.282752  942.480713
32  0.320000  0.269539  896.525818
33  0.330000  0.262376  874.127563
34  0.340000  0.251973  836.560913
35  0.350000  0.241667  801.201721
36  0.360000  0.231351  773.521606
37  0.370000  0.222706  762.148376
38  0.380000  0.215687  741.163025
39  0.390000  0.210270  738.678406
40  0.400000  0.201066  707.260681
41  0.410000  0.192537  682.496582
42  0.420000  0.182710  656.301575
43  0.430000  0.177334  641.874634
44  0.440000  0.168747  617.163391
45  0.450000  0.165403  612.078064
46  0.460000  0.155776  592.809326
47  0.470000  0.146225  565.648315
48  0.480000  0.139673  539.432983
49  0.490000  0.133996  536.085999
50  0.500000  0.125960  515.174683
51  0.510000  0.121658  517.065918
52  0.520000  0.116956  506.375458
53  0.530000  0.113122  504.681915
54  0.540000  0.108173  502.847443
55  0.550000  0.105959  497.622223
56  0.560000  0.099975  496.527893
57  0.570000  0.095906  491.572937
58  0.580000  0.091852  492.831909
59  0.590000  0.089381  490.815826
60  0.600000  0.090447  479.601288
61  0.610000  0.084788  468.574829
62  0.620000  0.082556  476.716980
63  0.630000  0.082267  471.916718
64  0.640000  0.080858  469.319305
65  0.650000  0.081420  469.586456
66  0.660000  0.077508  471.211578
67  0.670000  0.072693  476.557861
68  0.680000  0.069568  470.887878
69  0.690000  0.070824  474.402405
70  0.700000  0.069008  471.975464
71  0.710000  0.065922  475.220062
72  0.720000  0.063954  475.737396
73  0.730000  0.062060  476.576935
74  0.740000  0.061983  474.945129
75  0.750000  0.060936  471.918030
76  0.760000  0.057882  475.022095
77  0.770000  0.058413  462.932892
78  0.780000  0.054276  460.652893
79  0.790000  0.053437  458.470856
80  0.800000  0.053123  445.337128
81  0.810000  0.050766  447.567017
82  0.820000  0.050537  447.091278
83  0.830000  0.050568  454.962585
