step,time,R_avg,R_std,norm,energy,max_density
4270,42.7,0.968127,0.117885,0.998907,2.93463,0.00409204
4280,42.8,0.968131,0.117822,0.998904,2.93353,0.00404861
4290,42.9,0.968109,0.117922,0.998901,2.93176,0.00429274
4300,43,0.96817,0.117837,0.998899,2.93071,0.00451528
4310,43.1,0.968121,0.117894,0.998897,2.92943,0.00470968
4320,43.2,0.96807,0.117995,0.998893,2.92808,0.00487075
4330,43.3,0.968036,0.118062,0.99889,2.92606,0.00499494
4340,43.4,0.968043,0.118068,0.998887,2.92452,0.00507864
4350,43.5,0.968242,0.117599,0.998885,2.92423,0.00512051
4360,43.6,0.968165,0.117904,0.998883,2.92212,0.00533774
4370,43.7,0.968208,0.117741,0.998881,2.92046,0.00560463
4380,43.8,0.968085,0.118145,0.998877,2.91767,0.00583239
4390,43.9,0.968041,0.118089,0.998875,2.91752,0.00600955
4400,44,0.968077,0.118009,0.998871,2.91511,0.00612634
4410,44.1,0.968129,0.117897,0.998871,2.91565,0.00617543
4420,44.2,0.968119,0.117794,0.998869,2.91458,0.00615217
4430,44.3,0.968256,0.117527,0.998867,2.9142,0.00605461
4440,44.4,0.968216,0.117657,0.998866,2.91405,0.00588619
4450,44.5,0.968166,0.117682,0.998859,2.9137,0.00573825
4460,44.6,0.968181,0.117688,0.998858,2.91322,0.00585233
4470,44.7,0.968131,0.117785,0.998855,2.91288,0.00588109
4480,44.8,0.968157,0.117872,0.998852,2.91347,0.00581441
4490,44.9,0.968189,0.117769,0.99885,2.91372,0.00565193
4500,45,0.968166,0.11775,0.998848,2.91425,0.00539858
4510,45.1,0.968067,0.118192,0.998845,2.91399,0.00506827
4520,45.2,0.968216,0.117661,0.998841,2.91604,0.00468197
4530,45.3,0.968155,0.117875,0.99884,2.91677,0.00426217
4540,45.4,0.968189,0.11777,0.998841,2.91814,0.00383175
4550,45.5,0.968124,0.118044,0.998837,2.91858,0.00371983
4560,45.6,0.968188,0.117641,0.998831,2.91971,0.00362605
4570,45.7,0.968044,0.118042,0.998833,2.92044,0.00349756
4580,45.8,0.968182,0.117689,0.998828,2.92247,0.00351106
4590,45.9,0.968205,0.117477,0.998825,2.92342,0.00357294
4600,46,0.968244,0.117545,0.998825,2.92462,0.00360963
4610,46.1,0.968142,0.117734,0.998819,2.92523,0.00362096
4620,46.2,0.96824,0.117552,0.998816,2.9265,0.00360687
4630,46.3,0.968305,0.117475,0.998816,2.92847,0.00356711
4640,46.4,0.968242,0.117602,0.998815,2.92943,0.00350121
4650,46.5,0.968147,0.11788,0.99881,2.92948,0.00340873
4660,46.6,0.968196,0.117722,0.99881,2.9312,0.00331408
4670,46.7,0.968205,0.117723,0.998806,2.93221,0.00337405
4680,46.8,0.968205,0.117632,0.998804,2.93283,0.00350632
4690,46.9,0.968179,0.117806,0.998802,2.93358,0.00361183
4700,47,0.968195,0.117735,0.998797,2.93498,0.00368218
4710,47.1,0.968184,0.11769,0.998797,2.93593,0.00371004
4720,47.2,0.968111,0.11791,0.998793,2.93656,0.00368993
4730,47.3,0.967976,0.118317,0.998789,2.93673,0.00361887
4740,47.4,0.968102,0.117918,0.998787,2.93833,0.00349696
4750,47.5,0.96818,0.11768,0.998786,2.93918,0.00332764
4760,47.6,0.968229,0.117505,0.998787,2.94003,0.00311761
4770,47.7,0.968122,0.117771,0.998781,2.93999,0.00316436
4780,47.8,0.968168,0.11775,0.998779,2.94141,0.00321458
4790,47.9,0.968176,0.117748,0.998775,2.94233,0.00322628
4800,48,0.968119,0.117761,0.998773,2.94262,0.00319423
4810,48.1,0.96818,0.117845,0.998772,2.94307,0.00311589
4820,48.2,0.968179,0.117746,0.998767,2.94366,0.00299191
4830,48.3,0.968165,0.117842,0.998768,2.94457,0.00289125
4840,48.4,0.968205,0.117658,0.998763,2.94459,0.00285509
4850,48.5,0.9682,0.117746,0.998761,2.94571,0.00279203
4860,48.6,0.968216,0.117574,0.998761,2.94593,0.00279028
4870,48.7,0.968133,0.117949,0.998756,2.94655,0.00279016
4880,48.8,0.96807,0.117982,0.998754,2.94689,0.00275784
4890,48.9,0.968089,0.11821,0.998752,2.94708,0.00269747
4900,49,0.968179,0.117648,0.998748,2.94858,0.00266656
4910,49.1,0.968072,0.118049,0.998746,2.94846,0.00261921
4920,49.2,0.968225,0.117632,0.998743,2.94973,0.00255528
4930,49.3,0.968166,0.117984,0.998744,2.94981,0.00257984
4940,49.4,0.968131,0.117766,0.998738,2.94996,0.00261301
4950,49.5,0.968104,0.117903,0.998737,2.9512,0.00261493
4960,49.6,0.968181,0.117842,0.998733,2.95174,0.00258223
4970,49.7,0.96827,0.117682,0.998731,2.95321,0.00251354
4980,49.8,0.968199,0.117666,0.998731,2.95353,0.00252304
4990,49.9,0.968204,0.117653,0.998728,2.95407,0.00258914
5000,50,0.968138,0.117883,0.998725,2.95437,0.00264946
5010,50.1,0.968137,0.117799,0.998723,2.95561,0.0026861
5020,50.2,0.968188,0.117793,0.99872,2.95627,0.00269548
5030,50.3,0.968178,0.117838,0.998718,2.95689,0.00267512
5040,50.4,0.968135,0.117922,0.998717,2.95766,0.00262383
5050,50.5,0.968149,0.117994,0.998716,2.95836,0.00254178
5060,50.6,0.968126,0.117871,0.99871,2.95914,0.00259901
5070,50.7,0.968203,0.117599,0.998707,2.95975,0.00265146
5080,50.8,0.968104,0.118198,0.998705,2.9601,0.0026814
5090,50.9,0.968255,0.117678,0.998703,2.96088,0.00268518
5100,51,0.968072,0.11809,0.998699,2.96083,0.00266036
5110,51.1,0.968137,0.117724,0.998698,2.96178,0.00260595
5120,51.2,0.968157,0.117762,0.998698,2.96217,0.00253024
5130,51.3,0.967982,0.118277,0.998694,2.96205,0.00259533
5140,51.4,0.968172,0.117718,0.998688,2.96281,0.00264228
5150,51.5,0.968139,0.117874,0.998688,2.96309,0.00266693
5160,51.6,0.968123,0.117888,0.998686,2.96333,0.00266602
5170,51.7,0.968096,0.117925,0.998683,2.96368,0.00263742
5180,51.8,0.9683,0.117569,0.998681,2.9644,0.00258032
5190,51.9,0.968162,0.117629,0.998678,2.96436,0.00249533
5200,52,0.968193,0.117631,0.998676,2.96484,0.00253862
5210,52.1,0.968033,0.118134,0.998673,2.96467,0.00258104
5220,52.2,0.968211,0.117633,0.998673,2.96541,0.00260626
5230,52.3,0.968217,0.117747,0.998669,2.96562,0.00261095
5240,52.4,0.968153,0.117716,0.998666,2.96545,0.00259243
5250,52.5,0.968084,0.118025,0.998664,2.96567,0.00254897
5260,52.6,0.968206,0.117703,0.998662,2.96618,0.00247998
5270,52.7,0.968181,0.117778,0.998658,2.96612,0.00249714
5280,52.8,0.968273,0.117482,0.998654,2.96637,0.00254334
5290,52.9,0.968154,0.117899,0.998653,2.96633,0.00257403
5300,53,0.968141,0.117844,0.998653,2.96644,0.00258615
5310,53.1,0.968114,0.117735,0.998647,2.96673,0.00257735
5320,53.2,0.968151,0.117739,0.998646,2.96701,0.00254613
5330,53.3,0.968188,0.117697,0.998641,2.96721,0.00249197
5340,53.4,0.968212,0.117523,0.998639,2.96747,0.00241533
5350,53.5,0.968154,0.117821,0.99864,2.96763,0.00245403
5360,53.6,0.968105,0.118098,0.998638,2.96788,0.00249916
5370,53.7,0.968151,0.117806,0.998633,2.96837,0.00253248
5380,53.8,0.968242,0.11756,0.998632,2.96879,0.00255013
5390,53.9,0.968183,0.117745,0.998629,2.96893,0.00254856
5400,54,0.968159,0.117764,0.998626,2.96913,0.00252502
5410,54.1,0.968213,0.117679,0.998622,2.96949,0.00247787
5420,54.2,0.968111,0.11774,0.998621,2.96978,0.00240678
5430,54.3,0.968136,0.11782,0.998618,2.96999,0.00243143
5440,54.4,0.968205,0.117631,0.998616,2.97008,0.00247678
5450,54.5,0.968141,0.117922,0.998613,2.97008,0.00251129
5460,54.6,0.968158,0.117836,0.998609,2.97033,0.00253205
5470,54.7,0.968263,0.117688,0.99861,2.9708,0.0025364
5480,54.8,0.968139,0.117848,0.998607,2.97073,0.00252213
5490,54.9,0.968157,0.117673,0.998602,2.97106,0.00248761
5500,55,0.968174,0.117734,0.998602,2.97108,0.00243193
5510,55.1,0.968146,0.117847,0.9986,2.97121,0.00242445
5520,55.2,0.96821,0.117738,0.998595,2.9714,0.00247219
5530,55.3,0.96815,0.117895,0.998594,2.97144,0.00251186
5540,55.4,0.968239,0.117734,0.998591,2.97173,0.00253977
5550,55.5,0.968185,0.117697,0.998589,2.97163,0.00255233
5560,55.6,0.96817,0.117725,0.998585,2.97156,0.00254646
5570,55.7,0.9682,0.117858,0.998583,2.97162,0.00251988
5580,55.8,0.968112,0.117904,0.998583,2.97146,0.00247133
5590,55.9,0.968034,0.118152,0.998579,2.97139,0.00240067
5600,56,0.968114,0.117933,0.998576,2.97135,0.00240215
5610,56.1,0.968187,0.117835,0.998573,2.97136,0.00245875
5620,56.2,0.968211,0.117717,0.998572,2.97132,0.00249605
5630,56.3,0.968194,0.117702,0.998571,2.97146,0.00250662
5640,56.4,0.968236,0.117697,0.998567,2.97122,0.00248977
5650,56.5,0.968112,0.117946,0.998564,2.97103,0.00247999
5660,56.6,0.968178,0.117819,0.998562,2.97115,0.0024581
5670,56.7,0.968126,0.117937,0.998558,2.9711,0.00241648
5680,56.8,0.968181,0.11769,0.998557,2.97112,0.00239011
5690,56.9,0.968142,0.117908,0.998553,2.97097,0.0024277
5700,57,0.968166,0.117772,0.998553,2.97088,0.00246161
5710,57.1,0.968119,0.117843,0.998549,2.97059,0.00248898
5720,57.2,0.96812,0.117884,0.998548,2.97085,0.00250665
5730,57.3,0.968142,0.117916,0.998542,2.97027,0.00251135
5740,57.4,0.968169,0.117843,0.99854,2.97028,0.00249988
5750,57.5,0.96811,0.117759,0.998538,2.97009,0.00246936
5760,57.6,0.968175,0.117792,0.998536,2.96959,0.00241739
5770,57.7,0.968193,0.117825,0.998536,2.96948,0.00239584
5780,57.8,0.96813,0.117825,0.998532,2.96904,0.00244392
5790,57.9,0.968183,0.117748,0.998529,2.969,0.00249141
5800,58,0.968167,0.117705,0.998527,2.96854,0.00253301
5810,58.1,0.968205,0.117665,0.998525,2.96861,0.00256275
5820,58.2,0.968249,0.117587,0.998522,2.96804,0.00261929
5830,58.3,0.968086,0.118028,0.99852,2.9675,0.00282763
5840,58.4,0.968144,0.117961,0.998518,2.96703,0.00300577
5850,58.5,0.968199,0.117787,0.998516,2.96688,0.00314471
5860,58.6,0.968106,0.117896,0.998512,2.96628,0.00324364
5870,58.7,0.968183,0.117779,0.998509,2.96619,0.00348938
5880,58.8,0.968092,0.117965,0.998508,2.96523,0.00382941
5890,58.9,0.968183,0.117668,0.998504,2.96494,0.00417516
5900,59,0.968183,0.117706,0.998503,2.96463,0.00450322
5910,59.1,0.968147,0.11783,0.998499,2.96354,0.00479411
5920,59.2,0.968246,0.117478,0.998498,2.9632,0.00503918
5930,59.3,0.968202,0.11758,0.998496,2.96259,0.00523957
5940,59.4,0.96802,0.118121,0.998491,2.96123,0.00541018
5950,59.5,0.968137,0.117872,0.99849,2.96068,0.00557101
5960,59.6,0.968259,0.117511,0.998489,2.96034,0.00578486
5970,59.7,0.9681,0.117931,0.998485,2.96096,0.00627198
5980,59.8,0.968259,0.117501,0.998481,2.95896,0.00671217
5990,59.9,0.968136,0.117838,0.998481,2.95787,0.00708152
6000,60,0.96816,0.117803,0.998478,2.95732,0.00737838
6010,60.1,0.968189,0.117712,0.998475,2.95659,0.00761252
6020,60.2,0.968122,0.117908,0.998474,2.95705,0.00780393
6030,60.3,0.968258,0.117492,0.998469,2.95735,0.00819171
6040,60.4,0.968258,0.117672,0.998466,2.95489,0.00856482
6050,60.5,0.968123,0.117748,0.998465,2.95718,0.00887726
6060,60.6,0.968136,0.117817,0.998464,2.95535,0.00912801
6070,60.7,0.968159,0.117859,0.99846,2.9538,0.00935834
6080,60.8,0.968126,0.117793,0.998455,2.9537,0.00992102
6090,60.9,0.968142,0.117856,0.998455,2.95148,0.0105301
6100,61,0.968153,0.117653,0.998453,2.95217,0.0111407
6110,61.1,0.968187,0.117703,0.99845,2.95092,0.0117007
6120,61.2,0.968185,0.117655,0.998446,2.95048,0.0121763
6130,61.3,0.968153,0.117924,0.998446,2.95083,0.0125428
6140,61.4,0.968214,0.117564,0.998443,2.94964,0.0127986
6150,61.5,0.968088,0.117895,0.998441,2.94978,0.0129597
6160,61.6,0.96812,0.117972,0.998439,2.95006,0.0130604
6170,61.7,0.968234,0.117508,0.998436,2.94824,0.0131458
6180,61.8,0.968244,0.117602,0.998433,2.94853,0.0132486
6190,61.9,0.968282,0.117511,0.998428,2.95062,0.0134033
6200,62,0.968162,0.117729,0.998428,2.95,0.0136072
6210,62.1,0.968189,0.117743,0.998426,2.95403,0.013827
6220,62.2,0.968171,0.11773,0.998423,2.9525,0.0140289
6230,62.3,0.968176,0.118067,0.998422,2.9542,0.0141574
6240,62.4,0.968169,0.11776,0.998417,2.95509,0.0141538
6250,62.5,0.968119,0.117946,0.998417,2.956,0.0139713
6260,62.6,0.968222,0.117743,0.998411,2.95687,0.0135928
6270,62.7,0.968244,0.117738,0.998411,2.95863,0.0130261
6280,62.8,0.968085,0.117779,0.998408,2.96245,0.0123084
6290,62.9,0.968146,0.117799,0.998404,2.96165,0.0114959
6300,63,0.968216,0.117691,0.998402,2.96386,0.0106685
6310,63.1,0.968147,0.117777,0.9984,2.96568,0.00989855
6320,63.2,0.96818,0.117692,0.998396,2.96668,0.00924068
6330,63.3,0.968194,0.117672,0.998395,2.96708,0.00872392
6340,63.4,0.968163,0.117745,0.998394,2.96911,0.00835423
6350,63.5,0.968208,0.117805,0.998388,2.97083,0.00810862
6360,63.6,0.968094,0.11798,0.998387,2.97117,0.00794733
6370,63.7,0.968118,0.117858,0.998383,2.97079,0.00781584
6380,63.8,0.968117,0.117994,0.998381,2.97142,0.00766866
6390,63.9,0.968247,0.117493,0.99838,2.97303,0.00747587
6400,64,0.968154,0.117986,0.998377,2.97314,0.00722996
6410,64.1,0.968159,0.117826,0.998374,2.97272,0.00693737
6420,64.2,0.968127,0.118033,0.998373,2.97326,0.00663332
6430,64.3,0.968199,0.117642,0.998368,2.97424,0.0063546
6440,64.4,0.968233,0.117574,0.998366,2.97396,0.00613705
6450,64.5,0.96811,0.117865,0.998363,2.97359,0.00600802
6460,64.6,0.968183,0.1177,0.998361,2.97335,0.00597253
6470,64.7,0.968166,0.117972,0.998358,2.97382,0.00600946
6480,64.8,0.968237,0.117658,0.998357,2.97418,0.0060751
6490,64.9,0.968171,0.117802,0.998353,2.97339,0.0061239
6500,65,0.968095,0.118013,0.99835,2.97367,0.0061143
6510,65.1,0.968088,0.118052,0.998348,2.97376,0.00600717
6520,65.2,0.968172,0.117705,0.998346,2.97457,0.00579332
6530,65.3,0.9682,0.117669,0.998342,2.97423,0.00548356
6540,65.4,0.968268,0.117515,0.998341,2.97442,0.0051088
6550,65.5,0.968069,0.118042,0.998337,2.97425,0.00471447
6560,65.6,0.96816,0.11775,0.998333,2.97475,0.00435093
6570,65.7,0.968265,0.117733,0.99833,2.97526,0.00406022
6580,65.8,0.968149,0.117848,0.998327,2.97511,0.00386328
6590,65.9,0.968106,0.118065,0.998328,2.9746,0.00376294
6600,66,0.968092,0.117814,0.998323,2.97449,0.00374156
6610,66.1,0.968113,0.118,0.998319,2.97483,0.00376523
6620,66.2,0.968078,0.11798,0.99832,2.97499,0.00379437
6630,66.3,0.968136,0.1179,0.998317,2.97493,0.00378789
6640,66.4,0.968165,0.117907,0.998311,2.97487,0.00372013
6650,66.5,0.968124,0.117952,0.998309,2.97506,0.003581
6660,66.6,0.968127,0.117821,0.998306,2.97463,0.00337454
6670,66.7,0.96817,0.117635,0.998307,2.9749,0.00312083
6680,66.8,0.968138,0.117902,0.9983,2.97487,0.00285026
6690,66.9,0.968126,0.117997,0.998298,2.97504,0.00259457
6700,67,0.968183,0.117737,0.998295,2.97526,0.00238245
6710,67.1,0.968206,0.117702,0.998292,2.97543,0.00223138
6720,67.2,0.968218,0.11773,0.998289,2.97545,0.00214634
6730,67.3,0.968176,0.117797,0.998286,2.97557,0.00211895
6740,67.4,0.968101,0.117903,0.998285,2.97601,0.0021309
6750,67.5,0.968149,0.118019,0.998282,2.97624,0.00215511
6760,67.6,0.96814,0.11788,0.99828,2.97637,0.00216529
6770,67.7,0.968207,0.117763,0.998275,2.97675,0.00214228
6780,67.8,0.968044,0.118065,0.998273,2.97652,0.00207459
6790,67.9,0.968145,0.117783,0.998272,2.977,0.0019616
6800,68,0.968208,0.117735,0.998271,2.97783,0.00181187
6810,68.1,0.968167,0.117568,0.998266,2.97791,0.00176529
6820,68.2,0.968231,0.117614,0.998264,2.97805,0.00184718
6830,68.3,0.968179,0.117654,0.99826,2.9784,0.00190115
6840,68.4,0.968204,0.117655,0.998257,2.97881,0.00192274
6850,68.5,0.968165,0.117764,0.998256,2.97887,0.00190935
6860,68.6,0.96818,0.117868,0.998252,2.97951,0.00186062
6870,68.7,0.96816,0.117831,0.998249,2.97981,0.00194408
6880,68.8,0.968177,0.117736,0.998247,2.98008,0.0020554
6890,68.9,0.968054,0.118039,0.998243,2.98011,0.00213728
6900,69,0.968101,0.11793,0.998242,2.9808,0.0021841
6910,69.1,0.968155,0.118027,0.998237,2.98139,0.00219191
6920,69.2,0.968271,0.117525,0.998237,2.98204,0.00215883
6930,69.3,0.968263,0.117459,0.998231,2.98232,0.00208533
6940,69.4,0.968127,0.117919,0.99823,2.9826,0.00209082
6950,69.5,0.968089,0.118207,0.998228,2.98301,0.0021861
6960,69.6,0.968015,0.118207,0.998225,2.98341,0.00224437
6970,69.7,0.968137,0.117847,0.998222,2.98432,0.00226096
6980,69.8,0.968252,0.117511,0.998217,2.98519,0.00223372
6990,69.9,0.968176,0.117739,0.998217,2.98562,0.00218914
7000,70,0.968161,0.117855,0.998214,2.98617,0.00233288
7010,70.1,0.968245,0.117533,0.998212,2.98715,0.00244771
7020,70.2,0.968172,0.117676,0.998207,2.98734,0.00252615
7030,70.3,0.9681,0.118138,0.998206,2.98762,0.00256225
7040,70.4,0.968169,0.117771,0.998204,2.98832,0.00255215
7050,70.5,0.968286,0.117511,0.998199,2.9888,0.00249458
7060,70.6,0.968069,0.118045,0.998198,2.98885,0.00239107
7070,70.7,0.968149,0.117767,0.998195,2.98917,0.0024453
7080,70.8,0.96811,0.117902,0.998192,2.98971,0.00252562
7090,70.9,0.968185,0.117711,0.998189,2.99003,0.00256143
7100,71,0.968141,0.117804,0.998187,2.98999,0.00254995
7110,71.1,0.968118,0.117825,0.998185,2.99034,0.00249131
7120,71.2,0.968166,0.117757,0.998182,2.99072,0.00257517
7130,71.3,0.968178,0.117834,0.998176,2.99145,0.00271861
7140,71.4,0.968155,0.117879,0.998175,2.99101,0.00282415
7150,71.5,0.968215,0.117643,0.998173,2.99128,0.00288412
7160,71.6,0.968171,0.117725,0.998168,2.99123,0.00289308
7170,71.7,0.968152,0.117849,0.998165,2.99135,0.00284848
7180,71.8,0.968169,0.117765,0.998164,2.99102,0.00275103
7190,71.9,0.968148,0.117784,0.99816,2.99088,0.0026048
7200,72,0.968082,0.118137,0.998159,2.9908,0.00269297
7210,72.1,0.968114,0.117934,0.998156,2.99055,0.00275062
7220,72.2,0.968163,0.117828,0.998154,2.99008,0.00276428
7230,72.3,0.968188,0.117725,0.99815,2.98988,0.00273288
7240,72.4,0.968217,0.11772,0.998148,2.99005,0.00265781
7250,72.5,0.96818,0.117785,0.998145,2.98892,0.0028028
7260,72.6,0.968306,0.117358,0.998143,2.98906,0.00293531
7270,72.7,0.968042,0.118188,0.99814,2.98824,0.00303644
7280,72.8,0.968099,0.117899,0.998137,2.98796,0.00307396
7290,72.9,0.968197,0.117598,0.998134,2.98808,0.00305317
7300,73,0.968016,0.118288,0.998131,2.98718,0.00314616
7310,73.1,0.968021,0.118218,0.998132,2.98676,0.00341497
7320,73.2,0.968142,0.117868,0.998128,2.98657,0.00367919
7330,73.3,0.968194,0.117631,0.998123,2.98651,0.00390064
7340,73.4,0.968129,0.117861,0.99812,2.98584,0.00405074
7350,73.5,0.968221,0.117736,0.998118,2.98599,0.00411727
7360,73.6,0.968335,0.117345,0.998115,2.98584,0.0041006
7370,73.7,0.968184,0.117857,0.998114,2.98592,0.00402132
7380,73.8,0.967999,0.118277,0.998113,2.98489,0.00391276
7390,73.9,0.968222,0.117779,0.998107,2.98496,0.00381644
7400,74,0.968241,0.117594,0.998104,2.9855,0.0037672
7410,74.1,0.968179,0.117714,0.998103,2.98495,0.00378892
7420,74.2,0.96821,0.117597,0.998099,2.98508,0.00389389
7430,74.3,0.968185,0.117768,0.998096,2.98486,0.00407085
7440,74.4,0.968135,0.117917,0.998092,2.98526,0.00429445
7450,74.5,0.968197,0.117738,0.998092,2.9846,0.00452903
7460,74.6,0.96815,0.117773,0.998087,2.98491,0.00473543
7470,74.7,0.968163,0.11794,0.998086,2.98439,0.00487699
7480,74.8,0.968167,0.117796,0.998082,2.9845,0.0049346
7490,74.9,0.968186,0.117666,0.998082,2.98474,0.00490465
7500,75,0.968198,0.117694,0.998079,2.98494,0.00480032
7510,75.1,0.968138,0.117939,0.998076,2.98489,0.00464927
7520,75.2,0.968157,0.117799,0.998072,2.98461,0.00448902
7530,75.3,0.968182,0.117673,0.998071,2.98498,0.00436475
7540,75.4,0.968162,0.117819,0.998069,2.98492,0.00430672
7550,75.5,0.968029,0.118187,0.998066,2.98488,0.00433169
7560,75.6,0.968014,0.118308,0.998061,2.98486,0.00443989
7570,75.7,0.968279,0.117338,0.99806,2.98533,0.0046111
7580,75.8,0.968062,0.118153,0.998056,2.98509,0.00481104
7590,75.9,0.968117,0.117864,0.998055,2.98575,0.00499557
7600,76,0.968158,0.117784,0.998051,2.9859,0.00512516
7610,76.1,0.968031,0.118075,0.998049,2.98495,0.00517752
7620,76.2,0.968292,0.117401,0.998046,2.98613,0.00514342
7630,76.3,0.96817,0.117682,0.998044,2.98546,0.00502935
7640,76.4,0.968126,0.117986,0.99804,2.98554,0.00486194
7650,76.5,0.968169,0.117825,0.998037,2.98612,0.00467167
7660,76.6,0.968142,0.117886,0.998037,2.9849,0.00449748
7670,76.7,0.968278,0.117617,0.998033,2.98649,0.00437684
7680,76.8,0.968049,0.118196,0.998032,2.98536,0.00433243
7690,76.9,0.968186,0.117745,0.99803,2.98514,0.00436577
7700,77,0.968138,0.117852,0.998026,2.98445,0.00446619
7710,77.1,0.968127,0.117906,0.998022,2.98565,0.00461544
7720,77.2,0.968072,0.117969,0.998019,2.98399,0.00477703
7730,77.3,0.968168,0.117747,0.998016,2.98396,0.00491234
7740,77.4,0.968308,0.117482,0.998011,2.98486,0.00499631
7750,77.5,0.96812,0.117944,0.99801,2.98334,0.00500693
7760,77.6,0.968135,0.117826,0.998009,2.98335,0.00494202
7770,77.7,0.968119,0.117962,0.998006,2.98284,0.00481089
7780,77.8,0.96811,0.117952,0.998003,2.9826,0.00464054
7790,77.9,0.968156,0.117703,0.998002,2.9825,0.00446308
7800,78,0.968242,0.117697,0.997998,2.9832,0.00431428
7810,78.1,0.968191,0.117649,0.997997,2.98211,0.00422173
7820,78.2,0.968188,0.117717,0.997994,2.98149,0.00420344
7830,78.3,0.968275,0.117625,0.997988,2.98232,0.00426197
7840,78.4,0.968214,0.117689,0.997989,2.98134,0.00438137
7850,78.5,0.968256,0.11767,0.997983,2.98104,0.00453547
7860,78.6,0.968178,0.117714,0.997983,2.97969,0.0046903
7870,78.7,0.968289,0.11751,0.99798,2.98014,0.00481045
7880,78.8,0.968075,0.118144,0.997973,2.97853,0.00487361
7890,78.9,0.968196,0.117618,0.997972,2.97864,0.0048698
7900,79,0.968194,0.11768,0.997971,2.97857,0.00479831
7910,79.1,0.968087,0.118043,0.997968,2.97751,0.00467644
7920,79.2,0.968157,0.11781,0.997968,2.97826,0.00452941
7930,79.3,0.968194,0.117679,0.997961,2.97686,0.00438648
7940,79.4,0.968183,0.117725,0.99796,2.97696,0.00427996
7950,79.5,0.968175,0.117709,0.997958,2.97649,0.00423487
7960,79.6,0.968191,0.117766,0.997956,2.97639,0.00426218
7970,79.7,0.968055,0.118161,0.997952,2.97553,0.00435633
7980,79.8,0.968194,0.117707,0.99795,2.97601,0.00450286
7990,79.9,0.968221,0.117845,0.997948,2.97759,0.00467233
8000,80,0.968062,0.117922,0.997946,2.97425,0.00483273
8010,80.1,0.968206,0.117753,0.997944,2.9746,0.00496039
8020,80.2,0.968103,0.1181,0.997939,2.97462,0.00503656
8030,80.3,0.968124,0.117842,0.997936,2.97405,0.00505127
8040,80.4,0.968159,0.117738,0.997933,2.97384,0.00501279
8050,80.5,0.968178,0.117759,0.997933,2.97352,0.0049377
8060,80.6,0.968201,0.117718,0.997929,2.9737,0.00485158
8070,80.7,0.968231,0.117626,0.997923,2.97344,0.00477993
8080,80.8,0.968076,0.11809,0.997924,2.97267,0.0047481
8090,80.9,0.968167,0.117837,0.997922,2.97338,0.00477262
8100,81,0.968068,0.117972,0.99792,2.9719,0.00485264
8110,81.1,0.968078,0.118091,0.997916,2.97333,0.00497757
8120,81.2,0.968117,0.117862,0.997914,2.97283,0.0051273
8130,81.3,0.96815,0.117757,0.997912,2.97241,0.00527595
8140,81.4,0.968164,0.117737,0.997908,2.97206,0.00540063
8150,81.5,0.968192,0.117701,0.997906,2.97231,0.00548223
8160,81.6,0.968105,0.117931,0.997901,2.97269,0.00551167
8170,81.7,0.968116,0.118002,0.997902,2.97213,0.00548403
8180,81.8,0.968208,0.117748,0.997898,2.972,0.00541719
8190,81.9,0.968113,0.117916,0.997896,2.97093,0.00533642
8200,82,0.968157,0.117707,0.997894,2.97059,0.0052663
8210,82.1,0.968247,0.117473,0.997891,2.97086,0.00522982
8220,82.2,0.968239,0.11749,0.997887,2.97118,0.00523931
8230,82.3,0.968019,0.11815,0.997887,2.9701,0.00529647
8240,82.4,0.968134,0.117938,0.997883,2.97188,0.00539499
8250,82.5,0.967982,0.118374,0.997881,2.97027,0.00550873
8260,82.6,0.968061,0.117934,0.997878,2.97086,0.00561645
8270,82.7,0.968246,0.117736,0.997874,2.97263,0.00569228
8280,82.8,0.968123,0.11791,0.997873,2.97181,0.00571446
8290,82.9,0.968216,0.117565,0.997868,2.97217,0.00567115
8300,83,0.968175,0.117762,0.997868,2.97175,0.00556327
8310,83.1,0.968061,0.118098,0.997864,2.971,0.00541135
8320,83.2,0.968169,0.117779,0.997861,2.97268,0.00523899
8330,83.3,0.968136,0.117923,0.997861,2.97401,0.00507345
8340,83.4,0.968177,0.117805,0.997856,2.9735,0.00494105
8350,83.5,0.968121,0.117924,0.997853,2.97317,0.00485569
8360,83.6,0.968172,0.117785,0.997854,2.97318,0.00482325
8370,83.7,0.968162,0.117704,0.997849,2.97343,0.00483794
8380,83.8,0.968127,0.117914,0.99785,2.97419,0.00487653
8390,83.9,0.968247,0.117486,0.997843,2.97398,0.00491506
8400,84,0.96811,0.118059,0.997841,2.97436,0.004925
8410,84.1,0.968175,0.117684,0.997841,2.97443,0.00488244
8420,84.2,0.968244,0.117608,0.997836,2.97558,0.00477557
8430,84.3,0.968164,0.117743,0.997834,2.97528,0.0045983
8440,84.4,0.968166,0.11785,0.997831,2.97539,0.00436451
8450,84.5,0.968218,0.117612,0.997828,2.97543,0.00410073
8460,84.6,0.968142,0.117886,0.997825,2.97588,0.00383433
8470,84.7,0.968104,0.118006,0.997822,2.97612,0.0035918
8480,84.8,0.968195,0.117592,0.99782,2.97603,0.00339511
8490,84.9,0.968257,0.11754,0.997818,2.97662,0.00325388
8500,85,0.968013,0.118161,0.997817,2.97641,0.00316397
8510,85.1,0.968041,0.118131,0.997811,2.97722,0.00311139
8520,85.2,0.968228,0.117637,0.99781,2.97744,0.00307486
