# Field snapshot at t = 30 seconds
# Grid: 64 x 64
# Columns: x  y  theta  R  mass  |psi|^2  psi_0_real  psi_0_imag  psi_1_real  psi_1_imag  psi_2_real  psi_2_imag  psi_3_real  psi_3_imag
0  0  -0.038317  0.999533  2.498831  0.000294  -0.004165  -0.003792  0.002666  -0.007345  -0.004939  -0.008862  0.004251  -0.008929
1  0  0.035639  0.999145  2.497863  0.000336  -0.003392  -0.001372  0.006597  0.009322  0.008943  -0.000803  0.002328  -0.010304
2  0  -0.077927  0.998921  2.497302  0.000469  -0.004214  -0.000037  0.008261  0.015020  0.011453  -0.002738  -0.001176  0.004103
3  0  -0.029706  0.999104  2.497759  0.000287  -0.011098  0.004568  -0.003282  -0.004403  -0.008990  0.000486  0.004276  -0.003613
4  0  0.007078  0.999690  2.499226  0.000167  0.010019  -0.005943  -0.000657  -0.000414  0.003024  0.004572  0.000389  0.000889
5  0  0.031342  0.999654  2.499135  0.000552  -0.007240  -0.004240  -0.008621  0.015212  0.006003  0.002767  0.002509  -0.011221
6  0  0.017071  0.999533  2.498832  0.000217  0.000190  -0.005004  0.007281  0.002643  -0.001616  -0.003626  0.010763  0.000846
7  0  0.042808  0.999208  2.498020  0.000149  0.004310  -0.004462  0.003771  -0.005992  0.003782  0.001883  -0.006433  -0.001087
8  0  -0.052867  0.999247  2.498118  0.000200  0.005801  0.000942  -0.003022  0.006641  0.008427  0.005784  -0.000424  0.002824
9  0  -0.058369  0.999276  2.498190  0.000155  -0.000329  0.004159  0.005648  0.002003  0.004061  0.002524  0.005886  0.006627
10  0  -0.043647  0.999438  2.498594  0.000202  -0.010456  -0.003897  0.001238  0.006831  -0.000295  0.000951  0.005247  -0.001082
11  0  0.037728  0.999595  2.498986  0.000176  0.003827  -0.004544  -0.000093  0.010333  -0.000338  0.004761  -0.000343  0.003252
12  0  0.020766  0.999541  2.498853  0.000223  -0.009930  -0.000260  -0.002050  -0.004280  -0.004959  -0.008279  -0.002317  0.001794
13  0  -0.043501  0.999587  2.498967  0.000389  0.005997  0.001810  -0.002764  0.014090  0.007458  -0.002346  -0.008233  0.003884
14  0  -0.000492  0.999346  2.498366  0.000358  0.003960  0.009098  0.006059  0.003437  0.007191  -0.005888  -0.001315  0.011085
15  0  -0.051005  0.999349  2.498371  0.000127  -0.002139  0.002545  -0.004603  0.000759  -0.000901  -0.008659  -0.004240  -0.000936
16  0  -0.004169  0.999520  2.498801  0.000175  0.001569  0.003370  -0.004437  0.001848  0.004368  0.006302  0.007746  0.004372
17  0  -0.027681  0.999728  2.499320  0.000215  0.006266  0.000343  -0.008570  -0.004950  0.001644  -0.003518  0.007408  0.002747
18  0  -0.061572  0.999835  2.499588  0.000092  -0.002681  -0.001071  0.002175  0.003483  -0.005809  -0.005394  -0.001536  0.001388
19  0  -0.043897  0.999580  2.498951  0.000221  0.010775  -0.001076  0.003330  0.008099  0.002295  -0.003023  0.003541  -0.000545
20  0  -0.066612  0.999671  2.499177  0.000102  0.001199  0.003789  -0.001594  0.003080  -0.005956  0.005252  0.002802  -0.001861
21  0  -0.091212  0.999720  2.499299  0.000083  0.002526  -0.000422  -0.005091  -0.003555  0.003008  0.004750  -0.001548  0.001897
22  0  -0.025931  0.999451  2.498628  0.000079  -0.000450  -0.001205  -0.000384  0.005722  -0.000122  -0.005413  0.003767  -0.000862
23  0  0.025829  0.999177  2.497943  0.000078  -0.003893  0.003122  -0.003099  -0.000327  0.001692  0.001705  0.002472  0.005618
