# Field snapshot at t = 50 seconds
# Grid: 64 x 64
# Columns: x  y  theta  R  mass  |psi|^2  psi_0_real  psi_0_imag  psi_1_real  psi_1_imag  psi_2_real  psi_2_imag  psi_3_real  psi_3_imag
0  0  -0.031241  0.999524  2.498811  0.000310  0.013313  0.002689  -0.001844  -0.002550  0.001247  -0.004544  0.007537  0.006086
1  0  -0.058726  0.999520  2.498799  0.000218  0.005392  -0.003182  -0.005054  0.000594  -0.000032  -0.012172  0.000817  0.002078
2  0  -0.001892  0.999465  2.498663  0.000301  0.006076  0.002035  -0.000637  -0.007262  0.004489  -0.009504  0.007503  -0.006338
3  0  -0.051604  0.998604  2.496510  0.000149  0.001078  -0.003675  -0.000052  -0.002334  0.002248  -0.003165  0.010356  0.002548
4  0  -0.035359  0.998554  2.496386  0.000150  0.002684  -0.005103  0.002471  0.003326  0.007200  0.002556  -0.002367  -0.005935
5  0  -0.010869  0.998703  2.496757  0.000253  -0.006160  0.006210  -0.005526  -0.001960  0.005561  -0.008682  0.005076  0.003113
6  0  0.006369  0.999563  2.498908  0.000253  -0.009082  -0.002730  0.000944  0.003790  0.010683  0.001486  0.002619  0.005008
7  0  0.029505  0.999507  2.498769  0.000149  0.005135  0.000583  0.003118  -0.002508  0.002321  -0.007648  -0.005983  -0.002489
8  0  0.021073  0.999902  2.499755  0.000180  0.000328  0.002526  0.008555  0.007717  0.002792  0.003794  0.004160  -0.001166
9  0  0.036627  0.999917  2.499793  0.000358  -0.000540  0.005975  0.004731  -0.005746  0.009304  0.009039  -0.003502  0.009269
10  0  0.023595  0.999229  2.498073  0.000365  -0.009721  -0.004900  -0.004624  -0.001163  0.005757  -0.006157  0.011637  -0.004216
11  0  -0.000111  0.998578  2.496446  0.000509  0.005564  -0.009446  -0.006132  -0.000584  0.009920  -0.001505  -0.015567  0.002861
12  0  -0.045015  0.998449  2.496122  0.000104  -0.000985  -0.008598  -0.002407  0.002141  -0.001552  0.002971  0.001032  0.002533
13  0  0.038578  0.998707  2.496767  0.000150  -0.001707  0.000371  0.006080  0.003899  0.007296  -0.002793  -0.005145  -0.002650
14  0  -0.051953  0.999000  2.497500  0.000416  0.008877  -0.000252  -0.003953  -0.002653  0.010747  0.005131  -0.007630  0.010675
15  0  -0.021897  0.999239  2.498097  0.000163  0.008620  0.005783  0.006118  -0.001059  -0.001190  0.000318  0.000137  -0.003920
16  0  0.003729  0.999850  2.499624  0.000255  -0.002951  0.002275  -0.014147  0.001963  0.003198  -0.000968  -0.000599  0.005058
